SRC_exhaustive Query: Medium,Depth,BBoxes,Data Size
"[116695, 285607, 209926, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[278786, 186521, 372017, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[210529, 139521, 303760, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[117677, 68931, 210908, 162162]",1,"[69337, 9783, 474275, 219328]",309
"[304884, 180839, 398115, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[135333, 315426, 228564, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[361415, 287447, 454646, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[365327, 193377, 458558, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[93340, 88362, 186571, 181593]",1,"[69337, 9783, 474275, 219328]",309
"[181477, 12883, 274708, 106114]",1,"[69337, 9783, 474275, 219328]",309
"[314790, 34989, 408021, 128220]",1,"[69337, 9783, 474275, 219328]",309
"[304271, 89993, 397502, 183224]",1,"[69337, 9783, 474275, 219328]",309
"[188776, 198534, 282007, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[160784, 336170, 254015, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161955, 177463, 255186, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[267565, 219750, 360796, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[323058, 234088, 416289, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[97264, 9783, 190495, 101878]",1,"[69337, 9783, 474275, 219328]",309
"[81915, 306228, 175146, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[30976, 239794, 124207, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[74097, 187080, 167328, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[13002, 259991, 106233, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[356353, 355634, 449584, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[143173, 329092, 236404, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[106502, 44946, 199733, 138177]",1,"[69337, 9783, 474275, 219328]",309
"[295886, 230351, 389117, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[154239, 99255, 247470, 192486]",1,"[69337, 9783, 474275, 219328]",309
"[285743, 97171, 378974, 190402]",1,"[69337, 9783, 474275, 219328]",309
"[41297, 353550, 134528, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[343341, 90640, 436572, 183871]",1,"[69337, 9783, 474275, 219328]",309
"[312039, 65816, 405270, 159047]",1,"[69337, 9783, 474275, 219328]",309
"[272317, 339534, 365548, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[293027, 325335, 386258, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[209809, 235992, 303040, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[147451, 171379, 240682, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[157519, 15265, 250750, 108496]",1,"[69337, 9783, 474275, 219328]",309
"[232881, 155148, 326112, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[143483, 290116, 236714, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[284555, 298866, 377786, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[174803, 187561, 268034, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[107725, 378040, 200956, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[234450, 82412, 327681, 175643]",1,"[69337, 9783, 474275, 219328]",309
"[11224, 276207, 104455, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[89556, 354738, 182787, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[375847, 303440, 469078, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[209519, 197354, 302750, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[251455, 27184, 344686, 120415]",1,"[69337, 9783, 474275, 219328]",309
"[302556, 223933, 395787, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[341912, 330099, 435143, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[127813, 16344, 221044, 109575]",1,"[69337, 9783, 474275, 219328]",309
"[198025, 285515, 291256, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[91225, 364768, 184456, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[110095, 338894, 203326, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[193963, 337272, 287194, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[375165, 268682, 468396, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[18152, 138766, 111383, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[307778, 135036, 401009, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[152019, 105184, 245250, 198415]",1,"[69337, 9783, 474275, 219328]",309
"[228308, 48971, 321539, 142202]",1,"[69337, 9783, 474275, 219328]",309
"[308607, 243092, 401838, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[132233, 243865, 225464, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[274926, 377735, 368157, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[60766, 106829, 153997, 200060]",0,"[8117, 9783, 474275, 219328]",617
"[94355, 239063, 187586, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[42316, 231855, 135547, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[340908, 215075, 434139, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[150646, 140597, 243877, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[237344, 194849, 330575, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[327769, 179958, 421000, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[55632, 169083, 148863, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[23916, 266338, 117147, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[13868, 139481, 107099, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[114436, 216730, 207667, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[210819, 236503, 304050, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[341235, 336133, 434466, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[361002, 212202, 454233, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[373597, 28258, 466828, 121489]",1,"[69337, 9783, 474275, 219328]",309
"[313613, 252075, 406844, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[194020, 306326, 287251, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[74603, 304033, 167834, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[380617, 154052, 473848, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[180144, 20857, 273375, 114088]",1,"[69337, 9783, 474275, 219328]",309
"[216832, 256485, 310063, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[281634, 79074, 374865, 172305]",1,"[69337, 9783, 474275, 219328]",309
"[29920, 50837, 123151, 144068]",0,"[8117, 9783, 474275, 219328]",617
"[304821, 190272, 398052, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[197396, 10472, 290627, 103703]",1,"[69337, 9783, 474275, 219328]",309
"[44488, 108137, 137719, 201368]",0,"[8117, 9783, 474275, 219328]",617
"[66213, 360122, 159444, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[291558, 255110, 384789, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[30724, 173022, 123955, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[21428, 173163, 114659, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[213977, 73794, 307208, 167025]",1,"[69337, 9783, 474275, 219328]",309
"[341339, 152339, 434570, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[221196, 359856, 314427, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[82635, 320416, 175866, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[85443, 220035, 178674, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[168600, 276286, 261831, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[39494, 93529, 132725, 186760]",0,"[8117, 9783, 474275, 219328]",617
"[73853, 78348, 167084, 171579]",1,"[69337, 9783, 474275, 219328]",309
"[260243, 377904, 353474, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[344653, 32608, 437884, 125839]",1,"[69337, 9783, 474275, 219328]",309
"[280541, 30908, 373772, 124139]",1,"[69337, 9783, 474275, 219328]",309
"[299068, 370498, 392299, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[373711, 339058, 466942, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[211155, 102604, 304386, 195835]",1,"[69337, 9783, 474275, 219328]",309
"[188838, 315288, 282069, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[51527, 50442, 144758, 143673]",0,"[8117, 9783, 474275, 219328]",617
"[301611, 99566, 394842, 192797]",1,"[69337, 9783, 474275, 219328]",309
"[147359, 113815, 240590, 207046]",1,"[69337, 9783, 474275, 219328]",309
"[144937, 180051, 238168, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[375331, 379665, 468562, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[141224, 144036, 234455, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[279402, 247443, 372633, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[89485, 243430, 182716, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[297904, 88238, 391135, 181469]",1,"[69337, 9783, 474275, 219328]",309
"[28355, 339752, 121586, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[315089, 100898, 408320, 194129]",1,"[69337, 9783, 474275, 219328]",309
"[344473, 276669, 437704, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[25835, 173834, 119066, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[45678, 109245, 138909, 202476]",0,"[8117, 9783, 474275, 219328]",617
"[348065, 247479, 441296, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[328400, 133275, 421631, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[248592, 281933, 341823, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[91683, 380115, 184914, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[183054, 351634, 276285, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[78831, 257932, 172062, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[299579, 38087, 392810, 131318]",1,"[69337, 9783, 474275, 219328]",309
"[293037, 51327, 386268, 144558]",1,"[69337, 9783, 474275, 219328]",309
"[279525, 188148, 372756, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[9407, 50053, 102638, 143284]",0,"[8117, 9783, 474275, 219328]",617
"[62633, 232372, 155864, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[326643, 192834, 419874, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[307104, 244875, 400335, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[184176, 206332, 277407, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[276761, 197938, 369992, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[341862, 70426, 435093, 163657]",1,"[69337, 9783, 474275, 219328]",309
"[79477, 174259, 172708, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[20031, 103851, 113262, 197082]",0,"[8117, 9783, 474275, 219328]",617
"[73705, 18183, 166936, 111414]",1,"[69337, 9783, 474275, 219328]",309
"[185268, 326610, 278499, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[109484, 31258, 202715, 124489]",1,"[69337, 9783, 474275, 219328]",309
"[225086, 346488, 318317, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[40643, 374511, 133874, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[171304, 212335, 264535, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[35501, 322925, 128732, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[96281, 195751, 189512, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[48708, 222145, 141939, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[36431, 239174, 129662, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[194228, 324861, 287459, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[333246, 142244, 426477, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[360605, 170511, 453836, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[303152, 245953, 396383, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[224242, 102838, 317473, 196069]",1,"[69337, 9783, 474275, 219328]",309
"[24206, 246001, 117437, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[146607, 107990, 239838, 201221]",1,"[69337, 9783, 474275, 219328]",309
"[211361, 41720, 304592, 134951]",1,"[69337, 9783, 474275, 219328]",309
"[195607, 58608, 288838, 151839]",1,"[69337, 9783, 474275, 219328]",309
"[72796, 21846, 166027, 115077]",1,"[69337, 9783, 474275, 219328]",309
"[192029, 19303, 285260, 112534]",1,"[69337, 9783, 474275, 219328]",309
"[100961, 219805, 194192, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[331085, 370175, 424316, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[350704, 15271, 443935, 108502]",1,"[69337, 9783, 474275, 219328]",309
"[177358, 247441, 270589, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[298600, 372417, 391831, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[268180, 257957, 361411, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50296, 35235, 143527, 128466]",0,"[8117, 9783, 474275, 219328]",617
"[288932, 218845, 382163, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[145607, 22690, 238838, 115921]",1,"[69337, 9783, 474275, 219328]",309
"[347854, 278578, 441085, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[58300, 50108, 151531, 143339]",0,"[8117, 9783, 474275, 219328]",617
"[183026, 196100, 276257, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[59751, 255257, 152982, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[25453, 88999, 118684, 182230]",0,"[8117, 9783, 474275, 219328]",617
"[278962, 336075, 372193, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[158630, 27412, 251861, 120643]",1,"[69337, 9783, 474275, 219328]",309
"[8497, 205609, 101728, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[185164, 90357, 278395, 183588]",1,"[69337, 9783, 474275, 219328]",309
"[295573, 373009, 388804, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[85126, 92295, 178357, 185526]",1,"[69337, 9783, 474275, 219328]",309
"[99665, 91465, 192896, 184696]",1,"[69337, 9783, 474275, 219328]",309
"[343724, 364547, 436955, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[135299, 335648, 228530, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[180225, 20620, 273456, 113851]",1,"[69337, 9783, 474275, 219328]",309
"[261304, 336236, 354535, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[363816, 216838, 457047, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[31274, 126829, 124505, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[134098, 341392, 227329, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[155744, 180381, 248975, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[97254, 132995, 190485, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[192709, 126627, 285940, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[93901, 228710, 187132, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[250809, 198583, 344040, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[304539, 80467, 397770, 173698]",1,"[69337, 9783, 474275, 219328]",309
"[210759, 304296, 303990, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15177, 93125, 108408, 186356]",0,"[8117, 9783, 474275, 219328]",617
"[314118, 11072, 407349, 104303]",1,"[69337, 9783, 474275, 219328]",309
"[368271, 212540, 461502, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[98274, 86172, 191505, 179403]",1,"[69337, 9783, 474275, 219328]",309
"[18345, 21311, 111576, 114542]",0,"[8117, 9783, 474275, 219328]",617
"[177631, 275549, 270862, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[10055, 28135, 103286, 121366]",0,"[8117, 9783, 474275, 219328]",617
"[32866, 66786, 126097, 160017]",0,"[8117, 9783, 474275, 219328]",617
"[308534, 328705, 401765, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[85551, 88412, 178782, 181643]",1,"[69337, 9783, 474275, 219328]",309
"[361272, 207280, 454503, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[21980, 227655, 115211, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[236844, 305935, 330075, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[368004, 182664, 461235, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[380993, 138118, 474224, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[80380, 198971, 173611, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[275636, 121710, 368867, 214941]",1,"[69337, 9783, 474275, 219328]",309
"[287745, 218035, 380976, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[46415, 76168, 139646, 169399]",0,"[8117, 9783, 474275, 219328]",617
"[221899, 304921, 315130, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[353455, 191928, 446686, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[58740, 234368, 151971, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[236725, 136905, 329956, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[255126, 208268, 348357, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[126099, 215125, 219330, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[133974, 346421, 227205, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260395, 216290, 353626, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[312925, 44302, 406156, 137533]",1,"[69337, 9783, 474275, 219328]",309
"[140430, 152755, 233661, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[284199, 203045, 377430, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[292459, 19508, 385690, 112739]",1,"[69337, 9783, 474275, 219328]",309
"[324804, 328773, 418035, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[256918, 132382, 350149, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[152968, 29247, 246199, 122478]",1,"[69337, 9783, 474275, 219328]",309
"[328439, 176712, 421670, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[212995, 336374, 306226, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[64037, 288334, 157268, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[33659, 83723, 126890, 176954]",0,"[8117, 9783, 474275, 219328]",617
"[213863, 22165, 307094, 115396]",1,"[69337, 9783, 474275, 219328]",309
"[228868, 214218, 322099, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[235110, 63072, 328341, 156303]",1,"[69337, 9783, 474275, 219328]",309
"[249649, 324883, 342880, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[250331, 92726, 343562, 185957]",1,"[69337, 9783, 474275, 219328]",309
"[97040, 186634, 190271, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[256817, 223649, 350048, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[91483, 317554, 184714, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[156862, 272128, 250093, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[67107, 201203, 160338, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[189216, 82929, 282447, 176160]",1,"[69337, 9783, 474275, 219328]",309
"[337686, 195613, 430917, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[255936, 338559, 349167, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[280074, 36378, 373305, 129609]",1,"[69337, 9783, 474275, 219328]",309
"[110716, 143190, 203947, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[100862, 314134, 194093, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[178338, 163328, 271569, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[207405, 340737, 300636, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[29855, 160742, 123086, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[297227, 234196, 390458, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[26415, 365798, 119646, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[223361, 149186, 316592, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[204810, 117260, 298041, 210491]",1,"[69337, 9783, 474275, 219328]",309
"[189980, 78456, 283211, 171687]",1,"[69337, 9783, 474275, 219328]",309
"[77404, 65945, 170635, 159176]",1,"[69337, 9783, 474275, 219328]",309
"[329573, 195268, 422804, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[95021, 24488, 188252, 117719]",1,"[69337, 9783, 474275, 219328]",309
"[233863, 310471, 327094, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[216991, 251134, 310222, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[48051, 344654, 141282, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[380765, 378807, 473996, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[365064, 48919, 458295, 142150]",1,"[69337, 9783, 474275, 219328]",309
"[231163, 293808, 324394, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[298528, 80626, 391759, 173857]",1,"[69337, 9783, 474275, 219328]",309
"[96843, 88316, 190074, 181547]",1,"[69337, 9783, 474275, 219328]",309
"[116887, 94347, 210118, 187578]",1,"[69337, 9783, 474275, 219328]",309
"[127785, 23700, 221016, 116931]",1,"[69337, 9783, 474275, 219328]",309
"[283527, 79187, 376758, 172418]",1,"[69337, 9783, 474275, 219328]",309
"[266613, 195274, 359844, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[334932, 159132, 428163, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[183843, 366830, 277074, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[70233, 222481, 163464, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[145359, 91122, 238590, 184353]",1,"[69337, 9783, 474275, 219328]",309
"[187671, 337357, 280902, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[271079, 182070, 364310, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[287631, 372579, 380862, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[83918, 205322, 177149, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[299347, 168151, 392578, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[131081, 206594, 224312, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[189796, 212728, 283027, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[255199, 276314, 348430, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[168632, 223128, 261863, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[221134, 59346, 314365, 152577]",1,"[69337, 9783, 474275, 219328]",309
"[366434, 88864, 459665, 182095]",1,"[69337, 9783, 474275, 219328]",309
"[85526, 10695, 178757, 103926]",1,"[69337, 9783, 474275, 219328]",309
"[314034, 320315, 407265, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[340542, 377456, 433773, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[279236, 64118, 372467, 157349]",1,"[69337, 9783, 474275, 219328]",309
"[373465, 347517, 466696, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[374107, 115554, 467338, 208785]",1,"[69337, 9783, 474275, 219328]",309
"[320480, 345915, 413711, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[324331, 277313, 417562, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[66409, 147933, 159640, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[369111, 330189, 462342, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[96531, 205173, 189762, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[52879, 27002, 146110, 120233]",0,"[8117, 9783, 474275, 219328]",617
"[13614, 68619, 106845, 161850]",0,"[8117, 9783, 474275, 219328]",617
"[197996, 260144, 291227, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[175026, 64813, 268257, 158044]",1,"[69337, 9783, 474275, 219328]",309
"[362522, 245424, 455753, 219328]",1,"[69337, 9783, 474275, 219328]",309
