SRC_middle Query: Medium,Depth,# Hops,BBoxes,Data Size
"[14, 12, 20, 18]",4,4,"[12, 12, 20, 20]",64
"[23, 26, 29, 32]",2,2,"[16, 16, 32, 32]",256
"[20, 0, 26, 6]",4,4,"[20, 0, 28, 8]",64
"[9, 6, 15, 12]",4,4,"[8, 4, 16, 12]",64
"[16, 20, 22, 26]",4,4,"[16, 20, 24, 28]",64
"[2, 19, 8, 25]",3,3,"[0, 16, 8, 32]",128
"[7, 11, 13, 17]",2,2,"[0, 8, 16, 24]",256
"[7, 5, 13, 11]",2,2,"[0, 0, 16, 16]",256
"[8, 2, 14, 8]",4,4,"[8, 0, 16, 8]",64
"[10, 5, 16, 11]",4,4,"[8, 4, 16, 12]",64
"[26, 18, 32, 24]",4,4,"[24, 16, 32, 24]",64
"[20, 18, 26, 24]",4,4,"[20, 16, 28, 24]",64
"[2, 3, 8, 9]",3,3,"[0, 0, 8, 16]",128
"[2, 22, 8, 28]",4,4,"[0, 20, 8, 28]",64
"[20, 25, 26, 31]",4,4,"[20, 24, 28, 32]",64
"[17, 2, 23, 8]",4,4,"[16, 0, 24, 8]",64
"[18, 6, 24, 12]",4,4,"[16, 4, 24, 12]",64
"[12, 7, 18, 13]",3,3,"[12, 0, 20, 16]",128
"[17, 11, 23, 17]",3,3,"[16, 8, 24, 24]",128
"[21, 3, 27, 9]",3,3,"[20, 0, 28, 16]",128
"[2, 19, 8, 25]",3,3,"[0, 16, 8, 32]",128
"[25, 16, 31, 22]",4,4,"[24, 16, 32, 24]",64
"[23, 10, 29, 16]",2,2,"[16, 8, 32, 24]",256
"[17, 10, 23, 16]",4,4,"[16, 8, 24, 16]",64
"[19, 13, 25, 19]",2,2,"[16, 8, 32, 24]",256
"[18, 12, 24, 18]",4,4,"[16, 12, 24, 20]",64
"[7, 14, 13, 20]",2,2,"[0, 8, 16, 24]",256
"[1, 2, 7, 8]",4,4,"[0, 0, 8, 8]",64
"[23, 2, 29, 8]",2,2,"[16, 0, 32, 16]",256
"[0, 14, 6, 20]",4,4,"[0, 12, 8, 20]",64
"[19, 21, 25, 27]",2,2,"[16, 16, 32, 32]",256
"[11, 21, 17, 27]",2,2,"[8, 16, 24, 32]",256
"[25, 25, 31, 31]",4,4,"[24, 24, 32, 32]",64
"[3, 21, 9, 27]",2,2,"[0, 16, 16, 32]",256
"[9, 3, 15, 9]",3,3,"[8, 0, 16, 16]",128
"[21, 25, 27, 31]",4,4,"[20, 24, 28, 32]",64
"[2, 4, 8, 10]",4,4,"[0, 4, 8, 12]",64
"[21, 6, 27, 12]",4,4,"[20, 4, 28, 12]",64
"[7, 17, 13, 23]",2,2,"[0, 8, 16, 24]",256
"[1, 20, 7, 26]",4,4,"[0, 20, 8, 28]",64
"[24, 15, 30, 21]",3,3,"[24, 8, 32, 24]",128
"[24, 3, 30, 9]",3,3,"[24, 0, 32, 16]",128
"[25, 6, 31, 12]",4,4,"[24, 4, 32, 12]",64
"[6, 14, 12, 20]",4,4,"[4, 12, 12, 20]",64
"[7, 18, 13, 24]",2,2,"[0, 8, 16, 24]",256
"[4, 23, 10, 29]",3,3,"[4, 16, 12, 32]",128
"[6, 22, 12, 28]",4,4,"[4, 20, 12, 28]",64
"[7, 6, 13, 12]",2,2,"[0, 0, 16, 16]",256
"[21, 25, 27, 31]",4,4,"[20, 24, 28, 32]",64
"[5, 6, 11, 12]",4,4,"[4, 4, 12, 12]",64
"[2, 7, 8, 13]",3,3,"[0, 0, 8, 16]",128
"[5, 14, 11, 20]",4,4,"[4, 12, 12, 20]",64
"[3, 21, 9, 27]",2,2,"[0, 16, 16, 32]",256
"[23, 17, 29, 23]",2,2,"[16, 8, 32, 24]",256
"[25, 9, 31, 15]",4,4,"[24, 8, 32, 16]",64
"[14, 11, 20, 17]",3,3,"[12, 8, 20, 24]",128
"[4, 25, 10, 31]",4,4,"[4, 24, 12, 32]",64
"[5, 5, 11, 11]",4,4,"[4, 4, 12, 12]",64
"[8, 8, 14, 14]",4,4,"[8, 8, 16, 16]",64
"[20, 19, 26, 25]",3,3,"[20, 16, 28, 32]",128
"[9, 17, 15, 23]",4,4,"[8, 16, 16, 24]",64
"[9, 7, 15, 13]",3,3,"[8, 0, 16, 16]",128
"[4, 5, 10, 11]",4,4,"[4, 4, 12, 12]",64
"[0, 1, 6, 7]",4,4,"[0, 0, 8, 8]",64
"[14, 5, 20, 11]",4,4,"[12, 4, 20, 12]",64
"[15, 21, 21, 27]",2,2,"[8, 16, 24, 32]",256
"[20, 20, 26, 26]",4,4,"[20, 20, 28, 28]",64
"[4, 3, 10, 9]",3,3,"[4, 0, 12, 16]",128
"[10, 11, 16, 17]",3,3,"[8, 8, 16, 24]",128
"[13, 6, 19, 12]",4,4,"[12, 4, 20, 12]",64
"[2, 8, 8, 14]",4,4,"[0, 8, 8, 16]",64
"[6, 5, 12, 11]",4,4,"[4, 4, 12, 12]",64
"[17, 25, 23, 31]",4,4,"[16, 24, 24, 32]",64
"[15, 2, 21, 8]",2,2,"[8, 0, 24, 16]",256
"[14, 18, 20, 24]",4,4,"[12, 16, 20, 24]",64
"[14, 21, 20, 27]",4,4,"[12, 20, 20, 28]",64
"[9, 1, 15, 7]",4,4,"[8, 0, 16, 8]",64
"[12, 11, 18, 17]",3,3,"[12, 8, 20, 24]",128
"[0, 8, 6, 14]",4,4,"[0, 8, 8, 16]",64
"[7, 6, 13, 12]",2,2,"[0, 0, 16, 16]",256
"[23, 21, 29, 27]",2,2,"[16, 16, 32, 32]",256
"[2, 7, 8, 13]",3,3,"[0, 0, 8, 16]",128
"[4, 12, 10, 18]",4,4,"[4, 12, 12, 20]",64
"[25, 20, 31, 26]",4,4,"[24, 20, 32, 28]",64
"[14, 3, 20, 9]",3,3,"[12, 0, 20, 16]",128
"[2, 19, 8, 25]",3,3,"[0, 16, 8, 32]",128
"[25, 26, 31, 32]",4,4,"[24, 24, 32, 32]",64
"[12, 9, 18, 15]",4,4,"[12, 8, 20, 16]",64
"[18, 17, 24, 23]",4,4,"[16, 16, 24, 24]",64
"[8, 20, 14, 26]",4,4,"[8, 20, 16, 28]",64
"[25, 26, 31, 32]",4,4,"[24, 24, 32, 32]",64
"[18, 23, 24, 29]",3,3,"[16, 16, 24, 32]",128
"[20, 19, 26, 25]",3,3,"[20, 16, 28, 32]",128
"[17, 15, 23, 21]",3,3,"[16, 8, 24, 24]",128
"[13, 23, 19, 29]",3,3,"[12, 16, 20, 32]",128
"[15, 23, 21, 29]",2,2,"[8, 16, 24, 32]",256
"[18, 24, 24, 30]",4,4,"[16, 24, 24, 32]",64
"[24, 20, 30, 26]",4,4,"[24, 20, 32, 28]",64
"[5, 22, 11, 28]",4,4,"[4, 20, 12, 28]",64
"[7, 15, 13, 21]",2,2,"[0, 8, 16, 24]",256
"[1, 3, 7, 9]",3,3,"[0, 0, 8, 16]",128
"[22, 25, 28, 31]",4,4,"[20, 24, 28, 32]",64
"[19, 10, 25, 16]",2,2,"[16, 8, 32, 24]",256
"[23, 5, 29, 11]",2,2,"[16, 0, 32, 16]",256
"[3, 13, 9, 19]",2,2,"[0, 8, 16, 24]",256
"[2, 26, 8, 32]",4,4,"[0, 24, 8, 32]",64
"[15, 4, 21, 10]",2,2,"[8, 0, 24, 16]",256
"[26, 12, 32, 18]",4,4,"[24, 12, 32, 20]",64
"[5, 20, 11, 26]",4,4,"[4, 20, 12, 28]",64
"[1, 23, 7, 29]",3,3,"[0, 16, 8, 32]",128
"[16, 7, 22, 13]",3,3,"[16, 0, 24, 16]",128
"[16, 5, 22, 11]",4,4,"[16, 4, 24, 12]",64
"[2, 19, 8, 25]",3,3,"[0, 16, 8, 32]",128
"[13, 22, 19, 28]",4,4,"[12, 20, 20, 28]",64
"[23, 21, 29, 27]",2,2,"[16, 16, 32, 32]",256
"[5, 5, 11, 11]",4,4,"[4, 4, 12, 12]",64
"[10, 8, 16, 14]",4,4,"[8, 8, 16, 16]",64
"[11, 13, 17, 19]",2,2,"[8, 8, 24, 24]",256
"[7, 9, 13, 15]",2,2,"[0, 8, 16, 24]",256
"[5, 24, 11, 30]",4,4,"[4, 24, 12, 32]",64
"[16, 26, 22, 32]",4,4,"[16, 24, 24, 32]",64
"[18, 19, 24, 25]",3,3,"[16, 16, 24, 32]",128
"[13, 2, 19, 8]",4,4,"[12, 0, 20, 8]",64
"[22, 7, 28, 13]",3,3,"[20, 0, 28, 16]",128
"[5, 6, 11, 12]",4,4,"[4, 4, 12, 12]",64
"[26, 16, 32, 22]",4,4,"[24, 16, 32, 24]",64
"[10, 9, 16, 15]",4,4,"[8, 8, 16, 16]",64
"[0, 21, 6, 27]",4,4,"[0, 20, 8, 28]",64
"[19, 13, 25, 19]",2,2,"[16, 8, 32, 24]",256
"[25, 6, 31, 12]",4,4,"[24, 4, 32, 12]",64
"[9, 10, 15, 16]",4,4,"[8, 8, 16, 16]",64
"[23, 19, 29, 25]",2,2,"[16, 16, 32, 32]",256
"[15, 5, 21, 11]",2,2,"[8, 0, 24, 16]",256
"[19, 7, 25, 13]",2,2,"[16, 0, 32, 16]",256
"[16, 0, 22, 6]",4,4,"[16, 0, 24, 8]",64
"[2, 20, 8, 26]",4,4,"[0, 20, 8, 28]",64
"[17, 19, 23, 25]",3,3,"[16, 16, 24, 32]",128
"[17, 22, 23, 28]",4,4,"[16, 20, 24, 28]",64
"[13, 1, 19, 7]",4,4,"[12, 0, 20, 8]",64
"[8, 22, 14, 28]",4,4,"[8, 20, 16, 28]",64
"[23, 10, 29, 16]",2,2,"[16, 8, 32, 24]",256
"[1, 0, 7, 6]",4,4,"[0, 0, 8, 8]",64
"[25, 26, 31, 32]",4,4,"[24, 24, 32, 32]",64
"[15, 22, 21, 28]",2,2,"[8, 16, 24, 32]",256
"[21, 12, 27, 18]",4,4,"[20, 12, 28, 20]",64
"[20, 23, 26, 29]",3,3,"[20, 16, 28, 32]",128
"[12, 7, 18, 13]",3,3,"[12, 0, 20, 16]",128
"[13, 22, 19, 28]",4,4,"[12, 20, 20, 28]",64
"[19, 11, 25, 17]",2,2,"[16, 8, 32, 24]",256
"[4, 13, 10, 19]",4,4,"[4, 12, 12, 20]",64
"[24, 9, 30, 15]",4,4,"[24, 8, 32, 16]",64
"[11, 11, 17, 17]",2,2,"[8, 8, 24, 24]",256
"[2, 11, 8, 17]",3,3,"[0, 8, 8, 24]",128
"[5, 23, 11, 29]",3,3,"[4, 16, 12, 32]",128
"[26, 2, 32, 8]",4,4,"[24, 0, 32, 8]",64
"[20, 11, 26, 17]",3,3,"[20, 8, 28, 24]",128
"[19, 16, 25, 22]",2,2,"[16, 8, 32, 24]",256
"[7, 21, 13, 27]",2,2,"[0, 16, 16, 32]",256
"[12, 1, 18, 7]",4,4,"[12, 0, 20, 8]",64
"[3, 22, 9, 28]",2,2,"[0, 16, 16, 32]",256
"[6, 25, 12, 31]",4,4,"[4, 24, 12, 32]",64
"[4, 12, 10, 18]",4,4,"[4, 12, 12, 20]",64
"[5, 6, 11, 12]",4,4,"[4, 4, 12, 12]",64
"[3, 15, 9, 21]",2,2,"[0, 8, 16, 24]",256
"[22, 23, 28, 29]",3,3,"[20, 16, 28, 32]",128
"[7, 6, 13, 12]",2,2,"[0, 0, 16, 16]",256
"[12, 5, 18, 11]",4,4,"[12, 4, 20, 12]",64
"[0, 12, 6, 18]",4,4,"[0, 12, 8, 20]",64
"[16, 1, 22, 7]",4,4,"[16, 0, 24, 8]",64
"[19, 20, 25, 26]",2,2,"[16, 16, 32, 32]",256
"[0, 26, 6, 32]",4,4,"[0, 24, 8, 32]",64
"[3, 15, 9, 21]",2,2,"[0, 8, 16, 24]",256
"[23, 5, 29, 11]",2,2,"[16, 0, 32, 16]",256
"[18, 18, 24, 24]",4,4,"[16, 16, 24, 24]",64
"[26, 26, 32, 32]",4,4,"[24, 24, 32, 32]",64
"[22, 24, 28, 30]",4,4,"[20, 24, 28, 32]",64
"[14, 0, 20, 6]",4,4,"[12, 0, 20, 8]",64
"[5, 8, 11, 14]",4,4,"[4, 8, 12, 16]",64
"[15, 24, 21, 30]",2,2,"[8, 16, 24, 32]",256
"[16, 8, 22, 14]",4,4,"[16, 8, 24, 16]",64
"[16, 23, 22, 29]",3,3,"[16, 16, 24, 32]",128
"[6, 11, 12, 17]",3,3,"[4, 8, 12, 24]",128
"[19, 13, 25, 19]",2,2,"[16, 8, 32, 24]",256
"[16, 25, 22, 31]",4,4,"[16, 24, 24, 32]",64
"[2, 2, 8, 8]",4,4,"[0, 0, 8, 8]",64
"[23, 18, 29, 24]",2,2,"[16, 8, 32, 24]",256
"[16, 2, 22, 8]",4,4,"[16, 0, 24, 8]",64
"[13, 20, 19, 26]",4,4,"[12, 20, 20, 28]",64
"[11, 16, 17, 22]",2,2,"[8, 8, 24, 24]",256
"[16, 7, 22, 13]",3,3,"[16, 0, 24, 16]",128
"[1, 2, 7, 8]",4,4,"[0, 0, 8, 8]",64
"[14, 12, 20, 18]",4,4,"[12, 12, 20, 20]",64
"[24, 15, 30, 21]",3,3,"[24, 8, 32, 24]",128
"[26, 16, 32, 22]",4,4,"[24, 16, 32, 24]",64
"[26, 9, 32, 15]",4,4,"[24, 8, 32, 16]",64
"[19, 9, 25, 15]",2,2,"[16, 8, 32, 24]",256
"[20, 5, 26, 11]",4,4,"[20, 4, 28, 12]",64
"[24, 4, 30, 10]",4,4,"[24, 4, 32, 12]",64
"[21, 23, 27, 29]",3,3,"[20, 16, 28, 32]",128
"[1, 23, 7, 29]",3,3,"[0, 16, 8, 32]",128
"[4, 24, 10, 30]",4,4,"[4, 24, 12, 32]",64
"[22, 5, 28, 11]",4,4,"[20, 4, 28, 12]",64
"[9, 1, 15, 7]",4,4,"[8, 0, 16, 8]",64
"[10, 18, 16, 24]",4,4,"[8, 16, 16, 24]",64
"[12, 25, 18, 31]",4,4,"[12, 24, 20, 32]",64
"[13, 5, 19, 11]",4,4,"[12, 4, 20, 12]",64
"[1, 5, 7, 11]",4,4,"[0, 4, 8, 12]",64
"[13, 2, 19, 8]",4,4,"[12, 0, 20, 8]",64
"[19, 10, 25, 16]",2,2,"[16, 8, 32, 24]",256
"[17, 15, 23, 21]",3,3,"[16, 8, 24, 24]",128
"[18, 20, 24, 26]",4,4,"[16, 20, 24, 28]",64
"[23, 10, 29, 16]",2,2,"[16, 8, 32, 24]",256
"[16, 22, 22, 28]",4,4,"[16, 20, 24, 28]",64
"[5, 4, 11, 10]",4,4,"[4, 4, 12, 12]",64
"[0, 26, 6, 32]",4,4,"[0, 24, 8, 32]",64
"[15, 5, 21, 11]",2,2,"[8, 0, 24, 16]",256
"[7, 25, 13, 31]",2,2,"[0, 16, 16, 32]",256
"[0, 22, 6, 28]",4,4,"[0, 20, 8, 28]",64
"[23, 10, 29, 16]",2,2,"[16, 8, 32, 24]",256
"[6, 15, 12, 21]",3,3,"[4, 8, 12, 24]",128
"[25, 17, 31, 23]",4,4,"[24, 16, 32, 24]",64
"[18, 16, 24, 22]",4,4,"[16, 16, 24, 24]",64
"[9, 22, 15, 28]",4,4,"[8, 20, 16, 28]",64
"[19, 6, 25, 12]",2,2,"[16, 0, 32, 16]",256
"[2, 6, 8, 12]",4,4,"[0, 4, 8, 12]",64
"[8, 6, 14, 12]",4,4,"[8, 4, 16, 12]",64
"[4, 25, 10, 31]",4,4,"[4, 24, 12, 32]",64
"[17, 0, 23, 6]",4,4,"[16, 0, 24, 8]",64
"[8, 3, 14, 9]",3,3,"[8, 0, 16, 16]",128
"[15, 13, 21, 19]",2,2,"[8, 8, 24, 24]",256
"[19, 18, 25, 24]",2,2,"[16, 8, 32, 24]",256
"[10, 16, 16, 22]",4,4,"[8, 16, 16, 24]",64
"[19, 21, 25, 27]",2,2,"[16, 16, 32, 32]",256
"[6, 25, 12, 31]",4,4,"[4, 24, 12, 32]",64
"[0, 16, 6, 22]",4,4,"[0, 16, 8, 24]",64
"[24, 24, 30, 30]",4,4,"[24, 24, 32, 32]",64
"[22, 8, 28, 14]",4,4,"[20, 8, 28, 16]",64
"[8, 3, 14, 9]",3,3,"[8, 0, 16, 16]",128
"[9, 22, 15, 28]",4,4,"[8, 20, 16, 28]",64
"[12, 0, 18, 6]",4,4,"[12, 0, 20, 8]",64
"[16, 24, 22, 30]",4,4,"[16, 24, 24, 32]",64
"[12, 2, 18, 8]",4,4,"[12, 0, 20, 8]",64
"[5, 7, 11, 13]",3,3,"[4, 0, 12, 16]",128
"[7, 4, 13, 10]",2,2,"[0, 0, 16, 16]",256
"[10, 16, 16, 22]",4,4,"[8, 16, 16, 24]",64
"[12, 7, 18, 13]",3,3,"[12, 0, 20, 16]",128
"[12, 24, 18, 30]",4,4,"[12, 24, 20, 32]",64
"[13, 10, 19, 16]",4,4,"[12, 8, 20, 16]",64
"[11, 7, 17, 13]",2,2,"[8, 0, 24, 16]",256
"[20, 9, 26, 15]",4,4,"[20, 8, 28, 16]",64
"[9, 11, 15, 17]",3,3,"[8, 8, 16, 24]",128
"[5, 0, 11, 6]",4,4,"[4, 0, 12, 8]",64
"[25, 2, 31, 8]",4,4,"[24, 0, 32, 8]",64
"[12, 14, 18, 20]",4,4,"[12, 12, 20, 20]",64
"[7, 7, 13, 13]",2,2,"[0, 0, 16, 16]",256
"[10, 18, 16, 24]",4,4,"[8, 16, 16, 24]",64
"[3, 4, 9, 10]",2,2,"[0, 0, 16, 16]",256
"[11, 5, 17, 11]",2,2,"[8, 0, 24, 16]",256
"[11, 25, 17, 31]",2,2,"[8, 16, 24, 32]",256
"[20, 18, 26, 24]",4,4,"[20, 16, 28, 24]",64
"[7, 12, 13, 18]",2,2,"[0, 8, 16, 24]",256
"[21, 7, 27, 13]",3,3,"[20, 0, 28, 16]",128
"[7, 15, 13, 21]",2,2,"[0, 8, 16, 24]",256
"[1, 13, 7, 19]",4,4,"[0, 12, 8, 20]",64
"[21, 1, 27, 7]",4,4,"[20, 0, 28, 8]",64
"[10, 22, 16, 28]",4,4,"[8, 20, 16, 28]",64
"[16, 1, 22, 7]",4,4,"[16, 0, 24, 8]",64
"[24, 11, 30, 17]",3,3,"[24, 8, 32, 24]",128
"[21, 3, 27, 9]",3,3,"[20, 0, 28, 16]",128
"[8, 23, 14, 29]",3,3,"[8, 16, 16, 32]",128
"[20, 26, 26, 32]",4,4,"[20, 24, 28, 32]",64
"[0, 24, 6, 30]",4,4,"[0, 24, 8, 32]",64
"[19, 22, 25, 28]",2,2,"[16, 16, 32, 32]",256
"[0, 9, 6, 15]",4,4,"[0, 8, 8, 16]",64
"[14, 24, 20, 30]",4,4,"[12, 24, 20, 32]",64
"[14, 6, 20, 12]",4,4,"[12, 4, 20, 12]",64
"[1, 11, 7, 17]",3,3,"[0, 8, 8, 24]",128
"[12, 26, 18, 32]",4,4,"[12, 24, 20, 32]",64
"[17, 25, 23, 31]",4,4,"[16, 24, 24, 32]",64
"[12, 3, 18, 9]",3,3,"[12, 0, 20, 16]",128
"[3, 13, 9, 19]",2,2,"[0, 8, 16, 24]",256
"[25, 21, 31, 27]",4,4,"[24, 20, 32, 28]",64
"[2, 26, 8, 32]",4,4,"[0, 24, 8, 32]",64
"[7, 4, 13, 10]",2,2,"[0, 0, 16, 16]",256
"[17, 25, 23, 31]",4,4,"[16, 24, 24, 32]",64
"[12, 20, 18, 26]",4,4,"[12, 20, 20, 28]",64
"[6, 0, 12, 6]",4,4,"[4, 0, 12, 8]",64
"[23, 24, 29, 30]",2,2,"[16, 16, 32, 32]",256
"[19, 8, 25, 14]",2,2,"[16, 8, 32, 24]",256
"[2, 18, 8, 24]",4,4,"[0, 16, 8, 24]",64
"[4, 9, 10, 15]",4,4,"[4, 8, 12, 16]",64
"[8, 23, 14, 29]",3,3,"[8, 16, 16, 32]",128
"[5, 1, 11, 7]",4,4,"[4, 0, 12, 8]",64
"[2, 12, 8, 18]",4,4,"[0, 12, 8, 20]",64
"[7, 2, 13, 8]",2,2,"[0, 0, 16, 16]",256
"[6, 12, 12, 18]",4,4,"[4, 12, 12, 20]",64
"[25, 24, 31, 30]",4,4,"[24, 24, 32, 32]",64
"[14, 0, 20, 6]",4,4,"[12, 0, 20, 8]",64
"[0, 23, 6, 29]",3,3,"[0, 16, 8, 32]",128
"[12, 8, 18, 14]",4,4,"[12, 8, 20, 16]",64
"[6, 2, 12, 8]",4,4,"[4, 0, 12, 8]",64
"[18, 3, 24, 9]",3,3,"[16, 0, 24, 16]",128
"[18, 17, 24, 23]",4,4,"[16, 16, 24, 24]",64
"[8, 3, 14, 9]",3,3,"[8, 0, 16, 16]",128
"[14, 13, 20, 19]",4,4,"[12, 12, 20, 20]",64
"[10, 6, 16, 12]",4,4,"[8, 4, 16, 12]",64
"[17, 12, 23, 18]",4,4,"[16, 12, 24, 20]",64
"[10, 1, 16, 7]",4,4,"[8, 0, 16, 8]",64
"[13, 0, 19, 6]",4,4,"[12, 0, 20, 8]",64
"[13, 23, 19, 29]",3,3,"[12, 16, 20, 32]",128
"[16, 16, 22, 22]",4,4,"[16, 16, 24, 24]",64
"[19, 19, 25, 25]",2,2,"[16, 16, 32, 32]",256
"[24, 0, 30, 6]",4,4,"[24, 0, 32, 8]",64
"[1, 0, 7, 6]",4,4,"[0, 0, 8, 8]",64
"[7, 9, 13, 15]",2,2,"[0, 8, 16, 24]",256
"[20, 26, 26, 32]",4,4,"[20, 24, 28, 32]",64
"[6, 0, 12, 6]",4,4,"[4, 0, 12, 8]",64
"[9, 3, 15, 9]",3,3,"[8, 0, 16, 16]",128
"[21, 7, 27, 13]",3,3,"[20, 0, 28, 16]",128
"[13, 19, 19, 25]",3,3,"[12, 16, 20, 32]",128
"[24, 7, 30, 13]",3,3,"[24, 0, 32, 16]",128
"[9, 17, 15, 23]",4,4,"[8, 16, 16, 24]",64
"[11, 15, 17, 21]",2,2,"[8, 8, 24, 24]",256
"[26, 12, 32, 18]",4,4,"[24, 12, 32, 20]",64
"[18, 21, 24, 27]",4,4,"[16, 20, 24, 28]",64
"[20, 11, 26, 17]",3,3,"[20, 8, 28, 24]",128
"[22, 0, 28, 6]",4,4,"[20, 0, 28, 8]",64
"[23, 0, 29, 6]",2,2,"[16, 0, 32, 16]",256
"[2, 19, 8, 25]",3,3,"[0, 16, 8, 32]",128
"[24, 8, 30, 14]",4,4,"[24, 8, 32, 16]",64
"[18, 9, 24, 15]",4,4,"[16, 8, 24, 16]",64
"[13, 26, 19, 32]",4,4,"[12, 24, 20, 32]",64
"[16, 20, 22, 26]",4,4,"[16, 20, 24, 28]",64
"[5, 14, 11, 20]",4,4,"[4, 12, 12, 20]",64
"[13, 12, 19, 18]",4,4,"[12, 12, 20, 20]",64
"[9, 19, 15, 25]",3,3,"[8, 16, 16, 32]",128
"[8, 0, 14, 6]",4,4,"[8, 0, 16, 8]",64
"[8, 25, 14, 31]",4,4,"[8, 24, 16, 32]",64
"[22, 11, 28, 17]",3,3,"[20, 8, 28, 24]",128
"[24, 5, 30, 11]",4,4,"[24, 4, 32, 12]",64
"[10, 10, 16, 16]",4,4,"[8, 8, 16, 16]",64
"[14, 11, 20, 17]",3,3,"[12, 8, 20, 24]",128
"[14, 17, 20, 23]",4,4,"[12, 16, 20, 24]",64
"[21, 13, 27, 19]",4,4,"[20, 12, 28, 20]",64
"[5, 24, 11, 30]",4,4,"[4, 24, 12, 32]",64
"[22, 24, 28, 30]",4,4,"[20, 24, 28, 32]",64
"[15, 24, 21, 30]",2,2,"[8, 16, 24, 32]",256
"[11, 9, 17, 15]",2,2,"[8, 8, 24, 24]",256
"[5, 6, 11, 12]",4,4,"[4, 4, 12, 12]",64
"[18, 18, 24, 24]",4,4,"[16, 16, 24, 24]",64
"[15, 5, 21, 11]",2,2,"[8, 0, 24, 16]",256
"[13, 0, 19, 6]",4,4,"[12, 0, 20, 8]",64
"[24, 20, 30, 26]",4,4,"[24, 20, 32, 28]",64
"[0, 15, 6, 21]",3,3,"[0, 8, 8, 24]",128
"[5, 7, 11, 13]",3,3,"[4, 0, 12, 16]",128
"[17, 7, 23, 13]",3,3,"[16, 0, 24, 16]",128
"[14, 15, 20, 21]",3,3,"[12, 8, 20, 24]",128
"[23, 19, 29, 25]",2,2,"[16, 16, 32, 32]",256
"[12, 4, 18, 10]",4,4,"[12, 4, 20, 12]",64
"[22, 13, 28, 19]",4,4,"[20, 12, 28, 20]",64
"[24, 2, 30, 8]",4,4,"[24, 0, 32, 8]",64
"[16, 0, 22, 6]",4,4,"[16, 0, 24, 8]",64
"[17, 11, 23, 17]",3,3,"[16, 8, 24, 24]",128
"[8, 16, 14, 22]",4,4,"[8, 16, 16, 24]",64
"[16, 10, 22, 16]",4,4,"[16, 8, 24, 16]",64
"[5, 13, 11, 19]",4,4,"[4, 12, 12, 20]",64
"[10, 7, 16, 13]",3,3,"[8, 0, 16, 16]",128
"[23, 2, 29, 8]",2,2,"[16, 0, 32, 16]",256
"[14, 0, 20, 6]",4,4,"[12, 0, 20, 8]",64
"[20, 3, 26, 9]",3,3,"[20, 0, 28, 16]",128
"[20, 11, 26, 17]",3,3,"[20, 8, 28, 24]",128
"[26, 1, 32, 7]",4,4,"[24, 0, 32, 8]",64
"[10, 12, 16, 18]",4,4,"[8, 12, 16, 20]",64
"[23, 3, 29, 9]",2,2,"[16, 0, 32, 16]",256
"[18, 5, 24, 11]",4,4,"[16, 4, 24, 12]",64
"[20, 22, 26, 28]",4,4,"[20, 20, 28, 28]",64
"[2, 13, 8, 19]",4,4,"[0, 12, 8, 20]",64
"[17, 13, 23, 19]",4,4,"[16, 12, 24, 20]",64
"[3, 13, 9, 19]",2,2,"[0, 8, 16, 24]",256
"[12, 5, 18, 11]",4,4,"[12, 4, 20, 12]",64
"[12, 2, 18, 8]",4,4,"[12, 0, 20, 8]",64
"[13, 10, 19, 16]",4,4,"[12, 8, 20, 16]",64
"[18, 13, 24, 19]",4,4,"[16, 12, 24, 20]",64
"[4, 10, 10, 16]",4,4,"[4, 8, 12, 16]",64
"[7, 12, 13, 18]",2,2,"[0, 8, 16, 24]",256
"[16, 12, 22, 18]",4,4,"[16, 12, 24, 20]",64
"[6, 3, 12, 9]",3,3,"[4, 0, 12, 16]",128
"[26, 6, 32, 12]",4,4,"[24, 4, 32, 12]",64
"[10, 0, 16, 6]",4,4,"[8, 0, 16, 8]",64
"[15, 22, 21, 28]",2,2,"[8, 16, 24, 32]",256
"[12, 13, 18, 19]",4,4,"[12, 12, 20, 20]",64
"[21, 12, 27, 18]",4,4,"[20, 12, 28, 20]",64
"[16, 15, 22, 21]",3,3,"[16, 8, 24, 24]",128
"[13, 4, 19, 10]",4,4,"[12, 4, 20, 12]",64
"[14, 10, 20, 16]",4,4,"[12, 8, 20, 16]",64
"[8, 5, 14, 11]",4,4,"[8, 4, 16, 12]",64
"[21, 18, 27, 24]",4,4,"[20, 16, 28, 24]",64
"[17, 23, 23, 29]",3,3,"[16, 16, 24, 32]",128
"[7, 26, 13, 32]",2,2,"[0, 16, 16, 32]",256
"[20, 24, 26, 30]",4,4,"[20, 24, 28, 32]",64
"[5, 2, 11, 8]",4,4,"[4, 0, 12, 8]",64
"[12, 5, 18, 11]",4,4,"[12, 4, 20, 12]",64
"[15, 5, 21, 11]",2,2,"[8, 0, 24, 16]",256
"[6, 9, 12, 15]",4,4,"[4, 8, 12, 16]",64
"[23, 21, 29, 27]",2,2,"[16, 16, 32, 32]",256
"[12, 26, 18, 32]",4,4,"[12, 24, 20, 32]",64
"[4, 5, 10, 11]",4,4,"[4, 4, 12, 12]",64
"[20, 25, 26, 31]",4,4,"[20, 24, 28, 32]",64
"[1, 5, 7, 11]",4,4,"[0, 4, 8, 12]",64
"[6, 3, 12, 9]",3,3,"[4, 0, 12, 16]",128
