SRC Query,Depth,BBoxes,Data Size
"[[(6, 10), [12, 16]]]",0,"[(0, 16), (0, 16)]",256
"[[(6, 10), [0, 4]]]",0,"[(0, 16), (0, 16)]",256
"[[(4, 8), [8, 12]]]",0,"[(0, 16), (0, 16)]",256
"[[(7, 11), [6, 10]]]",0,"[(0, 16), (0, 16)]",256
"[[(12, 16), [4, 8]]]",2,"[[8, 16], [0, 8]]",64
"[[(7, 11), [5, 9]]]",0,"[(0, 16), (0, 16)]",256
"[[(9, 13), [3, 7]]]",1,"[[8, 16], (0, 16)]",128
"[[(8, 12), [2, 6]]]",1,"[[8, 16], (0, 16)]",128
"[[(4, 8), [2, 6]]]",0,"[(0, 16), (0, 16)]",256
"[[(12, 16), [1, 5]]]",1,"[[8, 16], (0, 16)]",128
