,L2 Norm
0,0.0729139218531002
1,0.030040639141003658
2,0.02507756855128594
3,0.024848339984795766
4,0.02990050166803225
5,0.028606448379498096
6,0.019419935055272973
7,0.01567848844755133
8,0.006164053500380694
9,0.006102458520956913
10,0.014360540517924156
11,0.011190074967477962
12,0.0173096340791093
13,0.01487057085491407
14,0.014785728855141953
15,0.01781421482973639
16,0.015306461082335477
17,0.020590552789994002
18,0.02303657455684368
19,0.025591795560296247
20,0.02340155430231444
21,0.021600474436173075
22,0.019885815826299513
23,0.022270022202254037
24,0.024379499584692037
25,0.01842052495573809
26,0.020955330373349908
27,0.019791804116959136
28,0.017427275081485165
29,0.01984260287585495
30,0.017389306221459296
31,0.018756940382162534
32,0.02033767193924056
33,0.020245308739348898
34,0.02092413897479973
35,0.021606223383296035
36,0.021677905796174502
37,0.022056138397217883
38,0.02098136739532903
39,0.022812606164136526
40,0.02322621905597055
41,0.02147302479043866
42,0.02235247362908859
43,0.021503361259453027
44,0.021928289412154568
45,0.022197632667251818
46,0.021592400537638622
47,0.022625477281644706
48,0.02265047273315504
49,0.020725829295832755
50,0.02005256874477999
51,0.01915150742595448
52,0.018767164541670645
53,0.018783904326001948
54,0.018279654950900073
55,0.018179411992915565
56,0.016269237115832405
57,0.01578907643282735
58,0.014926975748575539
59,0.013202945799244116
60,0.010781119092658381
61,0.009871960734367522
62,0.008350267902820754
63,0.008265407015083999
64,0.007444929969349655
65,0.00831364948002786
66,0.007580431714395259
67,0.007800199624807745
68,0.007751345188863977
69,0.008771893891798945
70,0.010102569000832602
71,0.010075955366277175
72,0.009940022423878226
73,0.010583707864896248
74,0.009777752525219908
75,0.008967444967886738
76,0.009304057443110799
77,0.009257200051539028
78,0.009765394462989463
79,0.008966395596893996
80,0.008018334044010306
81,0.006720458965658622
82,0.005737965689512972
83,0.005234856141372141
84,0.005344453516591134
85,0.004704609203275391
86,0.0038756664026638713
87,0.0035996613706668033
88,0.0036770122571181743
89,0.0043225506873192845
90,0.0035744136299498243
91,0.003558519689681678
92,0.002558587633576596
93,0.002656761065127076
94,0.001961146140099032
95,0.0015720209922262245
96,0.0010569881430416794
97,0.0007812462411404737
98,0.0006176038758744614
99,0.0
