,L2 Norm
0,0.09187186729353006
1,0.04668447279342459
2,0.05396702697017876
3,0.05632441744039614
4,0.04027952333382312
5,0.040842461564732695
6,0.051167105185472704
7,0.047322721815212625
8,0.042591316567037255
9,0.03102966322730559
10,0.027998707172042527
11,0.024361764212707495
12,0.026446592380129256
13,0.027244007017458858
14,0.02382426400868566
15,0.020647396930363892
16,0.02008297321486011
17,0.017869430410896607
18,0.01493891903515974
19,0.017202906731131222
20,0.01691783800106814
21,0.018805933651267287
22,0.01457337604074474
23,0.011009894539811785
24,0.009589577675789477
25,0.00855693082178168
26,0.008678589456356876
27,0.007759207828280465
28,0.007576956742911213
29,0.007928569998569864
30,0.006718731484256848
31,0.007264704914860625
32,0.007251304306220663
33,0.0071728920682551335
34,0.007428516483313284
35,0.006216902487831872
36,0.006188679313353985
37,0.005262852622725803
38,0.004820870144967109
39,0.004372070447739837
40,0.005587103787553732
41,0.004870439316768257
42,0.003983983618594442
43,0.0037119863921095536
44,0.004060103994289365
45,0.004047861112256815
46,0.004578966615386679
47,0.004768866042712196
48,0.004672464021618519
49,0.0039038442591886294
50,0.0038432593017835638
51,0.004864045118133949
52,0.004179147747914214
53,0.00633352393042208
54,0.004316066467521805
55,0.004108999580313986
56,0.0039847956649279054
57,0.003811404127991785
58,0.004435099355290214
59,0.004331538089665404
60,0.004376933749322173
61,0.004165644133983189
62,0.004592169658432885
63,0.004574103395748724
64,0.004445035792349289
65,0.00487089140751104
66,0.0044990323456523965
67,0.004229636744404816
68,0.0041481400340985485
69,0.003950613488912246
70,0.004000744822541456
71,0.004432818126565743
72,0.0045612275099004475
73,0.004503578643587488
74,0.003965966324729555
75,0.0034640376422180544
76,0.002941573062662553
77,0.0030218620468366406
78,0.002839002061128607
79,0.003392454863369593
80,0.003541356249340522
81,0.002968367836794347
82,0.002727769380784463
83,0.002644696914337716
84,0.0021061452349885545
85,0.0021587308732758078
86,0.0017349225922529854
87,0.0018840127739034583
88,0.0015535405356587404
89,0.0008551947291063975
90,0.0009443928168601852
91,0.0009383249363628642
92,0.0011334557482193487
93,0.001085515150374721
94,0.0009648102019370218
95,0.0009757831612493672
96,0.00040139516493791893
97,0.000632797876776594
98,0.0006586942960860923
99,0.0
