,DAG,KD
0,5,4
1,6,6
2,5,5
3,6,6
4,5,1
5,4,2
6,7,5
7,5,5
8,4,4
9,7,7
10,7,2
11,6,4
12,5,3
13,4,0
14,5,3
15,5,5
16,4,4
17,5,5
18,8,6
19,5,5
20,6,5
21,4,4
22,6,4
23,7,5
24,8,4
25,6,2
26,8,2
27,6,6
28,4,4
29,6,6
30,7,7
31,5,5
32,5,2
33,7,6
34,8,8
35,5,4
36,6,2
37,4,2
38,5,4
39,4,4
40,7,5
41,6,5
42,4,3
43,5,3
44,9,5
45,5,1
46,4,1
47,4,0
48,9,7
49,5,2
50,6,0
51,4,4
52,6,1
53,6,2
54,6,6
55,5,3
56,6,3
57,5,5
58,4,1
59,7,6
60,6,5
61,4,4
62,5,1
63,4,4
64,5,3
65,6,1
66,4,2
67,5,3
68,6,4
69,4,2
70,7,3
71,4,4
72,4,2
73,7,7
74,6,4
75,5,3
76,5,2
77,4,4
78,5,1
79,4,2
80,4,3
81,6,6
82,9,7
83,5,5
84,4,4
85,8,8
86,4,4
87,6,6
88,4,4
89,6,2
90,4,2
91,5,3
92,5,1
93,4,4
94,6,4
95,6,4
96,5,4
97,6,6
98,7,3
99,6,6
100,5,3
101,4,4
102,6,6
103,5,4
104,4,4
105,4,3
106,7,7
107,4,4
108,5,3
109,5,0
110,9,9
111,7,7
112,5,3
113,4,4
114,7,7
115,7,5
116,4,1
117,4,3
118,7,4
119,6,4
120,4,4
121,5,5
122,6,6
123,6,2
124,5,5
125,5,1
126,4,1
127,6,4
128,5,5
129,7,7
130,5,5
131,5,2
132,8,8
133,10,4
134,3,2
135,6,4
136,5,1
137,4,4
138,5,4
139,4,3
140,5,2
141,6,5
142,7,2
143,4,2
144,4,4
145,6,4
146,6,6
147,5,5
148,5,5
149,5,3
150,6,0
151,5,1
152,4,0
153,7,5
154,5,5
155,7,7
156,6,6
157,6,2
158,4,2
159,4,2
160,6,6
161,7,4
162,6,6
163,6,6
164,7,3
165,5,3
166,7,2
167,6,2
168,4,0
169,6,0
170,5,5
171,4,2
172,5,5
173,6,6
174,4,3
175,7,0
176,6,0
177,7,5
178,6,6
179,5,4
180,5,5
181,8,6
182,6,4
183,4,2
184,8,5
185,4,0
186,6,3
187,4,2
188,4,4
189,6,6
190,4,2
191,6,2
192,6,6
193,6,0
194,6,2
195,6,5
196,8,8
197,4,4
198,6,2
199,5,3
200,9,7
201,4,2
202,7,7
203,5,5
204,6,5
205,5,5
206,7,6
207,4,4
208,5,3
209,6,4
210,4,0
211,4,1
212,6,3
213,5,5
214,4,4
215,4,4
216,4,1
217,5,0
218,6,4
219,8,6
220,7,7
221,5,5
222,5,5
223,4,0
224,4,4
225,9,3
226,6,2
227,7,7
228,4,0
229,4,4
230,7,7
231,7,3
232,6,4
233,4,4
234,2,2
235,4,4
236,5,5
237,8,8
238,4,4
239,4,3
240,7,5
241,6,6
242,6,1
243,5,5
244,4,3
245,6,2
246,6,4
247,4,4
248,5,5
249,5,5
250,5,3
251,6,2
252,4,4
253,5,2
254,4,1
255,4,4
256,4,4
257,4,4
258,5,5
259,7,7
260,6,3
261,5,1
262,8,8
263,4,4
264,4,4
265,5,5
266,4,4
267,5,1
268,6,0
269,6,0
270,4,0
271,6,0
272,4,2
273,6,6
274,8,8
275,4,4
276,5,3
277,4,4
278,6,4
279,4,1
280,6,4
281,6,6
282,4,1
283,6,4
284,6,0
285,4,1
286,5,4
287,7,4
288,7,7
289,5,5
290,9,9
291,4,0
292,7,7
293,4,4
294,6,6
295,8,8
296,5,5
297,7,4
298,4,3
299,7,6
300,5,5
301,5,3
302,4,4
303,6,3
304,4,4
305,4,3
306,10,3
307,6,2
308,4,2
309,5,3
310,4,4
311,4,0
312,7,5
313,8,4
314,4,2
315,6,6
316,5,5
317,5,5
318,4,4
319,5,0
320,7,4
321,6,6
322,6,6
323,6,6
324,5,4
325,8,1
326,6,4
327,4,4
328,5,2
329,6,4
330,4,2
331,6,4
332,8,2
333,6,4
334,7,7
335,6,0
336,8,4
337,4,0
338,6,6
339,4,3
340,6,4
341,4,2
342,6,4
343,5,4
344,6,5
345,5,5
346,4,3
347,4,4
348,5,3
349,6,3
350,5,5
351,4,0
352,5,3
353,5,5
354,7,5
355,6,6
356,5,3
357,6,6
358,5,3
359,4,0
360,4,2
361,4,4
362,4,3
363,5,2
364,6,0
365,6,6
366,6,5
367,6,0
368,4,2
369,6,6
370,5,5
371,5,5
372,4,1
373,6,6
374,4,4
375,8,3
376,6,6
377,7,4
378,7,1
379,6,4
380,4,4
381,6,6
382,4,3
383,6,6
384,4,2
385,6,3
386,7,7
387,7,1
388,5,5
389,7,7
390,6,6
391,5,4
392,4,2
393,4,2
394,6,1
395,6,3
396,4,0
397,6,4
398,4,4
399,4,1
400,6,6
401,4,0
402,6,4
403,4,3
404,4,4
405,7,7
406,4,4
407,4,2
408,4,4
409,6,5
410,4,4
411,5,5
412,5,5
413,6,2
414,4,4
415,4,0
416,5,4
417,5,5
418,8,6
419,5,3
420,5,1
421,9,7
422,6,4
423,4,2
424,4,2
425,4,4
426,6,2
427,5,1
428,4,0
429,4,4
430,4,1
431,5,1
432,7,7
433,9,9
434,4,0
435,6,6
436,6,6
437,5,4
438,4,2
439,5,5
440,7,7
441,5,1
442,5,5
443,4,2
444,6,3
445,6,0
446,6,2
447,6,6
448,7,7
449,7,3
450,8,2
451,4,4
452,7,5
453,6,4
454,4,2
455,4,4
456,5,1
457,6,3
458,4,3
459,4,2
460,3,0
461,6,6
462,4,2
463,4,2
464,4,4
465,8,8
466,7,5
467,6,4
468,6,6
469,4,4
470,6,6
471,4,4
472,5,3
473,5,5
474,4,4
475,7,7
476,4,0
477,5,3
478,4,2
479,4,4
480,5,0
481,6,6
482,4,2
483,4,4
484,4,0
485,7,1
486,4,2
487,4,4
488,11,11
489,4,1
490,4,4
491,4,2
492,6,6
493,8,7
494,6,2
495,4,4
