SRC_random Query: Small,Depth,BBoxes,Data Size
"[165352, 279595, 211967, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[338892, 361048, 385507, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[72476, 39048, 119091, 85663]",1,"[69337, 9783, 474275, 219328]",309
"[89437, 187848, 136052, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[27350, 183460, 73965, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[334111, 92189, 380726, 138804]",1,"[69337, 9783, 474275, 219328]",309
"[409589, 253798, 456204, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[212746, 363469, 259361, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[106490, 223845, 153105, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[268216, 108807, 314831, 155422]",1,"[69337, 9783, 474275, 219328]",309
"[95941, 213057, 142556, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[32828, 420756, 79443, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[412952, 185831, 459567, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[406492, 365725, 453107, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[281224, 106496, 327839, 153111]",1,"[69337, 9783, 474275, 219328]",309
"[387663, 180110, 434278, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[104168, 280332, 150783, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[292688, 381712, 339303, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[319798, 313616, 366413, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[235679, 87886, 282294, 134501]",1,"[69337, 9783, 474275, 219328]",309
"[340275, 369212, 386890, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[331958, 266823, 378573, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[355826, 307347, 402441, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[119988, 321674, 166603, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[239526, 25369, 286141, 71984]",1,"[69337, 9783, 474275, 219328]",309
"[135502, 263842, 182117, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[324770, 174676, 371385, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[299526, 391424, 346141, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[111082, 9783, 157697, 55001]",1,"[69337, 9783, 474275, 219328]",309
"[30945, 40761, 77560, 87376]",0,"[8117, 9783, 474275, 219328]",617
"[78460, 135440, 125075, 182055]",1,"[69337, 9783, 474275, 219328]",309
"[240491, 361594, 287106, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[327918, 125556, 374533, 172171]",1,"[69337, 9783, 474275, 219328]",309
"[354582, 367002, 401197, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[65292, 405129, 111907, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[278503, 231215, 325118, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[346664, 340549, 393279, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[158269, 366218, 204884, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[185404, 266816, 232019, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[367488, 108856, 414103, 155471]",1,"[69337, 9783, 474275, 219328]",309
"[93686, 203486, 140301, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[300338, 195043, 346953, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[384296, 237831, 430911, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[213018, 238226, 259633, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[355842, 174592, 402457, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[253783, 43413, 300398, 90028]",1,"[69337, 9783, 474275, 219328]",309
"[84969, 123341, 131584, 169956]",1,"[69337, 9783, 474275, 219328]",309
"[403511, 67517, 450126, 114132]",1,"[69337, 9783, 474275, 219328]",309
"[402194, 89785, 448809, 136400]",1,"[69337, 9783, 474275, 219328]",309
"[214715, 251323, 261330, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[379184, 291544, 425799, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[118227, 200990, 164842, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[377329, 32550, 423944, 79165]",1,"[69337, 9783, 474275, 219328]",309
"[19272, 221050, 65887, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[116813, 54027, 163428, 100642]",1,"[69337, 9783, 474275, 219328]",309
"[224300, 315073, 270915, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[306757, 422682, 353372, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[223808, 291674, 270423, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[118462, 340189, 165077, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[10287, 358741, 56902, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[79620, 286429, 126235, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[345217, 264865, 391832, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[169928, 207424, 216543, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[293285, 289765, 339900, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[42743, 49160, 89358, 95775]",1,"[42574, 9783, 114520, 219328]",308
"[325230, 391099, 371845, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[266453, 402532, 313068, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[16133, 115048, 62748, 161663]",1,"[8117, 9783, 69337, 219328]",308
"[227973, 331609, 274588, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[405108, 196866, 451723, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[171738, 52006, 218353, 98621]",1,"[69337, 9783, 474275, 219328]",309
"[398723, 20298, 445338, 66913]",1,"[69337, 9783, 474275, 219328]",309
"[410436, 133485, 457051, 180100]",1,"[69337, 9783, 474275, 219328]",309
"[329958, 22738, 376573, 69353]",1,"[69337, 9783, 474275, 219328]",309
"[316343, 276892, 362958, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[200799, 88532, 247414, 135147]",1,"[69337, 9783, 474275, 219328]",309
"[252305, 143589, 298920, 190204]",1,"[69337, 9783, 474275, 219328]",309
"[65885, 319290, 112500, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[242553, 154108, 289168, 200723]",1,"[69337, 9783, 474275, 219328]",309
"[123213, 208771, 169828, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[209475, 399224, 256090, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[273833, 186255, 320448, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[127815, 317568, 174430, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[146467, 54766, 193082, 101381]",1,"[69337, 9783, 474275, 219328]",309
"[31190, 89269, 77805, 135884]",0,"[8117, 9783, 474275, 219328]",617
"[173548, 336816, 220163, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[314395, 303586, 361010, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[262417, 41303, 309032, 87918]",1,"[69337, 9783, 474275, 219328]",309
"[284581, 259481, 331196, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[236024, 175594, 282639, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[210246, 390408, 256861, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[20852, 69247, 67467, 115862]",1,"[8117, 9783, 69337, 219328]",308
"[235788, 326441, 282403, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[356461, 78151, 403076, 124766]",1,"[69337, 9783, 474275, 219328]",309
"[407434, 82430, 454049, 129045]",1,"[69337, 9783, 474275, 219328]",309
"[24433, 70457, 71048, 117072]",0,"[8117, 9783, 474275, 219328]",617
"[378001, 233440, 424616, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[138077, 24784, 184692, 71399]",1,"[69337, 9783, 474275, 219328]",309
"[338062, 150720, 384677, 197335]",1,"[69337, 9783, 474275, 219328]",309
"[146616, 209599, 193231, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[68635, 188378, 115250, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[161014, 204064, 207629, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[331171, 342171, 377786, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[107492, 398740, 154107, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[292133, 292239, 338748, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[39367, 185717, 85982, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[278330, 297647, 324945, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15432, 92749, 62047, 139364]",1,"[8117, 9783, 69337, 219328]",308
"[267877, 19626, 314492, 66241]",1,"[69337, 9783, 474275, 219328]",309
"[342170, 143308, 388785, 189923]",1,"[69337, 9783, 474275, 219328]",309
"[181960, 80294, 228575, 126909]",1,"[69337, 9783, 474275, 219328]",309
"[188494, 60190, 235109, 106805]",1,"[69337, 9783, 474275, 219328]",309
"[329744, 302368, 376359, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[227087, 422648, 273702, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[405440, 43592, 452055, 90207]",1,"[69337, 9783, 474275, 219328]",309
"[139987, 307225, 186602, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[62742, 281114, 109357, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[47481, 315454, 94096, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[75363, 262539, 121978, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[26288, 280865, 72903, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[418056, 125238, 464671, 171853]",1,"[69337, 9783, 474275, 219328]",309
"[190213, 58876, 236828, 105491]",1,"[69337, 9783, 474275, 219328]",309
"[300559, 378993, 347174, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[121869, 101016, 168484, 147631]",1,"[69337, 9783, 474275, 219328]",309
"[371807, 355909, 418422, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[128783, 217325, 175398, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[113711, 327293, 160326, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[374270, 398866, 420885, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[238271, 190787, 284886, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[90934, 149242, 137549, 195857]",1,"[69337, 9783, 474275, 219328]",309
"[386002, 190849, 432617, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[295048, 113390, 341663, 160005]",1,"[69337, 9783, 474275, 219328]",309
"[121398, 252293, 168013, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[172604, 75469, 219219, 122084]",1,"[69337, 9783, 474275, 219328]",309
"[153250, 302293, 199865, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[356482, 415061, 403097, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[411603, 9783, 458218, 54971]",1,"[69337, 9783, 474275, 219328]",309
"[51780, 354297, 98395, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[180126, 169786, 226741, 216401]",1,"[69337, 9783, 474275, 219328]",309
"[378464, 418130, 425079, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[177602, 26524, 224217, 73139]",1,"[69337, 9783, 474275, 219328]",309
"[52455, 328830, 99070, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[15520, 161421, 62135, 208036]",1,"[8117, 9783, 69337, 219328]",308
"[68231, 95401, 114846, 142016]",0,"[8117, 9783, 474275, 219328]",617
"[381333, 152456, 427948, 199071]",1,"[69337, 9783, 474275, 219328]",309
"[113713, 276924, 160328, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[298925, 189701, 345540, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[243569, 54730, 290184, 101345]",1,"[69337, 9783, 474275, 219328]",309
"[225496, 271691, 272111, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[286986, 222642, 333601, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[72451, 50255, 119066, 96870]",1,"[69337, 9783, 474275, 219328]",309
"[319318, 250840, 365933, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[178054, 99413, 224669, 146028]",1,"[69337, 9783, 474275, 219328]",309
"[163603, 134491, 210218, 181106]",1,"[69337, 9783, 474275, 219328]",309
"[337539, 237207, 384154, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[361293, 374454, 407908, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[158447, 24550, 205062, 71165]",1,"[69337, 9783, 474275, 219328]",309
"[20125, 12427, 66740, 59042]",1,"[8117, 9783, 69337, 219328]",308
"[342839, 149304, 389454, 195919]",1,"[69337, 9783, 474275, 219328]",309
"[48053, 354781, 94668, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[172278, 174276, 218893, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[295346, 350734, 341961, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[158815, 33509, 205430, 80124]",1,"[69337, 9783, 474275, 219328]",309
"[418780, 379555, 465395, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[138566, 371090, 185181, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[278966, 81526, 325581, 128141]",1,"[69337, 9783, 474275, 219328]",309
"[144207, 321195, 190822, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[37523, 420183, 84138, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[211862, 227581, 258477, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[155376, 313477, 201991, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[126312, 141007, 172927, 187622]",1,"[69337, 9783, 474275, 219328]",309
"[172087, 287454, 218702, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[264754, 243423, 311369, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[379452, 72543, 426067, 119158]",1,"[69337, 9783, 474275, 219328]",309
"[230233, 204447, 276848, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[97002, 281124, 143617, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[35004, 129233, 81619, 175848]",0,"[8117, 9783, 474275, 219328]",617
"[378373, 258370, 424988, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[209286, 24164, 255901, 70779]",1,"[69337, 9783, 474275, 219328]",309
"[133154, 50637, 179769, 97252]",1,"[69337, 9783, 474275, 219328]",309
"[169753, 59718, 216368, 106333]",1,"[69337, 9783, 474275, 219328]",309
"[103861, 75582, 150476, 122197]",1,"[69337, 9783, 474275, 219328]",309
"[237581, 16083, 284196, 62698]",1,"[69337, 9783, 474275, 219328]",309
"[403374, 198000, 449989, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[283621, 225122, 330236, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[73422, 284592, 120037, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[137371, 270173, 183986, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[155804, 148915, 202419, 195530]",1,"[69337, 9783, 474275, 219328]",309
"[220042, 234349, 266657, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[254910, 373747, 301525, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[38711, 94222, 85326, 140837]",0,"[8117, 9783, 474275, 219328]",617
"[379925, 282966, 426540, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[195445, 114266, 242060, 160881]",1,"[69337, 9783, 474275, 219328]",309
"[138778, 87363, 185393, 133978]",1,"[69337, 9783, 474275, 219328]",309
"[124146, 426985, 170761, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[165843, 421711, 212458, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[84294, 105781, 130909, 152396]",1,"[69337, 9783, 474275, 219328]",309
"[297355, 139398, 343970, 186013]",1,"[69337, 9783, 474275, 219328]",309
"[293418, 22404, 340033, 69019]",1,"[69337, 9783, 474275, 219328]",309
"[103143, 130083, 149758, 176698]",1,"[69337, 9783, 474275, 219328]",309
"[386532, 226939, 433147, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[377860, 90348, 424475, 136963]",1,"[69337, 9783, 474275, 219328]",309
"[135701, 405662, 182316, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[301703, 75655, 348318, 122270]",1,"[69337, 9783, 474275, 219328]",309
"[312948, 365266, 359563, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[96197, 398704, 142812, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[138115, 282851, 184730, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[413889, 165081, 460504, 211696]",1,"[69337, 9783, 474275, 219328]",309
"[426814, 424932, 473429, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[379783, 397130, 426398, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[19145, 386622, 65760, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[249749, 422295, 296364, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[112861, 40814, 159476, 87429]",1,"[69337, 9783, 474275, 219328]",309
"[224145, 96097, 270760, 142712]",1,"[69337, 9783, 474275, 219328]",309
"[207879, 273159, 254494, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[211490, 119522, 258105, 166137]",1,"[69337, 9783, 474275, 219328]",309
"[209867, 287676, 256482, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[283961, 266686, 330576, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[62137, 74581, 108752, 121196]",1,"[42574, 9783, 114520, 219328]",308
"[53185, 287462, 99800, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[14226, 50973, 60841, 97588]",1,"[8117, 9783, 69337, 219328]",308
"[13646, 399695, 60261, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[135534, 399076, 182149, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[215665, 244247, 262280, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[361539, 152709, 408154, 199324]",1,"[69337, 9783, 474275, 219328]",309
"[224360, 189150, 270975, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[355110, 215889, 401725, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[143516, 388852, 190131, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[48295, 407651, 94910, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[90805, 315366, 137420, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[135346, 396493, 181961, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[118163, 31891, 164778, 78506]",1,"[69337, 9783, 474275, 219328]",309
"[407417, 36250, 454032, 82865]",1,"[69337, 9783, 474275, 219328]",309
"[276172, 43262, 322787, 89877]",1,"[69337, 9783, 474275, 219328]",309
"[371512, 242083, 418127, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[138658, 244366, 185273, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[380434, 415989, 427049, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[407308, 354935, 453923, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[78627, 322596, 125242, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[336780, 275339, 383395, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[159717, 15190, 206332, 61805]",1,"[69337, 9783, 474275, 219328]",309
"[321832, 85573, 368447, 132188]",1,"[69337, 9783, 474275, 219328]",309
"[192247, 357737, 238862, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[195801, 200544, 242416, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[164015, 271178, 210630, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[344530, 368975, 391145, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[141028, 78171, 187643, 124786]",1,"[69337, 9783, 474275, 219328]",309
"[19914, 259486, 66529, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[393008, 112768, 439623, 159383]",1,"[69337, 9783, 474275, 219328]",309
"[327180, 216210, 373795, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[186048, 256381, 232663, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[166147, 238998, 212762, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[81161, 257385, 127776, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[163253, 375633, 209868, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[182116, 191093, 228731, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[342539, 324310, 389154, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[207716, 215662, 254331, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[311549, 218498, 358164, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[372779, 271055, 419394, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[164304, 361792, 210919, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[405079, 304187, 451694, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[131450, 107107, 178065, 153722]",1,"[69337, 9783, 474275, 219328]",309
"[234254, 121565, 280869, 168180]",1,"[69337, 9783, 474275, 219328]",309
"[147135, 277795, 193750, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[95888, 275324, 142503, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[81656, 321307, 128271, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[279374, 404786, 325989, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[286897, 415804, 333512, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[273572, 347576, 320187, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[257602, 187274, 304217, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[143894, 235355, 190509, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[166269, 247301, 212884, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[349183, 284272, 395798, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[35462, 422020, 82077, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[390589, 109998, 437204, 156613]",1,"[69337, 9783, 474275, 219328]",309
"[142854, 248669, 189469, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[370596, 44173, 417211, 90788]",1,"[69337, 9783, 474275, 219328]",309
"[17700, 113633, 64315, 160248]",1,"[8117, 9783, 69337, 219328]",308
"[321216, 62230, 367831, 108845]",1,"[69337, 9783, 474275, 219328]",309
"[142520, 424352, 189135, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[8667, 121668, 55282, 168283]",1,"[8117, 9783, 69337, 219328]",308
"[105111, 332207, 151726, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[99126, 354822, 145741, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[197059, 327616, 243674, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[148455, 12841, 195070, 59456]",1,"[69337, 9783, 474275, 219328]",309
"[361749, 352398, 408364, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[16762, 18944, 63377, 65559]",1,"[8117, 9783, 69337, 219328]",308
"[326658, 95923, 373273, 142538]",1,"[69337, 9783, 474275, 219328]",309
"[170857, 131920, 217472, 178535]",1,"[69337, 9783, 474275, 219328]",309
"[214187, 270159, 260802, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[395219, 198579, 441834, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[194091, 54155, 240706, 100770]",1,"[69337, 9783, 474275, 219328]",309
"[313292, 234575, 359907, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[418145, 68588, 464760, 115203]",1,"[69337, 9783, 474275, 219328]",309
"[374851, 21084, 421466, 67699]",1,"[69337, 9783, 474275, 219328]",309
"[410811, 98394, 457426, 145009]",1,"[69337, 9783, 474275, 219328]",309
"[15600, 319478, 62215, 219328]",1,"[8117, 9783, 69337, 219328]",308
"[286877, 151007, 333492, 197622]",1,"[69337, 9783, 474275, 219328]",309
"[193079, 395234, 239694, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[117491, 209418, 164106, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[111301, 175505, 157916, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[104835, 425253, 151450, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[101867, 268324, 148482, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[353148, 87361, 399763, 133976]",1,"[69337, 9783, 474275, 219328]",309
"[328844, 318187, 375459, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[273214, 221863, 319829, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[315770, 337092, 362385, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[126968, 9783, 173583, 56173]",1,"[69337, 9783, 474275, 219328]",309
"[36511, 236777, 83126, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[325038, 24553, 371653, 71168]",1,"[69337, 9783, 474275, 219328]",309
"[347007, 347668, 393622, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[347986, 79183, 394601, 125798]",1,"[69337, 9783, 474275, 219328]",309
"[271552, 52795, 318167, 99410]",1,"[69337, 9783, 474275, 219328]",309
"[227961, 170808, 274576, 217423]",1,"[69337, 9783, 474275, 219328]",309
"[182045, 339959, 228660, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[336464, 332717, 383079, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[107241, 382683, 153856, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[40341, 185917, 86956, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[80560, 173856, 127175, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[352585, 399772, 399200, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[151975, 262945, 198590, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260430, 327392, 307045, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181438, 149451, 228053, 196066]",1,"[69337, 9783, 474275, 219328]",309
"[346787, 48959, 393402, 95574]",1,"[69337, 9783, 474275, 219328]",309
"[248586, 403769, 295201, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[91782, 64569, 138397, 111184]",1,"[69337, 9783, 474275, 219328]",309
"[276777, 143878, 323392, 190493]",1,"[69337, 9783, 474275, 219328]",309
"[301155, 382891, 347770, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[220223, 326888, 266838, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[242888, 228988, 289503, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[359883, 91503, 406498, 138118]",1,"[69337, 9783, 474275, 219328]",309
"[326610, 227876, 373225, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[409871, 74388, 456486, 121003]",1,"[69337, 9783, 474275, 219328]",309
"[367918, 352511, 414533, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[414044, 421023, 460659, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[67060, 314576, 113675, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[413577, 66542, 460192, 113157]",1,"[69337, 9783, 474275, 219328]",309
"[105647, 399632, 152262, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260969, 162365, 307584, 208980]",1,"[69337, 9783, 474275, 219328]",309
"[368012, 390305, 414627, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[60549, 367031, 107164, 219328]",1,"[42574, 9783, 114520, 219328]",308
"[408854, 231342, 455469, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[145599, 152885, 192214, 199500]",1,"[69337, 9783, 474275, 219328]",309
"[419749, 66123, 466364, 112738]",1,"[69337, 9783, 474275, 219328]",309
"[341188, 194604, 387803, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[275020, 289144, 321635, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[47297, 12351, 93912, 58966]",1,"[42574, 9783, 114520, 219328]",308
"[29559, 326793, 76174, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[15889, 414724, 62504, 219328]",1,"[8117, 9783, 69337, 219328]",308
