,L2 Norm
0,-0.0407134809073378
1,-0.010322270924913196
2,0.0233683522574408
3,0.030636704262393795
4,0.029133747121468698
5,0.0019228874889693007
6,-0.0028546012786369
7,0.008069391873005
8,0.006608059701359102
9,0.004440214448071699
10,-0.006692520535232801
11,0.0026168742718151
12,0.0065012799481737014
13,0.0084128326209289
14,0.0066230668689143
15,0.0051644712906728
16,0.004686999288257201
17,0.0007837755259329001
18,-0.0014586206742551993
19,-0.0020195116318369993
20,0.0013083981728471
21,0.0035187304028050006
22,0.0037789236692706
23,0.0034490227304087
24,0.002369221893327599
25,0.0016513980941508
26,0.0010954343214318006
27,-0.00016532410343510044
28,-0.0005866913576930994
29,-0.00011487714491040073
30,-0.0024830890129956
31,-0.0042142300001319
32,-0.003999650916541301
33,-0.0011532614500606
34,-0.0012117047877059995
35,0.0006762804991995008
36,0.0009185129379382009
37,0.0022060136853281013
38,0.002666330774469299
39,0.0006233563759916998
40,-0.0029734834924589008
41,-0.0017739976577959005
42,-0.0009260507275649001
43,-0.0014773225949454
44,-0.0031619082273767005
45,-0.0030502043998416
46,-0.005311832262059999
47,-0.0053185128401165
48,-0.005864022583489801
49,-0.005067719596511601
50,-0.007069030737530199
51,-0.008647636163946999
52,-0.0070280651073304
53,-0.0055932989860694
54,-0.0052120668858147996
55,-0.0048608414836974
56,-0.0037841068314577
57,-0.0030124062560073
58,-0.0030623678972523
59,-0.0033307211708953
60,-0.0030276042418115002
61,-0.0031855779267705
62,-0.0019950935485817
63,-0.0005947616181651997
64,5.6780057900799805e-05
65,0.0008615053661229005
66,0.0027242711837167
67,0.0023861629369607
68,0.0033038964330865004
69,0.0036444369082956002
70,0.0038022138838484996
71,0.0032443974670590997
72,0.0037518103624241
73,0.0046491640114909
74,0.0036355107499848
75,0.0022763352424031
76,0.0023526434270527
77,0.0005567156906912999
78,-0.0005033216513124
79,-3.644137307740004e-05
80,0.0007540293163127002
81,0.0011712879803945997
82,0.0021194394603555
83,0.0027341984093104004
84,0.0007773579727098001
85,0.0006435401794991
86,0.00038818016558759996
87,-0.0005416220355761001
88,0.0004975888995795001
89,0.0005822485969356
90,0.0005912004833638999
91,0.0004945986401718
92,0.0015661951873313
93,0.0011006056128367
94,0.0016774470001847002
95,0.0008836041519215999
96,0.0006040258689151
97,0.0014305475326483
98,0.0002165887506792
99,0.0
