SRC Query,Depth,BBoxes,Data Size
"[2.01, 4.91, 5.01, 7.91]",2,"[0, 4, 7, 11]",64
"[11.23, 6.52, 14.23, 9.52]",2,"[8, 4, 15, 11]",64
"[10.33, 12.25, 13.33, 15]",2,"[8, 8, 15, 15]",64
"[6.62, 0.29, 9.620000000000001, 3.29]",2,"[4, 0, 11, 7]",64
"[4.39, 9.06, 7.39, 12.06]",2,"[4, 8, 11, 15]",64
"[10.78, 1.33, 13.78, 4.33]",2,"[8, 0, 15, 7]",64
"[8.03, 9.1, 11.03, 12.1]",2,"[8, 8, 15, 15]",64
"[6.02, 8.39, 9.02, 11.39]",2,"[4, 8, 11, 15]",64
"[1.18, 12.43, 4.18, 15]",2,"[0, 8, 7, 15]",64
"[11.73, 10.45, 14.73, 13.45]",2,"[8, 8, 15, 15]",64
"[5.78, 8.26, 8.780000000000001, 11.26]",2,"[4, 8, 11, 15]",64
"[9.23, 3.85, 12.23, 6.85]",2,"[8, 0, 15, 7]",64
"[1.48, 3.03, 4.48, 6.029999999999999]",2,"[0, 0, 7, 7]",64
"[0.48, 5.71, 3.48, 8.71]",2,"[0, 4, 7, 11]",64
"[4.31, 9.14, 7.31, 12.14]",2,"[4, 8, 11, 15]",64
"[0.94, 4.91, 3.94, 7.91]",2,"[0, 4, 7, 11]",64
"[5.2, 8.41, 8.2, 11.41]",2,"[4, 8, 11, 15]",64
"[2.19, 10.94, 5.1899999999999995, 13.94]",2,"[0, 8, 7, 15]",64
"[3.18, 10.44, 6.18, 13.44]",2,"[0, 8, 7, 15]",64
"[0.1, 12.33, 3.1, 15]",2,"[0, 8, 7, 15]",64
"[2.91, 4.27, 5.91, 7.27]",2,"[0, 4, 7, 11]",64
"[6.03, 3.45, 9.030000000000001, 6.45]",2,"[4, 0, 11, 7]",64
"[8.58, 6.41, 11.58, 9.41]",2,"[8, 4, 15, 11]",64
"[10.91, 9.06, 13.91, 12.06]",2,"[8, 8, 15, 15]",64
"[12.11, 2.57, 15, 5.57]",3,"[12, 0, 15, 7]",32
"[11.55, 1.75, 14.55, 4.75]",2,"[8, 0, 15, 7]",64
"[3.39, 12.15, 6.390000000000001, 15]",2,"[0, 8, 7, 15]",64
"[12.21, 0, 15, 2.66]",4,"[12, 0, 15, 3]",16
"[1.24, 2.07, 4.24, 5.07]",2,"[0, 0, 7, 7]",64
"[12.25, 2.24, 15, 5.24]",3,"[12, 0, 15, 7]",32
"[5.18, 6.28, 8.18, 9.280000000000001]",2,"[4, 4, 11, 11]",64
"[9.14, 12.27, 12.14, 15]",2,"[8, 8, 15, 15]",64
"[11.85, 9.29, 14.85, 12.29]",2,"[8, 8, 15, 15]",64
"[2.0, 1.28, 5.0, 4.28]",3,"[2, 0, 5, 7]",32
"[5.57, 2.22, 8.57, 5.220000000000001]",2,"[4, 0, 11, 7]",64
"[7.47, 8.24, 10.469999999999999, 11.24]",2,"[4, 8, 11, 15]",64
"[6.96, 9.17, 9.96, 12.17]",2,"[4, 8, 11, 15]",64
"[6.31, 4.38, 9.309999999999999, 7.38]",2,"[4, 4, 11, 11]",64
"[10.48, 9.95, 13.48, 12.95]",2,"[8, 8, 15, 15]",64
"[5.63, 1.28, 8.629999999999999, 4.28]",2,"[4, 0, 11, 7]",64
"[11.85, 8.3, 14.85, 11.3]",2,"[8, 8, 15, 15]",64
"[2.82, 12.46, 5.82, 15]",2,"[0, 8, 7, 15]",64
"[11.47, 0, 14.47, 2.82]",2,"[8, 0, 15, 7]",64
"[11.89, 5.99, 14.89, 8.99]",2,"[8, 4, 15, 11]",64
"[8.98, 8.14, 11.98, 11.14]",2,"[8, 8, 15, 15]",64
"[0, 5.46, 2.78, 8.46]",3,"[0, 4, 3, 11]",32
"[5.94, 6.22, 8.940000000000001, 9.219999999999999]",2,"[4, 4, 11, 11]",64
"[11.06, 0.13, 14.06, 3.13]",2,"[8, 0, 15, 7]",64
"[10.44, 9.22, 13.44, 12.22]",2,"[8, 8, 15, 15]",64
"[0.67, 10.01, 3.67, 13.01]",2,"[0, 8, 7, 15]",64
"[0, 3.08, 2.79, 6.08]",3,"[0, 0, 3, 7]",32
"[0.0, 7.78, 3.0, 10.780000000000001]",3,"[0, 4, 3, 11]",32
"[0.06, 6.95, 3.06, 9.95]",2,"[0, 4, 7, 11]",64
"[3.87, 0.43, 6.87, 3.43]",2,"[0, 0, 7, 7]",64
"[10.31, 7.0, 13.31, 10.0]",2,"[8, 4, 15, 11]",64
"[6.63, 7.59, 9.629999999999999, 10.59]",2,"[4, 4, 11, 11]",64
"[2.01, 5.4, 5.01, 8.4]",2,"[0, 4, 7, 11]",64
"[0.98, 4.55, 3.98, 7.55]",2,"[0, 4, 7, 11]",64
"[7.06, 12.41, 10.059999999999999, 15]",2,"[4, 8, 11, 15]",64
"[8.27, 11.85, 11.27, 14.85]",2,"[8, 8, 15, 15]",64
"[9.87, 12.06, 12.87, 15]",2,"[8, 8, 15, 15]",64
"[4.22, 2.85, 7.22, 5.85]",2,"[4, 0, 11, 7]",64
"[3.31, 0, 6.3100000000000005, 2.55]",2,"[0, 0, 7, 7]",64
"[4.65, 9.25, 7.65, 12.25]",2,"[4, 8, 11, 15]",64
"[5.91, 12.15, 8.91, 15]",2,"[4, 8, 11, 15]",64
"[12.0, 8.48, 15.0, 11.48]",3,"[12, 8, 15, 15]",32
"[11.6, 1.73, 14.6, 4.73]",2,"[8, 0, 15, 7]",64
"[8.42, 1.47, 11.42, 4.47]",2,"[8, 0, 15, 7]",64
"[6.86, 2.62, 9.86, 5.62]",2,"[4, 0, 11, 7]",64
"[1.09, 7.14, 4.09, 10.14]",2,"[0, 4, 7, 11]",64
"[2.95, 9.26, 5.95, 12.26]",2,"[0, 8, 7, 15]",64
"[7.44, 5.51, 10.440000000000001, 8.51]",2,"[4, 4, 11, 11]",64
"[6.76, 11.26, 9.76, 14.26]",2,"[4, 8, 11, 15]",64
"[2.62, 10.7, 5.62, 13.7]",2,"[0, 8, 7, 15]",64
"[6.17, 7.8, 9.17, 10.8]",2,"[4, 4, 11, 11]",64
"[0.71, 5.72, 3.71, 8.719999999999999]",2,"[0, 4, 7, 11]",64
"[3.59, 0.28, 6.59, 3.2800000000000002]",2,"[0, 0, 7, 7]",64
"[5.56, 7.13, 8.559999999999999, 10.129999999999999]",2,"[4, 4, 11, 11]",64
"[7.99, 11.24, 10.99, 14.24]",2,"[4, 8, 11, 15]",64
"[11.41, 10.85, 14.41, 13.85]",2,"[8, 8, 15, 15]",64
"[0.01, 9.05, 3.01, 12.05]",2,"[0, 8, 7, 15]",64
"[0, 0.22, 2.73, 3.22]",3,"[0, 0, 3, 7]",32
"[1.25, 0, 4.25, 2.93]",2,"[0, 0, 7, 7]",64
"[9.01, 7.01, 12.01, 10.01]",2,"[8, 4, 15, 11]",64
"[10.01, 12.36, 13.01, 15]",2,"[8, 8, 15, 15]",64
"[11.58, 4.28, 14.58, 7.28]",2,"[8, 4, 15, 11]",64
"[6.7, 6.45, 9.7, 9.45]",2,"[4, 4, 11, 11]",64
"[0, 5.48, 2.73, 8.48]",3,"[0, 4, 3, 11]",32
"[12.03, 11.69, 15, 14.69]",3,"[12, 8, 15, 15]",32
"[11.66, 9.76, 14.66, 12.76]",2,"[8, 8, 15, 15]",64
"[3.17, 1.02, 6.17, 4.02]",2,"[0, 0, 7, 7]",64
"[7.67, 10.25, 10.67, 13.25]",2,"[4, 8, 11, 15]",64
"[3.14, 10.82, 6.140000000000001, 13.82]",2,"[0, 8, 7, 15]",64
"[9.77, 2.97, 12.77, 5.970000000000001]",2,"[8, 0, 15, 7]",64
"[5.68, 5.87, 8.68, 8.870000000000001]",2,"[4, 4, 11, 11]",64
"[1.87, 2.35, 4.87, 5.35]",2,"[0, 0, 7, 7]",64
"[5.47, 9.71, 8.469999999999999, 12.71]",2,"[4, 8, 11, 15]",64
"[9.49, 2.86, 12.49, 5.859999999999999]",2,"[8, 0, 15, 7]",64
"[3.41, 0, 6.41, 2.69]",2,"[0, 0, 7, 7]",64
"[10.71, 2.13, 13.71, 5.13]",2,"[8, 0, 15, 7]",64
"[6.8, 1.66, 9.8, 4.66]",2,"[4, 0, 11, 7]",64
"[0.77, 5.0, 3.77, 8.0]",2,"[0, 4, 7, 11]",64
"[4.49, 6.45, 7.49, 9.45]",2,"[4, 4, 11, 11]",64
"[7.73, 6.26, 10.73, 9.26]",2,"[4, 4, 11, 11]",64
"[9.87, 0.45, 12.87, 3.45]",2,"[8, 0, 15, 7]",64
"[9.31, 0.19, 12.31, 3.19]",2,"[8, 0, 15, 7]",64
"[7.26, 0.89, 10.26, 3.89]",2,"[4, 0, 11, 7]",64
"[5.91, 10.59, 8.91, 13.59]",2,"[4, 8, 11, 15]",64
"[12.23, 1.44, 15, 4.4399999999999995]",3,"[12, 0, 15, 7]",32
"[4.03, 0.27, 7.03, 3.27]",2,"[4, 0, 11, 7]",64
"[0, 7.98, 2.71, 10.98]",3,"[0, 4, 3, 11]",32
"[4.57, 9.0, 7.57, 12.0]",2,"[4, 8, 11, 15]",64
"[1.04, 7.64, 4.04, 10.64]",2,"[0, 4, 7, 11]",64
"[10.35, 0, 13.35, 2.98]",2,"[8, 0, 15, 7]",64
"[9.71, 8.18, 12.71, 11.18]",2,"[8, 8, 15, 15]",64
"[2.75, 7.52, 5.75, 10.52]",2,"[0, 4, 7, 11]",64
"[3.86, 6.38, 6.859999999999999, 9.379999999999999]",2,"[0, 4, 7, 11]",64
"[9.11, 0, 12.11, 2.95]",2,"[8, 0, 15, 7]",64
"[1.12, 7.76, 4.12, 10.76]",2,"[0, 4, 7, 11]",64
"[7.61, 3.27, 10.61, 6.27]",2,"[4, 0, 11, 7]",64
"[11.12, 6.33, 14.12, 9.33]",2,"[8, 4, 15, 11]",64
"[0.72, 10.34, 3.7199999999999998, 13.34]",2,"[0, 8, 7, 15]",64
"[0, 9.92, 2.57, 12.92]",3,"[0, 8, 3, 15]",32
"[9.86, 9.34, 12.86, 12.34]",2,"[8, 8, 15, 15]",64
"[4.51, 11.65, 7.51, 14.65]",2,"[4, 8, 11, 15]",64
"[6.58, 6.63, 9.58, 9.629999999999999]",2,"[4, 4, 11, 11]",64
"[11.79, 11.59, 14.79, 14.59]",2,"[8, 8, 15, 15]",64
"[10.99, 12.28, 13.99, 15]",2,"[8, 8, 15, 15]",64
"[12.46, 6.74, 15, 9.74]",3,"[12, 4, 15, 11]",32
"[7.55, 6.64, 10.55, 9.64]",2,"[4, 4, 11, 11]",64
"[10.21, 0.47, 13.21, 3.4699999999999998]",2,"[8, 0, 15, 7]",64
"[2.75, 5.09, 5.75, 8.09]",2,"[0, 4, 7, 11]",64
"[12.45, 12.02, 15, 15]",4,"[12, 12, 15, 15]",16
