,L2 Norm
0,0.09086726583319207
1,0.0950729193829662
2,0.08104850399606395
3,0.0451482004071037
4,0.027438294407633946
5,0.01778807340763903
6,0.018274628335928633
7,0.016151160948984434
8,0.016168732208635517
9,0.013633048081775364
10,0.01365576196009371
11,0.010930284127647844
12,0.01562946314955167
13,0.02070745700249557
14,0.019776922578264387
15,0.017161475752393757
16,0.014971315133167394
17,0.016642078158454175
18,0.0185226117708708
19,0.021430352306950038
20,0.017775958948908665
21,0.01842295998327779
22,0.01859787068324889
23,0.015793775145079555
24,0.01593674998235208
25,0.015394293109949149
26,0.013452805277029516
27,0.015358398619754068
28,0.015434463498801582
29,0.015479520520854436
30,0.017115767295522073
31,0.01803925407271595
32,0.019369836822038418
33,0.018295303536369312
34,0.017508796622945667
35,0.0179679618855614
36,0.018736326204712002
37,0.015260930872012085
38,0.01392144911861293
39,0.012899999999999953
40,0.011956137863024248
41,0.011288753860316926
42,0.009496010946961517
43,0.008869606381084303
44,0.009390078820058623
45,0.007600982425807128
46,0.007076946934134507
47,0.008322426195393832
48,0.005636750210562508
49,0.005555177764932468
50,0.005547351651209428
51,0.0058778694364902155
52,0.006153944747546553
53,0.00509430139680959
54,0.004514494562741732
55,0.005036124603344126
56,0.0048977900305902065
57,0.004838566330839226
58,0.005100756149903235
59,0.005109250869202297
60,0.005341245754316906
61,0.005024027595250208
62,0.004131540220133033
63,0.00525322073827094
64,0.005533191937548469
65,0.005245098284559815
66,0.005180728808894748
67,0.005162427475465994
68,0.005234281437161271
69,0.004840602087698242
70,0.004483726221923898
71,0.003338948973391697
72,0.003598673156789517
73,0.0036396626080802217
74,0.004055996931841937
75,0.0034652849011276607
76,0.003742264524044275
77,0.0030947198994016652
78,0.0035847882249205195
79,0.00361213233423139
80,0.002924452929219945
81,0.0024764999000419503
82,0.0019460177410877057
83,0.001953983082480827
84,0.0021815045124217057
85,0.0032678465362247387
86,0.004221777274536597
87,0.00505194913698116
88,0.0052588358143181215
89,0.004599328990243484
90,0.004206992700973034
91,0.0030526074261684436
92,0.002119129243924734
93,0.0021683074656817193
94,0.0019335641598123227
95,0.001660331710499092
96,0.001729310075808597
97,0.001319583062394659
98,0.000461214820116247
99,0.0
