SRC Query,Depth,BBoxes,Data Size
"[[(4.26, 7.26), (5.03, 8.030000000000001)]]",1,"[[0, 8], (0, 15)]",128
"[[(5.97, 8.969999999999999), (2.79, 5.79)]]",0,"[(0, 15), (0, 15)]",256
"[[(1.2, 4.2), (11.09, 14.09)]]",2,"[[0, 8], [8, 15]]",64
"[[(10.06, 13.06), (5.15, 8.15)]]",1,"[[8, 15], (0, 15)]",128
"[[(5.45, 8.45), (12.13, 15.0)]]",0,"[(0, 15), (0, 15)]",256
"[[(3.3, 6.3), (2.5, 5.5)]]",2,"[[0, 8], [0, 8]]",64
"[[(0.0, 2.79), (4.89, 7.89)]]",4,"[[0, 4], [4, 8]]",16
"[[(3.26, 6.26), (5.98, 8.98)]]",1,"[[0, 8], (0, 15)]",128
"[[(3.62, 6.62), (8.01, 11.01)]]",2,"[[0, 8], [8, 15]]",64
"[[(2.25, 5.25), (5.19, 8.190000000000001)]]",1,"[[0, 8], (0, 15)]",128
"[[(11.31, 14.31), (10.27, 13.27)]]",2,"[[8, 15], [8, 15]]",64
"[[(11.65, 14.65), (3.7, 6.7)]]",2,"[[8, 15], [0, 8]]",64
"[[(3.22, 6.220000000000001), (0.13, 3.13)]]",2,"[[0, 8], [0, 8]]",64
"[[(7.4, 10.4), (3.84, 6.84)]]",0,"[(0, 15), (0, 15)]",256
"[[(11.81, 14.81), (9.33, 12.33)]]",2,"[[8, 15], [8, 15]]",64
"[[(8.57, 11.57), (0.26, 3.26)]]",4,"[[8, 12], [0, 4]]",16
"[[(7.6, 10.6), (10.52, 13.52)]]",0,"[(0, 15), (0, 15)]",256
"[[(3.34, 6.34), (4.78, 7.78)]]",2,"[[0, 8], [0, 8]]",64
"[[(10.78, 13.78), (5.78, 8.780000000000001)]]",1,"[[8, 15], (0, 15)]",128
"[[(7.76, 10.76), (7.88, 10.879999999999999)]]",0,"[(0, 15), (0, 15)]",256
"[[(10.58, 13.58), (2.94, 5.9399999999999995)]]",2,"[[8, 15], [0, 8]]",64
"[[(1.81, 4.8100000000000005), (11.38, 14.38)]]",2,"[[0, 8], [8, 15]]",64
"[[(10.48, 13.48), (6.18, 9.18)]]",1,"[[8, 15], (0, 15)]",128
"[[(6.73, 9.73), (4.49, 7.49)]]",0,"[(0, 15), (0, 15)]",256
"[[(8.76, 11.76), (3.33, 6.33)]]",3,"[[8, 12], [0, 8]]",32
"[[(1.32, 4.32), (5.99, 8.99)]]",1,"[[0, 8], (0, 15)]",128
"[[(10.5, 13.5), (8.75, 11.75)]]",2,"[[8, 15], [8, 15]]",64
"[[(2.12, 5.12), (9.08, 12.08)]]",2,"[[0, 8], [8, 15]]",64
"[[(10.28, 13.28), (10.59, 13.59)]]",2,"[[8, 15], [8, 15]]",64
"[[(1.04, 4.04), (3.53, 6.529999999999999)]]",2,"[[0, 8], [0, 8]]",64
"[[(5.67, 8.67), (4.13, 7.13)]]",0,"[(0, 15), (0, 15)]",256
"[[(3.32, 6.32), (4.97, 7.97)]]",2,"[[0, 8], [0, 8]]",64
"[[(2.94, 5.9399999999999995), (6.5, 9.5)]]",1,"[[0, 8], (0, 15)]",128
"[[(2.99, 5.99), (6.78, 9.780000000000001)]]",1,"[[0, 8], (0, 15)]",128
"[[(7.17, 10.17), (5.74, 8.74)]]",0,"[(0, 15), (0, 15)]",256
"[[(8.57, 11.57), (4.25, 7.25)]]",4,"[[8, 12], [4, 8]]",16
