,BRC Size,SRC Size,Diff,F/P %,SRC Depth,Error %
0,682,2631,1949,3.8577712609970676,3,25.921702774610416
1,353,21048,20695,59.626062322946176,0,1.6771189661725578
2,3108,21048,17940,6.772200772200772,0,14.766248574686431
3,1410,21048,19638,14.927659574468086,0,6.698973774230331
4,0,5262,5262,inf,2,0.0
5,610,5262,4652,8.62622950819672,2,11.592550361079438
6,1050,5262,4212,5.011428571428572,2,19.954389965792473
7,935,1315,380,1.4064171122994653,4,71.10266159695817
8,1248,2631,1383,2.108173076923077,3,47.43443557582668
9,516,2631,2115,5.098837209302325,3,19.61231470923603
10,3112,10524,7412,3.3817480719794344,1,29.57050551121247
11,599,658,59,1.0984974958263773,5,91.03343465045593
12,860,10524,9664,12.237209302325581,1,8.171797795515014
13,784,21048,20264,26.846938775510203,0,3.7248194602812617
14,1412,10524,9112,7.453257790368272,1,13.416951729380463
15,631,21048,20417,33.35657686212361,0,2.997909540098822
16,398,21048,20650,52.88442211055276,0,1.8909160015203343
17,1815,10524,8709,5.798347107438016,1,17.24629418472064
18,1660,5262,3602,3.169879518072289,2,31.546940326871916
19,0,2,2,inf,13,0.0
20,2237,5262,3025,2.35225748770675,2,42.51235271759787
21,1884,10524,8640,5.585987261146497,1,17.90193842645382
22,1885,21048,19163,11.16604774535809,0,8.95572025845686
23,654,21048,20394,32.18348623853211,0,3.1071835803876855
24,85,5262,5177,61.90588235294118,2,1.6153553781832004
25,1648,10524,8876,6.385922330097087,1,15.659445077917141
26,211,5262,5051,24.938388625592417,2,4.009882174078297
27,1568,10524,8956,6.711734693877551,1,14.899277841125047
28,289,5262,4973,18.207612456747405,2,5.492208285822882
29,1305,5262,3957,4.032183908045977,2,24.800456100342075
30,2715,5262,2547,1.938121546961326,2,51.5963511972634
31,1162,21048,19886,18.113597246127366,0,5.520714557202584
32,12,5262,5250,438.5,2,0.22805017103762829
33,0,1315,1315,inf,4,0.0
34,225,5262,5037,23.386666666666667,2,4.275940706955531
35,335,1316,981,3.928358208955224,4,25.455927051671733
36,2960,10524,7564,3.5554054054054056,1,28.126187761307484
37,1406,21048,19642,14.970128022759601,0,6.679969593310528
38,1382,10524,9142,7.615050651230101,1,13.131889015583429
39,171,5262,5091,30.771929824561404,2,3.249714937286203
40,1977,5262,3285,2.661608497723824,2,37.571265678449265
41,890,2631,1741,2.9561797752808987,3,33.8274420372482
42,1048,10524,9476,10.041984732824428,1,9.958190801976436
43,83,1316,1233,15.855421686746988,4,6.306990881458967
44,0,5262,5262,inf,2,0.0
45,0,82,82,inf,8,0.0
46,0,5262,5262,inf,2,0.0
47,0,2,2,inf,13,0.0
48,2572,10524,7952,4.091757387247278,1,24.43937666286583
49,190,1315,1125,6.921052631578948,4,14.44866920152091
50,1089,21048,19959,19.327823691460054,0,5.173888255416192
51,383,21048,20665,54.9556135770235,0,1.8196503230710754
52,1406,10524,9118,7.485064011379801,1,13.359939186621055
53,2010,5262,3252,2.617910447761194,2,38.19840364880274
54,1344,10524,9180,7.830357142857143,1,12.770809578107183
55,0,5262,5262,inf,2,0.0
56,1180,5262,4082,4.459322033898305,2,22.42493348536678
57,144,21048,20904,146.16666666666666,0,0.6841505131128849
58,577,21048,20471,36.47833622183709,0,2.7413530976814897
59,2011,5262,3251,2.6166086524117356,2,38.21740782972254
60,376,1315,939,3.497340425531915,4,28.59315589353612
61,1088,5262,4174,4.836397058823529,2,20.676548840744964
62,41,5262,5221,128.34146341463415,2,0.7791714177118966
63,98,5262,5164,53.69387755102041,2,1.8624097301406308
64,0,1316,1316,inf,4,0.0
65,1248,5262,4014,4.216346153846154,2,23.71721778791334
66,110,328,218,2.981818181818182,6,33.53658536585366
67,1822,5262,3440,2.888035126234907,2,34.6256176358799
68,1277,10524,9247,8.241190289741581,1,12.134169517293806
69,476,5262,4786,11.054621848739496,2,9.045990117825923
70,0,5262,5262,inf,2,0.0
71,1581,21048,19467,13.313092979127134,0,7.511402508551882
72,1755,5262,3507,2.9982905982905983,2,33.352337514253136
73,0,5262,5262,inf,2,0.0
74,1275,21048,19773,16.508235294117647,0,6.057582668187001
75,73,21048,20975,288.32876712328766,0,0.346826301786393
76,832,5262,4430,6.324519230769231,2,15.811478525275561
77,1473,10524,9051,7.144602851323829,1,13.996579247434434
78,813,5262,4449,6.472324723247232,2,15.450399087799315
79,0,5262,5262,inf,2,0.0
80,6,21048,21042,3508.0,0,0.028506271379703536
81,847,5262,4415,6.212514757969304,2,16.096541239072597
82,320,21048,20728,65.775,0,1.5203344735841884
83,1469,10524,9055,7.164057181756297,1,13.958570885594831
84,625,5262,4637,8.4192,2,11.877613074876473
85,561,21048,20487,37.518716577540104,0,2.6653363740022806
86,193,21048,20855,109.05699481865285,0,0.9169517293804638
87,1566,21048,19482,13.440613026819923,0,7.440136830102623
88,1998,10524,8526,5.267267267267267,1,18.985176738882554
89,1445,10524,9079,7.283044982698962,1,13.730520714557205
90,936,5262,4326,5.621794871794871,2,17.787913340935006
91,1299,10524,9225,8.10161662817552,1,12.343215507411632
92,3101,10524,7423,3.3937439535633667,1,29.465982516153556
93,2487,21048,18561,8.463208685162847,0,11.815849486887116
94,1677,21048,19371,12.550983899821109,0,7.967502850627138
95,538,21048,20510,39.12267657992565,0,2.5560623337134167
96,1236,5262,4026,4.257281553398058,2,23.48916761687571
97,967,5262,4295,5.441571871768356,2,18.377042949448878
98,898,21048,20150,23.438752783964365,0,4.266438616495629
99,975,10524,9549,10.793846153846154,1,9.264538198403649
100,1735,21048,19313,12.131412103746397,0,8.243063473964272
101,2068,21048,18980,10.177949709864604,0,9.825161535537818
102,0,5262,5262,inf,2,0.0
103,1941,5262,3321,2.7109737248840804,2,36.887115165336375
104,224,21048,20824,93.96428571428571,0,1.0642341315089319
105,342,5262,4920,15.385964912280702,2,6.499429874572406
106,1495,21048,19553,14.078929765886288,0,7.10281261877613
107,3013,21048,18035,6.985728509790906,0,14.314899277841125
108,204,5262,5058,25.794117647058822,2,3.8768529076396807
109,726,21048,20322,28.99173553719008,0,3.4492588369441273
110,207,5262,5055,25.420289855072465,2,3.9338654503990877
111,721,10524,9803,14.596393897364772,1,6.851007221588749
112,530,2631,2101,4.964150943396226,3,20.144431774990498
113,1656,10524,8868,6.355072463768116,1,15.735461801596351
114,0,2,2,inf,13,0.0
115,719,10524,9805,14.636995827538248,1,6.832003040668948
116,960,21048,20088,21.925,0,4.561003420752566
117,2931,5262,2331,1.7952917093142273,2,55.701254275940705
118,0,5262,5262,inf,2,0.0
119,1298,10524,9226,8.107858243451464,1,12.33371341695173
120,859,5262,4403,6.125727590221188,2,16.324591410110223
121,744,2631,1887,3.536290322580645,3,28.278221208665904
122,55,5262,5207,95.67272727272727,2,1.0452299505891296
123,2788,21048,18260,7.549497847919656,0,13.245914101102244
124,0,5262,5262,inf,2,0.0
125,1101,21048,19947,19.11716621253406,0,5.230900798175599
126,275,1315,1040,4.781818181818182,4,20.912547528517113
127,1242,10524,9282,8.473429951690822,1,11.801596351197263
128,903,10524,9621,11.654485049833887,1,8.580387685290763
129,1898,10524,8626,5.544783983140148,1,18.034967692892437
130,1786,21048,19262,11.784994400895856,0,8.485366780691752
131,1276,21048,19772,16.495297805642632,0,6.062333713416952
132,1871,21048,19177,11.24959914484233,0,8.889205625237553
133,2477,21048,18571,8.497375857892612,0,11.768339034587608
134,0,5262,5262,inf,2,0.0
135,2908,10524,7616,3.6189821182943605,1,27.632079057392627
136,1974,5262,3288,2.6656534954407296,2,37.51425313568985
137,102,1316,1214,12.901960784313726,4,7.750759878419452
138,352,5262,4910,14.948863636363637,2,6.68947168377043
139,693,2631,1938,3.7965367965367967,3,26.339794754846068
140,2260,21048,18788,9.313274336283186,0,10.737362219688332
141,0,5262,5262,inf,2,0.0
142,0,41,41,inf,9,0.0
143,606,10524,9918,17.366336633663366,1,5.758266818700114
144,1264,21048,19784,16.651898734177216,0,6.0053211706575444
145,495,21048,20553,42.52121212121212,0,2.3517673888255417
146,1024,21048,20024,20.5546875,0,4.865070315469403
147,71,5262,5191,74.11267605633803,2,1.3492968453059673
148,941,21048,20107,22.367693942614242,0,4.470733561383504
149,181,21048,20867,116.28729281767956,0,0.8599391866210566
150,3394,10524,7130,3.100766057748969,1,32.2500950209046
151,1854,21048,19194,11.352750809061488,0,8.808437856328393
152,0,1316,1316,inf,4,0.0
153,1335,21048,19713,15.766292134831462,0,6.342645381984037
154,583,5262,4679,9.025728987993139,2,11.079437476244774
155,980,21048,20068,21.477551020408164,0,4.656024325351577
156,2077,21048,18971,10.133846894559461,0,9.867920942607373
157,776,5262,4486,6.780927835051546,2,14.747244393766628
158,1647,5262,3615,3.1948998178506374,2,31.29988597491448
159,3097,10524,7427,3.3981272198902164,1,29.42797415431395
160,1227,5262,4035,4.288508557457213,2,23.31812998859749
161,1375,21048,19673,15.307636363636364,0,6.53268719118206
162,1337,21048,19711,15.742707554225879,0,6.352147472443938
163,4076,10524,6448,2.5819430814524043,1,38.7305207145572
164,543,2631,2088,4.845303867403315,3,20.63854047890536
165,2579,21048,18469,8.161302830554478,0,12.25294564804257
166,2671,10524,7853,3.940097341819543,1,25.38008361839605
167,1185,5262,4077,4.440506329113924,2,22.519954389965793
168,3051,21048,17997,6.898721730580138,0,14.495438996579246
169,0,5262,5262,inf,2,0.0
170,1424,21048,19624,14.780898876404494,0,6.76548840744964
171,1420,5262,3842,3.7056338028169016,2,26.985936906119345
172,1469,10524,9055,7.164057181756297,1,13.958570885594831
173,1564,21048,19484,13.457800511508951,0,7.430634739642722
174,1432,2631,1199,1.8372905027932962,3,54.42797415431395
175,1838,21048,19210,11.451577801958651,0,8.732421132649183
176,602,21048,20446,34.96345514950166,0,2.860129228430255
177,0,2,2,inf,13,0.0
178,1974,10524,8550,5.331306990881459,1,18.757126567844924
179,770,5262,4492,6.833766233766234,2,14.633219308247813
180,2780,10524,7744,3.785611510791367,1,26.415811478525274
181,1809,21048,19239,11.635157545605306,0,8.594640820980617
182,1917,10524,8607,5.489827856025039,1,18.215507411630558
183,1322,21048,19726,15.921331316187594,0,6.280881793994679
184,2102,21048,18946,10.013320647002855,0,9.986697073356138
185,1043,21048,20005,20.18024928092042,0,4.955340174838464
186,363,2631,2268,7.24793388429752,3,13.797035347776509
187,2357,10524,8167,4.464997878659313,1,22.396427213987078
188,66,21048,20982,318.90909090909093,0,0.31356898517673887
189,1718,10524,8806,6.125727590221188,1,16.324591410110223
190,1124,21048,19924,18.725978647686834,0,5.340174838464462
191,242,21048,20806,86.97520661157024,0,1.1497529456480426
192,2563,5262,2699,2.0530628170113148,2,48.70771569745344
193,1040,21048,20008,20.23846153846154,0,4.941087039148613
194,869,5262,4393,6.055235903337169,2,16.514633219308248
195,729,1315,586,1.803840877914952,4,55.437262357414454
196,1703,21048,19345,12.35936582501468,0,8.091030026605853
197,28,5262,5234,187.92857142857142,2,0.5321170657544659
198,858,21048,20190,24.53146853146853,0,4.076396807297606
199,1445,10524,9079,7.283044982698962,1,13.730520714557205
200,359,1315,956,3.6629526462395545,4,27.300380228136884
201,2167,10524,8357,4.856483617904938,1,20.591030026605853
202,1135,5262,4127,4.636123348017621,2,21.569745343975676
203,2086,10524,8438,5.045062320230105,1,19.821360699353857
204,0,2,2,inf,13,0.0
205,0,2,2,inf,13,0.0
206,1387,10524,9137,7.58759913482336,1,13.179399467882934
207,3393,21048,17655,6.203359858532273,0,16.12029646522235
208,1451,21048,19597,14.505858028945555,0,6.893766628658304
209,0,5262,5262,inf,2,0.0
210,0,82,82,inf,8,0.0
211,671,2631,1960,3.9210134128166914,3,25.503610794374765
212,0,1316,1316,inf,4,0.0
213,3137,10524,7387,3.354797577303156,1,29.808057772709994
214,1155,2631,1476,2.277922077922078,3,43.899657924743444
215,313,5262,4949,16.81150159744409,2,5.948308627898138
216,1731,5262,3531,3.0398613518197575,2,32.89623717217788
217,0,2,2,inf,13,0.0
218,0,1316,1316,inf,4,0.0
219,797,21048,20251,26.409033877038897,0,3.7865830482706198
220,1654,5262,3608,3.181378476420798,2,31.4329152413531
221,563,5262,4699,9.346358792184725,2,10.699353857848728
222,0,21048,21048,inf,0,0.0
223,1437,10524,9087,7.323590814196242,1,13.654503990877991
224,2046,5262,3216,2.5718475073313782,2,38.88255416191562
225,0,5262,5262,inf,2,0.0
226,695,5262,4567,7.571223021582734,2,13.207905739262637
227,1944,5262,3318,2.70679012345679,2,36.94412770809578
228,2294,5262,2968,2.293809938971229,2,43.595591030026604
229,1109,21048,19939,18.97926059513075,0,5.268909160015204
230,528,21048,20520,39.86363636363637,0,2.508551881413911
231,0,1315,1315,inf,4,0.0
232,976,5262,4286,5.391393442622951,2,18.5480805777271
233,492,21048,20556,42.78048780487805,0,2.33751425313569
234,1029,21048,20019,20.454810495626823,0,4.8888255416191555
235,753,2631,1878,3.49402390438247,3,28.62029646522235
236,2181,10524,8343,4.825309491059147,1,20.72405929304447
237,2609,21048,18439,8.067458796473744,0,12.395477004941087
238,808,21048,20240,26.04950495049505,0,3.838844545800076
239,0,5262,5262,inf,2,0.0
240,1769,10524,8755,5.94912379875636,1,16.809198023565184
241,103,5262,5159,51.0873786407767,2,1.9574306347396426
242,0,5262,5262,inf,2,0.0
243,3204,5262,2058,1.642322097378277,2,60.889395667046756
244,2250,5262,3012,2.3386666666666667,2,42.7594070695553
245,2193,10524,8331,4.79890560875513,1,20.838084378563284
246,1215,10524,9309,8.66172839506173,1,11.545039908779932
247,605,21048,20443,34.7900826446281,0,2.8743823641201063
248,1625,5262,3637,3.238153846153846,2,30.88179399467883
249,0,5262,5262,inf,2,0.0
250,963,10524,9561,10.928348909657322,1,9.150513112884836
251,1562,5262,3700,3.3687580025608193,2,29.68453059673128
252,1150,2631,1481,2.287826086956522,3,43.709616115545415
253,1212,21048,19836,17.366336633663366,0,5.758266818700114
254,656,10524,9868,16.04268292682927,1,6.233371341695173
255,1087,5262,4175,4.840846366145354,2,20.65754465982516
256,226,328,102,1.4513274336283186,6,68.90243902439023
257,3089,10524,7435,3.4069278083522176,1,29.35195743063474
258,501,21048,20547,42.01197604790419,0,2.380273660205245
259,2426,5262,2836,2.169002473206925,2,46.10414291144052
260,2022,21048,19026,10.409495548961424,0,9.606613454960092
261,1096,5262,4166,4.8010948905109485,2,20.828582288103384
262,306,2631,2325,8.598039215686274,3,11.630558722919043
263,0,5262,5262,inf,2,0.0
264,1171,5262,4091,4.493595217762596,2,22.25389585708856
