,DAG,KD
0,3,0
1,4,2
2,4,4
3,4,2
4,3,3
5,2,2
6,4,2
7,1,1
8,2,2
9,7,7
10,3,3
11,4,0
12,1,1
13,4,2
14,3,3
15,1,1
16,2,2
17,1,1
18,2,0
19,1,1
20,2,2
21,3,0
22,1,1
23,3,3
24,2,2
25,11,3
26,7,3
27,3,3
28,3,3
29,3,0
30,3,0
31,4,4
32,2,2
33,4,4
34,4,4
35,7,0
36,4,4
37,3,3
38,2,0
39,1,1
40,4,0
41,1,1
42,5,5
43,3,2
44,1,1
45,2,2
46,3,3
47,5,5
48,2,2
49,4,4
50,4,4
51,3,1
52,1,1
53,8,8
54,3,0
55,3,0
56,2,2
57,4,4
58,2,2
59,2,2
60,1,1
61,4,2
62,1,1
63,1,1
64,2,2
65,2,2
66,5,3
67,4,2
68,2,2
69,4,4
70,5,5
71,1,1
72,4,4
73,1,1
74,2,2
75,7,4
76,2,2
77,2,2
78,3,3
79,1,1
80,6,5
81,1,1
82,6,0
83,4,3
84,1,1
85,3,3
86,1,1
87,1,1
88,1,1
89,2,2
90,2,2
91,4,2
92,4,4
93,6,0
94,4,0
95,2,0
96,4,0
97,3,3
98,2,2
99,1,1
100,4,0
101,9,3
102,1,1
103,4,0
104,1,1
105,11,11
106,3,0
107,5,5
108,2,2
109,1,1
110,1,1
111,2,2
112,4,2
113,5,5
114,1,1
115,6,3
116,2,0
117,3,0
118,2,2
119,4,4
120,4,2
121,2,2
122,3,0
123,11,11
124,2,2
125,1,1
126,1,1
127,11,11
128,3,3
129,4,4
130,4,2
131,4,4
132,1,1
133,5,4
134,6,6
135,3,0
136,2,0
137,4,2
138,11,11
139,5,5
140,6,5
141,3,3
142,11,3
143,4,4
144,2,2
145,4,2
146,2,2
147,3,0
148,5,4
149,2,2
150,5,3
151,1,1
152,4,4
153,2,2
154,4,3
155,4,4
156,11,11
157,4,4
158,2,2
159,11,11
160,2,2
161,5,3
162,4,4
163,4,2
164,2,2
165,4,2
166,4,4
167,4,4
168,3,0
169,5,5
170,5,3
171,4,4
172,4,4
173,4,4
174,2,2
175,1,1
176,4,4
177,6,3
178,4,4
179,2,2
180,3,3
181,5,0
182,5,0
183,6,6
184,3,3
185,1,1
186,4,4
187,2,2
188,4,4
189,3,0
190,4,3
191,1,1
192,6,6
193,5,5
194,2,2
195,1,1
196,4,3
197,3,0
198,2,2
199,3,0
200,6,6
201,11,11
202,3,0
203,3,0
204,5,4
205,3,2
206,1,1
207,11,3
208,7,4
209,2,2
210,2,0
211,2,2
212,4,0
213,5,5
214,2,2
215,7,7
216,3,3
217,4,2
218,2,2
219,3,3
220,5,3
221,5,5
222,2,1
223,3,1
224,3,1
225,3,0
226,4,4
227,3,1
228,2,2
229,3,0
230,4,4
231,3,0
232,3,0
233,2,2
234,11,11
235,3,0
236,3,3
237,3,0
238,4,4
239,4,4
240,2,2
241,3,1
242,2,2
243,4,0
244,4,4
245,4,4
246,4,0
247,6,0
248,11,11
249,1,1
250,4,4
251,4,4
252,3,3
253,5,5
254,4,0
255,4,0
256,4,0
257,5,5
258,4,4
259,5,5
260,3,0
261,4,2
262,11,3
263,2,2
264,1,1
265,5,5
266,2,2
267,1,1
268,2,2
269,1,1
270,4,3
271,6,6
272,4,3
273,3,2
274,4,0
275,2,2
276,4,4
277,4,0
278,6,6
279,2,0
280,2,2
281,6,0
282,1,1
283,2,1
284,4,2
285,1,1
286,2,2
287,6,6
288,11,11
289,3,3
290,3,1
291,2,2
292,7,0
293,4,2
294,4,0
295,5,5
296,4,2
297,1,1
298,4,4
299,4,4
300,2,2
301,5,5
302,4,2
303,2,0
304,7,0
305,3,0
306,4,4
307,4,4
308,3,2
309,5,5
310,3,2
311,4,4
312,1,1
313,2,2
314,4,4
315,4,4
