SRC Query,Depth,BBoxes,Data Size
"[[(9.07, 10.07), (51.79, 52.79)]]",0,"[(6.7375, 13.80833333), (48.11722222, 54.79805556)]",1642
"[[(10.33, 11.32), (49.47, 50.47)]]",2,"[[9.675277778, 13.80833333], [48.11722222, 52.43388889]]",410
"[[(7.16, 8.16), (48.52, 49.51)]]",4,"[[6.7375, 8.401944444], [48.11722222, 50.94805556]]",102
"[[(7.72, 8.71), (48.31, 49.31)]]",2,"[[6.7375, 9.675277778], [48.11722222, 51.34805556]]",410
"[[(11.95, 12.95), (50.65, 51.64)]]",3,"[[11.0775, 13.80833333], [48.11722222, 52.43388889]]",205
"[[(8.4, 9.39), (48.36, 49.36)]]",2,"[[6.7375, 9.675277778], [48.11722222, 51.34805556]]",410
"[[(7.64, 8.64), (48.65, 49.65)]]",2,"[[6.7375, 9.675277778], [48.11722222, 51.34805556]]",410
"[[(12.53, 13.53), (52.02, 53.01)]]",1,"[[9.675277778, 13.80833333], (48.11722222, 54.79805556)]",821
"[[(12.76, 13.75), (53.38, 54.37)]]",2,"[[9.675277778, 13.80833333], [52.43388889, 54.79805556]]",411
"[[(12.8, 13.8), (48.15, 49.14)]]",7,"[[11.64555556, 13.80833333], [48.14444444, 50.84472222]]",13
"[[(8.51, 9.51), (51.49, 52.48)]]",3,"[[7.676666667, 9.675277778], [51.34805556, 54.79805556]]",206
"[[(9.01, 10.0), (53.77, 54.76)]]",0,"[(6.7375, 13.80833333), (48.11722222, 54.79805556)]",1642
"[[(9.79, 10.79), (52.43, 53.42)]]",1,"[[9.675277778, 13.80833333], (48.11722222, 54.79805556)]",821
"[[(10.29, 11.28), (50.99, 51.98)]]",2,"[[9.675277778, 13.80833333], [48.11722222, 52.43388889]]",410
"[[(11.08, 12.08), (52.48, 53.47)]]",3,"[[9.675277778, 13.32694444], [52.43388889, 54.79805556]]",205
"[[(10.18, 11.18), (51.7, 52.69)]]",1,"[[9.675277778, 13.80833333], (48.11722222, 54.79805556)]",821
"[[(6.9, 7.89), (51.79, 52.78)]]",2,"[[6.7375, 9.675277778], [51.34805556, 54.79805556]]",411
"[[(12.41, 13.41), (51.87, 52.86)]]",1,"[[9.675277778, 13.80833333], (48.11722222, 54.79805556)]",821
"[[(9.63, 10.63), (52.91, 53.91)]]",0,"[(6.7375, 13.80833333), (48.11722222, 54.79805556)]",1642
"[[(11.29, 12.29), (52.13, 53.12)]]",1,"[[9.675277778, 13.80833333], (48.11722222, 54.79805556)]",821
"[[(6.84, 7.84), (52.05, 53.05)]]",2,"[[6.7375, 9.675277778], [51.34805556, 54.79805556]]",411
"[[(9.07, 10.06), (51.9, 52.9)]]",0,"[(6.7375, 13.80833333), (48.11722222, 54.79805556)]",1642
"[[(10.77, 11.76), (51.55, 52.55)]]",1,"[[9.675277778, 13.80833333], (48.11722222, 54.79805556)]",821
"[[(7.02, 8.02), (50.29, 51.29)]]",3,"[[6.7375, 8.401944444], [48.11722222, 51.34805556]]",205
"[[(7.54, 8.54), (53.15, 54.15)]]",2,"[[6.7375, 9.675277778], [51.34805556, 54.79805556]]",411
"[[(12.04, 13.03), (49.89, 50.88)]]",3,"[[11.0775, 13.80833333], [48.11722222, 52.43388889]]",205
"[[(12.03, 13.03), (50.28, 51.28)]]",3,"[[11.0775, 13.80833333], [48.11722222, 52.43388889]]",205
"[[(12.2, 13.2), (50.84, 51.84)]]",3,"[[11.0775, 13.80833333], [48.11722222, 52.43388889]]",205
"[[(7.16, 8.15), (50.16, 51.16)]]",3,"[[6.7375, 8.401944444], [48.11722222, 51.34805556]]",205
"[[(9.57, 10.57), (49.33, 50.33)]]",0,"[(6.7375, 13.80833333), (48.11722222, 54.79805556)]",1642
