SRC_random Query: Large,Depth,BBoxes,Data Size
"[3, 23, 12, 32]",2,"[0, 16, 16, 32]",256
"[21, 15, 30, 24]",2,"[16, 8, 32, 24]",256
"[16, 19, 25, 28]",2,"[16, 16, 32, 32]",256
"[22, 15, 31, 24]",2,"[16, 8, 32, 24]",256
"[9, 10, 18, 19]",2,"[8, 8, 24, 24]",256
"[19, 2, 28, 11]",2,"[16, 0, 32, 16]",256
"[6, 1, 15, 10]",2,"[0, 0, 16, 16]",256
"[20, 12, 29, 21]",2,"[16, 8, 32, 24]",256
"[8, 16, 17, 25]",2,"[8, 16, 24, 32]",256
"[22, 10, 31, 19]",2,"[16, 8, 32, 24]",256
"[7, 18, 16, 27]",2,"[0, 16, 16, 32]",256
"[10, 8, 19, 17]",2,"[8, 8, 24, 24]",256
"[23, 23, 32, 32]",2,"[16, 16, 32, 32]",256
"[22, 2, 31, 11]",2,"[16, 0, 32, 16]",256
"[14, 4, 23, 13]",2,"[8, 0, 24, 16]",256
"[1, 21, 10, 30]",2,"[0, 16, 16, 32]",256
"[3, 14, 12, 23]",2,"[0, 8, 16, 24]",256
"[22, 8, 31, 17]",2,"[16, 8, 32, 24]",256
"[10, 8, 19, 17]",2,"[8, 8, 24, 24]",256
"[14, 0, 23, 9]",2,"[8, 0, 24, 16]",256
"[10, 23, 19, 32]",2,"[8, 16, 24, 32]",256
"[10, 20, 19, 29]",2,"[8, 16, 24, 32]",256
"[7, 11, 16, 20]",2,"[0, 8, 16, 24]",256
"[23, 11, 32, 20]",2,"[16, 8, 32, 24]",256
"[11, 22, 20, 31]",2,"[8, 16, 24, 32]",256
"[12, 6, 21, 15]",2,"[8, 0, 24, 16]",256
"[0, 12, 9, 21]",2,"[0, 8, 16, 24]",256
"[20, 18, 29, 27]",2,"[16, 16, 32, 32]",256
"[17, 9, 26, 18]",2,"[16, 8, 32, 24]",256
"[12, 19, 21, 28]",2,"[8, 16, 24, 32]",256
"[0, 17, 9, 26]",2,"[0, 16, 16, 32]",256
"[3, 10, 12, 19]",2,"[0, 8, 16, 24]",256
"[0, 13, 9, 22]",2,"[0, 8, 16, 24]",256
"[4, 2, 13, 11]",2,"[0, 0, 16, 16]",256
"[4, 1, 13, 10]",2,"[0, 0, 16, 16]",256
"[21, 17, 30, 26]",2,"[16, 16, 32, 32]",256
"[9, 6, 18, 15]",2,"[8, 0, 24, 16]",256
"[20, 11, 29, 20]",2,"[16, 8, 32, 24]",256
"[7, 18, 16, 27]",2,"[0, 16, 16, 32]",256
"[2, 7, 11, 16]",2,"[0, 0, 16, 16]",256
"[21, 13, 30, 22]",2,"[16, 8, 32, 24]",256
"[10, 20, 19, 29]",2,"[8, 16, 24, 32]",256
"[20, 22, 29, 31]",2,"[16, 16, 32, 32]",256
"[20, 9, 29, 18]",2,"[16, 8, 32, 24]",256
"[0, 2, 9, 11]",2,"[0, 0, 16, 16]",256
"[14, 8, 23, 17]",2,"[8, 8, 24, 24]",256
"[20, 12, 29, 21]",2,"[16, 8, 32, 24]",256
"[6, 5, 15, 14]",2,"[0, 0, 16, 16]",256
"[23, 14, 32, 23]",2,"[16, 8, 32, 24]",256
"[0, 5, 9, 14]",2,"[0, 0, 16, 16]",256
"[0, 5, 9, 14]",2,"[0, 0, 16, 16]",256
"[18, 21, 27, 30]",2,"[16, 16, 32, 32]",256
"[1, 2, 10, 11]",2,"[0, 0, 16, 16]",256
"[11, 1, 20, 10]",2,"[8, 0, 24, 16]",256
"[21, 7, 30, 16]",2,"[16, 0, 32, 16]",256
"[7, 15, 16, 24]",2,"[0, 8, 16, 24]",256
"[8, 9, 17, 18]",2,"[8, 8, 24, 24]",256
"[18, 11, 27, 20]",2,"[16, 8, 32, 24]",256
"[23, 20, 32, 29]",2,"[16, 16, 32, 32]",256
"[17, 10, 26, 19]",2,"[16, 8, 32, 24]",256
"[20, 22, 29, 31]",2,"[16, 16, 32, 32]",256
"[15, 19, 24, 28]",2,"[8, 16, 24, 32]",256
"[16, 1, 25, 10]",2,"[16, 0, 32, 16]",256
"[7, 4, 16, 13]",2,"[0, 0, 16, 16]",256
"[23, 6, 32, 15]",2,"[16, 0, 32, 16]",256
"[7, 3, 16, 12]",2,"[0, 0, 16, 16]",256
"[4, 3, 13, 12]",2,"[0, 0, 16, 16]",256
"[1, 19, 10, 28]",2,"[0, 16, 16, 32]",256
"[17, 2, 26, 11]",2,"[16, 0, 32, 16]",256
"[18, 23, 27, 32]",2,"[16, 16, 32, 32]",256
"[19, 13, 28, 22]",2,"[16, 8, 32, 24]",256
"[14, 20, 23, 29]",2,"[8, 16, 24, 32]",256
"[14, 12, 23, 21]",2,"[8, 8, 24, 24]",256
"[0, 23, 9, 32]",2,"[0, 16, 16, 32]",256
"[19, 20, 28, 29]",2,"[16, 16, 32, 32]",256
"[16, 20, 25, 29]",2,"[16, 16, 32, 32]",256
"[10, 22, 19, 31]",2,"[8, 16, 24, 32]",256
"[16, 6, 25, 15]",2,"[16, 0, 32, 16]",256
"[4, 19, 13, 28]",2,"[0, 16, 16, 32]",256
"[9, 17, 18, 26]",2,"[8, 16, 24, 32]",256
"[9, 21, 18, 30]",2,"[8, 16, 24, 32]",256
"[12, 19, 21, 28]",2,"[8, 16, 24, 32]",256
"[16, 1, 25, 10]",2,"[16, 0, 32, 16]",256
"[14, 18, 23, 27]",2,"[8, 16, 24, 32]",256
"[18, 7, 27, 16]",2,"[16, 0, 32, 16]",256
"[12, 8, 21, 17]",2,"[8, 8, 24, 24]",256
"[17, 21, 26, 30]",2,"[16, 16, 32, 32]",256
"[9, 23, 18, 32]",2,"[8, 16, 24, 32]",256
"[3, 10, 12, 19]",2,"[0, 8, 16, 24]",256
"[18, 22, 27, 31]",2,"[16, 16, 32, 32]",256
"[8, 22, 17, 31]",2,"[8, 16, 24, 32]",256
"[16, 8, 25, 17]",2,"[16, 8, 32, 24]",256
"[14, 14, 23, 23]",2,"[8, 8, 24, 24]",256
"[3, 18, 12, 27]",2,"[0, 16, 16, 32]",256
"[9, 10, 18, 19]",2,"[8, 8, 24, 24]",256
"[22, 2, 31, 11]",2,"[16, 0, 32, 16]",256
"[22, 13, 31, 22]",2,"[16, 8, 32, 24]",256
"[10, 23, 19, 32]",2,"[8, 16, 24, 32]",256
"[0, 3, 9, 12]",2,"[0, 0, 16, 16]",256
"[22, 10, 31, 19]",2,"[16, 8, 32, 24]",256
"[18, 3, 27, 12]",2,"[16, 0, 32, 16]",256
"[17, 6, 26, 15]",2,"[16, 0, 32, 16]",256
"[18, 21, 27, 30]",2,"[16, 16, 32, 32]",256
"[21, 0, 30, 9]",2,"[16, 0, 32, 16]",256
"[0, 0, 9, 9]",2,"[0, 0, 16, 16]",256
"[9, 23, 18, 32]",2,"[8, 16, 24, 32]",256
"[14, 3, 23, 12]",2,"[8, 0, 24, 16]",256
"[16, 21, 25, 30]",2,"[16, 16, 32, 32]",256
"[0, 15, 9, 24]",2,"[0, 8, 16, 24]",256
"[23, 7, 32, 16]",2,"[16, 0, 32, 16]",256
"[8, 16, 17, 25]",2,"[8, 16, 24, 32]",256
"[9, 8, 18, 17]",2,"[8, 8, 24, 24]",256
"[6, 23, 15, 32]",2,"[0, 16, 16, 32]",256
"[12, 19, 21, 28]",2,"[8, 16, 24, 32]",256
"[14, 15, 23, 24]",2,"[8, 8, 24, 24]",256
"[9, 10, 18, 19]",2,"[8, 8, 24, 24]",256
"[0, 18, 9, 27]",2,"[0, 16, 16, 32]",256
"[19, 19, 28, 28]",2,"[16, 16, 32, 32]",256
"[9, 3, 18, 12]",2,"[8, 0, 24, 16]",256
"[10, 22, 19, 31]",2,"[8, 16, 24, 32]",256
"[2, 4, 11, 13]",2,"[0, 0, 16, 16]",256
"[12, 14, 21, 23]",2,"[8, 8, 24, 24]",256
"[8, 11, 17, 20]",2,"[8, 8, 24, 24]",256
"[8, 19, 17, 28]",2,"[8, 16, 24, 32]",256
"[21, 23, 30, 32]",2,"[16, 16, 32, 32]",256
"[7, 22, 16, 31]",2,"[0, 16, 16, 32]",256
"[5, 17, 14, 26]",2,"[0, 16, 16, 32]",256
"[14, 14, 23, 23]",2,"[8, 8, 24, 24]",256
"[8, 15, 17, 24]",2,"[8, 8, 24, 24]",256
"[3, 2, 12, 11]",2,"[0, 0, 16, 16]",256
"[21, 5, 30, 14]",2,"[16, 0, 32, 16]",256
"[17, 1, 26, 10]",2,"[16, 0, 32, 16]",256
"[8, 11, 17, 20]",2,"[8, 8, 24, 24]",256
"[10, 11, 19, 20]",2,"[8, 8, 24, 24]",256
"[1, 12, 10, 21]",2,"[0, 8, 16, 24]",256
"[21, 10, 30, 19]",2,"[16, 8, 32, 24]",256
"[5, 9, 14, 18]",2,"[0, 8, 16, 24]",256
"[15, 1, 24, 10]",2,"[8, 0, 24, 16]",256
"[17, 16, 26, 25]",2,"[16, 16, 32, 32]",256
"[9, 10, 18, 19]",2,"[8, 8, 24, 24]",256
"[8, 19, 17, 28]",2,"[8, 16, 24, 32]",256
"[20, 10, 29, 19]",2,"[16, 8, 32, 24]",256
"[2, 11, 11, 20]",2,"[0, 8, 16, 24]",256
"[0, 14, 9, 23]",2,"[0, 8, 16, 24]",256
"[19, 5, 28, 14]",2,"[16, 0, 32, 16]",256
"[11, 19, 20, 28]",2,"[8, 16, 24, 32]",256
"[9, 22, 18, 31]",2,"[8, 16, 24, 32]",256
"[8, 15, 17, 24]",2,"[8, 8, 24, 24]",256
"[0, 14, 9, 23]",2,"[0, 8, 16, 24]",256
"[5, 7, 14, 16]",2,"[0, 0, 16, 16]",256
"[11, 7, 20, 16]",2,"[8, 0, 24, 16]",256
"[3, 20, 12, 29]",2,"[0, 16, 16, 32]",256
"[1, 12, 10, 21]",2,"[0, 8, 16, 24]",256
"[14, 12, 23, 21]",2,"[8, 8, 24, 24]",256
"[20, 19, 29, 28]",2,"[16, 16, 32, 32]",256
"[1, 10, 10, 19]",2,"[0, 8, 16, 24]",256
"[0, 21, 9, 30]",2,"[0, 16, 16, 32]",256
"[0, 14, 9, 23]",2,"[0, 8, 16, 24]",256
"[8, 6, 17, 15]",2,"[8, 0, 24, 16]",256
"[22, 5, 31, 14]",2,"[16, 0, 32, 16]",256
"[14, 3, 23, 12]",2,"[8, 0, 24, 16]",256
"[22, 23, 31, 32]",2,"[16, 16, 32, 32]",256
"[12, 17, 21, 26]",2,"[8, 16, 24, 32]",256
"[1, 8, 10, 17]",2,"[0, 8, 16, 24]",256
"[3, 4, 12, 13]",2,"[0, 0, 16, 16]",256
"[1, 0, 10, 9]",2,"[0, 0, 16, 16]",256
"[8, 13, 17, 22]",2,"[8, 8, 24, 24]",256
"[16, 21, 25, 30]",2,"[16, 16, 32, 32]",256
"[18, 9, 27, 18]",2,"[16, 8, 32, 24]",256
"[2, 10, 11, 19]",2,"[0, 8, 16, 24]",256
"[15, 18, 24, 27]",2,"[8, 16, 24, 32]",256
"[10, 8, 19, 17]",2,"[8, 8, 24, 24]",256
"[10, 7, 19, 16]",2,"[8, 0, 24, 16]",256
"[1, 23, 10, 32]",2,"[0, 16, 16, 32]",256
"[16, 7, 25, 16]",2,"[16, 0, 32, 16]",256
"[14, 16, 23, 25]",2,"[8, 16, 24, 32]",256
"[22, 0, 31, 9]",2,"[16, 0, 32, 16]",256
"[21, 12, 30, 21]",2,"[16, 8, 32, 24]",256
"[10, 1, 19, 10]",2,"[8, 0, 24, 16]",256
"[16, 6, 25, 15]",2,"[16, 0, 32, 16]",256
"[22, 23, 31, 32]",2,"[16, 16, 32, 32]",256
"[3, 17, 12, 26]",2,"[0, 16, 16, 32]",256
"[7, 0, 16, 9]",2,"[0, 0, 16, 16]",256
"[23, 17, 32, 26]",2,"[16, 16, 32, 32]",256
"[10, 4, 19, 13]",2,"[8, 0, 24, 16]",256
"[22, 7, 31, 16]",2,"[16, 0, 32, 16]",256
"[18, 15, 27, 24]",2,"[16, 8, 32, 24]",256
"[17, 15, 26, 24]",2,"[16, 8, 32, 24]",256
"[13, 5, 22, 14]",2,"[8, 0, 24, 16]",256
"[14, 8, 23, 17]",2,"[8, 8, 24, 24]",256
"[5, 1, 14, 10]",2,"[0, 0, 16, 16]",256
"[11, 21, 20, 30]",2,"[8, 16, 24, 32]",256
"[9, 23, 18, 32]",2,"[8, 16, 24, 32]",256
"[10, 20, 19, 29]",2,"[8, 16, 24, 32]",256
"[8, 7, 17, 16]",2,"[8, 0, 24, 16]",256
"[12, 0, 21, 9]",2,"[8, 0, 24, 16]",256
"[1, 21, 10, 30]",2,"[0, 16, 16, 32]",256
"[3, 4, 12, 13]",2,"[0, 0, 16, 16]",256
"[19, 10, 28, 19]",2,"[16, 8, 32, 24]",256
"[18, 5, 27, 14]",2,"[16, 0, 32, 16]",256
"[0, 1, 9, 10]",2,"[0, 0, 16, 16]",256
"[17, 5, 26, 14]",2,"[16, 0, 32, 16]",256
"[18, 4, 27, 13]",2,"[16, 0, 32, 16]",256
"[2, 4, 11, 13]",2,"[0, 0, 16, 16]",256
"[4, 17, 13, 26]",2,"[0, 16, 16, 32]",256
"[5, 13, 14, 22]",2,"[0, 8, 16, 24]",256
"[12, 0, 21, 9]",2,"[8, 0, 24, 16]",256
"[11, 9, 20, 18]",2,"[8, 8, 24, 24]",256
"[11, 18, 20, 27]",2,"[8, 16, 24, 32]",256
"[0, 7, 9, 16]",2,"[0, 0, 16, 16]",256
"[18, 0, 27, 9]",2,"[16, 0, 32, 16]",256
"[11, 11, 20, 20]",2,"[8, 8, 24, 24]",256
"[10, 2, 19, 11]",2,"[8, 0, 24, 16]",256
"[18, 21, 27, 30]",2,"[16, 16, 32, 32]",256
"[21, 11, 30, 20]",2,"[16, 8, 32, 24]",256
"[11, 2, 20, 11]",2,"[8, 0, 24, 16]",256
"[13, 6, 22, 15]",2,"[8, 0, 24, 16]",256
"[11, 18, 20, 27]",2,"[8, 16, 24, 32]",256
"[8, 4, 17, 13]",2,"[8, 0, 24, 16]",256
"[6, 16, 15, 25]",2,"[0, 16, 16, 32]",256
"[5, 19, 14, 28]",2,"[0, 16, 16, 32]",256
"[4, 16, 13, 25]",2,"[0, 16, 16, 32]",256
"[3, 10, 12, 19]",2,"[0, 8, 16, 24]",256
"[18, 18, 27, 27]",2,"[16, 16, 32, 32]",256
"[17, 20, 26, 29]",2,"[16, 16, 32, 32]",256
"[19, 3, 28, 12]",2,"[16, 0, 32, 16]",256
"[19, 5, 28, 14]",2,"[16, 0, 32, 16]",256
"[11, 8, 20, 17]",2,"[8, 8, 24, 24]",256
"[14, 8, 23, 17]",2,"[8, 8, 24, 24]",256
"[14, 5, 23, 14]",2,"[8, 0, 24, 16]",256
"[12, 13, 21, 22]",2,"[8, 8, 24, 24]",256
"[11, 3, 20, 12]",2,"[8, 0, 24, 16]",256
"[10, 4, 19, 13]",2,"[8, 0, 24, 16]",256
"[8, 5, 17, 14]",2,"[8, 0, 24, 16]",256
"[10, 14, 19, 23]",2,"[8, 8, 24, 24]",256
"[2, 11, 11, 20]",2,"[0, 8, 16, 24]",256
"[11, 8, 20, 17]",2,"[8, 8, 24, 24]",256
"[21, 11, 30, 20]",2,"[16, 8, 32, 24]",256
"[4, 13, 13, 22]",2,"[0, 8, 16, 24]",256
"[6, 6, 15, 15]",2,"[0, 0, 16, 16]",256
"[5, 18, 14, 27]",2,"[0, 16, 16, 32]",256
"[14, 19, 23, 28]",2,"[8, 16, 24, 32]",256
"[13, 21, 22, 30]",2,"[8, 16, 24, 32]",256
"[18, 22, 27, 31]",2,"[16, 16, 32, 32]",256
"[7, 0, 16, 9]",2,"[0, 0, 16, 16]",256
"[11, 4, 20, 13]",2,"[8, 0, 24, 16]",256
"[0, 14, 9, 23]",2,"[0, 8, 16, 24]",256
"[13, 18, 22, 27]",2,"[8, 16, 24, 32]",256
"[3, 1, 12, 10]",2,"[0, 0, 16, 16]",256
"[12, 9, 21, 18]",2,"[8, 8, 24, 24]",256
"[19, 22, 28, 31]",2,"[16, 16, 32, 32]",256
"[6, 13, 15, 22]",2,"[0, 8, 16, 24]",256
"[0, 22, 9, 31]",2,"[0, 16, 16, 32]",256
"[19, 7, 28, 16]",2,"[16, 0, 32, 16]",256
"[12, 19, 21, 28]",2,"[8, 16, 24, 32]",256
"[15, 15, 24, 24]",2,"[8, 8, 24, 24]",256
"[19, 13, 28, 22]",2,"[16, 8, 32, 24]",256
"[12, 12, 21, 21]",2,"[8, 8, 24, 24]",256
"[1, 9, 10, 18]",2,"[0, 8, 16, 24]",256
"[5, 5, 14, 14]",2,"[0, 0, 16, 16]",256
"[10, 3, 19, 12]",2,"[8, 0, 24, 16]",256
"[16, 19, 25, 28]",2,"[16, 16, 32, 32]",256
"[14, 5, 23, 14]",2,"[8, 0, 24, 16]",256
"[18, 12, 27, 21]",2,"[16, 8, 32, 24]",256
"[7, 22, 16, 31]",2,"[0, 16, 16, 32]",256
"[4, 8, 13, 17]",2,"[0, 8, 16, 24]",256
"[0, 14, 9, 23]",2,"[0, 8, 16, 24]",256
"[10, 15, 19, 24]",2,"[8, 8, 24, 24]",256
"[11, 16, 20, 25]",2,"[8, 16, 24, 32]",256
"[7, 9, 16, 18]",2,"[0, 8, 16, 24]",256
"[18, 0, 27, 9]",2,"[16, 0, 32, 16]",256
"[15, 22, 24, 31]",2,"[8, 16, 24, 32]",256
"[4, 8, 13, 17]",2,"[0, 8, 16, 24]",256
"[6, 11, 15, 20]",2,"[0, 8, 16, 24]",256
"[0, 9, 9, 18]",2,"[0, 8, 16, 24]",256
"[19, 13, 28, 22]",2,"[16, 8, 32, 24]",256
"[23, 7, 32, 16]",2,"[16, 0, 32, 16]",256
"[0, 7, 9, 16]",2,"[0, 0, 16, 16]",256
"[19, 12, 28, 21]",2,"[16, 8, 32, 24]",256
"[4, 8, 13, 17]",2,"[0, 8, 16, 24]",256
"[23, 20, 32, 29]",2,"[16, 16, 32, 32]",256
"[18, 17, 27, 26]",2,"[16, 16, 32, 32]",256
"[6, 4, 15, 13]",2,"[0, 0, 16, 16]",256
"[12, 18, 21, 27]",2,"[8, 16, 24, 32]",256
"[21, 23, 30, 32]",2,"[16, 16, 32, 32]",256
"[15, 11, 24, 20]",2,"[8, 8, 24, 24]",256
"[21, 15, 30, 24]",2,"[16, 8, 32, 24]",256
"[19, 22, 28, 31]",2,"[16, 16, 32, 32]",256
"[4, 0, 13, 9]",2,"[0, 0, 16, 16]",256
"[23, 19, 32, 28]",2,"[16, 16, 32, 32]",256
"[12, 21, 21, 30]",2,"[8, 16, 24, 32]",256
"[13, 11, 22, 20]",2,"[8, 8, 24, 24]",256
"[9, 4, 18, 13]",2,"[8, 0, 24, 16]",256
"[9, 15, 18, 24]",2,"[8, 8, 24, 24]",256
"[8, 12, 17, 21]",2,"[8, 8, 24, 24]",256
"[22, 19, 31, 28]",2,"[16, 16, 32, 32]",256
"[7, 14, 16, 23]",2,"[0, 8, 16, 24]",256
"[6, 22, 15, 31]",2,"[0, 16, 16, 32]",256
"[5, 15, 14, 24]",2,"[0, 8, 16, 24]",256
"[14, 1, 23, 10]",2,"[8, 0, 24, 16]",256
"[23, 23, 32, 32]",2,"[16, 16, 32, 32]",256
"[13, 6, 22, 15]",2,"[8, 0, 24, 16]",256
"[16, 9, 25, 18]",2,"[16, 8, 32, 24]",256
"[22, 13, 31, 22]",2,"[16, 8, 32, 24]",256
"[3, 9, 12, 18]",2,"[0, 8, 16, 24]",256
"[8, 5, 17, 14]",2,"[8, 0, 24, 16]",256
"[4, 6, 13, 15]",2,"[0, 0, 16, 16]",256
"[9, 4, 18, 13]",2,"[8, 0, 24, 16]",256
"[5, 11, 14, 20]",2,"[0, 8, 16, 24]",256
"[6, 18, 15, 27]",2,"[0, 16, 16, 32]",256
"[18, 5, 27, 14]",2,"[16, 0, 32, 16]",256
"[1, 3, 10, 12]",2,"[0, 0, 16, 16]",256
"[4, 8, 13, 17]",2,"[0, 8, 16, 24]",256
"[18, 9, 27, 18]",2,"[16, 8, 32, 24]",256
"[9, 5, 18, 14]",2,"[8, 0, 24, 16]",256
"[1, 8, 10, 17]",2,"[0, 8, 16, 24]",256
"[18, 11, 27, 20]",2,"[16, 8, 32, 24]",256
"[3, 13, 12, 22]",2,"[0, 8, 16, 24]",256
"[8, 10, 17, 19]",2,"[8, 8, 24, 24]",256
"[22, 19, 31, 28]",2,"[16, 16, 32, 32]",256
"[17, 16, 26, 25]",2,"[16, 16, 32, 32]",256
"[20, 8, 29, 17]",2,"[16, 8, 32, 24]",256
"[3, 17, 12, 26]",2,"[0, 16, 16, 32]",256
"[17, 1, 26, 10]",2,"[16, 0, 32, 16]",256
"[0, 10, 9, 19]",2,"[0, 8, 16, 24]",256
"[23, 13, 32, 22]",2,"[16, 8, 32, 24]",256
"[19, 15, 28, 24]",2,"[16, 8, 32, 24]",256
"[10, 21, 19, 30]",2,"[8, 16, 24, 32]",256
"[18, 7, 27, 16]",2,"[16, 0, 32, 16]",256
"[3, 13, 12, 22]",2,"[0, 8, 16, 24]",256
"[13, 21, 22, 30]",2,"[8, 16, 24, 32]",256
"[2, 18, 11, 27]",2,"[0, 16, 16, 32]",256
"[8, 17, 17, 26]",2,"[8, 16, 24, 32]",256
"[11, 23, 20, 32]",2,"[8, 16, 24, 32]",256
"[4, 1, 13, 10]",2,"[0, 0, 16, 16]",256
"[0, 4, 9, 13]",2,"[0, 0, 16, 16]",256
"[12, 11, 21, 20]",2,"[8, 8, 24, 24]",256
"[0, 11, 9, 20]",2,"[0, 8, 16, 24]",256
"[10, 16, 19, 25]",2,"[8, 16, 24, 32]",256
"[18, 18, 27, 27]",2,"[16, 16, 32, 32]",256
"[12, 17, 21, 26]",2,"[8, 16, 24, 32]",256
"[22, 3, 31, 12]",2,"[16, 0, 32, 16]",256
"[3, 19, 12, 28]",2,"[0, 16, 16, 32]",256
"[17, 6, 26, 15]",2,"[16, 0, 32, 16]",256
"[6, 10, 15, 19]",2,"[0, 8, 16, 24]",256
"[20, 17, 29, 26]",2,"[16, 16, 32, 32]",256
"[12, 4, 21, 13]",2,"[8, 0, 24, 16]",256
"[1, 2, 10, 11]",2,"[0, 0, 16, 16]",256
"[1, 20, 10, 29]",2,"[0, 16, 16, 32]",256
"[11, 6, 20, 15]",2,"[8, 0, 24, 16]",256
"[13, 18, 22, 27]",2,"[8, 16, 24, 32]",256
"[22, 20, 31, 29]",2,"[16, 16, 32, 32]",256
"[3, 13, 12, 22]",2,"[0, 8, 16, 24]",256
"[6, 10, 15, 19]",2,"[0, 8, 16, 24]",256
"[2, 3, 11, 12]",2,"[0, 0, 16, 16]",256
"[23, 4, 32, 13]",2,"[16, 0, 32, 16]",256
"[8, 7, 17, 16]",2,"[8, 0, 24, 16]",256
"[21, 23, 30, 32]",2,"[16, 16, 32, 32]",256
"[5, 6, 14, 15]",2,"[0, 0, 16, 16]",256
"[12, 13, 21, 22]",2,"[8, 8, 24, 24]",256
"[6, 6, 15, 15]",2,"[0, 0, 16, 16]",256
"[0, 16, 9, 25]",2,"[0, 16, 16, 32]",256
"[8, 13, 17, 22]",2,"[8, 8, 24, 24]",256
"[22, 6, 31, 15]",2,"[16, 0, 32, 16]",256
"[16, 3, 25, 12]",2,"[16, 0, 32, 16]",256
"[19, 11, 28, 20]",2,"[16, 8, 32, 24]",256
"[20, 10, 29, 19]",2,"[16, 8, 32, 24]",256
"[8, 16, 17, 25]",2,"[8, 16, 24, 32]",256
"[7, 15, 16, 24]",2,"[0, 8, 16, 24]",256
"[18, 6, 27, 15]",2,"[16, 0, 32, 16]",256
"[18, 1, 27, 10]",2,"[16, 0, 32, 16]",256
"[18, 21, 27, 30]",2,"[16, 16, 32, 32]",256
"[3, 8, 12, 17]",2,"[0, 8, 16, 24]",256
"[13, 20, 22, 29]",2,"[8, 16, 24, 32]",256
"[3, 1, 12, 10]",2,"[0, 0, 16, 16]",256
"[3, 10, 12, 19]",2,"[0, 8, 16, 24]",256
"[10, 3, 19, 12]",2,"[8, 0, 24, 16]",256
"[19, 9, 28, 18]",2,"[16, 8, 32, 24]",256
"[3, 7, 12, 16]",2,"[0, 0, 16, 16]",256
"[9, 18, 18, 27]",2,"[8, 16, 24, 32]",256
"[2, 3, 11, 12]",2,"[0, 0, 16, 16]",256
"[12, 15, 21, 24]",2,"[8, 8, 24, 24]",256
"[4, 10, 13, 19]",2,"[0, 8, 16, 24]",256
"[7, 4, 16, 13]",2,"[0, 0, 16, 16]",256
"[7, 4, 16, 13]",2,"[0, 0, 16, 16]",256
"[1, 22, 10, 31]",2,"[0, 16, 16, 32]",256
"[18, 1, 27, 10]",2,"[16, 0, 32, 16]",256
"[14, 15, 23, 24]",2,"[8, 8, 24, 24]",256
"[17, 17, 26, 26]",2,"[16, 16, 32, 32]",256
"[7, 13, 16, 22]",2,"[0, 8, 16, 24]",256
"[7, 6, 16, 15]",2,"[0, 0, 16, 16]",256
"[19, 3, 28, 12]",2,"[16, 0, 32, 16]",256
"[10, 5, 19, 14]",2,"[8, 0, 24, 16]",256
"[22, 9, 31, 18]",2,"[16, 8, 32, 24]",256
"[3, 14, 12, 23]",2,"[0, 8, 16, 24]",256
"[14, 6, 23, 15]",2,"[8, 0, 24, 16]",256
"[20, 15, 29, 24]",2,"[16, 8, 32, 24]",256
"[8, 15, 17, 24]",2,"[8, 8, 24, 24]",256
"[6, 14, 15, 23]",2,"[0, 8, 16, 24]",256
"[21, 5, 30, 14]",2,"[16, 0, 32, 16]",256
"[19, 6, 28, 15]",2,"[16, 0, 32, 16]",256
"[18, 12, 27, 21]",2,"[16, 8, 32, 24]",256
"[11, 13, 20, 22]",2,"[8, 8, 24, 24]",256
"[8, 12, 17, 21]",2,"[8, 8, 24, 24]",256
"[5, 4, 14, 13]",2,"[0, 0, 16, 16]",256
"[23, 19, 32, 28]",2,"[16, 16, 32, 32]",256
"[17, 15, 26, 24]",2,"[16, 8, 32, 24]",256
"[3, 7, 12, 16]",2,"[0, 0, 16, 16]",256
"[19, 11, 28, 20]",2,"[16, 8, 32, 24]",256
"[21, 18, 30, 27]",2,"[16, 16, 32, 32]",256
"[8, 0, 17, 9]",2,"[8, 0, 24, 16]",256
"[9, 14, 18, 23]",2,"[8, 8, 24, 24]",256
"[6, 12, 15, 21]",2,"[0, 8, 16, 24]",256
"[7, 9, 16, 18]",2,"[0, 8, 16, 24]",256
"[18, 10, 27, 19]",2,"[16, 8, 32, 24]",256
"[0, 11, 9, 20]",2,"[0, 8, 16, 24]",256
"[1, 13, 10, 22]",2,"[0, 8, 16, 24]",256
"[23, 0, 32, 9]",2,"[16, 0, 32, 16]",256
"[18, 20, 27, 29]",2,"[16, 16, 32, 32]",256
"[17, 0, 26, 9]",2,"[16, 0, 32, 16]",256
"[23, 1, 32, 10]",2,"[16, 0, 32, 16]",256
"[1, 13, 10, 22]",2,"[0, 8, 16, 24]",256
"[19, 9, 28, 18]",2,"[16, 8, 32, 24]",256
"[14, 10, 23, 19]",2,"[8, 8, 24, 24]",256
"[20, 0, 29, 9]",2,"[16, 0, 32, 16]",256
"[17, 12, 26, 21]",2,"[16, 8, 32, 24]",256
"[3, 13, 12, 22]",2,"[0, 8, 16, 24]",256
"[8, 23, 17, 32]",2,"[8, 16, 24, 32]",256
"[1, 10, 10, 19]",2,"[0, 8, 16, 24]",256
"[1, 1, 10, 10]",2,"[0, 0, 16, 16]",256
"[11, 20, 20, 29]",2,"[8, 16, 24, 32]",256
"[21, 21, 30, 30]",2,"[16, 16, 32, 32]",256
"[3, 19, 12, 28]",2,"[0, 16, 16, 32]",256
"[22, 23, 31, 32]",2,"[16, 16, 32, 32]",256
"[0, 20, 9, 29]",2,"[0, 16, 16, 32]",256
"[16, 20, 25, 29]",2,"[16, 16, 32, 32]",256
