SRC Query,Depth,BBoxes,Data Size
"[34.69, -120.54, 35.63, -119.64]",3,"[34.6339, -124.389343, 36.289566, -117.970444]",2631
"[34.11, -122.31, 35.04, -121.89]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[40.55, -118.5, 41.5, -117.92]",6,"[40.213436, -120.495163, 42.017231, -114.294258]",329
"[40.81, -115.82, 41.45, -115.35]",8,"[40.665901, -120.222343, 41.563305, -114.294258]",82
"[32.96, -121.66, 33.57, -120.99]",13,"[32.541302, -124.389343, 34.512501, -120.432167]",2
"[35.78, -121.27, 36.32, -120.62]",4,"[35.551353, -124.389343, 37.009014, -119.712936]",1315
"[34.16, -123.97, 34.87, -123.4]",6,"[32.541302, -124.389343, 34.877285, -119.686722]",328
"[36.27, -118.36, 36.68, -117.87]",6,"[35.631729, -118.411591, 37.009014, -117.628166]",329
"[32.95, -116.77, 33.84, -116.0]",4,"[32.541302, -117.195107, 34.003124, -115.972008]",1316
"[38.7, -123.99, 39.61, -123.29]",5,"[38.448597, -124.389343, 39.61338, -123.040558]",657
"[34.74, -124.03, 35.49, -123.29]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[34.65, -123.01, 35.11, -122.04]",6,"[34.55386, -124.389343, 35.313984, -120.136192]",329
"[37.04, -122.34, 37.98, -121.88]",4,"[37.009014, -122.457283, 39.543308, -121.790939]",1316
"[38.5, -121.78, 39.07, -121.35]",6,"[37.808262, -121.790939, 39.100842, -121.272377]",328
"[41.35, -123.8, 41.94, -122.9]",3,"[39.543308, -124.389343, 42.017231, -121.790939]",2631
"[40.51, -116.52, 41.44, -116.01]",6,"[40.213436, -120.495163, 42.017231, -114.294258]",329
"[36.83, -124.13, 37.5, -123.15]",4,"[34.735394, -124.389343, 37.859238, -121.246536]",1315
"[32.64, -116.35, 33.12, -115.4]",5,"[32.541302, -116.742416, 33.169312, -114.294258]",658
"[33.58, -115.79, 34.19, -115.11]",4,"[33.28764, -116.961899, 34.860054, -114.294258]",1316
"[36.38, -122.76, 36.88, -122.3]",6,"[36.274315, -124.389343, 37.009014, -121.188477]",329
"[35.38, -119.66, 36.04, -119.1]",4,"[34.6339, -120.470863, 36.289566, -118.862312]",1316
"[38.7, -121.35, 39.32, -120.92]",5,"[38.5439, -121.790939, 39.592049, -120.781853]",658
"[39.56, -117.96, 40.34, -117.04]",6,"[39.36422, -120.520393, 41.062244, -114.294258]",329
"[38.19, -120.48, 39.13, -120.06]",6,"[38.167072, -120.511772, 39.235634, -119.831978]",329
"[39.83, -115.13, 40.33, -114.294258]",8,"[39.706348, -120.227127, 40.566891, -114.294258]",82
"[38.69, -118.39, 39.23, -117.91]",6,"[38.578175, -120.234833, 40.125786, -114.294258]",329
"[35.51, -114.71, 36.12, -114.294258]",4,"[35.432095, -118.646698, 37.084129, -114.294258]",1316
"[38.85, -120.85, 39.47, -120.44]",7,"[38.773846, -120.90374, 39.633026, -120.430931]",164
"[33.37, -122.23, 34.21, -121.81]",13,"[32.541302, -124.389343, 34.512501, -120.432167]",2
"[38.73, -115.07, 39.39, -114.294258]",6,"[38.578175, -120.234833, 40.125786, -114.294258]",329
"[35.17, -117.57, 35.62, -117.02]",5,"[34.691856, -117.970444, 37.009014, -116.941383]",658
"[37.11, -116.19, 38.01, -115.49]",4,"[37.009014, -120.322968, 38.773846, -114.294258]",1316
"[36.06, -124.12, 36.8, -123.66]",4,"[35.551353, -124.389343, 37.009014, -119.712936]",1315
"[36.88, -122.59, 37.43, -122.1]",6,"[36.851406, -124.389343, 37.59903, -121.990753]",329
"[33.52, -115.53, 34.14, -114.72]",4,"[33.28764, -116.961899, 34.860054, -114.294258]",1316
"[35.34, -118.32, 35.78, -117.53]",5,"[34.926151, -118.411591, 36.332531, -116.844749]",658
"[41.52, -123.6, 42.017231, -123.04]",7,"[41.34037, -123.67067, 42.017231, -123.015862]",165
"[38.88, -114.88, 39.81, -114.39]",6,"[38.773846, -120.430931, 40.213436, -114.294258]",329
"[36.89, -120.89, 37.8, -120.44]",5,"[36.197899, -121.246536, 37.859238, -120.2724]",658
"[39.4, -121.49, 39.86, -120.92]",5,"[38.773846, -121.790939, 40.032124, -120.90374]",657
"[39.42, -118.29, 40.17, -117.81]",8,"[39.299168, -120.179642, 40.213436, -114.294258]",83
"[33.75, -123.55, 34.28, -123.16]",13,"[32.541302, -124.389343, 34.512501, -120.432167]",2
"[35.64, -114.77, 36.36, -114.294258]",4,"[35.432095, -118.646698, 37.084129, -114.294258]",1316
"[33.23, -122.65, 33.7, -122.1]",13,"[32.541302, -124.389343, 34.512501, -120.432167]",2
"[38.06, -114.77, 38.83, -114.294258]",4,"[37.808262, -120.781853, 40.125786, -114.294258]",1316
"[38.62, -123.38, 39.1, -122.5]",5,"[38.354382, -124.389343, 39.170361, -122.457283]",658
"[32.89, -122.26, 33.8, -121.41]",13,"[32.541302, -124.389343, 34.512501, -120.432167]",2
"[35.71, -122.32, 36.1, -121.34]",8,"[35.691879, -124.389343, 36.146313, -121.258293]",82
"[36.11, -120.74, 37.02, -120.03]",5,"[35.81588, -120.871834, 37.175045, -119.435837]",658
"[35.23, -115.7, 35.88, -115.0]",6,"[34.925854, -116.251694, 37.009014, -114.294258]",329
"[36.52, -123.05, 37.02, -122.08]",8,"[34.735394, -124.389343, 37.059849, -121.867332]",82
"[37.49, -115.29, 37.89, -114.45]",6,"[37.292168, -119.583191, 37.954971, -114.294258]",329
"[40.57, -114.79, 41.2, -114.294258]",6,"[40.213436, -120.495163, 42.017231, -114.294258]",329
"[38.04, -121.83, 38.7, -120.87]",4,"[37.009014, -121.93457, 39.077091, -120.673553]",1316
"[35.16, -124.36, 35.9, -123.69]",4,"[34.6339, -124.389343, 36.289566, -119.650307]",1315
"[40.23, -116.44, 40.64, -115.57]",8,"[40.213436, -120.269699, 41.121151, -114.294258]",82
"[33.38, -117.9, 33.98, -117.29]",4,"[32.541302, -117.970444, 34.003124, -116.742416]",1315
"[35.49, -121.7, 36.28, -121.06]",4,"[34.6339, -124.389343, 36.289566, -119.650307]",1315
"[35.31, -117.02, 36.09, -116.35]",5,"[34.912441, -117.421806, 37.009014, -116.030167]",658
"[37.73, -115.08, 38.61, -114.5]",6,"[37.653175, -119.662178, 38.773846, -114.294258]",329
"[34.44, -121.55, 35.14, -120.78]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[41.59, -124.33, 42.017231, -123.87]",7,"[41.291908, -124.389343, 42.017231, -123.692177]",165
"[36.56, -121.57, 37.11, -120.63]",3,"[34.735394, -124.389343, 37.859238, -120.2724]",2631
