SRC Query,Depth,BBoxes,Data Size
"[36.3, -119.05, 37.7, -117.34]",4,"[36.160179, -119.067078, 39.192303, -114.294258]",1316
"[34.28, -117.0, 36.13, -115.97]",3,"[34.003124, -117.970444, 37.009014, -114.294258]",2631
"[35.86, -122.48, 37.3, -121.27]",5,"[34.735394, -124.389343, 37.347336, -121.246536]",657
"[40.07, -123.4, 41.84, -122.1]",3,"[39.543308, -124.389343, 42.017231, -121.790939]",2631
"[39.23, -120.25, 40.99, -118.72]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[35.38, -120.22, 36.77, -118.52]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[35.53, -120.27, 36.68, -118.39]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[34.58, -116.54, 36.07, -115.53]",4,"[34.003124, -116.941383, 37.009014, -114.294258]",1316
"[32.97, -119.72, 34.75, -118.54]",4,"[32.541302, -119.863373, 35.551353, -118.359138]",1316
"[32.75, -122.94, 33.96, -121.42]",13,"[32.541302, -124.389343, 34.512501, -120.432167]",2
