SRC Query,Depth,BBoxes,Data Size
"[33.16, -118.33, 34.21, -116.53]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[32.71, -117.58, 34.71, -115.88]",2,"[32.541302, -117.970444, 37.009014, -114.294258]",5262
"[33.99, -122.29, 35.84, -121.25]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[37.33, -117.6, 39.64, -115.82]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[32.77, -118.61, 34.22, -116.85]",3,"[32.541302, -119.324493, 34.409771, -116.844749]",2631
"[36.0, -120.84, 37.72, -119.79]",4,"[35.81588, -120.871834, 37.971836, -119.435837]",1316
"[37.65, -118.15, 39.64, -116.72]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[37.74, -117.96, 40.25, -115.6]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[35.89, -121.8, 37.78, -120.16]",1,"[34.735394, -124.389343, 39.192303, -114.294258]",10524
"[38.25, -118.61, 40.72, -116.11]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
