,BBOX,Depth,parent
0,"[8117, 9783, 474275, 219328]",0,[]
1,"[8117, 9783, 69337, 219328]",1,[<New_3DAG.DAGTree object at 0x000001E87C3CC980>]
2,"[42574, 9783, 114520, 219328]",1,[<New_3DAG.DAGTree object at 0x000001E87C3CC980>]
3,"[69337, 9783, 474275, 219328]",1,[<New_3DAG.DAGTree object at 0x000001E87C3CC980>]
