SRC Query,Depth,BBoxes,Data Size
"[[(11.711160585149564, 14.571372084246448), (28.869621682680087, 29.735114726772107)]]",4,"[[0, 25], [25, 50]]",625
"[[(36.15569110061403, 37.8446731542261), (64.61825939550991, 65.59846291853027)]]",4,"[[25, 50], [50, 75]]",625
"[[(55.6981916890392, 60.987833362751005), (78.4014945209877, 79.13751382028535)]]",6,"[[50, 62], [75, 87]]",144
"[[(64.19309510997248, 66.39307152007517), (81.2470405318178, 81.76882428263941)]]",8,"[[62, 68], [81, 87]]",36
"[[(1.784816828255066, 3.990338642567527), (88.639979812999, 89.49680179316852)]]",8,"[[0, 6], [87, 93]]",36
"[[(33.815697036108446, 34.80840114068064), (80.93735109369364, 83.84603164584604)]]",7,"[[31, 37], [75, 87]]",72
"[[(69.07750388968526, 70.32160399102754), (72.87697290323892, 73.654139446124)]]",11,"[[69, 71], [71, 75]]",8
"[[(20.816828438541545, 27.93005508372346), (3.1424442320859987, 3.6999954451383474)]]",2,"[[0, 50], [0, 50]]",2500
"[[(71.90269839781702, 73.71451841466232), (81.88136869506862, 82.58966173309275)]]",10,"[[71, 75], [81, 84]]",12
"[[(45.06535022238561, 49.52805576902843), (46.32969467676731, 47.07400295092984)]]",8,"[[43, 50], [43, 50]]",49
"[[(61.131386671859474, 65.08511814916412), (30.063761342808284, 30.836882820732228)]]",4,"[[50, 75], [25, 50]]",625
"[[(69.61681308782534, 72.51392372120984), (16.94856614402501, 17.60792123828756)]]",8,"[[68, 75], [12, 18]]",42
"[[(24.699517402899513, 32.946662115311526), (78.50417264811607, 79.3786444759716)]]",2,"[[0, 50], [50, 99]]",2500
"[[(74.11881730699352, 77.33747067677513), (95.30946709918665, 96.28130905668446)]]",2,"[[50, 99], [50, 99]]",2500
"[[(59.22390607459307, 66.29160993879032), (73.81294635998381, 74.42501213845895)]]",4,"[[50, 75], [50, 75]]",625
"[[(32.599487752005075, 33.88025269010699), (2.6729164968411925, 3.4739761275082746)]]",9,"[[31, 34], [0, 6]]",18
"[[(37.34039613370194, 39.38456163727169), (83.26528228409082, 84.22520986726673)]]",9,"[[37, 40], [81, 87]]",18
"[[(75.28325526697066, 77.74561069731078), (57.84145799842057, 58.87694929877813)]]",10,"[[75, 78], [56, 59]]",9
"[[(49.111585695896, 53.58281587701307), (11.364121382374705, 12.072363427959184)]]",0,"[(0, 99), (0, 99)]",10000
"[[(56.79498472272174, 61.764681767866136), (3.585400689998983, 4.365171455295887)]]",8,"[[56, 62], [0, 6]]",36
