,L2 Norm
0,0.034112321371831095
1,-0.019965780197877606
2,-0.011129336810027
3,-0.0025712787695227023
4,-0.0028474314241375004
5,0.014477182418132797
6,0.0059605667998834
7,0.008779624466362799
8,0.017534209365429904
9,0.009630577876236699
10,0.0090996628210986
11,0.0062865159889670015
12,0.003717191771331802
13,0.004916474175644198
14,-0.0012671491396345994
15,-0.0065849693254405005
16,-0.005845332440164001
17,-0.0036506758947808006
18,-0.0083054331214154
19,-0.0082144202685216
20,-0.006430835306509699
21,-0.008955318111565
22,-0.008344071726434
23,-0.0107645089970291
24,-0.006712085575806
25,-0.0075910916578969
26,-0.0084927655035416
27,-0.0073618828313872
28,-0.0076851921249584
29,-0.0087123737440339
30,-0.0061957992980215
31,-0.0070782541700639
32,-0.005750748462479601
33,-0.0022971985711504996
34,-0.0021014196819025997
35,-0.0014862071987624004
36,-0.0047116998711535995
37,-0.0031948961816965996
38,-0.0020699433185023004
39,0.001489878614774601
40,0.0009824194817489012
41,-0.0023657642102601004
42,-0.0036225453781850003
43,-0.0018586170245476
44,-0.0019457928217374992
45,-0.0017055520155846004
46,0.0018167952670999996
47,0.0046839744909905
48,0.005490125561116101
49,0.006605944172348399
50,0.0051289731122321
51,0.006362396616991501
52,0.0056596197483285
53,0.0048488677723762
54,0.0052524849937738
55,0.003838356456276
56,0.0028134160807112996
57,0.0008840314490289004
58,0.0031493703389341996
59,0.003303716037936901
60,0.0035991511061546997
61,0.0049031782719707005
62,0.0055505442529201
63,0.0063499381826718
64,0.007381044553482499
65,0.0061238617527531
66,0.0061121436239849
67,0.005066131285066701
68,0.0030502985747062
69,0.0030484507969606002
70,0.0027574586052662
71,0.0011199925577651997
72,0.0021825573858464003
73,0.0024774274584352996
74,0.0028124540592400003
75,0.0033319552266189005
76,0.0027380473166277
77,0.0020254868167858
78,0.002715621778525
79,0.0025212603626115003
80,0.0019628004805637006
81,0.0014650473647841002
82,0.0012437199260031005
83,0.0025519684226711003
84,0.0029192411512963994
85,0.0013522310690793002
86,0.0014351708986209
87,0.0017055969068262
88,0.0009445752399562999
89,0.0005752580895120002
90,0.0009405813106336002
91,0.00023671567198270014
92,0.0002078873999122998
93,-0.00044182964020180013
94,-0.0014123600000150002
95,-0.0006150282391475998
96,0.0004484150655160999
97,-0.0003163869297329999
98,-0.0003852633117924
99,0.0
