SRC Query,Depth,BBoxes,Data Size
"[[(11.34, 14.64), (10.87, 14.17)]]",2,"[[8, 15], [8, 15]]",64
"[[(7.88, 11.18), (10.25, 13.55)]]",0,"[(0, 15), (0, 15)]",256
"[[(11.69, 14.99), (6.72, 10.02)]]",1,"[[8, 15], (0, 15)]",128
"[[(4.23, 7.53), (8.34, 11.64)]]",0,"[(0, 15), (0, 15)]",256
"[[(7.41, 10.71), (8.21, 11.51)]]",0,"[(0, 15), (0, 15)]",256
"[[(0.07, 3.37), (10.23, 13.53)]]",2,"[[0, 7], [8, 15]]",64
"[[(9.48, 12.78), (6.95, 10.25)]]",1,"[[8, 15], (0, 15)]",128
"[[(5.17, 8.47), (0.74, 4.04)]]",0,"[(0, 15), (0, 15)]",256
"[[(3.18, 6.48), (4.28, 7.58)]]",1,"[[0, 7], (0, 15)]",128
"[[(5.07, 8.37), (1.04, 4.34)]]",0,"[(0, 15), (0, 15)]",256
"[[(3.64, 6.94), (10.55, 13.85)]]",2,"[[0, 7], [8, 15]]",64
"[[(8.17, 11.47), (2.09, 5.39)]]",2,"[[8, 15], [0, 7]]",64
"[[(5.43, 8.73), (3.37, 6.67)]]",0,"[(0, 15), (0, 15)]",256
"[[(1.93, 5.23), (10.3, 13.6)]]",2,"[[0, 7], [8, 15]]",64
"[[(9.35, 12.65), (5.66, 8.96)]]",1,"[[8, 15], (0, 15)]",128
"[[(11.65, 14.95), (7.72, 11.02)]]",1,"[[8, 15], (0, 15)]",128
"[[(8.37, 11.67), (0.61, 3.91)]]",2,"[[8, 15], [0, 7]]",64
"[[(9.78, 13.08), (1.72, 5.02)]]",2,"[[8, 15], [0, 7]]",64
"[[(10.46, 13.76), (6.26, 9.56)]]",1,"[[8, 15], (0, 15)]",128
"[[(5.87, 9.17), (1.42, 4.72)]]",0,"[(0, 15), (0, 15)]",256
"[[(0.74, 4.04), (8.03, 11.33)]]",2,"[[0, 7], [8, 15]]",64
"[[(2.13, 5.43), (6.96, 10.26)]]",1,"[[0, 7], (0, 15)]",128
"[[(6.6, 9.9), (2.74, 6.04)]]",0,"[(0, 15), (0, 15)]",256
"[[(11.55, 14.85), (0.32, 3.62)]]",2,"[[8, 15], [0, 7]]",64
"[[(11.31, 14.61), (7.91, 11.21)]]",1,"[[8, 15], (0, 15)]",128
"[[(4.41, 7.71), (5.28, 8.58)]]",0,"[(0, 15), (0, 15)]",256
"[[(3.96, 7.26), (7.46, 10.76)]]",0,"[(0, 15), (0, 15)]",256
"[[(2.0, 5.3), (4.63, 7.93)]]",1,"[[0, 7], (0, 15)]",128
"[[(0.74, 4.04), (7.78, 11.08)]]",1,"[[0, 7], (0, 15)]",128
"[[(10.32, 13.62), (3.25, 6.55)]]",2,"[[8, 15], [0, 7]]",64
"[[(4.78, 8.08), (4.31, 7.61)]]",0,"[(0, 15), (0, 15)]",256
"[[(6.3, 9.6), (6.09, 9.39)]]",0,"[(0, 15), (0, 15)]",256
"[[(8.83, 12.13), (6.64, 9.94)]]",1,"[[8, 15], (0, 15)]",128
"[[(3.84, 7.14), (11.37, 14.67)]]",0,"[(0, 15), (0, 15)]",256
"[[(1.32, 4.62), (1.1, 4.4)]]",2,"[[0, 7], [0, 7]]",64
"[[(8.12, 11.42), (9.72, 13.02)]]",2,"[[8, 15], [8, 15]]",64
"[[(11.45, 14.75), (4.45, 7.75)]]",1,"[[8, 15], (0, 15)]",128
"[[(6.76, 10.06), (8.6, 11.9)]]",0,"[(0, 15), (0, 15)]",256
"[[(6.17, 9.47), (3.25, 6.55)]]",0,"[(0, 15), (0, 15)]",256
"[[(9.3, 12.6), (8.07, 11.37)]]",2,"[[8, 15], [8, 15]]",64
"[[(10.4, 13.7), (0.84, 4.14)]]",2,"[[8, 15], [0, 7]]",64
"[[(5.73, 9.03), (9.27, 12.57)]]",0,"[(0, 15), (0, 15)]",256
"[[(1.25, 4.55), (9.25, 12.55)]]",2,"[[0, 7], [8, 15]]",64
"[[(11.37, 14.67), (9.59, 12.89)]]",2,"[[8, 15], [8, 15]]",64
"[[(0.55, 3.85), (0.79, 4.09)]]",2,"[[0, 7], [0, 7]]",64
"[[(10.77, 14.07), (8.99, 12.29)]]",2,"[[8, 15], [8, 15]]",64
"[[(10.83, 14.13), (3.31, 6.61)]]",2,"[[8, 15], [0, 7]]",64
"[[(7.41, 10.71), (0.38, 3.68)]]",0,"[(0, 15), (0, 15)]",256
"[[(5.36, 8.66), (6.36, 9.66)]]",0,"[(0, 15), (0, 15)]",256
"[[(3.33, 6.63), (10.18, 13.48)]]",2,"[[0, 7], [8, 15]]",64
"[[(8.28, 11.58), (4.5, 7.8)]]",1,"[[8, 15], (0, 15)]",128
"[[(4.73, 8.03), (8.18, 11.48)]]",0,"[(0, 15), (0, 15)]",256
"[[(3.42, 6.72), (5.14, 8.44)]]",1,"[[0, 7], (0, 15)]",128
"[[(2.46, 5.76), (10.68, 13.98)]]",2,"[[0, 7], [8, 15]]",64
"[[(7.3, 10.6), (1.24, 4.54)]]",0,"[(0, 15), (0, 15)]",256
"[[(3.68, 6.98), (0.15, 3.45)]]",2,"[[0, 7], [0, 7]]",64
"[[(4.23, 7.53), (7.45, 10.75)]]",0,"[(0, 15), (0, 15)]",256
"[[(8.36, 11.66), (4.23, 7.53)]]",1,"[[8, 15], (0, 15)]",128
"[[(9.37, 12.67), (3.99, 7.29)]]",1,"[[8, 15], (0, 15)]",128
"[[(3.57, 6.87), (6.26, 9.56)]]",1,"[[0, 7], (0, 15)]",128
"[[(6.61, 9.91), (11.65, 14.95)]]",0,"[(0, 15), (0, 15)]",256
"[[(5.29, 8.59), (11.63, 14.93)]]",0,"[(0, 15), (0, 15)]",256
"[[(7.28, 10.58), (1.39, 4.69)]]",0,"[(0, 15), (0, 15)]",256
"[[(9.4, 12.7), (2.09, 5.39)]]",2,"[[8, 15], [0, 7]]",64
"[[(5.17, 8.47), (1.25, 4.55)]]",0,"[(0, 15), (0, 15)]",256
"[[(2.84, 6.14), (5.97, 9.27)]]",1,"[[0, 7], (0, 15)]",128
"[[(3.52, 6.82), (0.81, 4.11)]]",2,"[[0, 7], [0, 7]]",64
"[[(7.56, 10.86), (10.35, 13.65)]]",0,"[(0, 15), (0, 15)]",256
"[[(1.72, 5.02), (2.02, 5.32)]]",2,"[[0, 7], [0, 7]]",64
"[[(4.48, 7.78), (1.18, 4.48)]]",0,"[(0, 15), (0, 15)]",256
"[[(3.99, 7.29), (8.94, 12.24)]]",0,"[(0, 15), (0, 15)]",256
"[[(2.2, 5.5), (7.09, 10.39)]]",1,"[[0, 7], (0, 15)]",128
"[[(3.46, 6.76), (9.14, 12.44)]]",2,"[[0, 7], [8, 15]]",64
