BRC Query: Large,Points,# Of Points
"[24, 26, 43, 45]","[(24, 26), (24, 27), (25, 26), (25, 27), (26, 26), (26, 27), (27, 26), (27, 27), (24, 28), (24, 29), (25, 28), (25, 29), (24, 30), (24, 31), (25, 30), (25, 31), (26, 28), (26, 29), (27, 28), (27, 29), (26, 30), (26, 31), (27, 30), (27, 31), (28, 26), (28, 27), (29, 26), (29, 27), (30, 26), (30, 27), (31, 26), (31, 27), (28, 28), (28, 29), (29, 28), (29, 29), (28, 30), (28, 31), (29, 30), (29, 31), (30, 28), (30, 29), (31, 28), (31, 29), (30, 30), (30, 31), (31, 30), (31, 31), (24, 32), (24, 33), (25, 32), (25, 33), (24, 34), (24, 35), (25, 34), (25, 35), (26, 32), (26, 33), (27, 32), (27, 33), (26, 34), (26, 35), (27, 34), (27, 35), (24, 36), (24, 37), (25, 36), (25, 37), (24, 38), (24, 39), (25, 38), (25, 39), (26, 36), (26, 37), (27, 36), (27, 37), (26, 38), (26, 39), (27, 38), (27, 39), (28, 32), (28, 33), (29, 32), (29, 33), (28, 34), (28, 35), (29, 34), (29, 35), (30, 32), (30, 33), (31, 32), (31, 33), (30, 34), (30, 35), (31, 34), (31, 35), (28, 36), (28, 37), (29, 36), (29, 37), (28, 38), (28, 39), (29, 38), (29, 39), (30, 36), (30, 37), (31, 36), (31, 37), (30, 38), (30, 39), (31, 38), (31, 39), (24, 40), (24, 41), (25, 40), (25, 41), (24, 42), (24, 43), (25, 42), (25, 43), (26, 40), (26, 41), (27, 40), (27, 41), (26, 42), (26, 43), (27, 42), (27, 43), (24, 44), (24, 45), (25, 44), (25, 45), (26, 44), (26, 45), (27, 44), (27, 45), (28, 40), (28, 41), (29, 40), (29, 41), (28, 42), (28, 43), (29, 42), (29, 43), (30, 40), (30, 41), (31, 40), (31, 41), (30, 42), (30, 43), (31, 42), (31, 43), (28, 44), (28, 45), (29, 44), (29, 45), (30, 44), (30, 45), (31, 44), (31, 45), (32, 26), (32, 27), (33, 26), (33, 27), (34, 26), (34, 27), (35, 26), (35, 27), (32, 28), (32, 29), (33, 28), (33, 29), (32, 30), (32, 31), (33, 30), (33, 31), (34, 28), (34, 29), (35, 28), (35, 29), (34, 30), (34, 31), (35, 30), (35, 31), (36, 26), (36, 27), (37, 26), (37, 27), (38, 26), (38, 27), (39, 26), (39, 27), (36, 28), (36, 29), (37, 28), (37, 29), (36, 30), (36, 31), (37, 30), (37, 31), (38, 28), (38, 29), (39, 28), (39, 29), (38, 30), (38, 31), (39, 30), (39, 31), (40, 26), (40, 27), (41, 26), (41, 27), (42, 26), (42, 27), (43, 26), (43, 27), (40, 28), (40, 29), (41, 28), (41, 29), (40, 30), (40, 31), (41, 30), (41, 31), (42, 28), (42, 29), (43, 28), (43, 29), (42, 30), (42, 31), (43, 30), (43, 31), (32, 32), (32, 33), (33, 32), (33, 33), (32, 34), (32, 35), (33, 34), (33, 35), (34, 32), (34, 33), (35, 32), (35, 33), (34, 34), (34, 35), (35, 34), (35, 35), (32, 36), (32, 37), (33, 36), (33, 37), (32, 38), (32, 39), (33, 38), (33, 39), (34, 36), (34, 37), (35, 36), (35, 37), (34, 38), (34, 39), (35, 38), (35, 39), (36, 32), (36, 33), (37, 32), (37, 33), (36, 34), (36, 35), (37, 34), (37, 35), (38, 32), (38, 33), (39, 32), (39, 33), (38, 34), (38, 35), (39, 34), (39, 35), (36, 36), (36, 37), (37, 36), (37, 37), (36, 38), (36, 39), (37, 38), (37, 39), (38, 36), (38, 37), (39, 36), (39, 37), (38, 38), (38, 39), (39, 38), (39, 39), (32, 40), (32, 41), (33, 40), (33, 41), (32, 42), (32, 43), (33, 42), (33, 43), (34, 40), (34, 41), (35, 40), (35, 41), (34, 42), (34, 43), (35, 42), (35, 43), (32, 44), (32, 45), (33, 44), (33, 45), (34, 44), (34, 45), (35, 44), (35, 45), (36, 40), (36, 41), (37, 40), (37, 41), (36, 42), (36, 43), (37, 42), (37, 43), (38, 40), (38, 41), (39, 40), (39, 41), (38, 42), (38, 43), (39, 42), (39, 43), (36, 44), (36, 45), (37, 44), (37, 45), (38, 44), (38, 45), (39, 44), (39, 45), (40, 32), (40, 33), (41, 32), (41, 33), (40, 34), (40, 35), (41, 34), (41, 35), (42, 32), (42, 33), (43, 32), (43, 33), (42, 34), (42, 35), (43, 34), (43, 35), (40, 36), (40, 37), (41, 36), (41, 37), (40, 38), (40, 39), (41, 38), (41, 39), (42, 36), (42, 37), (43, 36), (43, 37), (42, 38), (42, 39), (43, 38), (43, 39), (40, 40), (40, 41), (41, 40), (41, 41), (40, 42), (40, 43), (41, 42), (41, 43), (42, 40), (42, 41), (43, 40), (43, 41), (42, 42), (42, 43), (43, 42), (43, 43), (40, 44), (40, 45), (41, 44), (41, 45), (42, 44), (42, 45), (43, 44), (43, 45)]",400
"[2, 16, 21, 35]","[(2, 16), (2, 17), (3, 16), (3, 17), (2, 18), (2, 19), (3, 18), (3, 19), (2, 20), (2, 21), (3, 20), (3, 21), (2, 22), (2, 23), (3, 22), (3, 23), (4, 16), (4, 17), (5, 16), (5, 17), (4, 18), (4, 19), (5, 18), (5, 19), (6, 16), (6, 17), (7, 16), (7, 17), (6, 18), (6, 19), (7, 18), (7, 19), (4, 20), (4, 21), (5, 20), (5, 21), (4, 22), (4, 23), (5, 22), (5, 23), (6, 20), (6, 21), (7, 20), (7, 21), (6, 22), (6, 23), (7, 22), (7, 23), (2, 24), (2, 25), (3, 24), (3, 25), (2, 26), (2, 27), (3, 26), (3, 27), (2, 28), (2, 29), (3, 28), (3, 29), (2, 30), (2, 31), (3, 30), (3, 31), (4, 24), (4, 25), (5, 24), (5, 25), (4, 26), (4, 27), (5, 26), (5, 27), (6, 24), (6, 25), (7, 24), (7, 25), (6, 26), (6, 27), (7, 26), (7, 27), (4, 28), (4, 29), (5, 28), (5, 29), (4, 30), (4, 31), (5, 30), (5, 31), (6, 28), (6, 29), (7, 28), (7, 29), (6, 30), (6, 31), (7, 30), (7, 31), (8, 16), (8, 17), (9, 16), (9, 17), (8, 18), (8, 19), (9, 18), (9, 19), (10, 16), (10, 17), (11, 16), (11, 17), (10, 18), (10, 19), (11, 18), (11, 19), (8, 20), (8, 21), (9, 20), (9, 21), (8, 22), (8, 23), (9, 22), (9, 23), (10, 20), (10, 21), (11, 20), (11, 21), (10, 22), (10, 23), (11, 22), (11, 23), (12, 16), (12, 17), (13, 16), (13, 17), (12, 18), (12, 19), (13, 18), (13, 19), (14, 16), (14, 17), (15, 16), (15, 17), (14, 18), (14, 19), (15, 18), (15, 19), (12, 20), (12, 21), (13, 20), (13, 21), (12, 22), (12, 23), (13, 22), (13, 23), (14, 20), (14, 21), (15, 20), (15, 21), (14, 22), (14, 23), (15, 22), (15, 23), (8, 24), (8, 25), (9, 24), (9, 25), (8, 26), (8, 27), (9, 26), (9, 27), (10, 24), (10, 25), (11, 24), (11, 25), (10, 26), (10, 27), (11, 26), (11, 27), (8, 28), (8, 29), (9, 28), (9, 29), (8, 30), (8, 31), (9, 30), (9, 31), (10, 28), (10, 29), (11, 28), (11, 29), (10, 30), (10, 31), (11, 30), (11, 31), (12, 24), (12, 25), (13, 24), (13, 25), (12, 26), (12, 27), (13, 26), (13, 27), (14, 24), (14, 25), (15, 24), (15, 25), (14, 26), (14, 27), (15, 26), (15, 27), (12, 28), (12, 29), (13, 28), (13, 29), (12, 30), (12, 31), (13, 30), (13, 31), (14, 28), (14, 29), (15, 28), (15, 29), (14, 30), (14, 31), (15, 30), (15, 31), (16, 16), (16, 17), (17, 16), (17, 17), (16, 18), (16, 19), (17, 18), (17, 19), (18, 16), (18, 17), (19, 16), (19, 17), (18, 18), (18, 19), (19, 18), (19, 19), (16, 20), (16, 21), (17, 20), (17, 21), (16, 22), (16, 23), (17, 22), (17, 23), (18, 20), (18, 21), (19, 20), (19, 21), (18, 22), (18, 23), (19, 22), (19, 23), (20, 16), (20, 17), (21, 16), (21, 17), (20, 18), (20, 19), (21, 18), (21, 19), (20, 20), (20, 21), (21, 20), (21, 21), (20, 22), (20, 23), (21, 22), (21, 23), (16, 24), (16, 25), (17, 24), (17, 25), (16, 26), (16, 27), (17, 26), (17, 27), (18, 24), (18, 25), (19, 24), (19, 25), (18, 26), (18, 27), (19, 26), (19, 27), (16, 28), (16, 29), (17, 28), (17, 29), (16, 30), (16, 31), (17, 30), (17, 31), (18, 28), (18, 29), (19, 28), (19, 29), (18, 30), (18, 31), (19, 30), (19, 31), (20, 24), (20, 25), (21, 24), (21, 25), (20, 26), (20, 27), (21, 26), (21, 27), (20, 28), (20, 29), (21, 28), (21, 29), (20, 30), (20, 31), (21, 30), (21, 31), (2, 32), (2, 33), (3, 32), (3, 33), (2, 34), (2, 35), (3, 34), (3, 35), (4, 32), (4, 33), (5, 32), (5, 33), (4, 34), (4, 35), (5, 34), (5, 35), (6, 32), (6, 33), (7, 32), (7, 33), (6, 34), (6, 35), (7, 34), (7, 35), (8, 32), (8, 33), (9, 32), (9, 33), (8, 34), (8, 35), (9, 34), (9, 35), (10, 32), (10, 33), (11, 32), (11, 33), (10, 34), (10, 35), (11, 34), (11, 35), (12, 32), (12, 33), (13, 32), (13, 33), (12, 34), (12, 35), (13, 34), (13, 35), (14, 32), (14, 33), (15, 32), (15, 33), (14, 34), (14, 35), (15, 34), (15, 35), (16, 32), (16, 33), (17, 32), (17, 33), (16, 34), (16, 35), (17, 34), (17, 35), (18, 32), (18, 33), (19, 32), (19, 33), (18, 34), (18, 35), (19, 34), (19, 35), (20, 32), (20, 33), (21, 32), (21, 33), (20, 34), (20, 35), (21, 34), (21, 35)]",400
"[32, 31, 51, 50]","[(32, 31), (33, 31), (34, 31), (35, 31), (36, 31), (37, 31), (38, 31), (39, 31), (40, 31), (41, 31), (42, 31), (43, 31), (44, 31), (45, 31), (46, 31), (47, 31), (48, 31), (49, 31), (50, 31), (51, 31), (32, 32), (32, 33), (33, 32), (33, 33), (32, 34), (32, 35), (33, 34), (33, 35), (34, 32), (34, 33), (35, 32), (35, 33), (34, 34), (34, 35), (35, 34), (35, 35), (32, 36), (32, 37), (33, 36), (33, 37), (32, 38), (32, 39), (33, 38), (33, 39), (34, 36), (34, 37), (35, 36), (35, 37), (34, 38), (34, 39), (35, 38), (35, 39), (36, 32), (36, 33), (37, 32), (37, 33), (36, 34), (36, 35), (37, 34), (37, 35), (38, 32), (38, 33), (39, 32), (39, 33), (38, 34), (38, 35), (39, 34), (39, 35), (36, 36), (36, 37), (37, 36), (37, 37), (36, 38), (36, 39), (37, 38), (37, 39), (38, 36), (38, 37), (39, 36), (39, 37), (38, 38), (38, 39), (39, 38), (39, 39), (32, 40), (32, 41), (33, 40), (33, 41), (32, 42), (32, 43), (33, 42), (33, 43), (34, 40), (34, 41), (35, 40), (35, 41), (34, 42), (34, 43), (35, 42), (35, 43), (32, 44), (32, 45), (33, 44), (33, 45), (32, 46), (32, 47), (33, 46), (33, 47), (34, 44), (34, 45), (35, 44), (35, 45), (34, 46), (34, 47), (35, 46), (35, 47), (36, 40), (36, 41), (37, 40), (37, 41), (36, 42), (36, 43), (37, 42), (37, 43), (38, 40), (38, 41), (39, 40), (39, 41), (38, 42), (38, 43), (39, 42), (39, 43), (36, 44), (36, 45), (37, 44), (37, 45), (36, 46), (36, 47), (37, 46), (37, 47), (38, 44), (38, 45), (39, 44), (39, 45), (38, 46), (38, 47), (39, 46), (39, 47), (40, 32), (40, 33), (41, 32), (41, 33), (40, 34), (40, 35), (41, 34), (41, 35), (42, 32), (42, 33), (43, 32), (43, 33), (42, 34), (42, 35), (43, 34), (43, 35), (40, 36), (40, 37), (41, 36), (41, 37), (40, 38), (40, 39), (41, 38), (41, 39), (42, 36), (42, 37), (43, 36), (43, 37), (42, 38), (42, 39), (43, 38), (43, 39), (44, 32), (44, 33), (45, 32), (45, 33), (44, 34), (44, 35), (45, 34), (45, 35), (46, 32), (46, 33), (47, 32), (47, 33), (46, 34), (46, 35), (47, 34), (47, 35), (44, 36), (44, 37), (45, 36), (45, 37), (44, 38), (44, 39), (45, 38), (45, 39), (46, 36), (46, 37), (47, 36), (47, 37), (46, 38), (46, 39), (47, 38), (47, 39), (40, 40), (40, 41), (41, 40), (41, 41), (40, 42), (40, 43), (41, 42), (41, 43), (42, 40), (42, 41), (43, 40), (43, 41), (42, 42), (42, 43), (43, 42), (43, 43), (40, 44), (40, 45), (41, 44), (41, 45), (40, 46), (40, 47), (41, 46), (41, 47), (42, 44), (42, 45), (43, 44), (43, 45), (42, 46), (42, 47), (43, 46), (43, 47), (44, 40), (44, 41), (45, 40), (45, 41), (44, 42), (44, 43), (45, 42), (45, 43), (46, 40), (46, 41), (47, 40), (47, 41), (46, 42), (46, 43), (47, 42), (47, 43), (44, 44), (44, 45), (45, 44), (45, 45), (44, 46), (44, 47), (45, 46), (45, 47), (46, 44), (46, 45), (47, 44), (47, 45), (46, 46), (46, 47), (47, 46), (47, 47), (32, 48), (32, 49), (33, 48), (33, 49), (32, 50), (33, 50), (34, 48), (34, 49), (35, 48), (35, 49), (34, 50), (35, 50), (36, 48), (36, 49), (37, 48), (37, 49), (36, 50), (37, 50), (38, 48), (38, 49), (39, 48), (39, 49), (38, 50), (39, 50), (40, 48), (40, 49), (41, 48), (41, 49), (40, 50), (41, 50), (42, 48), (42, 49), (43, 48), (43, 49), (42, 50), (43, 50), (44, 48), (44, 49), (45, 48), (45, 49), (44, 50), (45, 50), (46, 48), (46, 49), (47, 48), (47, 49), (46, 50), (47, 50), (48, 32), (48, 33), (49, 32), (49, 33), (48, 34), (48, 35), (49, 34), (49, 35), (50, 32), (50, 33), (51, 32), (51, 33), (50, 34), (50, 35), (51, 34), (51, 35), (48, 36), (48, 37), (49, 36), (49, 37), (48, 38), (48, 39), (49, 38), (49, 39), (50, 36), (50, 37), (51, 36), (51, 37), (50, 38), (50, 39), (51, 38), (51, 39), (48, 40), (48, 41), (49, 40), (49, 41), (48, 42), (48, 43), (49, 42), (49, 43), (50, 40), (50, 41), (51, 40), (51, 41), (50, 42), (50, 43), (51, 42), (51, 43), (48, 44), (48, 45), (49, 44), (49, 45), (48, 46), (48, 47), (49, 46), (49, 47), (50, 44), (50, 45), (51, 44), (51, 45), (50, 46), (50, 47), (51, 46), (51, 47), (48, 48), (48, 49), (49, 48), (49, 49), (48, 50), (49, 50), (50, 48), (50, 49), (51, 48), (51, 49), (50, 50), (51, 50)]",400
"[25, 19, 44, 38]","[(25, 19), (26, 19), (27, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (27, 20), (27, 21), (26, 22), (26, 23), (27, 22), (27, 23), (28, 19), (29, 19), (30, 19), (31, 19), (28, 20), (28, 21), (29, 20), (29, 21), (28, 22), (28, 23), (29, 22), (29, 23), (30, 20), (30, 21), (31, 20), (31, 21), (30, 22), (30, 23), (31, 22), (31, 23), (25, 24), (25, 25), (25, 26), (25, 27), (26, 24), (26, 25), (27, 24), (27, 25), (26, 26), (26, 27), (27, 26), (27, 27), (25, 28), (25, 29), (25, 30), (25, 31), (26, 28), (26, 29), (27, 28), (27, 29), (26, 30), (26, 31), (27, 30), (27, 31), (28, 24), (28, 25), (29, 24), (29, 25), (28, 26), (28, 27), (29, 26), (29, 27), (30, 24), (30, 25), (31, 24), (31, 25), (30, 26), (30, 27), (31, 26), (31, 27), (28, 28), (28, 29), (29, 28), (29, 29), (28, 30), (28, 31), (29, 30), (29, 31), (30, 28), (30, 29), (31, 28), (31, 29), (30, 30), (30, 31), (31, 30), (31, 31), (25, 32), (25, 33), (25, 34), (25, 35), (26, 32), (26, 33), (27, 32), (27, 33), (26, 34), (26, 35), (27, 34), (27, 35), (25, 36), (25, 37), (25, 38), (26, 36), (26, 37), (27, 36), (27, 37), (26, 38), (27, 38), (28, 32), (28, 33), (29, 32), (29, 33), (28, 34), (28, 35), (29, 34), (29, 35), (30, 32), (30, 33), (31, 32), (31, 33), (30, 34), (30, 35), (31, 34), (31, 35), (28, 36), (28, 37), (29, 36), (29, 37), (28, 38), (29, 38), (30, 36), (30, 37), (31, 36), (31, 37), (30, 38), (31, 38), (32, 19), (33, 19), (34, 19), (35, 19), (32, 20), (32, 21), (33, 20), (33, 21), (32, 22), (32, 23), (33, 22), (33, 23), (34, 20), (34, 21), (35, 20), (35, 21), (34, 22), (34, 23), (35, 22), (35, 23), (36, 19), (37, 19), (38, 19), (39, 19), (36, 20), (36, 21), (37, 20), (37, 21), (36, 22), (36, 23), (37, 22), (37, 23), (38, 20), (38, 21), (39, 20), (39, 21), (38, 22), (38, 23), (39, 22), (39, 23), (32, 24), (32, 25), (33, 24), (33, 25), (32, 26), (32, 27), (33, 26), (33, 27), (34, 24), (34, 25), (35, 24), (35, 25), (34, 26), (34, 27), (35, 26), (35, 27), (32, 28), (32, 29), (33, 28), (33, 29), (32, 30), (32, 31), (33, 30), (33, 31), (34, 28), (34, 29), (35, 28), (35, 29), (34, 30), (34, 31), (35, 30), (35, 31), (36, 24), (36, 25), (37, 24), (37, 25), (36, 26), (36, 27), (37, 26), (37, 27), (38, 24), (38, 25), (39, 24), (39, 25), (38, 26), (38, 27), (39, 26), (39, 27), (36, 28), (36, 29), (37, 28), (37, 29), (36, 30), (36, 31), (37, 30), (37, 31), (38, 28), (38, 29), (39, 28), (39, 29), (38, 30), (38, 31), (39, 30), (39, 31), (40, 19), (41, 19), (42, 19), (43, 19), (40, 20), (40, 21), (41, 20), (41, 21), (40, 22), (40, 23), (41, 22), (41, 23), (42, 20), (42, 21), (43, 20), (43, 21), (42, 22), (42, 23), (43, 22), (43, 23), (44, 19), (44, 20), (44, 21), (44, 22), (44, 23), (40, 24), (40, 25), (41, 24), (41, 25), (40, 26), (40, 27), (41, 26), (41, 27), (42, 24), (42, 25), (43, 24), (43, 25), (42, 26), (42, 27), (43, 26), (43, 27), (40, 28), (40, 29), (41, 28), (41, 29), (40, 30), (40, 31), (41, 30), (41, 31), (42, 28), (42, 29), (43, 28), (43, 29), (42, 30), (42, 31), (43, 30), (43, 31), (44, 24), (44, 25), (44, 26), (44, 27), (44, 28), (44, 29), (44, 30), (44, 31), (32, 32), (32, 33), (33, 32), (33, 33), (32, 34), (32, 35), (33, 34), (33, 35), (34, 32), (34, 33), (35, 32), (35, 33), (34, 34), (34, 35), (35, 34), (35, 35), (32, 36), (32, 37), (33, 36), (33, 37), (32, 38), (33, 38), (34, 36), (34, 37), (35, 36), (35, 37), (34, 38), (35, 38), (36, 32), (36, 33), (37, 32), (37, 33), (36, 34), (36, 35), (37, 34), (37, 35), (38, 32), (38, 33), (39, 32), (39, 33), (38, 34), (38, 35), (39, 34), (39, 35), (36, 36), (36, 37), (37, 36), (37, 37), (36, 38), (37, 38), (38, 36), (38, 37), (39, 36), (39, 37), (38, 38), (39, 38), (40, 32), (40, 33), (41, 32), (41, 33), (40, 34), (40, 35), (41, 34), (41, 35), (42, 32), (42, 33), (43, 32), (43, 33), (42, 34), (42, 35), (43, 34), (43, 35), (40, 36), (40, 37), (41, 36), (41, 37), (40, 38), (41, 38), (42, 36), (42, 37), (43, 36), (43, 37), (42, 38), (43, 38), (44, 32), (44, 33), (44, 34), (44, 35), (44, 36), (44, 37), (44, 38)]",400
"[30, 22, 49, 41]","[(30, 22), (30, 23), (31, 22), (31, 23), (30, 24), (30, 25), (31, 24), (31, 25), (30, 26), (30, 27), (31, 26), (31, 27), (30, 28), (30, 29), (31, 28), (31, 29), (30, 30), (30, 31), (31, 30), (31, 31), (30, 32), (30, 33), (31, 32), (31, 33), (30, 34), (30, 35), (31, 34), (31, 35), (30, 36), (30, 37), (31, 36), (31, 37), (30, 38), (30, 39), (31, 38), (31, 39), (30, 40), (30, 41), (31, 40), (31, 41), (32, 22), (32, 23), (33, 22), (33, 23), (34, 22), (34, 23), (35, 22), (35, 23), (36, 22), (36, 23), (37, 22), (37, 23), (38, 22), (38, 23), (39, 22), (39, 23), (32, 24), (32, 25), (33, 24), (33, 25), (32, 26), (32, 27), (33, 26), (33, 27), (34, 24), (34, 25), (35, 24), (35, 25), (34, 26), (34, 27), (35, 26), (35, 27), (32, 28), (32, 29), (33, 28), (33, 29), (32, 30), (32, 31), (33, 30), (33, 31), (34, 28), (34, 29), (35, 28), (35, 29), (34, 30), (34, 31), (35, 30), (35, 31), (36, 24), (36, 25), (37, 24), (37, 25), (36, 26), (36, 27), (37, 26), (37, 27), (38, 24), (38, 25), (39, 24), (39, 25), (38, 26), (38, 27), (39, 26), (39, 27), (36, 28), (36, 29), (37, 28), (37, 29), (36, 30), (36, 31), (37, 30), (37, 31), (38, 28), (38, 29), (39, 28), (39, 29), (38, 30), (38, 31), (39, 30), (39, 31), (40, 22), (40, 23), (41, 22), (41, 23), (42, 22), (42, 23), (43, 22), (43, 23), (44, 22), (44, 23), (45, 22), (45, 23), (46, 22), (46, 23), (47, 22), (47, 23), (40, 24), (40, 25), (41, 24), (41, 25), (40, 26), (40, 27), (41, 26), (41, 27), (42, 24), (42, 25), (43, 24), (43, 25), (42, 26), (42, 27), (43, 26), (43, 27), (40, 28), (40, 29), (41, 28), (41, 29), (40, 30), (40, 31), (41, 30), (41, 31), (42, 28), (42, 29), (43, 28), (43, 29), (42, 30), (42, 31), (43, 30), (43, 31), (44, 24), (44, 25), (45, 24), (45, 25), (44, 26), (44, 27), (45, 26), (45, 27), (46, 24), (46, 25), (47, 24), (47, 25), (46, 26), (46, 27), (47, 26), (47, 27), (44, 28), (44, 29), (45, 28), (45, 29), (44, 30), (44, 31), (45, 30), (45, 31), (46, 28), (46, 29), (47, 28), (47, 29), (46, 30), (46, 31), (47, 30), (47, 31), (48, 22), (48, 23), (49, 22), (49, 23), (48, 24), (48, 25), (49, 24), (49, 25), (48, 26), (48, 27), (49, 26), (49, 27), (48, 28), (48, 29), (49, 28), (49, 29), (48, 30), (48, 31), (49, 30), (49, 31), (32, 32), (32, 33), (33, 32), (33, 33), (32, 34), (32, 35), (33, 34), (33, 35), (34, 32), (34, 33), (35, 32), (35, 33), (34, 34), (34, 35), (35, 34), (35, 35), (32, 36), (32, 37), (33, 36), (33, 37), (32, 38), (32, 39), (33, 38), (33, 39), (34, 36), (34, 37), (35, 36), (35, 37), (34, 38), (34, 39), (35, 38), (35, 39), (36, 32), (36, 33), (37, 32), (37, 33), (36, 34), (36, 35), (37, 34), (37, 35), (38, 32), (38, 33), (39, 32), (39, 33), (38, 34), (38, 35), (39, 34), (39, 35), (36, 36), (36, 37), (37, 36), (37, 37), (36, 38), (36, 39), (37, 38), (37, 39), (38, 36), (38, 37), (39, 36), (39, 37), (38, 38), (38, 39), (39, 38), (39, 39), (32, 40), (32, 41), (33, 40), (33, 41), (34, 40), (34, 41), (35, 40), (35, 41), (36, 40), (36, 41), (37, 40), (37, 41), (38, 40), (38, 41), (39, 40), (39, 41), (40, 32), (40, 33), (41, 32), (41, 33), (40, 34), (40, 35), (41, 34), (41, 35), (42, 32), (42, 33), (43, 32), (43, 33), (42, 34), (42, 35), (43, 34), (43, 35), (40, 36), (40, 37), (41, 36), (41, 37), (40, 38), (40, 39), (41, 38), (41, 39), (42, 36), (42, 37), (43, 36), (43, 37), (42, 38), (42, 39), (43, 38), (43, 39), (44, 32), (44, 33), (45, 32), (45, 33), (44, 34), (44, 35), (45, 34), (45, 35), (46, 32), (46, 33), (47, 32), (47, 33), (46, 34), (46, 35), (47, 34), (47, 35), (44, 36), (44, 37), (45, 36), (45, 37), (44, 38), (44, 39), (45, 38), (45, 39), (46, 36), (46, 37), (47, 36), (47, 37), (46, 38), (46, 39), (47, 38), (47, 39), (40, 40), (40, 41), (41, 40), (41, 41), (42, 40), (42, 41), (43, 40), (43, 41), (44, 40), (44, 41), (45, 40), (45, 41), (46, 40), (46, 41), (47, 40), (47, 41), (48, 32), (48, 33), (49, 32), (49, 33), (48, 34), (48, 35), (49, 34), (49, 35), (48, 36), (48, 37), (49, 36), (49, 37), (48, 38), (48, 39), (49, 38), (49, 39), (48, 40), (48, 41), (49, 40), (49, 41)]",400
