,L2 Norm
0,0.08965310926008088
1,0.028384502814035706
2,0.020399128521690468
3,0.022263872080121216
4,0.02217385848245632
5,0.019972536699734006
6,0.021769816213261527
7,0.025542709331627295
8,0.028321365664219302
9,0.02518888643826876
10,0.02741708461754494
11,0.02851338866801582
12,0.021863741566032838
13,0.02268251146876404
14,0.01906223724773377
15,0.016827952935517726
16,0.017709841261531703
17,0.022245288029292227
18,0.022669520215796452
19,0.018755799103210718
20,0.013863840633010223
21,0.014093923431250434
22,0.012612796934179021
23,0.012291573445974185
24,0.011892854997854814
25,0.01343886442089051
26,0.013718946477606004
27,0.01412901198215345
28,0.013078509843954204
29,0.013053394620217014
30,0.012870138222117118
31,0.010809443209527498
32,0.011262439097960162
33,0.0109426817433856
34,0.01032603209250825
35,0.010294478923009949
36,0.012202154068658003
37,0.011053318274407272
38,0.011522874942600054
39,0.008857482712373728
40,0.00768900572520509
41,0.0075141408640755246
42,0.00790137695005549
43,0.007218994687456162
44,0.007534677035194743
45,0.007676803249305283
46,0.00838209089153163
47,0.007576654568108804
48,0.0077383729336432
49,0.007493997598078068
50,0.006700825980406041
51,0.006966920996084298
52,0.0063369019319140215
53,0.007220486021130703
54,0.007102601083318718
55,0.007206955257363003
56,0.005731832138281285
57,0.005861549672739501
58,0.006776399215347947
59,0.0054632102894421365
60,0.0056753350185899
61,0.0058273352046994105
62,0.005670242969114985
63,0.0054280017616982765
64,0.005269943803524633
65,0.0062058001839299555
66,0.005457005446475207
67,0.0056996691459857834
68,0.005635435639382348
69,0.005377807762139722
70,0.0058847773992465255
71,0.005357819945453658
72,0.004804309380989151
73,0.0056284989117880895
74,0.005338330991778014
75,0.0037823324524905687
76,0.0032403760747406144
77,0.002437823799697071
78,0.003629113703293235
79,0.00437664254880381
80,0.004323640808036099
81,0.0033382644470059428
82,0.0021131966856528773
83,0.00255634021277425
84,0.0017153086419138036
85,0.0013497030100179301
86,0.0015877021105385775
87,0.0015083240110513635
88,0.0024115532216375008
89,0.0016127577791847703
90,0.0014210316670192989
91,0.001671070426556098
92,0.0012440781219254626
93,0.001313667403178895
94,0.000990928381958937
95,0.0010405660852525328
96,0.0011458205207385537
97,0.0012675556041042402
98,0.0009520532909610435
99,0.0
