SRC_middle Query: Small,Depth,# Hops,BBoxes,Data Size
"[11, 47, 17, 53]",4,4,"[8, 40, 24, 56]",256
"[30, 18, 36, 24]",6,6,"[28, 16, 36, 24]",64
"[43, 46, 49, 52]",4,4,"[40, 40, 56, 56]",256
"[6, 43, 12, 49]",5,5,"[4, 40, 12, 56]",128
"[48, 27, 54, 33]",5,5,"[48, 24, 56, 40]",128
"[16, 17, 22, 23]",6,6,"[16, 16, 24, 24]",64
"[50, 7, 56, 13]",5,5,"[48, 0, 56, 16]",128
"[40, 22, 46, 28]",6,6,"[40, 20, 48, 28]",64
"[32, 52, 38, 58]",6,6,"[32, 52, 40, 60]",64
"[34, 51, 40, 57]",5,5,"[32, 48, 40, 64]",128
"[4, 0, 10, 6]",6,6,"[4, 0, 12, 8]",64
"[2, 38, 8, 44]",6,6,"[0, 36, 8, 44]",64
"[0, 49, 6, 55]",6,6,"[0, 48, 8, 56]",64
"[8, 56, 14, 62]",6,6,"[8, 56, 16, 64]",64
"[7, 26, 13, 32]",4,4,"[0, 24, 16, 40]",256
"[24, 50, 30, 56]",6,6,"[24, 48, 32, 56]",64
"[30, 56, 36, 62]",6,6,"[28, 56, 36, 64]",64
"[1, 20, 7, 26]",6,6,"[0, 20, 8, 28]",64
"[40, 52, 46, 58]",6,6,"[40, 52, 48, 60]",64
"[8, 5, 14, 11]",6,6,"[8, 4, 16, 12]",64
"[44, 25, 50, 31]",6,6,"[44, 24, 52, 32]",64
"[41, 37, 47, 43]",6,6,"[40, 36, 48, 44]",64
"[47, 14, 53, 20]",4,4,"[40, 8, 56, 24]",256
"[3, 13, 9, 19]",4,4,"[0, 8, 16, 24]",256
"[26, 58, 32, 64]",6,6,"[24, 56, 32, 64]",64
"[58, 57, 64, 63]",6,6,"[56, 56, 64, 64]",64
"[1, 3, 7, 9]",5,5,"[0, 0, 8, 16]",128
"[38, 50, 44, 56]",6,6,"[36, 48, 44, 56]",64
"[25, 8, 31, 14]",6,6,"[24, 8, 32, 16]",64
"[35, 46, 41, 52]",4,4,"[32, 40, 48, 56]",256
"[45, 19, 51, 25]",5,5,"[44, 16, 52, 32]",128
"[26, 25, 32, 31]",6,6,"[24, 24, 32, 32]",64
"[57, 53, 63, 59]",6,6,"[56, 52, 64, 60]",64
"[34, 3, 40, 9]",5,5,"[32, 0, 40, 16]",128
"[47, 53, 53, 59]",4,4,"[40, 48, 56, 64]",256
"[28, 56, 34, 62]",6,6,"[28, 56, 36, 64]",64
"[34, 9, 40, 15]",6,6,"[32, 8, 40, 16]",64
"[35, 57, 41, 63]",4,4,"[32, 48, 48, 64]",256
"[8, 41, 14, 47]",6,6,"[8, 40, 16, 48]",64
"[13, 37, 19, 43]",6,6,"[12, 36, 20, 44]",64
"[10, 53, 16, 59]",6,6,"[8, 52, 16, 60]",64
"[5, 36, 11, 42]",6,6,"[4, 36, 12, 44]",64
"[30, 18, 36, 24]",6,6,"[28, 16, 36, 24]",64
"[17, 16, 23, 22]",6,6,"[16, 16, 24, 24]",64
"[13, 25, 19, 31]",6,6,"[12, 24, 20, 32]",64
"[43, 0, 49, 6]",4,4,"[40, 0, 56, 16]",256
"[55, 40, 61, 46]",4,4,"[48, 32, 64, 48]",256
"[55, 3, 61, 9]",4,4,"[48, 0, 64, 16]",256
"[33, 49, 39, 55]",6,6,"[32, 48, 40, 56]",64
"[49, 4, 55, 10]",6,6,"[48, 4, 56, 12]",64
"[56, 0, 62, 6]",6,6,"[56, 0, 64, 8]",64
"[40, 18, 46, 24]",6,6,"[40, 16, 48, 24]",64
"[9, 49, 15, 55]",6,6,"[8, 48, 16, 56]",64
"[9, 53, 15, 59]",6,6,"[8, 52, 16, 60]",64
"[48, 32, 54, 38]",6,6,"[48, 32, 56, 40]",64
"[8, 7, 14, 13]",5,5,"[8, 0, 16, 16]",128
"[21, 0, 27, 6]",6,6,"[20, 0, 28, 8]",64
"[47, 52, 53, 58]",4,4,"[40, 48, 56, 64]",256
"[20, 53, 26, 59]",6,6,"[20, 52, 28, 60]",64
"[9, 21, 15, 27]",6,6,"[8, 20, 16, 28]",64
"[37, 48, 43, 54]",6,6,"[36, 48, 44, 56]",64
"[4, 5, 10, 11]",6,6,"[4, 4, 12, 12]",64
"[23, 13, 29, 19]",4,4,"[16, 8, 32, 24]",256
"[16, 28, 22, 34]",6,6,"[16, 28, 24, 36]",64
"[21, 43, 27, 49]",5,5,"[20, 40, 28, 56]",128
"[31, 30, 37, 36]",4,4,"[24, 24, 40, 40]",256
"[34, 33, 40, 39]",6,6,"[32, 32, 40, 40]",64
"[5, 5, 11, 11]",6,6,"[4, 4, 12, 12]",64
"[20, 28, 26, 34]",6,6,"[20, 28, 28, 36]",64
"[24, 49, 30, 55]",6,6,"[24, 48, 32, 56]",64
"[25, 34, 31, 40]",6,6,"[24, 32, 32, 40]",64
"[30, 35, 36, 41]",5,5,"[28, 32, 36, 48]",128
"[27, 33, 33, 39]",4,4,"[24, 24, 40, 40]",256
"[4, 58, 10, 64]",6,6,"[4, 56, 12, 64]",64
"[14, 9, 20, 15]",6,6,"[12, 8, 20, 16]",64
"[41, 25, 47, 31]",6,6,"[40, 24, 48, 32]",64
"[53, 55, 59, 61]",5,5,"[52, 48, 60, 64]",128
"[32, 20, 38, 26]",6,6,"[32, 20, 40, 28]",64
"[9, 56, 15, 62]",6,6,"[8, 56, 16, 64]",64
"[4, 9, 10, 15]",6,6,"[4, 8, 12, 16]",64
"[9, 2, 15, 8]",6,6,"[8, 0, 16, 8]",64
"[24, 41, 30, 47]",6,6,"[24, 40, 32, 48]",64
"[36, 7, 42, 13]",5,5,"[36, 0, 44, 16]",128
"[42, 4, 48, 10]",6,6,"[40, 4, 48, 12]",64
"[33, 17, 39, 23]",6,6,"[32, 16, 40, 24]",64
"[36, 19, 42, 25]",5,5,"[36, 16, 44, 32]",128
"[22, 42, 28, 48]",6,6,"[20, 40, 28, 48]",64
"[55, 46, 61, 52]",4,4,"[48, 40, 64, 56]",256
"[30, 25, 36, 31]",6,6,"[28, 24, 36, 32]",64
"[37, 52, 43, 58]",6,6,"[36, 52, 44, 60]",64
"[20, 47, 26, 53]",5,5,"[20, 40, 28, 56]",128
"[42, 57, 48, 63]",6,6,"[40, 56, 48, 64]",64
"[39, 29, 45, 35]",4,4,"[32, 24, 48, 40]",256
"[32, 22, 38, 28]",6,6,"[32, 20, 40, 28]",64
"[14, 49, 20, 55]",6,6,"[12, 48, 20, 56]",64
"[32, 2, 38, 8]",6,6,"[32, 0, 40, 8]",64
"[46, 24, 52, 30]",6,6,"[44, 24, 52, 32]",64
"[50, 23, 56, 29]",5,5,"[48, 16, 56, 32]",128
"[21, 50, 27, 56]",6,6,"[20, 48, 28, 56]",64
"[32, 0, 38, 6]",6,6,"[32, 0, 40, 8]",64
"[15, 36, 21, 42]",4,4,"[8, 32, 24, 48]",256
"[4, 30, 10, 36]",6,6,"[4, 28, 12, 36]",64
"[7, 23, 13, 29]",4,4,"[0, 16, 16, 32]",256
"[27, 49, 33, 55]",4,4,"[24, 40, 40, 56]",256
"[39, 15, 45, 21]",4,4,"[32, 8, 48, 24]",256
"[34, 1, 40, 7]",6,6,"[32, 0, 40, 8]",64
"[33, 32, 39, 38]",6,6,"[32, 32, 40, 40]",64
"[7, 2, 13, 8]",4,4,"[0, 0, 16, 16]",256
"[36, 22, 42, 28]",6,6,"[36, 20, 44, 28]",64
"[2, 23, 8, 29]",5,5,"[0, 16, 8, 32]",128
"[11, 21, 17, 27]",4,4,"[8, 16, 24, 32]",256
"[17, 31, 23, 37]",5,5,"[16, 24, 24, 40]",128
"[30, 48, 36, 54]",6,6,"[28, 48, 36, 56]",64
"[58, 56, 64, 62]",6,6,"[56, 56, 64, 64]",64
"[26, 0, 32, 6]",6,6,"[24, 0, 32, 8]",64
"[51, 41, 57, 47]",4,4,"[48, 32, 64, 48]",256
"[49, 15, 55, 21]",5,5,"[48, 8, 56, 24]",128
"[41, 41, 47, 47]",6,6,"[40, 40, 48, 48]",64
"[30, 47, 36, 53]",5,5,"[28, 40, 36, 56]",128
"[46, 56, 52, 62]",6,6,"[44, 56, 52, 64]",64
"[22, 43, 28, 49]",5,5,"[20, 40, 28, 56]",128
"[51, 54, 57, 60]",4,4,"[48, 48, 64, 64]",256
"[52, 50, 58, 56]",6,6,"[52, 48, 60, 56]",64
"[46, 10, 52, 16]",6,6,"[44, 8, 52, 16]",64
"[2, 48, 8, 54]",6,6,"[0, 48, 8, 56]",64
"[47, 30, 53, 36]",4,4,"[40, 24, 56, 40]",256
"[33, 42, 39, 48]",6,6,"[32, 40, 40, 48]",64
"[10, 53, 16, 59]",6,6,"[8, 52, 16, 60]",64
"[24, 44, 30, 50]",6,6,"[24, 44, 32, 52]",64
"[18, 43, 24, 49]",5,5,"[16, 40, 24, 56]",128
"[56, 37, 62, 43]",6,6,"[56, 36, 64, 44]",64
"[30, 13, 36, 19]",6,6,"[28, 12, 36, 20]",64
"[58, 1, 64, 7]",6,6,"[56, 0, 64, 8]",64
"[45, 29, 51, 35]",6,6,"[44, 28, 52, 36]",64
"[39, 38, 45, 44]",4,4,"[32, 32, 48, 48]",256
"[52, 42, 58, 48]",6,6,"[52, 40, 60, 48]",64
"[11, 39, 17, 45]",4,4,"[8, 32, 24, 48]",256
"[28, 20, 34, 26]",6,6,"[28, 20, 36, 28]",64
"[37, 20, 43, 26]",6,6,"[36, 20, 44, 28]",64
"[27, 36, 33, 42]",4,4,"[24, 32, 40, 48]",256
"[49, 55, 55, 61]",5,5,"[48, 48, 56, 64]",128
"[55, 40, 61, 46]",4,4,"[48, 32, 64, 48]",256
"[9, 32, 15, 38]",6,6,"[8, 32, 16, 40]",64
"[27, 25, 33, 31]",4,4,"[24, 24, 40, 40]",256
"[15, 23, 21, 29]",4,4,"[8, 16, 24, 32]",256
"[24, 18, 30, 24]",6,6,"[24, 16, 32, 24]",64
"[15, 13, 21, 19]",4,4,"[8, 8, 24, 24]",256
"[16, 15, 22, 21]",5,5,"[16, 8, 24, 24]",128
"[34, 37, 40, 43]",6,6,"[32, 36, 40, 44]",64
"[55, 56, 61, 62]",4,4,"[48, 48, 64, 64]",256
"[23, 29, 29, 35]",4,4,"[16, 24, 32, 40]",256
"[15, 38, 21, 44]",4,4,"[8, 32, 24, 48]",256
"[21, 39, 27, 45]",5,5,"[20, 32, 28, 48]",128
"[40, 9, 46, 15]",6,6,"[40, 8, 48, 16]",64
"[20, 15, 26, 21]",5,5,"[20, 8, 28, 24]",128
"[9, 54, 15, 60]",6,6,"[8, 52, 16, 60]",64
"[48, 16, 54, 22]",6,6,"[48, 16, 56, 24]",64
"[35, 11, 41, 17]",4,4,"[32, 8, 48, 24]",256
"[34, 45, 40, 51]",6,6,"[32, 44, 40, 52]",64
"[45, 38, 51, 44]",6,6,"[44, 36, 52, 44]",64
"[7, 57, 13, 63]",4,4,"[0, 48, 16, 64]",256
"[28, 30, 34, 36]",6,6,"[28, 28, 36, 36]",64
"[13, 44, 19, 50]",6,6,"[12, 44, 20, 52]",64
"[11, 38, 17, 44]",4,4,"[8, 32, 24, 48]",256
"[22, 38, 28, 44]",6,6,"[20, 36, 28, 44]",64
"[15, 45, 21, 51]",4,4,"[8, 40, 24, 56]",256
"[51, 5, 57, 11]",4,4,"[48, 0, 64, 16]",256
"[34, 31, 40, 37]",5,5,"[32, 24, 40, 40]",128
"[57, 13, 63, 19]",6,6,"[56, 12, 64, 20]",64
"[18, 24, 24, 30]",6,6,"[16, 24, 24, 32]",64
"[17, 32, 23, 38]",6,6,"[16, 32, 24, 40]",64
"[12, 22, 18, 28]",6,6,"[12, 20, 20, 28]",64
"[54, 26, 60, 32]",6,6,"[52, 24, 60, 32]",64
"[20, 46, 26, 52]",6,6,"[20, 44, 28, 52]",64
"[1, 2, 7, 8]",6,6,"[0, 0, 8, 8]",64
"[12, 12, 18, 18]",6,6,"[12, 12, 20, 20]",64
"[38, 53, 44, 59]",6,6,"[36, 52, 44, 60]",64
"[10, 54, 16, 60]",6,6,"[8, 52, 16, 60]",64
"[35, 29, 41, 35]",4,4,"[32, 24, 48, 40]",256
"[5, 16, 11, 22]",6,6,"[4, 16, 12, 24]",64
"[32, 18, 38, 24]",6,6,"[32, 16, 40, 24]",64
"[44, 31, 50, 37]",5,5,"[44, 24, 52, 40]",128
"[26, 52, 32, 58]",6,6,"[24, 52, 32, 60]",64
"[20, 54, 26, 60]",6,6,"[20, 52, 28, 60]",64
"[43, 47, 49, 53]",4,4,"[40, 40, 56, 56]",256
"[44, 55, 50, 61]",5,5,"[44, 48, 52, 64]",128
"[44, 24, 50, 30]",6,6,"[44, 24, 52, 32]",64
"[3, 55, 9, 61]",4,4,"[0, 48, 16, 64]",256
"[58, 7, 64, 13]",5,5,"[56, 0, 64, 16]",128
"[57, 3, 63, 9]",5,5,"[56, 0, 64, 16]",128
"[21, 10, 27, 16]",6,6,"[20, 8, 28, 16]",64
"[48, 17, 54, 23]",6,6,"[48, 16, 56, 24]",64
"[39, 46, 45, 52]",4,4,"[32, 40, 48, 56]",256
"[35, 28, 41, 34]",4,4,"[32, 24, 48, 40]",256
"[19, 35, 25, 41]",4,4,"[16, 32, 32, 48]",256
"[57, 26, 63, 32]",6,6,"[56, 24, 64, 32]",64
"[54, 58, 60, 64]",6,6,"[52, 56, 60, 64]",64
"[30, 23, 36, 29]",5,5,"[28, 16, 36, 32]",128
"[14, 43, 20, 49]",5,5,"[12, 40, 20, 56]",128
"[5, 46, 11, 52]",6,6,"[4, 44, 12, 52]",64
"[5, 50, 11, 56]",6,6,"[4, 48, 12, 56]",64
"[40, 5, 46, 11]",6,6,"[40, 4, 48, 12]",64
"[32, 1, 38, 7]",6,6,"[32, 0, 40, 8]",64
"[54, 42, 60, 48]",6,6,"[52, 40, 60, 48]",64
"[37, 32, 43, 38]",6,6,"[36, 32, 44, 40]",64
"[21, 46, 27, 52]",6,6,"[20, 44, 28, 52]",64
"[52, 38, 58, 44]",6,6,"[52, 36, 60, 44]",64
"[6, 57, 12, 63]",6,6,"[4, 56, 12, 64]",64
"[36, 15, 42, 21]",5,5,"[36, 8, 44, 24]",128
"[1, 2, 7, 8]",6,6,"[0, 0, 8, 8]",64
"[50, 6, 56, 12]",6,6,"[48, 4, 56, 12]",64
"[52, 46, 58, 52]",6,6,"[52, 44, 60, 52]",64
"[19, 5, 25, 11]",4,4,"[16, 0, 32, 16]",256
"[52, 37, 58, 43]",6,6,"[52, 36, 60, 44]",64
"[55, 25, 61, 31]",4,4,"[48, 24, 64, 40]",256
"[45, 8, 51, 14]",6,6,"[44, 8, 52, 16]",64
"[49, 57, 55, 63]",6,6,"[48, 56, 56, 64]",64
"[36, 39, 42, 45]",5,5,"[36, 32, 44, 48]",128
"[33, 55, 39, 61]",5,5,"[32, 48, 40, 64]",128
"[56, 12, 62, 18]",6,6,"[56, 12, 64, 20]",64
"[17, 18, 23, 24]",6,6,"[16, 16, 24, 24]",64
"[10, 58, 16, 64]",6,6,"[8, 56, 16, 64]",64
"[11, 37, 17, 43]",4,4,"[8, 32, 24, 48]",256
"[14, 8, 20, 14]",6,6,"[12, 8, 20, 16]",64
"[8, 56, 14, 62]",6,6,"[8, 56, 16, 64]",64
"[14, 16, 20, 22]",6,6,"[12, 16, 20, 24]",64
"[31, 50, 37, 56]",4,4,"[24, 40, 40, 56]",256
"[19, 9, 25, 15]",4,4,"[16, 8, 32, 24]",256
"[47, 39, 53, 45]",4,4,"[40, 32, 56, 48]",256
"[17, 13, 23, 19]",6,6,"[16, 12, 24, 20]",64
"[5, 8, 11, 14]",6,6,"[4, 8, 12, 16]",64
"[57, 53, 63, 59]",6,6,"[56, 52, 64, 60]",64
"[42, 26, 48, 32]",6,6,"[40, 24, 48, 32]",64
"[11, 12, 17, 18]",4,4,"[8, 8, 24, 24]",256
"[55, 37, 61, 43]",4,4,"[48, 32, 64, 48]",256
"[1, 22, 7, 28]",6,6,"[0, 20, 8, 28]",64
"[34, 42, 40, 48]",6,6,"[32, 40, 40, 48]",64
"[30, 43, 36, 49]",5,5,"[28, 40, 36, 56]",128
"[8, 48, 14, 54]",6,6,"[8, 48, 16, 56]",64
"[52, 47, 58, 53]",5,5,"[52, 40, 60, 56]",128
"[17, 5, 23, 11]",6,6,"[16, 4, 24, 12]",64
"[57, 46, 63, 52]",6,6,"[56, 44, 64, 52]",64
"[44, 39, 50, 45]",5,5,"[44, 32, 52, 48]",128
"[54, 44, 60, 50]",6,6,"[52, 44, 60, 52]",64
"[55, 17, 61, 23]",4,4,"[48, 16, 64, 32]",256
"[50, 38, 56, 44]",6,6,"[48, 36, 56, 44]",64
"[47, 14, 53, 20]",4,4,"[40, 8, 56, 24]",256
"[0, 57, 6, 63]",6,6,"[0, 56, 8, 64]",64
"[9, 52, 15, 58]",6,6,"[8, 52, 16, 60]",64
"[13, 47, 19, 53]",5,5,"[12, 40, 20, 56]",128
"[36, 43, 42, 49]",5,5,"[36, 40, 44, 56]",128
"[0, 26, 6, 32]",6,6,"[0, 24, 8, 32]",64
"[8, 9, 14, 15]",6,6,"[8, 8, 16, 16]",64
"[31, 34, 37, 40]",4,4,"[24, 24, 40, 40]",256
"[2, 32, 8, 38]",6,6,"[0, 32, 8, 40]",64
"[20, 14, 26, 20]",6,6,"[20, 12, 28, 20]",64
"[42, 11, 48, 17]",5,5,"[40, 8, 48, 24]",128
"[29, 20, 35, 26]",6,6,"[28, 20, 36, 28]",64
"[42, 56, 48, 62]",6,6,"[40, 56, 48, 64]",64
"[28, 14, 34, 20]",6,6,"[28, 12, 36, 20]",64
"[41, 40, 47, 46]",6,6,"[40, 40, 48, 48]",64
"[46, 17, 52, 23]",6,6,"[44, 16, 52, 24]",64
"[43, 45, 49, 51]",4,4,"[40, 40, 56, 56]",256
"[12, 6, 18, 12]",6,6,"[12, 4, 20, 12]",64
"[22, 31, 28, 37]",5,5,"[20, 24, 28, 40]",128
"[17, 22, 23, 28]",6,6,"[16, 20, 24, 28]",64
"[34, 37, 40, 43]",6,6,"[32, 36, 40, 44]",64
"[18, 13, 24, 19]",6,6,"[16, 12, 24, 20]",64
"[18, 35, 24, 41]",5,5,"[16, 32, 24, 48]",128
"[25, 4, 31, 10]",6,6,"[24, 4, 32, 12]",64
"[11, 24, 17, 30]",4,4,"[8, 24, 24, 40]",256
"[7, 37, 13, 43]",4,4,"[0, 32, 16, 48]",256
"[58, 41, 64, 47]",6,6,"[56, 40, 64, 48]",64
"[6, 33, 12, 39]",6,6,"[4, 32, 12, 40]",64
"[54, 8, 60, 14]",6,6,"[52, 8, 60, 16]",64
"[45, 55, 51, 61]",5,5,"[44, 48, 52, 64]",128
"[58, 58, 64, 64]",6,6,"[56, 56, 64, 64]",64
"[29, 9, 35, 15]",6,6,"[28, 8, 36, 16]",64
"[27, 16, 33, 22]",4,4,"[24, 16, 40, 32]",256
"[57, 46, 63, 52]",6,6,"[56, 44, 64, 52]",64
"[34, 12, 40, 18]",6,6,"[32, 12, 40, 20]",64
"[48, 50, 54, 56]",6,6,"[48, 48, 56, 56]",64
"[11, 47, 17, 53]",4,4,"[8, 40, 24, 56]",256
"[4, 16, 10, 22]",6,6,"[4, 16, 12, 24]",64
"[28, 20, 34, 26]",6,6,"[28, 20, 36, 28]",64
"[24, 32, 30, 38]",6,6,"[24, 32, 32, 40]",64
"[3, 22, 9, 28]",4,4,"[0, 16, 16, 32]",256
"[53, 55, 59, 61]",5,5,"[52, 48, 60, 64]",128
"[24, 47, 30, 53]",5,5,"[24, 40, 32, 56]",128
"[46, 24, 52, 30]",6,6,"[44, 24, 52, 32]",64
"[35, 8, 41, 14]",4,4,"[32, 8, 48, 24]",256
"[49, 45, 55, 51]",6,6,"[48, 44, 56, 52]",64
"[45, 34, 51, 40]",6,6,"[44, 32, 52, 40]",64
"[36, 9, 42, 15]",6,6,"[36, 8, 44, 16]",64
"[41, 2, 47, 8]",6,6,"[40, 0, 48, 8]",64
"[19, 39, 25, 45]",4,4,"[16, 32, 32, 48]",256
"[28, 33, 34, 39]",6,6,"[28, 32, 36, 40]",64
"[48, 36, 54, 42]",6,6,"[48, 36, 56, 44]",64
"[26, 13, 32, 19]",6,6,"[24, 12, 32, 20]",64
"[29, 13, 35, 19]",6,6,"[28, 12, 36, 20]",64
"[25, 5, 31, 11]",6,6,"[24, 4, 32, 12]",64
"[6, 34, 12, 40]",6,6,"[4, 32, 12, 40]",64
"[25, 7, 31, 13]",5,5,"[24, 0, 32, 16]",128
"[32, 43, 38, 49]",5,5,"[32, 40, 40, 56]",128
"[29, 47, 35, 53]",5,5,"[28, 40, 36, 56]",128
"[41, 10, 47, 16]",6,6,"[40, 8, 48, 16]",64
"[2, 12, 8, 18]",6,6,"[0, 12, 8, 20]",64
"[14, 15, 20, 21]",5,5,"[12, 8, 20, 24]",128
"[6, 38, 12, 44]",6,6,"[4, 36, 12, 44]",64
"[24, 26, 30, 32]",6,6,"[24, 24, 32, 32]",64
"[4, 56, 10, 62]",6,6,"[4, 56, 12, 64]",64
"[53, 35, 59, 41]",5,5,"[52, 32, 60, 48]",128
"[13, 33, 19, 39]",6,6,"[12, 32, 20, 40]",64
"[12, 13, 18, 19]",6,6,"[12, 12, 20, 20]",64
"[31, 5, 37, 11]",4,4,"[24, 0, 40, 16]",256
"[12, 54, 18, 60]",6,6,"[12, 52, 20, 60]",64
"[6, 32, 12, 38]",6,6,"[4, 32, 12, 40]",64
"[8, 38, 14, 44]",6,6,"[8, 36, 16, 44]",64
"[12, 35, 18, 41]",5,5,"[12, 32, 20, 48]",128
"[36, 33, 42, 39]",6,6,"[36, 32, 44, 40]",64
"[40, 39, 46, 45]",5,5,"[40, 32, 48, 48]",128
"[27, 38, 33, 44]",4,4,"[24, 32, 40, 48]",256
"[25, 55, 31, 61]",5,5,"[24, 48, 32, 64]",128
"[41, 58, 47, 64]",6,6,"[40, 56, 48, 64]",64
"[16, 43, 22, 49]",5,5,"[16, 40, 24, 56]",128
"[51, 30, 57, 36]",4,4,"[48, 24, 64, 40]",256
"[40, 40, 46, 46]",6,6,"[40, 40, 48, 48]",64
"[38, 50, 44, 56]",6,6,"[36, 48, 44, 56]",64
"[1, 22, 7, 28]",6,6,"[0, 20, 8, 28]",64
"[22, 49, 28, 55]",6,6,"[20, 48, 28, 56]",64
"[50, 13, 56, 19]",6,6,"[48, 12, 56, 20]",64
"[44, 41, 50, 47]",6,6,"[44, 40, 52, 48]",64
"[2, 12, 8, 18]",6,6,"[0, 12, 8, 20]",64
"[28, 13, 34, 19]",6,6,"[28, 12, 36, 20]",64
"[33, 43, 39, 49]",5,5,"[32, 40, 40, 56]",128
"[13, 52, 19, 58]",6,6,"[12, 52, 20, 60]",64
"[0, 9, 6, 15]",6,6,"[0, 8, 8, 16]",64
"[15, 29, 21, 35]",4,4,"[8, 24, 24, 40]",256
"[30, 5, 36, 11]",6,6,"[28, 4, 36, 12]",64
"[38, 17, 44, 23]",6,6,"[36, 16, 44, 24]",64
"[53, 41, 59, 47]",6,6,"[52, 40, 60, 48]",64
"[18, 25, 24, 31]",6,6,"[16, 24, 24, 32]",64
"[21, 47, 27, 53]",5,5,"[20, 40, 28, 56]",128
"[46, 42, 52, 48]",6,6,"[44, 40, 52, 48]",64
"[57, 45, 63, 51]",6,6,"[56, 44, 64, 52]",64
"[19, 56, 25, 62]",4,4,"[16, 48, 32, 64]",256
"[42, 5, 48, 11]",6,6,"[40, 4, 48, 12]",64
"[39, 7, 45, 13]",4,4,"[32, 0, 48, 16]",256
"[52, 31, 58, 37]",5,5,"[52, 24, 60, 40]",128
"[23, 39, 29, 45]",4,4,"[16, 32, 32, 48]",256
"[39, 41, 45, 47]",4,4,"[32, 32, 48, 48]",256
"[5, 14, 11, 20]",6,6,"[4, 12, 12, 20]",64
"[55, 8, 61, 14]",4,4,"[48, 8, 64, 24]",256
"[26, 58, 32, 64]",6,6,"[24, 56, 32, 64]",64
"[56, 15, 62, 21]",5,5,"[56, 8, 64, 24]",128
"[54, 1, 60, 7]",6,6,"[52, 0, 60, 8]",64
"[31, 18, 37, 24]",4,4,"[24, 16, 40, 32]",256
"[9, 33, 15, 39]",6,6,"[8, 32, 16, 40]",64
"[54, 40, 60, 46]",6,6,"[52, 40, 60, 48]",64
"[23, 47, 29, 53]",4,4,"[16, 40, 32, 56]",256
"[43, 9, 49, 15]",4,4,"[40, 8, 56, 24]",256
"[7, 32, 13, 38]",4,4,"[0, 24, 16, 40]",256
"[20, 20, 26, 26]",6,6,"[20, 20, 28, 28]",64
"[43, 46, 49, 52]",4,4,"[40, 40, 56, 56]",256
"[4, 23, 10, 29]",5,5,"[4, 16, 12, 32]",128
"[57, 51, 63, 57]",5,5,"[56, 48, 64, 64]",128
"[53, 12, 59, 18]",6,6,"[52, 12, 60, 20]",64
"[12, 18, 18, 24]",6,6,"[12, 16, 20, 24]",64
"[33, 44, 39, 50]",6,6,"[32, 44, 40, 52]",64
"[27, 41, 33, 47]",4,4,"[24, 32, 40, 48]",256
"[46, 47, 52, 53]",5,5,"[44, 40, 52, 56]",128
"[24, 25, 30, 31]",6,6,"[24, 24, 32, 32]",64
"[2, 9, 8, 15]",6,6,"[0, 8, 8, 16]",64
"[28, 4, 34, 10]",6,6,"[28, 4, 36, 12]",64
"[18, 40, 24, 46]",6,6,"[16, 40, 24, 48]",64
"[42, 9, 48, 15]",6,6,"[40, 8, 48, 16]",64
"[33, 12, 39, 18]",6,6,"[32, 12, 40, 20]",64
"[53, 38, 59, 44]",6,6,"[52, 36, 60, 44]",64
"[31, 22, 37, 28]",4,4,"[24, 16, 40, 32]",256
"[9, 37, 15, 43]",6,6,"[8, 36, 16, 44]",64
"[9, 56, 15, 62]",6,6,"[8, 56, 16, 64]",64
"[36, 27, 42, 33]",5,5,"[36, 24, 44, 40]",128
"[16, 47, 22, 53]",5,5,"[16, 40, 24, 56]",128
"[13, 7, 19, 13]",5,5,"[12, 0, 20, 16]",128
"[10, 8, 16, 14]",6,6,"[8, 8, 16, 16]",64
"[28, 58, 34, 64]",6,6,"[28, 56, 36, 64]",64
"[54, 34, 60, 40]",6,6,"[52, 32, 60, 40]",64
"[27, 11, 33, 17]",4,4,"[24, 8, 40, 24]",256
"[53, 2, 59, 8]",6,6,"[52, 0, 60, 8]",64
"[19, 48, 25, 54]",4,4,"[16, 40, 32, 56]",256
"[30, 36, 36, 42]",6,6,"[28, 36, 36, 44]",64
"[5, 43, 11, 49]",5,5,"[4, 40, 12, 56]",128
"[23, 41, 29, 47]",4,4,"[16, 32, 32, 48]",256
"[6, 6, 12, 12]",6,6,"[4, 4, 12, 12]",64
"[31, 15, 37, 21]",4,4,"[24, 8, 40, 24]",256
"[33, 2, 39, 8]",6,6,"[32, 0, 40, 8]",64
"[1, 55, 7, 61]",5,5,"[0, 48, 8, 64]",128
"[45, 43, 51, 49]",5,5,"[44, 40, 52, 56]",128
"[51, 37, 57, 43]",4,4,"[48, 32, 64, 48]",256
"[5, 29, 11, 35]",6,6,"[4, 28, 12, 36]",64
"[52, 16, 58, 22]",6,6,"[52, 16, 60, 24]",64
"[47, 37, 53, 43]",4,4,"[40, 32, 56, 48]",256
"[16, 44, 22, 50]",6,6,"[16, 44, 24, 52]",64
"[35, 50, 41, 56]",4,4,"[32, 40, 48, 56]",256
"[24, 10, 30, 16]",6,6,"[24, 8, 32, 16]",64
"[15, 40, 21, 46]",4,4,"[8, 32, 24, 48]",256
"[7, 43, 13, 49]",4,4,"[0, 40, 16, 56]",256
"[52, 37, 58, 43]",6,6,"[52, 36, 60, 44]",64
"[46, 49, 52, 55]",6,6,"[44, 48, 52, 56]",64
"[33, 10, 39, 16]",6,6,"[32, 8, 40, 16]",64
