SRC_middle Query: Small,Depth,# Hops,BBoxes,Data Size
"[9, 10, 15, 16]",6,6,"[8, 8, 16, 16]",64
"[37, 4, 43, 10]",6,6,"[36, 4, 44, 12]",64
"[43, 15, 49, 21]",4,4,"[40, 8, 56, 24]",256
"[32, 43, 38, 49]",5,5,"[32, 40, 40, 56]",128
"[45, 10, 51, 16]",6,6,"[44, 8, 52, 16]",64
"[29, 2, 35, 8]",6,6,"[28, 0, 36, 8]",64
"[7, 51, 13, 57]",4,4,"[0, 48, 16, 64]",256
"[33, 22, 39, 28]",6,6,"[32, 20, 40, 28]",64
"[48, 21, 54, 27]",6,6,"[48, 20, 56, 28]",64
"[27, 22, 33, 28]",4,4,"[24, 16, 40, 32]",256
"[14, 7, 20, 13]",5,5,"[12, 0, 20, 16]",128
"[53, 26, 59, 32]",6,6,"[52, 24, 60, 32]",64
"[50, 47, 56, 53]",5,5,"[48, 40, 56, 56]",128
"[31, 46, 37, 52]",4,4,"[24, 40, 40, 56]",256
"[38, 37, 44, 43]",6,6,"[36, 36, 44, 44]",64
"[32, 56, 38, 62]",6,6,"[32, 56, 40, 64]",64
"[5, 36, 11, 42]",6,6,"[4, 36, 12, 44]",64
"[38, 45, 44, 51]",6,6,"[36, 44, 44, 52]",64
"[37, 29, 43, 35]",6,6,"[36, 28, 44, 36]",64
"[19, 1, 25, 7]",4,4,"[16, 0, 32, 16]",256
"[21, 34, 27, 40]",6,6,"[20, 32, 28, 40]",64
"[30, 7, 36, 13]",5,5,"[28, 0, 36, 16]",128
"[42, 52, 48, 58]",6,6,"[40, 52, 48, 60]",64
"[42, 51, 48, 57]",5,5,"[40, 48, 48, 64]",128
"[35, 46, 41, 52]",4,4,"[32, 40, 48, 56]",256
"[19, 55, 25, 61]",4,4,"[16, 48, 32, 64]",256
"[57, 58, 63, 64]",6,6,"[56, 56, 64, 64]",64
"[6, 39, 12, 45]",5,5,"[4, 32, 12, 48]",128
"[50, 23, 56, 29]",5,5,"[48, 16, 56, 32]",128
"[2, 58, 8, 64]",6,6,"[0, 56, 8, 64]",64
"[49, 37, 55, 43]",6,6,"[48, 36, 56, 44]",64
"[48, 11, 54, 17]",5,5,"[48, 8, 56, 24]",128
"[50, 19, 56, 25]",5,5,"[48, 16, 56, 32]",128
"[42, 55, 48, 61]",5,5,"[40, 48, 48, 64]",128
"[11, 21, 17, 27]",4,4,"[8, 16, 24, 32]",256
"[52, 30, 58, 36]",6,6,"[52, 28, 60, 36]",64
"[14, 24, 20, 30]",6,6,"[12, 24, 20, 32]",64
"[53, 21, 59, 27]",6,6,"[52, 20, 60, 28]",64
"[40, 53, 46, 59]",6,6,"[40, 52, 48, 60]",64
"[45, 34, 51, 40]",6,6,"[44, 32, 52, 40]",64
"[52, 0, 58, 6]",6,6,"[52, 0, 60, 8]",64
"[23, 21, 29, 27]",4,4,"[16, 16, 32, 32]",256
"[36, 56, 42, 62]",6,6,"[36, 56, 44, 64]",64
"[28, 13, 34, 19]",6,6,"[28, 12, 36, 20]",64
"[29, 26, 35, 32]",6,6,"[28, 24, 36, 32]",64
"[36, 47, 42, 53]",5,5,"[36, 40, 44, 56]",128
"[50, 36, 56, 42]",6,6,"[48, 36, 56, 44]",64
"[20, 27, 26, 33]",5,5,"[20, 24, 28, 40]",128
"[27, 30, 33, 36]",4,4,"[24, 24, 40, 40]",256
"[12, 10, 18, 16]",6,6,"[12, 8, 20, 16]",64
"[30, 3, 36, 9]",5,5,"[28, 0, 36, 16]",128
"[49, 12, 55, 18]",6,6,"[48, 12, 56, 20]",64
"[2, 31, 8, 37]",5,5,"[0, 24, 8, 40]",128
"[54, 0, 60, 6]",6,6,"[52, 0, 60, 8]",64
"[10, 6, 16, 12]",6,6,"[8, 4, 16, 12]",64
"[10, 33, 16, 39]",6,6,"[8, 32, 16, 40]",64
"[13, 43, 19, 49]",5,5,"[12, 40, 20, 56]",128
"[47, 7, 53, 13]",4,4,"[40, 0, 56, 16]",256
"[43, 7, 49, 13]",4,4,"[40, 0, 56, 16]",256
"[54, 27, 60, 33]",5,5,"[52, 24, 60, 40]",128
"[12, 33, 18, 39]",6,6,"[12, 32, 20, 40]",64
"[57, 1, 63, 7]",6,6,"[56, 0, 64, 8]",64
"[10, 24, 16, 30]",6,6,"[8, 24, 16, 32]",64
"[10, 7, 16, 13]",5,5,"[8, 0, 16, 16]",128
"[26, 55, 32, 61]",5,5,"[24, 48, 32, 64]",128
"[21, 32, 27, 38]",6,6,"[20, 32, 28, 40]",64
"[48, 14, 54, 20]",6,6,"[48, 12, 56, 20]",64
"[43, 29, 49, 35]",4,4,"[40, 24, 56, 40]",256
"[3, 7, 9, 13]",4,4,"[0, 0, 16, 16]",256
"[7, 12, 13, 18]",4,4,"[0, 8, 16, 24]",256
"[33, 6, 39, 12]",6,6,"[32, 4, 40, 12]",64
"[6, 35, 12, 41]",5,5,"[4, 32, 12, 48]",128
"[45, 5, 51, 11]",6,6,"[44, 4, 52, 12]",64
"[39, 5, 45, 11]",4,4,"[32, 0, 48, 16]",256
"[0, 11, 6, 17]",5,5,"[0, 8, 8, 24]",128
"[16, 29, 22, 35]",6,6,"[16, 28, 24, 36]",64
"[37, 33, 43, 39]",6,6,"[36, 32, 44, 40]",64
"[58, 9, 64, 15]",6,6,"[56, 8, 64, 16]",64
"[19, 42, 25, 48]",4,4,"[16, 32, 32, 48]",256
"[18, 53, 24, 59]",6,6,"[16, 52, 24, 60]",64
"[36, 36, 42, 42]",6,6,"[36, 36, 44, 44]",64
"[39, 14, 45, 20]",4,4,"[32, 8, 48, 24]",256
"[20, 17, 26, 23]",6,6,"[20, 16, 28, 24]",64
"[48, 8, 54, 14]",6,6,"[48, 8, 56, 16]",64
"[46, 40, 52, 46]",6,6,"[44, 40, 52, 48]",64
"[31, 10, 37, 16]",4,4,"[24, 8, 40, 24]",256
"[21, 58, 27, 64]",6,6,"[20, 56, 28, 64]",64
"[42, 12, 48, 18]",6,6,"[40, 12, 48, 20]",64
"[15, 8, 21, 14]",4,4,"[8, 8, 24, 24]",256
"[47, 39, 53, 45]",4,4,"[40, 32, 56, 48]",256
"[58, 25, 64, 31]",6,6,"[56, 24, 64, 32]",64
"[30, 24, 36, 30]",6,6,"[28, 24, 36, 32]",64
"[3, 37, 9, 43]",4,4,"[0, 32, 16, 48]",256
"[11, 38, 17, 44]",4,4,"[8, 32, 24, 48]",256
"[50, 1, 56, 7]",6,6,"[48, 0, 56, 8]",64
"[18, 6, 24, 12]",6,6,"[16, 4, 24, 12]",64
"[52, 3, 58, 9]",5,5,"[52, 0, 60, 16]",128
"[27, 2, 33, 8]",4,4,"[24, 0, 40, 16]",256
"[9, 13, 15, 19]",6,6,"[8, 12, 16, 20]",64
"[58, 58, 64, 64]",6,6,"[56, 56, 64, 64]",64
"[19, 4, 25, 10]",4,4,"[16, 0, 32, 16]",256
"[42, 12, 48, 18]",6,6,"[40, 12, 48, 20]",64
"[1, 36, 7, 42]",6,6,"[0, 36, 8, 44]",64
"[28, 24, 34, 30]",6,6,"[28, 24, 36, 32]",64
"[27, 42, 33, 48]",4,4,"[24, 32, 40, 48]",256
"[30, 13, 36, 19]",6,6,"[28, 12, 36, 20]",64
"[17, 44, 23, 50]",6,6,"[16, 44, 24, 52]",64
"[43, 4, 49, 10]",4,4,"[40, 0, 56, 16]",256
"[45, 22, 51, 28]",6,6,"[44, 20, 52, 28]",64
"[31, 27, 37, 33]",4,4,"[24, 24, 40, 40]",256
"[21, 39, 27, 45]",5,5,"[20, 32, 28, 48]",128
"[54, 1, 60, 7]",6,6,"[52, 0, 60, 8]",64
"[42, 2, 48, 8]",6,6,"[40, 0, 48, 8]",64
"[54, 7, 60, 13]",5,5,"[52, 0, 60, 16]",128
"[37, 38, 43, 44]",6,6,"[36, 36, 44, 44]",64
"[30, 28, 36, 34]",6,6,"[28, 28, 36, 36]",64
"[12, 44, 18, 50]",6,6,"[12, 44, 20, 52]",64
"[55, 28, 61, 34]",4,4,"[48, 24, 64, 40]",256
"[32, 0, 38, 6]",6,6,"[32, 0, 40, 8]",64
"[16, 15, 22, 21]",5,5,"[16, 8, 24, 24]",128
"[2, 14, 8, 20]",6,6,"[0, 12, 8, 20]",64
"[53, 48, 59, 54]",6,6,"[52, 48, 60, 56]",64
"[58, 20, 64, 26]",6,6,"[56, 20, 64, 28]",64
"[50, 46, 56, 52]",6,6,"[48, 44, 56, 52]",64
"[32, 17, 38, 23]",6,6,"[32, 16, 40, 24]",64
"[48, 2, 54, 8]",6,6,"[48, 0, 56, 8]",64
"[25, 23, 31, 29]",5,5,"[24, 16, 32, 32]",128
"[44, 13, 50, 19]",6,6,"[44, 12, 52, 20]",64
"[15, 12, 21, 18]",4,4,"[8, 8, 24, 24]",256
"[20, 1, 26, 7]",6,6,"[20, 0, 28, 8]",64
"[39, 45, 45, 51]",4,4,"[32, 40, 48, 56]",256
"[6, 3, 12, 9]",5,5,"[4, 0, 12, 16]",128
"[5, 14, 11, 20]",6,6,"[4, 12, 12, 20]",64
"[51, 22, 57, 28]",4,4,"[48, 16, 64, 32]",256
"[38, 46, 44, 52]",6,6,"[36, 44, 44, 52]",64
"[6, 34, 12, 40]",6,6,"[4, 32, 12, 40]",64
"[25, 17, 31, 23]",6,6,"[24, 16, 32, 24]",64
"[40, 12, 46, 18]",6,6,"[40, 12, 48, 20]",64
"[51, 11, 57, 17]",4,4,"[48, 8, 64, 24]",256
"[28, 28, 34, 34]",6,6,"[28, 28, 36, 36]",64
"[29, 14, 35, 20]",6,6,"[28, 12, 36, 20]",64
"[56, 58, 62, 64]",6,6,"[56, 56, 64, 64]",64
"[37, 5, 43, 11]",6,6,"[36, 4, 44, 12]",64
"[49, 32, 55, 38]",6,6,"[48, 32, 56, 40]",64
"[35, 11, 41, 17]",4,4,"[32, 8, 48, 24]",256
"[44, 7, 50, 13]",5,5,"[44, 0, 52, 16]",128
"[51, 21, 57, 27]",4,4,"[48, 16, 64, 32]",256
"[53, 37, 59, 43]",6,6,"[52, 36, 60, 44]",64
"[11, 4, 17, 10]",4,4,"[8, 0, 24, 16]",256
"[45, 16, 51, 22]",6,6,"[44, 16, 52, 24]",64
"[45, 48, 51, 54]",6,6,"[44, 48, 52, 56]",64
"[27, 57, 33, 63]",4,4,"[24, 48, 40, 64]",256
"[19, 13, 25, 19]",4,4,"[16, 8, 32, 24]",256
"[8, 6, 14, 12]",6,6,"[8, 4, 16, 12]",64
"[43, 15, 49, 21]",4,4,"[40, 8, 56, 24]",256
"[58, 40, 64, 46]",6,6,"[56, 40, 64, 48]",64
"[13, 19, 19, 25]",5,5,"[12, 16, 20, 32]",128
"[16, 50, 22, 56]",6,6,"[16, 48, 24, 56]",64
"[3, 55, 9, 61]",4,4,"[0, 48, 16, 64]",256
"[6, 52, 12, 58]",6,6,"[4, 52, 12, 60]",64
"[9, 34, 15, 40]",6,6,"[8, 32, 16, 40]",64
"[31, 56, 37, 62]",4,4,"[24, 48, 40, 64]",256
"[52, 16, 58, 22]",6,6,"[52, 16, 60, 24]",64
"[45, 8, 51, 14]",6,6,"[44, 8, 52, 16]",64
"[5, 7, 11, 13]",5,5,"[4, 0, 12, 16]",128
"[48, 12, 54, 18]",6,6,"[48, 12, 56, 20]",64
"[52, 39, 58, 45]",5,5,"[52, 32, 60, 48]",128
"[32, 15, 38, 21]",5,5,"[32, 8, 40, 24]",128
"[14, 8, 20, 14]",6,6,"[12, 8, 20, 16]",64
"[28, 12, 34, 18]",6,6,"[28, 12, 36, 20]",64
"[31, 55, 37, 61]",4,4,"[24, 48, 40, 64]",256
"[52, 39, 58, 45]",5,5,"[52, 32, 60, 48]",128
"[31, 6, 37, 12]",4,4,"[24, 0, 40, 16]",256
"[55, 23, 61, 29]",4,4,"[48, 16, 64, 32]",256
"[27, 34, 33, 40]",4,4,"[24, 24, 40, 40]",256
"[11, 0, 17, 6]",4,4,"[8, 0, 24, 16]",256
"[26, 41, 32, 47]",6,6,"[24, 40, 32, 48]",64
"[51, 36, 57, 42]",4,4,"[48, 32, 64, 48]",256
"[39, 8, 45, 14]",4,4,"[32, 8, 48, 24]",256
"[58, 37, 64, 43]",6,6,"[56, 36, 64, 44]",64
"[45, 8, 51, 14]",6,6,"[44, 8, 52, 16]",64
"[44, 24, 50, 30]",6,6,"[44, 24, 52, 32]",64
"[23, 46, 29, 52]",4,4,"[16, 40, 32, 56]",256
"[33, 34, 39, 40]",6,6,"[32, 32, 40, 40]",64
"[12, 55, 18, 61]",5,5,"[12, 48, 20, 64]",128
"[45, 58, 51, 64]",6,6,"[44, 56, 52, 64]",64
"[13, 22, 19, 28]",6,6,"[12, 20, 20, 28]",64
"[14, 39, 20, 45]",5,5,"[12, 32, 20, 48]",128
"[31, 52, 37, 58]",4,4,"[24, 48, 40, 64]",256
"[40, 3, 46, 9]",5,5,"[40, 0, 48, 16]",128
"[49, 26, 55, 32]",6,6,"[48, 24, 56, 32]",64
"[38, 43, 44, 49]",5,5,"[36, 40, 44, 56]",128
"[53, 29, 59, 35]",6,6,"[52, 28, 60, 36]",64
"[2, 34, 8, 40]",6,6,"[0, 32, 8, 40]",64
"[20, 12, 26, 18]",6,6,"[20, 12, 28, 20]",64
"[20, 53, 26, 59]",6,6,"[20, 52, 28, 60]",64
"[10, 1, 16, 7]",6,6,"[8, 0, 16, 8]",64
"[20, 52, 26, 58]",6,6,"[20, 52, 28, 60]",64
"[55, 31, 61, 37]",4,4,"[48, 24, 64, 40]",256
"[48, 4, 54, 10]",6,6,"[48, 4, 56, 12]",64
"[35, 50, 41, 56]",4,4,"[32, 40, 48, 56]",256
"[57, 58, 63, 64]",6,6,"[56, 56, 64, 64]",64
"[57, 39, 63, 45]",5,5,"[56, 32, 64, 48]",128
"[49, 25, 55, 31]",6,6,"[48, 24, 56, 32]",64
"[52, 19, 58, 25]",5,5,"[52, 16, 60, 32]",128
"[36, 34, 42, 40]",6,6,"[36, 32, 44, 40]",64
"[11, 14, 17, 20]",4,4,"[8, 8, 24, 24]",256
"[42, 1, 48, 7]",6,6,"[40, 0, 48, 8]",64
"[30, 7, 36, 13]",5,5,"[28, 0, 36, 16]",128
"[44, 45, 50, 51]",6,6,"[44, 44, 52, 52]",64
"[13, 28, 19, 34]",6,6,"[12, 28, 20, 36]",64
"[18, 37, 24, 43]",6,6,"[16, 36, 24, 44]",64
"[19, 18, 25, 24]",4,4,"[16, 16, 32, 32]",256
"[0, 45, 6, 51]",6,6,"[0, 44, 8, 52]",64
"[39, 22, 45, 28]",4,4,"[32, 16, 48, 32]",256
"[17, 42, 23, 48]",6,6,"[16, 40, 24, 48]",64
"[5, 0, 11, 6]",6,6,"[4, 0, 12, 8]",64
"[38, 1, 44, 7]",6,6,"[36, 0, 44, 8]",64
"[57, 29, 63, 35]",6,6,"[56, 28, 64, 36]",64
"[56, 58, 62, 64]",6,6,"[56, 56, 64, 64]",64
"[3, 9, 9, 15]",4,4,"[0, 8, 16, 24]",256
"[5, 3, 11, 9]",5,5,"[4, 0, 12, 16]",128
"[16, 19, 22, 25]",5,5,"[16, 16, 24, 32]",128
"[46, 4, 52, 10]",6,6,"[44, 4, 52, 12]",64
"[4, 52, 10, 58]",6,6,"[4, 52, 12, 60]",64
"[5, 14, 11, 20]",6,6,"[4, 12, 12, 20]",64
"[51, 37, 57, 43]",4,4,"[48, 32, 64, 48]",256
"[39, 2, 45, 8]",4,4,"[32, 0, 48, 16]",256
"[50, 53, 56, 59]",6,6,"[48, 52, 56, 60]",64
"[40, 20, 46, 26]",6,6,"[40, 20, 48, 28]",64
"[21, 38, 27, 44]",6,6,"[20, 36, 28, 44]",64
"[53, 50, 59, 56]",6,6,"[52, 48, 60, 56]",64
"[38, 29, 44, 35]",6,6,"[36, 28, 44, 36]",64
"[1, 34, 7, 40]",6,6,"[0, 32, 8, 40]",64
"[53, 43, 59, 49]",5,5,"[52, 40, 60, 56]",128
"[38, 46, 44, 52]",6,6,"[36, 44, 44, 52]",64
"[31, 46, 37, 52]",4,4,"[24, 40, 40, 56]",256
"[53, 25, 59, 31]",6,6,"[52, 24, 60, 32]",64
"[18, 54, 24, 60]",6,6,"[16, 52, 24, 60]",64
"[39, 1, 45, 7]",4,4,"[32, 0, 48, 16]",256
"[15, 22, 21, 28]",4,4,"[8, 16, 24, 32]",256
"[22, 53, 28, 59]",6,6,"[20, 52, 28, 60]",64
"[20, 10, 26, 16]",6,6,"[20, 8, 28, 16]",64
"[26, 12, 32, 18]",6,6,"[24, 12, 32, 20]",64
"[25, 3, 31, 9]",5,5,"[24, 0, 32, 16]",128
"[51, 1, 57, 7]",4,4,"[48, 0, 64, 16]",256
"[17, 56, 23, 62]",6,6,"[16, 56, 24, 64]",64
"[49, 38, 55, 44]",6,6,"[48, 36, 56, 44]",64
"[34, 13, 40, 19]",6,6,"[32, 12, 40, 20]",64
"[54, 19, 60, 25]",5,5,"[52, 16, 60, 32]",128
"[9, 38, 15, 44]",6,6,"[8, 36, 16, 44]",64
"[0, 46, 6, 52]",6,6,"[0, 44, 8, 52]",64
"[25, 52, 31, 58]",6,6,"[24, 52, 32, 60]",64
"[16, 15, 22, 21]",5,5,"[16, 8, 24, 24]",128
"[1, 2, 7, 8]",6,6,"[0, 0, 8, 8]",64
"[39, 11, 45, 17]",4,4,"[32, 8, 48, 24]",256
"[47, 28, 53, 34]",4,4,"[40, 24, 56, 40]",256
"[38, 9, 44, 15]",6,6,"[36, 8, 44, 16]",64
"[53, 14, 59, 20]",6,6,"[52, 12, 60, 20]",64
"[53, 39, 59, 45]",5,5,"[52, 32, 60, 48]",128
"[46, 52, 52, 58]",6,6,"[44, 52, 52, 60]",64
"[21, 19, 27, 25]",5,5,"[20, 16, 28, 32]",128
"[41, 25, 47, 31]",6,6,"[40, 24, 48, 32]",64
"[32, 44, 38, 50]",6,6,"[32, 44, 40, 52]",64
"[49, 4, 55, 10]",6,6,"[48, 4, 56, 12]",64
"[32, 30, 38, 36]",6,6,"[32, 28, 40, 36]",64
"[14, 17, 20, 23]",6,6,"[12, 16, 20, 24]",64
"[16, 2, 22, 8]",6,6,"[16, 0, 24, 8]",64
"[54, 23, 60, 29]",5,5,"[52, 16, 60, 32]",128
"[36, 19, 42, 25]",5,5,"[36, 16, 44, 32]",128
"[57, 50, 63, 56]",6,6,"[56, 48, 64, 56]",64
"[36, 16, 42, 22]",6,6,"[36, 16, 44, 24]",64
"[14, 44, 20, 50]",6,6,"[12, 44, 20, 52]",64
"[19, 21, 25, 27]",4,4,"[16, 16, 32, 32]",256
"[33, 52, 39, 58]",6,6,"[32, 52, 40, 60]",64
"[18, 17, 24, 23]",6,6,"[16, 16, 24, 24]",64
"[56, 24, 62, 30]",6,6,"[56, 24, 64, 32]",64
"[31, 7, 37, 13]",4,4,"[24, 0, 40, 16]",256
"[44, 4, 50, 10]",6,6,"[44, 4, 52, 12]",64
"[26, 12, 32, 18]",6,6,"[24, 12, 32, 20]",64
"[41, 11, 47, 17]",5,5,"[40, 8, 48, 24]",128
"[43, 52, 49, 58]",4,4,"[40, 48, 56, 64]",256
"[43, 52, 49, 58]",4,4,"[40, 48, 56, 64]",256
"[13, 17, 19, 23]",6,6,"[12, 16, 20, 24]",64
"[55, 23, 61, 29]",4,4,"[48, 16, 64, 32]",256
"[41, 33, 47, 39]",6,6,"[40, 32, 48, 40]",64
"[28, 41, 34, 47]",6,6,"[28, 40, 36, 48]",64
"[28, 44, 34, 50]",6,6,"[28, 44, 36, 52]",64
"[39, 49, 45, 55]",4,4,"[32, 40, 48, 56]",256
"[26, 13, 32, 19]",6,6,"[24, 12, 32, 20]",64
"[49, 34, 55, 40]",6,6,"[48, 32, 56, 40]",64
"[28, 54, 34, 60]",6,6,"[28, 52, 36, 60]",64
"[21, 6, 27, 12]",6,6,"[20, 4, 28, 12]",64
"[47, 13, 53, 19]",4,4,"[40, 8, 56, 24]",256
"[39, 30, 45, 36]",4,4,"[32, 24, 48, 40]",256
"[19, 37, 25, 43]",4,4,"[16, 32, 32, 48]",256
"[48, 6, 54, 12]",6,6,"[48, 4, 56, 12]",64
"[53, 58, 59, 64]",6,6,"[52, 56, 60, 64]",64
"[1, 2, 7, 8]",6,6,"[0, 0, 8, 8]",64
"[4, 43, 10, 49]",5,5,"[4, 40, 12, 56]",128
"[44, 44, 50, 50]",6,6,"[44, 44, 52, 52]",64
"[50, 14, 56, 20]",6,6,"[48, 12, 56, 20]",64
"[35, 27, 41, 33]",4,4,"[32, 24, 48, 40]",256
"[41, 20, 47, 26]",6,6,"[40, 20, 48, 28]",64
"[32, 6, 38, 12]",6,6,"[32, 4, 40, 12]",64
"[5, 30, 11, 36]",6,6,"[4, 28, 12, 36]",64
"[18, 46, 24, 52]",6,6,"[16, 44, 24, 52]",64
"[31, 29, 37, 35]",4,4,"[24, 24, 40, 40]",256
"[56, 3, 62, 9]",5,5,"[56, 0, 64, 16]",128
"[19, 34, 25, 40]",4,4,"[16, 24, 32, 40]",256
"[41, 35, 47, 41]",5,5,"[40, 32, 48, 48]",128
"[55, 30, 61, 36]",4,4,"[48, 24, 64, 40]",256
"[23, 39, 29, 45]",4,4,"[16, 32, 32, 48]",256
"[30, 8, 36, 14]",6,6,"[28, 8, 36, 16]",64
"[42, 34, 48, 40]",6,6,"[40, 32, 48, 40]",64
"[14, 40, 20, 46]",6,6,"[12, 40, 20, 48]",64
"[3, 28, 9, 34]",4,4,"[0, 24, 16, 40]",256
"[36, 15, 42, 21]",5,5,"[36, 8, 44, 24]",128
"[15, 37, 21, 43]",4,4,"[8, 32, 24, 48]",256
"[14, 43, 20, 49]",5,5,"[12, 40, 20, 56]",128
"[2, 18, 8, 24]",6,6,"[0, 16, 8, 24]",64
"[7, 24, 13, 30]",4,4,"[0, 24, 16, 40]",256
"[21, 26, 27, 32]",6,6,"[20, 24, 28, 32]",64
"[22, 9, 28, 15]",6,6,"[20, 8, 28, 16]",64
"[37, 24, 43, 30]",6,6,"[36, 24, 44, 32]",64
"[29, 8, 35, 14]",6,6,"[28, 8, 36, 16]",64
"[26, 10, 32, 16]",6,6,"[24, 8, 32, 16]",64
"[14, 2, 20, 8]",6,6,"[12, 0, 20, 8]",64
"[23, 29, 29, 35]",4,4,"[16, 24, 32, 40]",256
"[53, 42, 59, 48]",6,6,"[52, 40, 60, 48]",64
"[29, 7, 35, 13]",5,5,"[28, 0, 36, 16]",128
"[43, 21, 49, 27]",4,4,"[40, 16, 56, 32]",256
"[16, 38, 22, 44]",6,6,"[16, 36, 24, 44]",64
"[8, 46, 14, 52]",6,6,"[8, 44, 16, 52]",64
"[45, 19, 51, 25]",5,5,"[44, 16, 52, 32]",128
"[2, 12, 8, 18]",6,6,"[0, 12, 8, 20]",64
"[33, 18, 39, 24]",6,6,"[32, 16, 40, 24]",64
"[16, 15, 22, 21]",5,5,"[16, 8, 24, 24]",128
"[5, 29, 11, 35]",6,6,"[4, 28, 12, 36]",64
"[7, 34, 13, 40]",4,4,"[0, 24, 16, 40]",256
"[31, 47, 37, 53]",4,4,"[24, 40, 40, 56]",256
"[20, 55, 26, 61]",5,5,"[20, 48, 28, 64]",128
"[11, 19, 17, 25]",4,4,"[8, 16, 24, 32]",256
"[32, 6, 38, 12]",6,6,"[32, 4, 40, 12]",64
"[0, 13, 6, 19]",6,6,"[0, 12, 8, 20]",64
"[14, 23, 20, 29]",5,5,"[12, 16, 20, 32]",128
"[34, 56, 40, 62]",6,6,"[32, 56, 40, 64]",64
"[55, 11, 61, 17]",4,4,"[48, 8, 64, 24]",256
"[23, 51, 29, 57]",4,4,"[16, 48, 32, 64]",256
"[21, 14, 27, 20]",6,6,"[20, 12, 28, 20]",64
"[19, 12, 25, 18]",4,4,"[16, 8, 32, 24]",256
"[55, 40, 61, 46]",4,4,"[48, 32, 64, 48]",256
"[32, 48, 38, 54]",6,6,"[32, 48, 40, 56]",64
"[57, 3, 63, 9]",5,5,"[56, 0, 64, 16]",128
"[43, 24, 49, 30]",4,4,"[40, 24, 56, 40]",256
"[16, 18, 22, 24]",6,6,"[16, 16, 24, 24]",64
"[24, 17, 30, 23]",6,6,"[24, 16, 32, 24]",64
"[5, 40, 11, 46]",6,6,"[4, 40, 12, 48]",64
"[3, 0, 9, 6]",4,4,"[0, 0, 16, 16]",256
"[37, 52, 43, 58]",6,6,"[36, 52, 44, 60]",64
"[8, 14, 14, 20]",6,6,"[8, 12, 16, 20]",64
"[56, 35, 62, 41]",5,5,"[56, 32, 64, 48]",128
"[0, 34, 6, 40]",6,6,"[0, 32, 8, 40]",64
"[46, 8, 52, 14]",6,6,"[44, 8, 52, 16]",64
"[37, 52, 43, 58]",6,6,"[36, 52, 44, 60]",64
"[39, 18, 45, 24]",4,4,"[32, 16, 48, 32]",256
"[58, 42, 64, 48]",6,6,"[56, 40, 64, 48]",64
"[11, 10, 17, 16]",4,4,"[8, 8, 24, 24]",256
"[37, 31, 43, 37]",5,5,"[36, 24, 44, 40]",128
"[2, 41, 8, 47]",6,6,"[0, 40, 8, 48]",64
"[31, 38, 37, 44]",4,4,"[24, 32, 40, 48]",256
"[56, 19, 62, 25]",5,5,"[56, 16, 64, 32]",128
"[55, 35, 61, 41]",4,4,"[48, 32, 64, 48]",256
"[56, 15, 62, 21]",5,5,"[56, 8, 64, 24]",128
"[43, 45, 49, 51]",4,4,"[40, 40, 56, 56]",256
"[56, 43, 62, 49]",5,5,"[56, 40, 64, 56]",128
"[22, 7, 28, 13]",5,5,"[20, 0, 28, 16]",128
"[51, 13, 57, 19]",4,4,"[48, 8, 64, 24]",256
"[53, 14, 59, 20]",6,6,"[52, 12, 60, 20]",64
"[9, 9, 15, 15]",6,6,"[8, 8, 16, 16]",64
"[17, 33, 23, 39]",6,6,"[16, 32, 24, 40]",64
"[30, 19, 36, 25]",5,5,"[28, 16, 36, 32]",128
"[28, 18, 34, 24]",6,6,"[28, 16, 36, 24]",64
"[12, 21, 18, 27]",6,6,"[12, 20, 20, 28]",64
"[13, 8, 19, 14]",6,6,"[12, 8, 20, 16]",64
"[29, 30, 35, 36]",6,6,"[28, 28, 36, 36]",64
"[50, 56, 56, 62]",6,6,"[48, 56, 56, 64]",64
"[10, 32, 16, 38]",6,6,"[8, 32, 16, 40]",64
"[14, 48, 20, 54]",6,6,"[12, 48, 20, 56]",64
"[27, 24, 33, 30]",4,4,"[24, 24, 40, 40]",256
"[17, 13, 23, 19]",6,6,"[16, 12, 24, 20]",64
"[22, 41, 28, 47]",6,6,"[20, 40, 28, 48]",64
"[19, 29, 25, 35]",4,4,"[16, 24, 32, 40]",256
"[43, 8, 49, 14]",4,4,"[40, 8, 56, 24]",256
"[44, 27, 50, 33]",5,5,"[44, 24, 52, 40]",128
"[24, 28, 30, 34]",6,6,"[24, 28, 32, 36]",64
"[26, 46, 32, 52]",6,6,"[24, 44, 32, 52]",64
"[13, 57, 19, 63]",6,6,"[12, 56, 20, 64]",64
"[39, 3, 45, 9]",4,4,"[32, 0, 48, 16]",256
"[16, 36, 22, 42]",6,6,"[16, 36, 24, 44]",64
"[33, 47, 39, 53]",5,5,"[32, 40, 40, 56]",128
"[3, 42, 9, 48]",4,4,"[0, 32, 16, 48]",256
"[30, 36, 36, 42]",6,6,"[28, 36, 36, 44]",64
"[55, 3, 61, 9]",4,4,"[48, 0, 64, 16]",256
"[26, 39, 32, 45]",5,5,"[24, 32, 32, 48]",128
"[38, 11, 44, 17]",5,5,"[36, 8, 44, 24]",128
"[1, 0, 7, 6]",6,6,"[0, 0, 8, 8]",64
"[38, 16, 44, 22]",6,6,"[36, 16, 44, 24]",64
"[57, 11, 63, 17]",5,5,"[56, 8, 64, 24]",128
"[4, 52, 10, 58]",6,6,"[4, 52, 12, 60]",64
