,BRC Size,SRC Size,Diff,F/P %,SRC Depth,Error %
60,2790,21048,18258,7.544086021505376,0,13.255416191562144
61,858,2631,1773,3.0664335664335662,3,32.611174458380844
62,1101,10524,9423,9.55858310626703,1,10.461801596351197
63,850,21048,20198,24.76235294117647,0,4.038388445458001
64,1340,2631,1291,1.9634328358208955,3,50.93120486507031
65,852,21048,20196,24.704225352112676,0,4.047890535917902
66,598,1316,718,2.20066889632107,4,45.440729483282674
67,2552,5262,2710,2.061912225705329,2,48.498669707335615
68,0,1316,1316,inf,4,0.0
69,2632,21048,18416,7.996960486322188,0,12.50475104522995
70,0,5262,5262,inf,2,0.0
71,175,5262,5087,30.068571428571428,2,3.325731660965412
72,1590,5262,3672,3.309433962264151,2,30.216647662485745
73,23,1316,1293,57.21739130434783,4,1.7477203647416413
74,0,2,2,inf,13,0.0
75,916,21048,20132,22.978165938864628,0,4.35195743063474
76,925,2631,1706,2.844324324324324,3,35.15773470163436
77,862,21048,20186,24.417633410672853,0,4.095400988217408
78,626,2631,2005,4.202875399361022,3,23.79323451159255
79,1198,5262,4064,4.392320534223706,2,22.767008741923224
80,700,10524,9824,15.034285714285714,1,6.651463321930824
81,0,1315,1315,inf,4,0.0
82,0,5262,5262,inf,2,0.0
83,2135,10524,8389,4.92927400468384,1,20.286963131889017
84,966,1316,350,1.3623188405797102,4,73.40425531914893
85,2091,10524,8433,5.032998565279771,1,19.868871151653362
86,1281,5262,3981,4.107728337236534,2,24.34435575826682
87,367,1315,948,3.5831062670299727,4,27.908745247148286
88,2891,10524,7633,3.640262884814943,1,27.47054351957431
89,1839,10524,8685,5.722675367047309,1,17.474344355758266
90,0,1315,1315,inf,4,0.0
91,57,5262,5205,92.3157894736842,2,1.0832383124287344
92,0,5262,5262,inf,2,0.0
93,1373,5262,3889,3.8324836125273123,2,26.092740402888637
94,0,1316,1316,inf,4,0.0
95,241,1316,1075,5.460580912863071,4,18.31306990881459
96,0,5262,5262,inf,2,0.0
97,1123,10524,9401,9.371326803205699,1,10.670847586469023
98,1397,5262,3865,3.766642806012885,2,26.548840744963893
99,2242,5262,3020,2.347011596788582,2,42.60737362219688
100,15,1316,1301,87.73333333333333,4,1.1398176291793314
101,0,2,2,inf,13,0.0
