SRC_exhaustive Query: Large,Depth,BBoxes,Data Size
"[198422, 254011, 338269, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[18778, 92301, 158625, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[283824, 101600, 423671, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[237582, 116591, 377429, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[269831, 77670, 409678, 217517]",1,"[69337, 9783, 474275, 219328]",309
"[231987, 164685, 371834, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[272770, 40392, 412617, 180239]",1,"[69337, 9783, 474275, 219328]",309
"[252744, 94253, 392591, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[107069, 262600, 246916, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[45741, 76733, 185588, 216580]",0,"[8117, 9783, 474275, 219328]",617
"[210210, 309037, 350057, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[64919, 125480, 204766, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[222330, 266756, 362177, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[165227, 166633, 305074, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[284792, 71778, 424639, 211625]",1,"[69337, 9783, 474275, 219328]",309
"[45249, 237713, 185096, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[230630, 207227, 370477, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[107813, 81766, 247660, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[191928, 47342, 331775, 187189]",1,"[69337, 9783, 474275, 219328]",309
"[18031, 145104, 157878, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[127188, 173256, 267035, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[52652, 84291, 192499, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[123148, 272484, 262995, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[221383, 36247, 361230, 176094]",1,"[69337, 9783, 474275, 219328]",309
"[156022, 12129, 295869, 151976]",1,"[69337, 9783, 474275, 219328]",309
"[46648, 320852, 186495, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[231289, 319503, 371136, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[43587, 207438, 183434, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[284196, 299343, 424043, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[295072, 31667, 434919, 171514]",1,"[69337, 9783, 474275, 219328]",309
"[329965, 43270, 469812, 183117]",1,"[69337, 9783, 474275, 219328]",309
"[68327, 108711, 208174, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[41775, 225442, 181622, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[327907, 312323, 467754, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[311026, 28424, 450873, 168271]",1,"[69337, 9783, 474275, 219328]",309
"[219783, 174892, 359630, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[315840, 212703, 455687, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[10227, 265651, 150074, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[289336, 166790, 429183, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[203718, 255168, 343565, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[37214, 139660, 177061, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[10006, 163558, 149853, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[156451, 138272, 296298, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[100781, 164628, 240628, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[122830, 301220, 262677, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[58194, 107872, 198041, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[130864, 242678, 270711, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[226132, 69476, 365979, 209323]",1,"[69337, 9783, 474275, 219328]",309
"[12110, 275426, 151957, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[76485, 97706, 216332, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[59198, 104703, 199045, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[211529, 295992, 351376, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[295825, 111289, 435672, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[238707, 258553, 378554, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[111207, 130180, 251054, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[42700, 167085, 182547, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[78419, 330685, 218266, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[37499, 230771, 177346, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[152437, 161030, 292284, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[284369, 302055, 424216, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[149794, 296253, 289641, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[331912, 255313, 471759, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[216033, 141456, 355880, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[296809, 184517, 436656, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[206075, 48005, 345922, 187852]",1,"[69337, 9783, 474275, 219328]",309
"[318351, 58874, 458198, 198721]",1,"[69337, 9783, 474275, 219328]",309
"[256044, 43549, 395891, 183396]",1,"[69337, 9783, 474275, 219328]",309
"[75506, 184240, 215353, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[200520, 44243, 340367, 184090]",1,"[69337, 9783, 474275, 219328]",309
"[224834, 153332, 364681, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[217325, 102405, 357172, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[169864, 276564, 309711, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[167666, 314935, 307513, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[38158, 281845, 178005, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[168606, 280903, 308453, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[87361, 257834, 227208, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[108721, 235863, 248568, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[29810, 117631, 169657, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[159920, 314030, 299767, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[152910, 45884, 292757, 185731]",1,"[69337, 9783, 474275, 219328]",309
"[310500, 245648, 450347, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[93007, 325633, 232854, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[152595, 52080, 292442, 191927]",1,"[69337, 9783, 474275, 219328]",309
"[177076, 38352, 316923, 178199]",1,"[69337, 9783, 474275, 219328]",309
"[94994, 100584, 234841, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[232361, 187846, 372208, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[183400, 13613, 323247, 153460]",1,"[69337, 9783, 474275, 219328]",309
"[48678, 85455, 188525, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[200540, 193001, 340387, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[232143, 21400, 371990, 161247]",1,"[69337, 9783, 474275, 219328]",309
"[198516, 41109, 338363, 180956]",1,"[69337, 9783, 474275, 219328]",309
"[307332, 315030, 447179, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[191730, 319838, 331577, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[187456, 84717, 327303, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[249750, 64571, 389597, 204418]",1,"[69337, 9783, 474275, 219328]",309
"[334354, 298473, 474201, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[242798, 77522, 382645, 217369]",1,"[69337, 9783, 474275, 219328]",309
"[242117, 206584, 381964, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260842, 300674, 400689, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[169967, 262864, 309814, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[119484, 229768, 259331, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[173701, 20849, 313548, 160696]",1,"[69337, 9783, 474275, 219328]",309
"[263458, 222235, 403305, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[85736, 326174, 225583, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162248, 172836, 302095, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[119951, 66075, 259798, 205922]",1,"[69337, 9783, 474275, 219328]",309
"[111141, 74683, 250988, 214530]",1,"[69337, 9783, 474275, 219328]",309
"[316494, 224727, 456341, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[28877, 266001, 168724, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[185705, 149238, 325552, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181455, 261811, 321302, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[63713, 9783, 203560, 148994]",0,"[8117, 9783, 474275, 219328]",617
"[23910, 203054, 163757, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[153940, 228887, 293787, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[311325, 129781, 451172, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[211392, 123710, 351239, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[311100, 43635, 450947, 183482]",1,"[69337, 9783, 474275, 219328]",309
"[316255, 59570, 456102, 199417]",1,"[69337, 9783, 474275, 219328]",309
"[150607, 316079, 290454, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[16962, 215809, 156809, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[161634, 204596, 301481, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[220788, 104457, 360635, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[197424, 205656, 337271, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[324059, 313811, 463906, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[73006, 301984, 212853, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[231121, 182535, 370968, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[143654, 183484, 283501, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[57477, 332621, 197324, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[101580, 240840, 241427, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[133183, 107800, 273030, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[59739, 242979, 199586, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[94326, 10161, 234173, 150008]",1,"[69337, 9783, 474275, 219328]",309
"[105355, 194879, 245202, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[36963, 168125, 176810, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[131971, 92849, 271818, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[51711, 289726, 191558, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[179407, 259967, 319254, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[330926, 50868, 470773, 190715]",1,"[69337, 9783, 474275, 219328]",309
"[308056, 314569, 447903, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[179108, 23609, 318955, 163456]",1,"[69337, 9783, 474275, 219328]",309
"[28651, 177501, 168498, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[68095, 61400, 207942, 201247]",0,"[8117, 9783, 474275, 219328]",617
"[225762, 259933, 365609, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[206840, 310830, 346687, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[190883, 152981, 330730, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[323733, 309078, 463580, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[305471, 26610, 445318, 166457]",1,"[69337, 9783, 474275, 219328]",309
"[135002, 150211, 274849, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[110585, 295549, 250432, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[8785, 280384, 148632, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[267598, 10821, 407445, 150668]",1,"[69337, 9783, 474275, 219328]",309
"[272818, 22596, 412665, 162443]",1,"[69337, 9783, 474275, 219328]",309
"[10168, 47291, 150015, 187138]",0,"[8117, 9783, 474275, 219328]",617
"[100367, 197600, 240214, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[249701, 267561, 389548, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[298839, 57490, 438686, 197337]",1,"[69337, 9783, 474275, 219328]",309
"[219886, 91920, 359733, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[296424, 250527, 436271, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[105401, 201591, 245248, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[252314, 93619, 392161, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[42743, 250288, 182590, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[22555, 252847, 162402, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[209812, 49130, 349659, 188977]",1,"[69337, 9783, 474275, 219328]",309
"[35064, 250695, 174911, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[314136, 51384, 453983, 191231]",1,"[69337, 9783, 474275, 219328]",309
"[67192, 307840, 207039, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[88357, 238530, 228204, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[90236, 305815, 230083, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[26253, 73579, 166100, 213426]",0,"[8117, 9783, 474275, 219328]",617
"[31073, 234670, 170920, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[203883, 187799, 343730, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[72181, 202908, 212028, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[225776, 268740, 365623, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[330337, 61788, 470184, 201635]",1,"[69337, 9783, 474275, 219328]",309
"[39555, 109246, 179402, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[73601, 101003, 213448, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[248223, 13719, 388070, 153566]",1,"[69337, 9783, 474275, 219328]",309
"[267112, 226868, 406959, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[291514, 79666, 431361, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[320771, 16655, 460618, 156502]",1,"[69337, 9783, 474275, 219328]",309
"[81522, 219440, 221369, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[65552, 73274, 205399, 213121]",0,"[8117, 9783, 474275, 219328]",617
"[273718, 288556, 413565, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[128751, 138108, 268598, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[321125, 21189, 460972, 161036]",1,"[69337, 9783, 474275, 219328]",309
"[68352, 51416, 208199, 191263]",0,"[8117, 9783, 474275, 219328]",617
"[28651, 329461, 168498, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[179594, 108351, 319441, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[199408, 67996, 339255, 207843]",1,"[69337, 9783, 474275, 219328]",309
"[173550, 75355, 313397, 215202]",1,"[69337, 9783, 474275, 219328]",309
"[174924, 125604, 314771, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[316408, 34189, 456255, 174036]",1,"[69337, 9783, 474275, 219328]",309
"[283088, 292983, 422935, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[265032, 61119, 404879, 200966]",1,"[69337, 9783, 474275, 219328]",309
"[311933, 76734, 451780, 216581]",1,"[69337, 9783, 474275, 219328]",309
"[316445, 180026, 456292, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[258678, 88431, 398525, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[274218, 101926, 414065, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[263874, 190287, 403721, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[78966, 31301, 218813, 171148]",1,"[69337, 9783, 474275, 219328]",309
"[97936, 154228, 237783, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[190206, 186090, 330053, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[136389, 147983, 276236, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[314372, 224792, 454219, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[158927, 174941, 298774, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[17034, 257972, 156881, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[162060, 87512, 301907, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[144116, 110473, 283963, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[16630, 264837, 156477, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[169573, 257211, 309420, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[12374, 60731, 152221, 200578]",0,"[8117, 9783, 474275, 219328]",617
"[202121, 137578, 341968, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[327451, 301628, 467298, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[133887, 212119, 273734, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[109621, 210186, 249468, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[58506, 100657, 198353, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[141891, 60347, 281738, 200194]",1,"[69337, 9783, 474275, 219328]",309
"[156463, 96453, 296310, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[301717, 78643, 441564, 218490]",1,"[69337, 9783, 474275, 219328]",309
"[310989, 246830, 450836, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[224564, 208979, 364411, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[225269, 129523, 365116, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[302862, 50275, 442709, 190122]",1,"[69337, 9783, 474275, 219328]",309
"[56975, 232651, 196822, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[175559, 169259, 315406, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[269351, 225910, 409198, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[223950, 190277, 363797, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[219324, 255138, 359171, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[216780, 138561, 356627, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[25089, 69547, 164936, 209394]",0,"[8117, 9783, 474275, 219328]",617
"[155863, 176130, 295710, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[282617, 36233, 422464, 176080]",1,"[69337, 9783, 474275, 219328]",309
"[172021, 166857, 311868, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[179552, 265119, 319399, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[48698, 330579, 188545, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[309502, 74623, 449349, 214470]",1,"[69337, 9783, 474275, 219328]",309
"[25653, 328193, 165500, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[62914, 214749, 202761, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[138909, 9783, 278756, 149189]",1,"[69337, 9783, 474275, 219328]",309
"[163487, 129110, 303334, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[171776, 60826, 311623, 200673]",1,"[69337, 9783, 474275, 219328]",309
"[210723, 228017, 350570, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[152771, 41531, 292618, 181378]",1,"[69337, 9783, 474275, 219328]",309
"[16022, 126849, 155869, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[159160, 298955, 299007, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[20316, 45255, 160163, 185102]",0,"[8117, 9783, 474275, 219328]",617
"[275795, 317481, 415642, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[147602, 88572, 287449, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[126255, 114873, 266102, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[132821, 158157, 272668, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[41577, 52128, 181424, 191975]",0,"[8117, 9783, 474275, 219328]",617
"[124474, 251305, 264321, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[43148, 20236, 182995, 160083]",0,"[8117, 9783, 474275, 219328]",617
"[265904, 76313, 405751, 216160]",1,"[69337, 9783, 474275, 219328]",309
"[193783, 231036, 333630, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[208680, 182719, 348527, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[251666, 79352, 391513, 219199]",1,"[69337, 9783, 474275, 219328]",309
"[331503, 327081, 471350, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[12070, 111026, 151917, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[236309, 122104, 376156, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[46844, 153585, 186691, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[282262, 68990, 422109, 208837]",1,"[69337, 9783, 474275, 219328]",309
"[324992, 166055, 464839, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[253189, 209884, 393036, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[110084, 207580, 249931, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[139115, 61708, 278962, 201555]",1,"[69337, 9783, 474275, 219328]",309
"[222057, 36124, 361904, 175971]",1,"[69337, 9783, 474275, 219328]",309
"[41714, 175547, 181561, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[184221, 169713, 324068, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[94765, 75319, 234612, 215166]",1,"[69337, 9783, 474275, 219328]",309
"[333727, 23021, 473574, 162868]",1,"[69337, 9783, 474275, 219328]",309
"[134885, 55578, 274732, 195425]",1,"[69337, 9783, 474275, 219328]",309
"[162038, 26837, 301885, 166684]",1,"[69337, 9783, 474275, 219328]",309
"[127962, 99228, 267809, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[236699, 308988, 376546, 219328]",1,"[69337, 9783, 474275, 219328]",309
