,0.02.csv,0.06.csv,0.10.csv,0.14.csv,0.18.csv,0.22.csv,0.26.csv,0.30.csv
SRC Size,8.018654087099208,6.777291193306798,5.6469419185218985,4.935016372413399,4.314591475529719,3.6445403362735624,3.1000146741292123,2.6888855802979665
