BRC Query,Data Size
"[[(35.154828, 35.783384), (-116.814221, -116.148516)]]",93
"[[(34.157384, 34.78594), (-124.263762, -123.598057)]]",0
"[[(38.994936, 39.623492), (-115.165163, -114.499458)]]",0
"[[(37.563265, 38.191821), (-116.916867, -116.251162)]]",0
"[[(34.74218, 35.370736), (-123.903017, -123.237312)]]",0
"[[(36.531939, 37.160495), (-117.556751, -116.891046)]]",129
"[[(40.744369, 41.372925), (-118.596341, -117.930636)]]",0
"[[(38.888914, 39.51747), (-121.599723, -120.934018)]]",283
"[[(39.083206, 39.711762), (-117.513349, -116.847644)]]",0
"[[(36.643874, 37.27243), (-117.515435, -116.84973)]]",90
"[[(34.906291, 35.534847), (-122.400609, -121.734904)]]",0
"[[(40.979851, 41.608407), (-116.481011, -115.815306)]]",0
"[[(38.910784, 39.53934), (-118.976306, -118.310601)]]",0
"[[(32.786504, 33.41506), (-118.446668, -117.780963)]]",0
"[[(38.057661, 38.686217), (-117.753786, -117.088081)]]",0
"[[(41.379037, 42.007593), (-120.907092, -120.241387)]]",144
"[[(39.017763, 39.646319), (-115.123717, -114.458012)]]",0
"[[(36.566873, 37.195429), (-121.629622, -120.963917)]]",158
"[[(35.178637, 35.807193), (-121.871956, -121.206251)]]",19
"[[(37.321803, 37.950359), (-119.074368, -118.408663)]]",202
"[[(40.572747, 41.201303), (-115.686763, -115.021058)]]",0
"[[(37.077926, 37.706482), (-123.103884, -122.438179)]]",41
"[[(38.44289, 39.071446), (-118.272301, -117.606596)]]",0
"[[(41.360284, 41.98884), (-121.721009, -121.055304)]]",101
"[[(39.321633, 39.950189), (-121.910035, -121.24433)]]",253
"[[(35.668932, 36.297488), (-119.984082, -119.318377)]]",141
"[[(36.993638, 37.622194), (-119.927412, -119.261707)]]",164
"[[(34.477683, 35.106239), (-121.88209, -121.216385)]]",0
"[[(40.714911, 41.343467), (-123.336508, -122.670803)]]",123
"[[(36.606407, 37.234963), (-114.963119, -114.297414)]]",0
"[[(40.007639, 40.636195), (-122.64972, -121.984015)]]",206
"[[(37.354337, 37.982893), (-116.544815, -115.87911)]]",0
"[[(39.64298, 40.271536), (-117.962909, -117.297204)]]",0
"[[(34.216683, 34.845239), (-117.530569, -116.864864)]]",278
"[[(35.199696, 35.828252), (-117.668913, -117.003208)]]",111
"[[(38.922998, 39.551554), (-115.102568, -114.436863)]]",0
"[[(40.666336, 41.294892), (-115.266083, -114.600378)]]",0
"[[(35.782368, 36.410924), (-118.64233, -117.976625)]]",183
"[[(35.939547, 36.568103), (-115.266839, -114.601134)]]",0
"[[(34.084382, 34.712938), (-124.102146, -123.436441)]]",0
"[[(35.335405, 35.963961), (-121.417042, -120.751337)]]",185
"[[(32.932676, 33.561232), (-118.442283, -117.776578)]]",2
"[[(40.249541, 40.878097), (-117.997627, -117.331922)]]",0
"[[(34.279912, 34.908468), (-121.773967, -121.108262)]]",0
"[[(39.658177, 40.286733), (-119.682591, -119.016886)]]",0
"[[(36.080937, 36.709493), (-119.960336, -119.294631)]]",145
"[[(35.189137, 35.817693), (-120.875596, -120.209891)]]",334
"[[(34.381435, 35.009991), (-120.292935, -119.62723)]]",245
"[[(36.550168, 37.178724), (-123.587338, -122.921633)]]",0
"[[(40.653479, 41.282035), (-122.43076, -121.765055)]]",102
"[[(37.117498, 37.746054), (-115.074482, -114.408777)]]",0
"[[(40.78561, 41.414166), (-117.157576, -116.491871)]]",0
"[[(32.727846, 33.356402), (-116.663169, -115.997464)]]",262
"[[(40.875412, 41.503968), (-118.292642, -117.626937)]]",0
"[[(34.526052, 35.154608), (-123.782843, -123.117138)]]",0
"[[(35.109227, 35.737783), (-116.456686, -115.790981)]]",84
"[[(40.354973, 40.983529), (-123.120144, -122.454439)]]",178
"[[(39.33272, 39.961276), (-115.868138, -115.202433)]]",0
"[[(35.651338, 36.279894), (-122.01567, -121.349965)]]",103
"[[(40.877658, 41.506214), (-117.548828, -116.883123)]]",0
"[[(39.347731, 39.976287), (-123.513288, -122.847583)]]",258
"[[(39.546604, 40.17516), (-121.969566, -121.303861)]]",210
"[[(40.051722, 40.680278), (-117.91627, -117.250565)]]",0
"[[(36.234807, 36.863363), (-120.663907, -119.998202)]]",96
"[[(35.489488, 36.118044), (-123.36636, -122.700655)]]",0
"[[(37.271079, 37.899635), (-123.885517, -123.219812)]]",0
"[[(40.265231, 40.893787), (-120.590341, -119.924636)]]",148
"[[(33.536045, 34.164601), (-121.428766, -120.763061)]]",0
"[[(40.692187, 41.320743), (-119.718224, -119.052519)]]",0
"[[(36.461317, 37.089873), (-115.150049, -114.484344)]]",0
"[[(32.74922, 33.377776), (-122.309441, -121.643736)]]",0
"[[(34.253264, 34.88182), (-122.342233, -121.676528)]]",0
"[[(38.77976, 39.408316), (-121.474149, -120.808444)]]",256
"[[(37.400675, 38.029231), (-117.198846, -116.533141)]]",0
"[[(40.344273, 40.972829), (-122.915064, -122.249359)]]",190
"[[(39.59061, 40.219166), (-124.351433, -123.685728)]]",164
"[[(35.08393, 35.712486), (-123.173045, -122.50734)]]",0
"[[(38.304085, 38.932641), (-117.981206, -117.315501)]]",0
"[[(40.014092, 40.642648), (-117.044205, -116.3785)]]",0
"[[(35.865303, 36.493859), (-118.047605, -117.3819)]]",111
"[[(39.481852, 40.110408), (-120.21104, -119.545335)]]",59
"[[(32.70907, 33.337626), (-123.97389, -123.308185)]]",0
"[[(36.424807, 37.053363), (-120.211641, -119.545936)]]",158
"[[(39.21006, 39.838616), (-119.810695, -119.14499)]]",0
"[[(41.227888, 41.856444), (-124.219379, -123.553674)]]",207
"[[(32.95909, 33.587646), (-117.193054, -116.527349)]]",389
"[[(39.984885, 40.613441), (-118.420034, -117.754329)]]",0
"[[(40.459547, 41.088103), (-115.376483, -114.710778)]]",0
"[[(36.00707, 36.635626), (-120.55973, -119.894025)]]",140
"[[(37.3636, 37.992156), (-117.257337, -116.591632)]]",0
"[[(36.252356, 36.880912), (-123.428747, -122.763042)]]",0
"[[(40.334867, 40.963423), (-118.728187, -118.062482)]]",0
"[[(39.046704, 39.67526), (-123.355095, -122.68939)]]",151
"[[(32.83808, 33.466636), (-118.903814, -118.238109)]]",0
"[[(40.945845, 41.574401), (-116.276074, -115.610369)]]",0
"[[(32.759259, 33.387815), (-123.29721, -122.631505)]]",0
"[[(40.546011, 41.174567), (-123.095429, -122.429724)]]",139
"[[(34.749174, 35.37773), (-118.875404, -118.209699)]]",124
"[[(36.081501, 36.710057), (-115.25578, -114.590075)]]",0
