,BRC Size,SRC Size,Diff,F/P %,Error %,SRC Depth
0,1240,5262,4022,4.243548387096774,23.56518434055492,2
1,0,10,10,inf,0.0,11
2,514,1316,802,2.5603112840466924,39.05775075987842,4
3,689,2631,1942,3.818577648766328,26.187761307487644,3
4,1101,10524,9423,9.55858310626703,10.461801596351197,1
5,0,5262,5262,inf,0.0,2
6,1135,21048,19913,18.544493392070486,5.392436335993919,0
7,1230,5262,4032,4.278048780487805,23.3751425313569,2
8,653,2631,1978,4.029096477794793,24.819460281261875,3
9,0,329,329,inf,0.0,6
10,0,1316,1316,inf,0.0,4
11,168,1316,1148,7.833333333333333,12.76595744680851,4
12,1444,5262,3818,3.64404432132964,27.4420372481946,2
13,0,2,2,inf,0.0,13
14,571,2631,2060,4.607705779334501,21.70277461041429,3
15,0,5262,5262,inf,0.0,2
16,0,657,657,inf,0.0,5
17,0,5262,5262,inf,0.0,2
18,0,5262,5262,inf,0.0,2
19,0,5262,5262,inf,0.0,2
20,697,5262,4565,7.549497847919656,13.245914101102244,2
21,0,1316,1316,inf,0.0,4
22,0,5262,5262,inf,0.0,2
23,758,10524,9766,13.883905013192612,7.202584568605093,1
24,204,5262,5058,25.794117647058822,3.8768529076396807,2
25,158,21048,20890,133.21518987341773,0.7506651463321931,0
26,439,2631,2192,5.993166287015946,16.68567084758647,3
27,199,1316,1117,6.613065326633166,15.121580547112462,4
28,1398,5262,3864,3.763948497854077,26.567844925883694,2
29,1055,10524,9469,9.975355450236966,10.024705435195743,1
30,423,2631,2208,6.219858156028369,16.077537058152792,3
31,0,82,82,inf,0.0,8
32,817,21048,20231,25.7625458996328,3.8816039528696313,0
33,0,1316,1316,inf,0.0,4
34,397,1316,919,3.3148614609571787,30.167173252279632,4
35,489,2631,2142,5.380368098159509,18.586088939566707,3
36,0,2,2,inf,0.0,13
37,56,21048,20992,375.85714285714283,0.26605853287723297,0
38,0,5262,5262,inf,0.0,2
39,576,10524,9948,18.270833333333332,5.473204104903079,1
40,610,21048,20438,34.50491803278688,2.8981375902698594,0
41,130,328,198,2.523076923076923,39.63414634146341,6
42,549,10524,9975,19.169398907103826,5.216647662485747,1
43,672,1315,643,1.9568452380952381,51.10266159695818,4
44,9,2631,2622,292.3333333333333,0.34207525655644244,3
45,0,328,328,inf,0.0,6
46,439,10524,10085,23.972665148063783,4.171417711896617,1
47,0,1316,1316,inf,0.0,4
48,0,5262,5262,inf,0.0,2
49,1170,5262,4092,4.4974358974358974,22.234891676168758,2
50,298,5262,4964,17.65771812080537,5.663245914101102,2
51,626,21048,20422,33.62300319488818,2.974154313949069,0
52,151,2631,2480,17.423841059602648,5.739262637780311,3
53,257,658,401,2.5603112840466924,39.05775075987842,5
54,804,5262,4458,6.544776119402985,15.279361459521096,2
55,1078,21048,19970,19.525046382189238,5.121626757886736,0
56,0,5262,5262,inf,0.0,2
57,1043,10524,9481,10.09012464046021,9.910680349676928,1
58,0,1316,1316,inf,0.0,4
59,575,5262,4687,9.151304347826088,10.927404028886354,2
60,0,5262,5262,inf,0.0,2
61,1804,5262,3458,2.9168514412416853,34.28354237932345,2
62,570,2631,2061,4.61578947368421,21.664766248574686,3
63,1833,5262,3429,2.8707037643207856,34.83466362599772,2
64,0,2,2,inf,0.0,13
65,0,1316,1316,inf,0.0,4
66,448,2631,2183,5.872767857142857,17.02774610414291,3
67,1054,10524,9470,9.98481973434535,10.015203344735841,1
68,1152,10524,9372,9.135416666666666,10.946408209806158,1
69,575,5262,4687,9.151304347826088,10.927404028886354,2
70,0,657,657,inf,0.0,5
71,142,1316,1174,9.267605633802816,10.790273556231003,4
72,60,657,597,10.95,9.1324200913242,5
73,48,21048,21000,438.5,0.22805017103762829,0
74,1072,5262,4190,4.9085820895522385,20.372481946028127,2
75,759,10524,9765,13.865612648221344,7.212086659064994,1
76,978,10524,9546,10.760736196319018,9.293044469783354,1
77,450,5262,4812,11.693333333333333,8.551881413911062,2
78,0,2,2,inf,0.0,13
79,911,10524,9613,11.552140504939628,8.656404408969975,1
80,1149,21048,19899,18.318537859007833,5.458950969213227,0
81,974,10524,9550,10.804928131416839,9.255036107943749,1
82,0,1316,1316,inf,0.0,4
83,0,329,329,inf,0.0,6
84,53,2631,2578,49.64150943396226,2.0144431774990497,3
85,432,10524,10092,24.36111111111111,4.104903078677309,1
86,848,5262,4414,6.205188679245283,16.115545419992397,2
87,608,2631,2023,4.327302631578948,23.109083998479665,3
88,389,2631,2242,6.763496143958869,14.785252755606235,3
89,1542,5262,3720,3.412451361867704,29.304446978335235,2
90,0,5262,5262,inf,0.0,2
91,670,2631,1961,3.926865671641791,25.465602432535157,3
92,0,21048,21048,inf,0.0,0
93,307,21048,20741,68.56026058631922,1.4585708855948307,0
94,1290,21048,19758,16.316279069767443,6.12884834663626,0
95,0,1315,1315,inf,0.0,4
96,0,5262,5262,inf,0.0,2
97,416,2631,2215,6.324519230769231,15.811478525275561,3
98,0,1316,1316,inf,0.0,4
99,315,5262,4947,16.704761904761906,5.986316989737742,2
100,1190,10524,9334,8.843697478991597,11.307487647282402,1
101,778,5262,4484,6.763496143958869,14.785252755606235,2
102,774,5262,4488,6.7984496124031,14.709236031927023,2
103,0,5262,5262,inf,0.0,2
104,0,2,2,inf,0.0,13
105,0,1316,1316,inf,0.0,4
106,0,5262,5262,inf,0.0,2
107,751,10524,9773,14.013315579227696,7.136069935385785,1
108,0,5262,5262,inf,0.0,2
109,0,328,328,inf,0.0,6
110,427,21048,20621,49.29274004683841,2.0286963131889015,0
111,1318,5262,3944,3.9924127465857357,25.047510452299505,2
112,548,1316,768,2.4014598540145986,41.641337386018236,4
113,592,5262,4670,8.888513513513514,11.250475104522994,2
114,311,1315,1004,4.228295819935691,23.650190114068444,4
115,553,2631,2078,4.757685352622062,21.018624097301405,3
116,985,10524,9539,10.684263959390863,9.359559103002661,1
117,23,328,305,14.26086956521739,7.01219512195122,6
118,1751,10524,8773,6.010279840091377,16.638160395286963,1
119,66,21048,20982,318.90909090909093,0.31356898517673887,0
120,1326,5262,3936,3.9683257918552037,25.19954389965792,2
121,311,21048,20737,67.67845659163987,1.4775750665146332,0
122,616,5262,4646,8.542207792207792,11.70657544659825,2
123,563,5262,4699,9.346358792184725,10.699353857848728,2
124,583,1315,732,2.2555746140651802,44.33460076045627,4
125,76,5262,5186,69.23684210526316,1.444317749904979,2
126,823,2631,1808,3.1968408262454435,31.28088179399468,3
127,0,2,2,inf,0.0,13
128,628,5262,4634,8.378980891719745,11.93462561763588,2
129,1255,5262,4007,4.192828685258964,23.850247054351957,2
130,794,2631,1837,3.31360201511335,30.178639300646143,3
131,388,5262,4874,13.561855670103093,7.373622196883314,2
132,852,5262,4410,6.176056338028169,16.191562143671607,2
133,1032,21048,20016,20.3953488372093,4.903078677309008,0
134,791,5262,4471,6.652338811630847,15.032307107563664,2
135,18,21048,21030,1169.3333333333333,0.08551881413911061,0
136,1508,10524,9016,6.978779840848806,14.329152413530977,1
137,1391,5262,3871,3.7828900071890725,26.43481565944508,2
138,89,328,239,3.6853932584269664,27.134146341463417,6
139,947,21048,20101,22.2259767687434,4.499239832763208,0
140,717,5262,4545,7.338912133891213,13.62599771949829,2
141,0,5262,5262,inf,0.0,2
142,813,5262,4449,6.472324723247232,15.450399087799315,2
143,635,21048,20413,33.14645669291338,3.016913721018624,0
144,55,1316,1261,23.927272727272726,4.179331306990881,4
145,1115,10524,9409,9.438565022421525,10.594830862789815,1
146,0,5262,5262,inf,0.0,2
147,0,2,2,inf,0.0,13
148,0,1316,1316,inf,0.0,4
149,796,2631,1835,3.3052763819095476,30.25465602432535,3
150,1733,5262,3529,3.0363531448355454,32.93424553401748,2
151,0,1315,1315,inf,0.0,4
152,1220,5262,4042,4.31311475409836,23.185100722158875,2
153,0,5262,5262,inf,0.0,2
154,1265,10524,9259,8.319367588932806,12.02014443177499,1
155,0,5262,5262,inf,0.0,2
156,579,10524,9945,18.17616580310881,5.501710376282782,1
157,493,2631,2138,5.336713995943205,18.738122386925124,3
158,1542,10524,8982,6.824902723735408,14.652223489167618,1
159,535,2631,2096,4.917757009345794,20.334473584188522,3
160,1873,5262,3389,2.809396689802456,35.59483086278981,2
161,466,5262,4796,11.291845493562231,8.855948308627898,2
162,1178,10524,9346,8.933786078098471,11.193462561763589,1
163,25,21048,21023,841.92,0.11877613074876472,0
164,485,10524,10039,21.69896907216495,4.608513873052072,1
165,698,21048,20350,30.154727793696274,3.316229570505511,0
166,707,2631,1924,3.721357850070721,26.87191182060053,3
167,306,5262,4956,17.19607843137255,5.815279361459521,2
168,0,329,329,inf,0.0,6
169,890,21048,20158,23.64943820224719,4.228430254656025,0
170,11,5262,5251,478.3636363636364,0.20904599011782593,2
171,1369,5262,3893,3.843681519357195,26.016723679209424,2
172,984,10524,9540,10.695121951219512,9.35005701254276,1
173,0,1316,1316,inf,0.0,4
174,672,1316,644,1.9583333333333333,51.06382978723404,4
175,203,5262,5059,25.92118226600985,3.8578487267198787,2
176,0,21048,21048,inf,0.0,0
177,0,1315,1315,inf,0.0,4
178,769,5262,4493,6.8426527958387515,14.614215127328013,2
179,892,10524,9632,11.798206278026905,8.47586469023185,1
180,805,10524,9719,13.073291925465838,7.649182820220449,1
181,885,2631,1746,2.9728813559322034,33.63740022805017,3
182,0,1316,1316,inf,0.0,4
183,567,21048,20481,37.12169312169312,2.693842645381984,0
184,0,5262,5262,inf,0.0,2
185,1210,5262,4052,4.3487603305785125,22.99505891296085,2
186,2415,10524,8109,4.3577639751552795,22.947548460661345,1
187,492,5262,4770,10.695121951219512,9.35005701254276,2
188,303,658,355,2.1716171617161715,46.048632218844986,5
189,1255,10524,9269,8.385657370517928,11.925123527175979,1
190,1104,21048,19944,19.065217391304348,5.245153933865451,0
191,772,21048,20276,27.264248704663213,3.667806917521855,0
192,843,5262,4419,6.241992882562277,16.020524515393387,2
193,0,5262,5262,inf,0.0,2
194,0,21048,21048,inf,0.0,0
195,949,21048,20099,22.17913593256059,4.508741923223109,0
196,1579,10524,8945,6.6649778340721975,15.003800836183961,1
197,1020,21048,20028,20.63529411764706,4.846066134549601,0
198,214,1316,1102,6.149532710280374,16.261398176291795,4
199,1052,10524,9472,10.003802281368822,9.99619916381604,1
200,971,5262,4291,5.419155509783728,18.453059673128088,2
201,0,1316,1316,inf,0.0,4
202,1,5262,5261,5262.0,0.019004180919802355,2
203,2,21048,21046,10524.0,0.009502090459901177,0
204,0,5262,5262,inf,0.0,2
205,763,21048,20285,27.58584534731324,3.625047510452299,0
206,194,328,134,1.690721649484536,59.14634146341463,6
207,396,5262,4866,13.287878787878787,7.525655644241732,2
208,823,21048,20225,25.574726609963548,3.910110224249335,0
209,666,1315,649,1.9744744744744744,50.646387832699624,4
210,332,21048,20716,63.397590361445786,1.5773470163435956,0
211,400,21048,20648,52.62,1.9004180919802356,0
212,0,1315,1315,inf,0.0,4
213,1029,2631,1602,2.556851311953353,39.110604332953244,3
214,1095,10524,9429,9.610958904109589,10.40478905359179,1
215,817,21048,20231,25.7625458996328,3.8816039528696313,0
216,1501,10524,9023,7.0113257828114595,14.262637780311668,1
217,0,1316,1316,inf,0.0,4
218,665,10524,9859,15.825563909774436,6.318890155834284,1
219,0,328,328,inf,0.0,6
220,1163,5262,4099,4.524505588993981,22.101862409730142,2
221,901,2631,1730,2.9200887902330743,34.24553401748385,3
222,554,21048,20494,37.9927797833935,2.6320790573926263,0
223,771,2631,1860,3.412451361867704,29.304446978335235,3
224,0,5262,5262,inf,0.0,2
225,1357,10524,9167,7.755342667649226,12.8943367540859,1
226,144,328,184,2.2777777777777777,43.90243902439025,6
227,1069,21048,19979,19.689429373246025,5.0788673508171795,0
228,881,21048,20167,23.891032917139615,4.185670847586469,0
229,600,21048,20448,35.08,2.8506271379703536,0
230,0,21048,21048,inf,0.0,0
231,960,5262,4302,5.48125,18.244013683010262,2
232,398,2631,2233,6.610552763819095,15.127328012162675,3
233,2153,10524,8371,4.888063167673014,20.458000760167234,1
234,1106,21048,19942,19.030741410488247,5.254656024325351,0
235,90,5262,5172,58.46666666666667,1.7103762827822122,2
236,554,10524,9970,18.99638989169675,5.2641581147852525,1
237,0,1316,1316,inf,0.0,4
238,271,5262,4991,19.416974169741696,5.1501330292664385,2
239,1062,5262,4200,4.954802259887006,20.182440136830103,2
240,0,5262,5262,inf,0.0,2
241,158,1316,1158,8.329113924050633,12.006079027355623,4
242,0,5262,5262,inf,0.0,2
243,328,658,330,2.0060975609756095,49.848024316109424,5
244,448,5262,4814,11.745535714285714,8.513873052071455,2
245,0,5262,5262,inf,0.0,2
246,11,1315,1304,119.54545454545455,0.8365019011406843,4
247,814,5262,4448,6.464373464373464,15.469403268719118,2
248,619,10524,9905,17.001615508885298,5.881793994678829,1
249,846,5262,4416,6.219858156028369,16.077537058152792,2
250,1035,10524,9489,10.168115942028985,9.83466362599772,1
251,98,1316,1218,13.428571428571429,7.446808510638298,4
252,745,10524,9779,14.126174496644296,7.079057392626378,1
253,0,1316,1316,inf,0.0,4
254,1815,10524,8709,5.798347107438016,17.24629418472064,1
255,1155,10524,9369,9.111688311688312,10.974914481185861,1
256,1450,10524,9074,7.257931034482759,13.778031166856708,1
257,838,5262,4424,6.279236276849642,15.925503610794376,2
258,0,2,2,inf,0.0,13
259,830,10524,9694,12.679518072289156,7.886735081717979,1
260,312,2631,2319,8.432692307692308,11.85860889395667,3
261,1399,5262,3863,3.761258041458184,26.586849106803495,2
262,1537,21048,19511,13.694209499024073,7.302356518434055,0
263,368,5262,4894,14.298913043478262,6.993538578487267,2
264,1255,21048,19793,16.771314741035855,5.962561763587989,0
265,1994,10524,8530,5.2778335005015045,18.94716837704295,1
266,246,1315,1069,5.345528455284553,18.70722433460076,4
267,0,1316,1316,inf,0.0,4
268,1098,5262,4164,4.7923497267759565,20.86659064994299,2
269,0,1316,1316,inf,0.0,4
270,0,1316,1316,inf,0.0,4
271,1163,21048,19885,18.098022355975925,5.5254656024325355,0
272,0,1315,1315,inf,0.0,4
273,0,1316,1316,inf,0.0,4
274,1836,10524,8688,5.73202614379085,17.44583808437856,1
275,0,2,2,inf,0.0,13
276,465,1315,850,2.827956989247312,35.361216730038024,4
277,0,1316,1316,inf,0.0,4
278,268,2631,2363,9.817164179104477,10.186240973014064,3
279,133,21048,20915,158.25563909774436,0.6318890155834284,0
280,442,5262,4820,11.904977375565611,8.399847966552642,2
281,845,10524,9679,12.454437869822485,8.029266438616496,1
282,1284,10524,9240,8.19626168224299,12.200684150513112,1
283,570,5262,4692,9.23157894736842,10.832383124287343,2
284,749,2631,1882,3.512683578104139,28.468263017863933,3
285,343,21048,20705,61.36443148688047,1.6296085138730523,0
286,41,21048,21007,513.3658536585366,0.19479285442797414,0
287,0,82,82,inf,0.0,8
288,921,10524,9603,11.42671009771987,8.751425313568985,1
289,651,21048,20397,32.33179723502304,3.092930444697833,0
290,370,10524,10154,28.443243243243245,3.5157734701634356,1
291,613,1316,703,2.1468189233278956,46.58054711246201,4
292,418,21048,20630,50.354066985645936,1.9859369061193461,0
293,63,657,594,10.428571428571429,9.58904109589041,5
294,0,329,329,inf,0.0,6
295,1209,10524,9315,8.704714640198512,11.488027366020525,1
296,182,1316,1134,7.230769230769231,13.829787234042554,4
297,373,5262,4889,14.107238605898123,7.0885594830862795,2
298,0,1316,1316,inf,0.0,4
299,0,1315,1315,inf,0.0,4
300,490,1316,826,2.6857142857142855,37.234042553191486,4
301,745,21048,20303,28.252348993288592,3.539528696313189,0
302,586,5262,4676,8.979522184300341,11.136450019004181,2
303,1213,5262,4049,4.33800494641385,23.05207145572026,2
304,1481,21048,19567,14.212018906144497,7.036297985556822,0
305,0,41,41,inf,0.0,9
306,0,5262,5262,inf,0.0,2
307,66,5262,5196,79.72727272727273,1.2542759407069555,2
308,578,1315,737,2.2750865051903113,43.954372623574145,4
309,754,10524,9770,13.957559681697612,7.164576206765489,1
310,0,1316,1316,inf,0.0,4
311,285,5262,4977,18.46315789473684,5.416191562143672,2
312,895,2631,1736,2.939664804469274,34.01748384644622,3
313,0,1316,1316,inf,0.0,4
314,1137,5262,4125,4.627968337730871,21.60775370581528,2
315,0,5262,5262,inf,0.0,2
316,1466,10524,9058,7.1787175989085945,13.930064614215127,1
317,426,658,232,1.5446009389671362,64.74164133738601,5
318,917,2631,1714,2.8691384950926935,34.85366780691752,3
319,1104,5262,4158,4.766304347826087,20.980615735461804,2
320,1967,5262,3295,2.6751398068124046,37.38122386925124,2
321,687,5262,4575,7.6593886462882095,13.055872291904219,2
322,979,21048,20069,21.499489274770173,4.651273280121627,0
323,0,1316,1316,inf,0.0,4
324,0,5262,5262,inf,0.0,2
325,0,1316,1316,inf,0.0,4
326,546,5262,4716,9.637362637362637,10.376282782212087,2
327,0,1316,1316,inf,0.0,4
328,260,5262,5002,20.23846153846154,4.941087039148613,2
329,1558,10524,8966,6.754813863928113,14.804256936526036,1
330,136,657,521,4.830882352941177,20.700152207001523,5
331,952,5262,4310,5.527310924369748,18.091980235651846,2
332,1128,5262,4134,4.664893617021277,21.436716077537056,2
333,693,21048,20355,30.372294372294373,3.2924743443557585,0
334,809,5262,4453,6.504326328800989,15.374382364120107,2
335,505,21048,20543,41.67920792079208,2.3992778411250475,0
336,688,21048,20360,30.593023255813954,3.2687191182060054,0
337,469,21048,20579,44.87846481876333,2.2282402128468264,0
338,136,1316,1180,9.676470588235293,10.33434650455927,4
339,812,10524,9712,12.960591133004925,7.715697453439757,1
340,670,10524,9854,15.707462686567164,6.366400608133789,1
341,92,1316,1224,14.304347826086957,6.990881458966565,4
342,320,1316,996,4.1125,24.316109422492403,4
343,0,1316,1316,inf,0.0,4
344,1529,10524,8995,6.882930019620667,14.528696313188902,1
345,1039,10524,9485,10.128970163618865,9.872671987837323,1
346,493,1315,822,2.667342799188641,37.49049429657795,4
347,0,1316,1316,inf,0.0,4
348,1204,21048,19844,17.48172757475083,5.72025845686051,0
349,677,10524,9847,15.545051698670605,6.432915241353097,1
350,0,5262,5262,inf,0.0,2
351,127,5262,5135,41.43307086614173,2.4135309768148994,2
352,0,2,2,inf,0.0,13
353,0,1316,1316,inf,0.0,4
354,878,10524,9646,11.986332574031891,8.342835423793234,1
355,663,10524,9861,15.873303167420815,6.29988597491448,1
356,643,1316,673,2.046656298600311,48.860182370820674,4
357,849,5262,4413,6.1978798586572434,16.1345496009122,2
358,471,1315,844,2.791932059447983,35.81749049429658,4
359,1468,5262,3794,3.584468664850136,27.89813759026986,2
360,869,10524,9655,12.110471806674338,8.257316609654124,1
361,970,2631,1661,2.7123711340206187,36.868110984416575,3
362,1034,10524,9490,10.177949709864604,9.825161535537818,1
363,817,10524,9707,12.8812729498164,7.763207905739263,1
364,1605,10524,8919,6.557009345794392,15.25085518814139,1
365,873,5262,4389,6.027491408934708,16.590649942987458,2
366,116,10524,10408,90.72413793103448,1.1022424933485366,1
367,0,5262,5262,inf,0.0,2
368,291,658,367,2.261168384879725,44.224924012158056,5
369,0,1315,1315,inf,0.0,4
370,1259,21048,19789,16.71803018268467,5.981565944507792,0
371,317,5262,4945,16.599369085173503,6.024325351577347,2
372,697,5262,4565,7.549497847919656,13.245914101102244,2
373,0,1316,1316,inf,0.0,4
374,703,10524,9821,14.970128022759601,6.679969593310528,1
375,1378,10524,9146,7.637155297532656,13.093880653743822,1
376,0,1316,1316,inf,0.0,4
377,0,1316,1316,inf,0.0,4
378,0,1316,1316,inf,0.0,4
379,1172,2631,1459,2.2448805460750854,44.545800076016725,3
380,931,10524,9593,11.303974221267454,8.846446218167998,1
381,0,5262,5262,inf,0.0,2
382,1310,10524,9214,8.033587786259542,12.447738502470544,1
383,622,5262,4640,8.459807073954984,11.820600532117066,2
384,174,21048,20874,120.96551724137932,0.8266818700114025,0
385,462,10524,10062,22.77922077922078,4.389965792474344,1
386,0,1316,1316,inf,0.0,4
387,253,658,405,2.600790513833992,38.44984802431611,5
388,847,10524,9677,12.425029515938608,8.048270619536298,1
389,647,2631,1984,4.06646058732612,24.59141011022425,3
390,946,21048,20102,22.249471458773783,4.494488787533257,0
391,0,328,328,inf,0.0,6
392,0,1316,1316,inf,0.0,4
393,1016,5262,4246,5.179133858267717,19.308247814519195,2
394,703,2631,1928,3.7425320056899003,26.71987837324211,3
395,23,1316,1293,57.21739130434783,1.7477203647416413,4
396,1030,2631,1601,2.5543689320388347,39.14861269479285,3
397,426,5262,4836,12.352112676056338,8.095781071835804,2
398,538,2631,2093,4.890334572490707,20.448498669707334,3
399,449,21048,20599,46.87750556792873,2.1332193082478144,0
400,39,5262,5223,134.92307692307693,0.7411630558722919,2
401,136,2631,2495,19.345588235294116,5.169137210186241,3
402,443,2631,2188,5.939051918735892,16.83770429494489,3
403,72,5262,5190,73.08333333333333,1.3683010262257698,2
404,852,5262,4410,6.176056338028169,16.191562143671607,2
405,907,10524,9617,11.603087100330761,8.618396047130368,1
406,620,1316,696,2.1225806451612903,47.11246200607903,4
407,0,5262,5262,inf,0.0,2
408,154,21048,20894,136.67532467532467,0.7316609654123907,0
409,0,5262,5262,inf,0.0,2
410,0,1316,1316,inf,0.0,4
411,531,2631,2100,4.954802259887006,20.182440136830103,3
412,209,658,449,3.148325358851675,31.762917933130698,5
413,0,5262,5262,inf,0.0,2
414,366,1316,950,3.5956284153005464,27.811550151975684,4
415,0,1316,1316,inf,0.0,4
416,951,10524,9573,11.066246056782335,9.03648802736602,1
417,1621,10524,8903,6.492288710672424,15.402888635499808,1
418,1007,10524,9517,10.450844091360477,9.568605093120487,1
419,1264,21048,19784,16.651898734177216,6.0053211706575444,0
420,1688,5262,3574,3.117298578199052,32.079057392626375,2
421,758,2631,1873,3.470976253298153,28.81033827442037,3
422,794,1316,522,1.6574307304785894,60.334346504559264,4
423,647,10524,9877,16.26584234930448,6.147852527556062,1
424,175,5262,5087,30.068571428571428,3.325731660965412,2
425,792,10524,9732,13.287878787878787,7.525655644241732,1
426,0,328,328,inf,0.0,6
427,0,1316,1316,inf,0.0,4
428,241,21048,20807,87.33609958506224,1.145001900418092,0
429,473,21048,20575,44.498942917547566,2.2472443937666284,0
430,0,21048,21048,inf,0.0,0
431,1106,21048,19942,19.030741410488247,5.254656024325351,0
432,962,10524,9562,10.93970893970894,9.141011022424934,1
433,998,10524,9526,10.545090180360722,9.483086278981375,1
434,625,21048,20423,33.6768,2.9694032687191183,0
435,47,5262,5215,111.95744680851064,0.8931965032307109,2
436,0,328,328,inf,0.0,6
437,84,2631,2547,31.321428571428573,3.192702394526796,3
438,0,5262,5262,inf,0.0,2
439,0,1315,1315,inf,0.0,4
440,0,1316,1316,inf,0.0,4
441,29,5262,5233,181.44827586206895,0.5511212466742683,2
442,0,21048,21048,inf,0.0,0
443,736,10524,9788,14.298913043478262,6.993538578487267,1
444,946,2631,1685,2.781183932346723,35.955910300266055,3
445,0,5262,5262,inf,0.0,2
446,0,5262,5262,inf,0.0,2
447,1452,21048,19596,14.49586776859504,6.8985176738882545,0
448,724,21048,20324,29.07182320441989,3.4397567464842265,0
449,58,21048,20990,362.8965517241379,0.27556062333713416,0
450,1130,5262,4132,4.656637168141593,21.474724439376665,2
451,54,5262,5208,97.44444444444444,1.0262257696693273,2
452,17,5262,5245,309.52941176470586,0.32307107563664006,2
453,899,2631,1732,2.9265850945494996,34.16951729380464,3
454,606,21048,20442,34.73267326732673,2.879133409350057,0
455,182,21048,20866,115.64835164835165,0.8646902318510072,0
456,1145,21048,19903,18.382532751091702,5.439946788293424,0
457,484,21048,20564,43.48760330578512,2.2995058912960853,0
458,0,21048,21048,inf,0.0,0
459,403,1316,913,3.2655086848635237,30.623100303951368,4
460,891,5262,4371,5.905723905723906,16.9327251995439,2
461,1251,5262,4011,4.206235011990407,23.77423033067275,2
462,0,1316,1316,inf,0.0,4
463,0,5262,5262,inf,0.0,2
464,1419,2631,1212,1.854122621564482,53.93386545039909,3
465,445,2631,2186,5.912359550561797,16.9137210186241,3
466,0,21048,21048,inf,0.0,0
467,457,21048,20591,46.056892778993436,2.171227670087419,0
468,0,1316,1316,inf,0.0,4
469,0,164,164,inf,0.0,7
470,1915,10524,8609,5.49556135770235,18.196503230710757,1
471,1051,2631,1580,2.5033301617507138,39.946788293424554,3
472,973,2631,1658,2.7040082219938335,36.982136069935386,3
473,96,1316,1220,13.708333333333334,7.29483282674772,4
474,672,10524,9852,15.660714285714286,6.385404789053592,1
475,540,21048,20508,38.977777777777774,2.565564424173318,0
476,1659,5262,3603,3.1717902350813745,31.527936145952108,2
477,1179,10524,9345,8.926208651399492,11.20296465222349,1
478,503,21048,20545,41.84493041749503,2.3897757506651462,0
479,0,5262,5262,inf,0.0,2
480,740,1315,575,1.777027027027027,56.27376425855514,4
481,0,5262,5262,inf,0.0,2
482,746,5262,4516,7.053619302949062,14.177118966172559,2
483,1623,10524,8901,6.484288354898337,15.421892816419614,1
484,692,5262,4570,7.604046242774566,13.15089319650323,2
485,1122,10524,9402,9.379679144385026,10.661345496009123,1
486,969,2631,1662,2.7151702786377707,36.830102622576966,3
487,737,5262,4525,7.139755766621438,14.006081337894335,2
488,569,2631,2062,4.62390158172232,21.62675788673508,3
489,371,2631,2260,7.091644204851752,14.101102242493349,3
490,1226,10524,9298,8.584013050570963,11.649562903838845,1
491,1247,10524,9277,8.439454691259021,11.849106803496769,1
492,0,1316,1316,inf,0.0,4
493,0,21048,21048,inf,0.0,0
494,129,1315,1186,10.193798449612403,9.809885931558936,4
495,1054,2631,1577,2.4962049335863377,40.060813378943365,3
496,728,5262,4534,7.228021978021978,13.835043709616116,2
497,626,21048,20422,33.62300319488818,2.974154313949069,0
498,0,1316,1316,inf,0.0,4
499,708,5262,4554,7.432203389830509,13.45496009122007,2
500,351,1315,964,3.7464387464387463,26.692015209125476,4
501,0,1316,1316,inf,0.0,4
502,0,329,329,inf,0.0,6
503,0,329,329,inf,0.0,6
504,540,1316,776,2.437037037037037,41.03343465045592,4
505,1258,21048,19790,16.731319554848966,5.976814899277841,0
506,36,2631,2595,73.08333333333333,1.3683010262257698,3
507,785,1315,530,1.6751592356687899,59.6958174904943,4
508,691,1315,624,1.903039073806078,52.547528517110266,4
509,248,5262,5014,21.217741935483872,4.713036868110984,2
510,715,2631,1916,3.67972027972028,27.175978715317367,3
511,1214,10524,9310,8.668863261943986,11.535537818320032,1
512,0,328,328,inf,0.0,6
513,394,21048,20654,53.421319796954315,1.871911820600532,0
514,0,1316,1316,inf,0.0,4
515,0,5262,5262,inf,0.0,2
516,0,1316,1316,inf,0.0,4
517,512,21048,20536,41.109375,2.4325351577347014,0
518,538,5262,4724,9.780669144981413,10.224249334853667,2
519,62,5262,5200,84.87096774193549,1.178259217027746,2
520,117,21048,20931,179.89743589743588,0.5558722919042189,0
521,0,1316,1316,inf,0.0,4
522,0,1316,1316,inf,0.0,4
523,1192,21048,19856,17.65771812080537,5.663245914101102,0
524,762,1315,553,1.7257217847769029,57.946768060836504,4
525,901,2631,1730,2.9200887902330743,34.24553401748385,3
