SRC Query,Depth,BBoxes,Data Size
"[[(7.82, 10.7), (8.89, 11.77)]]",1,"[(0, 15), [8, 15]]",128
"[[(7.59, 10.469999999999999), (9.06, 11.940000000000001)]]",1,"[(0, 15), [8, 15]]",128
"[[(10.82, 13.7), (5.36, 8.24)]]",0,"[(0, 15), (0, 15)]",256
"[[(10.27, 13.149999999999999), (2.3, 5.18)]]",2,"[[8, 15], [0, 8]]",64
"[[(10.92, 13.8), (2.13, 5.01)]]",2,"[[8, 15], [0, 8]]",64
"[[(10.78, 13.66), (11.45, 14.329999999999998)]]",2,"[[8, 15], [8, 15]]",64
"[[(2.91, 5.79), (6.76, 9.64)]]",0,"[(0, 15), (0, 15)]",256
"[[(4.91, 7.79), (8.89, 11.77)]]",4,"[[4, 8], [8, 12]]",16
"[[(3.02, 5.9), (0.0, 2.63)]]",3,"[[0, 8], [0, 4]]",32
"[[(8.23, 11.11), (11.16, 14.04)]]",2,"[[8, 15], [8, 15]]",64
"[[(9.43, 12.309999999999999), (6.02, 8.899999999999999)]]",0,"[(0, 15), (0, 15)]",256
"[[(1.42, 4.3), (1.86, 4.74)]]",2,"[[0, 8], [0, 8]]",64
"[[(12.56, 15.0), (5.16, 8.04)]]",0,"[(0, 15), (0, 15)]",256
"[[(5.48, 8.36), (2.69, 5.57)]]",1,"[(0, 15), [0, 8]]",128
"[[(5.58, 8.46), (10.93, 13.809999999999999)]]",1,"[(0, 15), [8, 15]]",128
"[[(4.81, 7.6899999999999995), (9.1, 11.98)]]",4,"[[4, 8], [8, 12]]",16
"[[(9.79, 12.669999999999998), (5.63, 8.51)]]",0,"[(0, 15), (0, 15)]",256
"[[(4.91, 7.79), (9.69, 12.57)]]",2,"[[0, 8], [8, 15]]",64
"[[(9.08, 11.96), (5.89, 8.77)]]",0,"[(0, 15), (0, 15)]",256
"[[(8.22, 11.100000000000001), (7.69, 10.57)]]",0,"[(0, 15), (0, 15)]",256
"[[(0.0, 2.48), (6.65, 9.530000000000001)]]",0,"[(0, 15), (0, 15)]",256
"[[(10.56, 13.440000000000001), (11.47, 14.350000000000001)]]",2,"[[8, 15], [8, 15]]",64
"[[(10.06, 12.940000000000001), (8.94, 11.82)]]",3,"[[8, 15], [8, 12]]",32
"[[(11.6, 14.48), (0.82, 3.6999999999999997)]]",3,"[[8, 15], [0, 4]]",32
"[[(7.55, 10.43), (6.39, 9.27)]]",0,"[(0, 15), (0, 15)]",256
