,BRC Size,SRC Size,Diff,F/P %,Error %,SRC Depth
0,227,657,430,2.894273127753304,34.55098934550989,5
1,807,5262,4455,6.520446096654275,15.3363740022805,2
2,0,1316,1316,inf,0.0,4
3,0,1316,1316,inf,0.0,4
4,0,1316,1316,inf,0.0,4
5,519,2631,2112,5.069364161849711,19.726339794754846,3
6,115,1316,1201,11.443478260869565,8.738601823708207,4
7,857,2631,1774,3.070011668611435,32.57316609654124,3
8,533,5262,4729,9.872420262664166,10.129228430254656,2
9,684,2631,1947,3.8464912280701755,25.997719498289623,3
10,543,5262,4719,9.69060773480663,10.31927023945268,2
11,824,5262,4438,6.385922330097087,15.659445077917141,2
12,978,2631,1653,2.6901840490797544,37.172177879133415,3
13,797,2631,1834,3.301129234629862,30.292664386164958,3
14,902,2631,1729,2.9168514412416853,34.28354237932345,3
15,1992,5262,3270,2.641566265060241,37.8563283922463,2
16,16,1315,1299,82.1875,1.2167300380228137,4
17,1168,5262,4094,4.50513698630137,22.196883314329153,2
18,1602,5262,3660,3.284644194756554,30.444697833523378,2
19,0,329,329,inf,0.0,6
20,0,2,2,inf,0.0,13
21,1275,2631,1356,2.063529411764706,48.46066134549601,3
22,0,1316,1316,inf,0.0,4
23,273,5262,4989,19.274725274725274,5.188141391106043,2
24,2145,5262,3117,2.453146853146853,40.763968072976056,2
25,712,1315,603,1.8469101123595506,54.144486692015214,4
26,0,1316,1316,inf,0.0,4
27,1395,5262,3867,3.772043010752688,26.51083238312429,2
28,609,5262,4653,8.64039408866995,11.573546180159635,2
29,919,2631,1712,2.8628944504896627,34.92968453059673,3
30,767,2631,1864,3.4302477183833116,29.152413530976816,3
31,563,1315,752,2.335701598579041,42.81368821292776,4
32,342,5262,4920,15.385964912280702,6.499429874572406,2
33,0,5262,5262,inf,0.0,2
34,482,1316,834,2.7302904564315353,36.62613981762918,4
35,607,2631,2024,4.334431630971993,23.071075636640064,3
36,0,329,329,inf,0.0,6
37,1,1316,1315,1316.0,0.07598784194528875,4
38,1269,5262,3993,4.1465721040189125,24.11630558722919,2
39,0,1315,1315,inf,0.0,4
40,334,1316,982,3.940119760479042,25.379939209726444,4
41,1594,10524,8930,6.602258469259724,15.146332193082479,1
42,878,2631,1753,2.996583143507973,33.37134169517294,3
43,764,2631,1867,3.443717277486911,29.038388445458,3
44,612,5262,4650,8.598039215686274,11.630558722919043,2
45,0,1316,1316,inf,0.0,4
46,0,1316,1316,inf,0.0,4
47,905,5262,4357,5.814364640883978,17.198783732421134,2
48,559,10524,9965,18.826475849731665,5.311668567084759,1
49,867,1315,448,1.516724336793541,65.93155893536121,4
50,0,1315,1315,inf,0.0,4
51,653,1315,662,2.013782542113323,49.657794676806084,4
52,739,2631,1892,3.5602165087956696,28.088179399467883,3
53,0,2,2,inf,0.0,13
54,870,10524,9654,12.096551724137932,8.266818700114024,1
55,0,329,329,inf,0.0,6
56,608,2631,2023,4.327302631578948,23.109083998479665,3
57,1223,2631,1408,2.151267375306623,46.48422652983656,3
58,560,5262,4702,9.396428571428572,10.64234131508932,2
59,1293,2631,1338,2.034802784222738,49.1448118586089,3
60,851,5262,4411,6.18331374853114,16.172557962751803,2
61,55,5262,5207,95.67272727272727,1.0452299505891296,2
62,286,1316,1030,4.601398601398602,21.732522796352583,4
63,440,1316,876,2.9909090909090907,33.43465045592705,4
64,791,5262,4471,6.652338811630847,15.032307107563664,2
65,49,5262,5213,107.38775510204081,0.9312048650703154,2
66,641,1316,675,2.0530421216848675,48.70820668693009,4
67,780,2631,1851,3.373076923076923,29.646522234891677,3
68,1040,2631,1591,2.5298076923076924,39.5286963131889,3
69,0,1316,1316,inf,0.0,4
70,0,82,82,inf,0.0,8
71,554,10524,9970,18.99638989169675,5.2641581147852525,1
72,0,329,329,inf,0.0,6
73,805,5262,4457,6.536645962732919,15.298365640440897,2
74,0,1316,1316,inf,0.0,4
75,433,2631,2198,6.076212471131639,16.45762067654884,3
76,1138,2631,1493,2.31195079086116,43.25351577347016,3
77,125,1316,1191,10.528,9.498480243161096,4
78,1075,2631,1556,2.4474418604651165,40.858988977575066,3
79,1088,10524,9436,9.672794117647058,10.338274420372482,1
80,0,1315,1315,inf,0.0,4
81,1521,10524,9003,6.9191321499013805,14.452679589509692,1
82,377,5262,4885,13.957559681697612,7.164576206765489,2
83,322,1316,994,4.086956521739131,24.46808510638298,4
84,132,1316,1184,9.969696969696969,10.030395136778116,4
85,0,1316,1316,inf,0.0,4
86,1249,5262,4013,4.21297037630104,23.736221968833142,2
87,1658,5262,3604,3.1737032569360677,31.508931965032303,2
88,1090,10524,9434,9.655045871559633,10.357278601292284,1
89,332,2631,2299,7.924698795180723,12.618776130748765,3
90,0,329,329,inf,0.0,6
91,0,2,2,inf,0.0,13
92,58,658,600,11.344827586206897,8.814589665653495,5
93,1150,2631,1481,2.287826086956522,43.709616115545415,3
94,105,5262,5157,50.114285714285714,1.9954389965792474,2
95,43,5262,5219,122.37209302325581,0.8171797795515013,2
96,581,2631,2050,4.5283993115318415,22.082858228810338,3
97,0,657,657,inf,0.0,5
98,117,1315,1198,11.239316239316238,8.897338403041825,4
99,1196,2631,1435,2.1998327759197323,45.45800076016724,3
100,0,5262,5262,inf,0.0,2
101,1225,2631,1406,2.1477551020408163,46.56024325351578,3
102,1425,10524,9099,7.3852631578947365,13.54047890535918,1
103,555,1316,761,2.3711711711711714,42.17325227963526,4
104,0,1315,1315,inf,0.0,4
105,30,1316,1286,43.86666666666667,2.2796352583586628,4
106,85,1316,1231,15.48235294117647,6.458966565349544,4
107,1660,5262,3602,3.169879518072289,31.546940326871916,2
108,766,5262,4496,6.869451697127937,14.557202584568603,2
109,0,1315,1315,inf,0.0,4
110,1110,10524,9414,9.481081081081081,10.547320410490308,1
111,730,5262,4532,7.208219178082191,13.87305207145572,2
112,943,10524,9581,11.160127253446447,8.96047130368681,1
113,0,329,329,inf,0.0,6
114,552,2631,2079,4.766304347826087,20.980615735461804,3
115,596,5262,4666,8.828859060402685,11.326491828202204,2
116,8,165,157,20.625,4.848484848484849,7
117,0,2,2,inf,0.0,13
118,0,1315,1315,inf,0.0,4
119,180,1316,1136,7.311111111111111,13.677811550151976,4
120,897,5262,4365,5.866220735785953,17.046750285062714,2
121,760,10524,9764,13.847368421052632,7.221588749524896,1
122,78,1316,1238,16.871794871794872,5.927051671732523,4
123,0,1315,1315,inf,0.0,4
124,1150,2631,1481,2.287826086956522,43.709616115545415,3
125,0,1316,1316,inf,0.0,4
126,404,658,254,1.6287128712871286,61.39817629179332,5
127,291,1316,1025,4.52233676975945,22.112462006079028,4
128,523,1316,793,2.5162523900573612,39.74164133738602,4
129,529,2631,2102,4.973534971644613,20.106423413150893,3
130,414,1315,901,3.176328502415459,31.482889733840302,4
131,0,1315,1315,inf,0.0,4
132,497,2631,2134,5.293762575452717,18.890155834283544,3
133,896,5262,4366,5.872767857142857,17.02774610414291,2
134,795,5262,4467,6.618867924528302,15.108323831242872,2
135,0,1316,1316,inf,0.0,4
136,1137,2631,1494,2.3139841688654355,43.21550741163056,3
137,1002,10524,9522,10.502994011976048,9.52109464082098,1
138,1562,5262,3700,3.3687580025608193,29.68453059673128,2
139,578,10524,9946,18.207612456747405,5.492208285822882,1
140,388,1315,927,3.3891752577319587,29.50570342205323,4
141,136,1316,1180,9.676470588235293,10.33434650455927,4
142,769,5262,4493,6.8426527958387515,14.614215127328013,2
143,1001,2631,1630,2.6283716283716285,38.04637020144432,3
144,892,2631,1739,2.9495515695067263,33.9034587609274,3
145,1247,5262,4015,4.219727345629511,23.698213606993537,2
146,0,1316,1316,inf,0.0,4
147,606,2631,2025,4.341584158415841,23.033067274800455,3
148,746,2631,1885,3.526809651474531,28.354237932345118,3
149,1194,2631,1437,2.2035175879396984,45.38198403648803,3
150,131,5262,5131,40.16793893129771,2.489547700494109,2
151,35,5262,5227,150.34285714285716,0.6651463321930825,2
152,880,5262,4382,5.9795454545454545,16.723679209426074,2
153,1157,5262,4105,4.547968885047537,21.987837324211327,2
154,0,5262,5262,inf,0.0,2
155,348,1316,968,3.781609195402299,26.443768996960486,4
156,0,657,657,inf,0.0,5
157,0,1315,1315,inf,0.0,4
158,993,5262,4269,5.2990936555891235,18.87115165336374,2
159,0,1316,1316,inf,0.0,4
160,58,329,271,5.672413793103448,17.62917933130699,6
161,0,5262,5262,inf,0.0,2
162,0,5262,5262,inf,0.0,2
163,34,5262,5228,154.76470588235293,0.6461421512732801,2
164,818,2631,1813,3.2163814180929093,31.090839984796652,3
165,849,2631,1782,3.0989399293286217,32.2690992018244,3
166,803,2631,1828,3.276463262764633,30.520714557202584,3
167,98,5262,5164,53.69387755102041,1.8624097301406308,2
168,65,5262,5197,80.95384615384616,1.2352717597871532,2
169,1028,5262,4234,5.118677042801556,19.53629798555682,2
170,946,5262,4316,5.562367864693446,17.977955150133027,2
171,0,1316,1316,inf,0.0,4
172,1189,5262,4073,4.425567703952901,22.595971113645003,2
173,0,328,328,inf,0.0,6
174,635,2631,1996,4.143307086614173,24.135309768148993,3
175,1328,10524,9196,7.924698795180723,12.618776130748765,1
176,0,5262,5262,inf,0.0,2
177,0,1315,1315,inf,0.0,4
178,1012,5262,4250,5.199604743083004,19.232231090839985,2
179,375,2631,2256,7.016,14.253135689851767,3
180,1049,2631,1582,2.508102955195424,39.870771569745344,3
181,0,329,329,inf,0.0,6
182,1421,2631,1210,1.8515130190007036,54.00988217407829,3
183,4,1316,1312,329.0,0.303951367781155,4
184,712,5262,4550,7.390449438202247,13.53097681489928,2
185,463,2631,2168,5.682505399568035,17.597871531736985,3
186,0,329,329,inf,0.0,6
187,0,2,2,inf,0.0,13
188,928,5262,4334,5.670258620689655,17.635879893576586,2
189,514,1316,802,2.5603112840466924,39.05775075987842,4
190,1189,5262,4073,4.425567703952901,22.595971113645003,2
191,828,5262,4434,6.355072463768116,15.735461801596351,2
192,1038,2631,1593,2.5346820809248554,39.45267958950969,3
193,0,5262,5262,inf,0.0,2
194,80,657,577,8.2125,12.1765601217656,5
195,872,2631,1759,3.0172018348623855,33.14329152413531,3
196,995,5262,4267,5.288442211055276,18.909160015203344,2
197,1079,5262,4183,4.876737720111214,20.505511212466743,2
198,859,2631,1772,3.062863795110594,32.649182820220446,3
199,1018,10524,9506,10.337917485265226,9.673128088179398,1
200,1341,10524,9183,7.847874720357942,12.742303306727479,1
201,591,10524,9933,17.80710659898477,5.615735461801597,1
202,0,329,329,inf,0.0,6
203,554,5262,4708,9.498194945848375,10.528316229570505,2
204,0,1316,1316,inf,0.0,4
205,1339,10524,9185,7.859596713965646,12.723299125807678,1
206,0,329,329,inf,0.0,6
207,612,2631,2019,4.299019607843137,23.261117445838085,3
208,0,1316,1316,inf,0.0,4
209,699,10524,9825,15.055793991416309,6.6419612314709235,1
210,1259,2631,1372,2.089753772835584,47.852527556062334,3
211,151,1316,1165,8.71523178807947,11.4741641337386,4
212,816,5262,4446,6.448529411764706,15.507411630558723,2
213,65,5262,5197,80.95384615384616,1.2352717597871532,2
214,0,5262,5262,inf,0.0,2
215,492,2631,2139,5.347560975609756,18.70011402508552,3
216,0,1316,1316,inf,0.0,4
217,850,5262,4412,6.1905882352941175,16.153553781832002,2
218,477,5262,4785,11.031446540880504,9.064994298745724,2
219,85,5262,5177,61.90588235294118,1.6153553781832004,2
220,0,1316,1316,inf,0.0,4
221,1240,2631,1391,2.121774193548387,47.13036868110984,3
222,0,5262,5262,inf,0.0,2
223,779,5262,4483,6.754813863928113,14.804256936526036,2
224,1921,5262,3341,2.739198334200937,36.507031546940325,2
225,864,2631,1767,3.045138888888889,32.839224629418474,3
226,488,5262,4774,10.782786885245901,9.27404028886355,2
227,1063,5262,4199,4.950141110065851,20.201444317749907,2
228,289,5262,4973,18.207612456747405,5.492208285822882,2
229,252,1315,1063,5.218253968253968,19.163498098859318,4
230,1275,10524,9249,8.254117647058823,12.115165336374002,1
231,1593,10524,8931,6.606403013182674,15.136830102622579,1
232,900,5262,4362,5.846666666666667,17.103762827822123,2
233,1713,5262,3549,3.0718038528896674,32.554161915621435,2
234,602,5262,4660,8.740863787375416,11.44051691372102,2
235,561,5262,4701,9.379679144385026,10.661345496009123,2
236,1022,5262,4240,5.148727984344423,19.42227290003801,2
237,736,2631,1895,3.5747282608695654,27.974154313949068,3
238,558,1316,758,2.3584229390681,42.401215805471125,4
239,216,1316,1100,6.092592592592593,16.41337386018237,4
240,1101,10524,9423,9.55858310626703,10.461801596351197,1
241,607,5262,4655,8.668863261943986,11.535537818320032,2
242,615,2631,2016,4.278048780487805,23.3751425313569,3
243,1745,5262,3517,3.0154727793696274,33.162295705055115,2
244,782,1315,533,1.6815856777493605,59.467680608365015,4
245,679,1316,637,1.9381443298969072,51.59574468085106,4
246,1020,5262,4242,5.158823529411765,19.384264538198405,2
247,1015,2631,1616,2.5921182266009852,38.57848726719879,3
248,828,1316,488,1.5893719806763285,62.91793313069909,4
249,199,5262,5063,26.44221105527638,3.7818320030406687,2
250,105,1316,1211,12.533333333333333,7.9787234042553195,4
