SRC Query,Depth,BBoxes,Data Size
"[[(148.88, 169.35999999999999), (168.07, 188.54999999999998)]]",5,"[[128, 192], [160, 192]]",2048
"[[(144.67, 165.14999999999998), (171.04, 191.51999999999998)]]",5,"[[128, 192], [160, 192]]",2048
"[[(202.63, 223.10999999999999), (104.7, 125.18)]]",6,"[[192, 224], [96, 128]]",1024
"[[(192.88, 213.35999999999999), (49.78, 70.26)]]",2,"[[128, 255], [0, 128]]",16384
"[[(204.47, 224.95), (46.74, 67.22)]]",2,"[[128, 255], [0, 128]]",16384
"[[(201.96, 222.44), (213.98, 234.45999999999998)]]",4,"[[192, 255], [192, 255]]",4096
"[[(60.66, 81.14), (129.9, 150.38)]]",3,"[[0, 128], [128, 192]]",8192
"[[(96.58, 117.06), (168.05, 188.53)]]",6,"[[96, 128], [160, 192]]",1024
"[[(62.77, 83.25), (3.93, 24.41)]]",3,"[[0, 128], [0, 64]]",8192
"[[(156.26, 176.73999999999998), (208.83, 229.31)]]",4,"[[128, 192], [192, 255]]",4096
"[[(177.73, 198.20999999999998), (116.54, 137.02)]]",0,"[(0, 255), (0, 255)]",65536
"[[(34.02, 54.5), (41.8, 62.28)]]",6,"[[32, 64], [32, 64]]",1024
"[[(233.87, 254.35), (101.19, 121.67)]]",6,"[[224, 255], [96, 128]]",1024
"[[(106.88, 127.36), (56.82, 77.3)]]",2,"[[0, 128], [0, 128]]",16384
"[[(108.73, 129.21), (204.72, 225.2)]]",1,"[(0, 255), [128, 255]]",32768
"[[(94.75, 115.23), (171.81, 192.29)]]",2,"[[0, 128], [128, 255]]",16384
"[[(184.25, 204.73), (109.5, 129.98)]]",0,"[(0, 255), (0, 255)]",65536
"[[(96.55, 117.03), (182.43, 202.91)]]",2,"[[0, 128], [128, 255]]",16384
"[[(171.45, 191.92999999999998), (114.23, 134.71)]]",0,"[(0, 255), (0, 255)]",65536
"[[(156.08, 176.56), (146.46, 166.94)]]",4,"[[128, 192], [128, 192]]",4096
"[[(1.3, 21.78), (127.92, 148.4)]]",0,"[(0, 255), (0, 255)]",65536
"[[(197.99, 218.47), (214.4, 234.88)]]",4,"[[192, 255], [192, 255]]",4096
"[[(189.12, 209.6), (168.9, 189.38)]]",3,"[[128, 255], [128, 192]]",8192
"[[(216.75, 237.23), (23.2, 43.68)]]",4,"[[192, 255], [0, 64]]",4096
