SRC Query,Depth,BBoxes,Data Size
"[[(23.98, 38.49), (14.83, 16.05)]]",2,"[[0, 50], [0, 50]]",2500
"[[(59.22, 76.67), (46.08, 60.41)]]",1,"[[50, 99], (0, 99)]",5000
"[[(20.19, 22.06), (36.62, 49.81)]]",5,"[[12, 25], [25, 50]]",325
"[[(75.27, 86.6), (58.24, 64.22)]]",5,"[[75, 87], [50, 75]]",300
"[[(60.03, 73.3), (37.64, 50.9)]]",1,"[[50, 99], (0, 99)]",5000
"[[(21.7, 26.25), (77.43, 92.54)]]",2,"[[0, 50], [50, 99]]",2500
"[[(58.44, 69.1), (2.25, 13.85)]]",4,"[[50, 75], [0, 25]]",625
"[[(50.62, 63.46), (81.09, 88.3)]]",4,"[[50, 75], [75, 99]]",625
"[[(59.43, 76.96), (36.94, 42.86)]]",2,"[[50, 99], [0, 50]]",2500
"[[(24.2, 29.69), (43.86, 54.34)]]",1,"[[0, 50], (0, 99)]",5000
"[[(73.69, 90.21), (41.63, 44.92)]]",2,"[[50, 99], [0, 50]]",2500
"[[(54.15, 66.06), (80.92, 86.68)]]",4,"[[50, 75], [75, 99]]",625
"[[(62.21, 67.63), (28.7, 37.56)]]",5,"[[62, 75], [25, 50]]",325
"[[(40.85, 49.81), (17.77, 23.24)]]",6,"[[37, 50], [12, 25]]",169
"[[(75.0, 77.88), (37.3, 55.11)]]",1,"[[50, 99], (0, 99)]",5000
"[[(68.51, 72.61), (44.16, 59.15)]]",1,"[[50, 99], (0, 99)]",5000
"[[(65.16, 77.62), (15.37, 28.6)]]",2,"[[50, 99], [0, 50]]",2500
"[[(24.39, 37.38), (58.56, 76.13)]]",2,"[[0, 50], [50, 99]]",2500
"[[(74.55, 91.82), (29.74, 40.99)]]",2,"[[50, 99], [0, 50]]",2500
"[[(31.18, 48.45), (14.16, 15.67)]]",4,"[[25, 50], [0, 25]]",625
"[[(25.64, 31.94), (3.59, 15.2)]]",5,"[[25, 37], [0, 25]]",300
"[[(70.73, 83.13), (15.95, 21.62)]]",2,"[[50, 99], [0, 50]]",2500
"[[(65.3, 74.7), (32.48, 41.38)]]",5,"[[62, 75], [25, 50]]",325
"[[(24.3, 31.57), (16.88, 25.19)]]",2,"[[0, 50], [0, 50]]",2500
"[[(36.78, 39.21), (74.43, 78.92)]]",3,"[[25, 50], [50, 99]]",1250
"[[(41.99, 59.61), (75.65, 89.55)]]",0,"[(0, 99), (0, 99)]",10000
"[[(1.71, 16.49), (76.47, 88.35)]]",4,"[[0, 25], [75, 99]]",625
"[[(18.21, 20.29), (23.56, 38.71)]]",3,"[[0, 25], [0, 50]]",1250
"[[(71.7, 74.96), (62.32, 78.52)]]",3,"[[50, 75], [50, 99]]",1250
"[[(28.54, 33.77), (76.49, 89.69)]]",5,"[[25, 37], [75, 99]]",300
"[[(62.45, 65.01), (64.28, 69.6)]]",7,"[[62, 68], [62, 75]]",78
"[[(68.91, 81.46), (33.89, 41.54)]]",2,"[[50, 99], [0, 50]]",2500
"[[(27.05, 29.87), (43.4, 45.3)]]",8,"[[25, 31], [43, 50]]",42
"[[(70.87, 78.65), (9.13, 15.41)]]",2,"[[50, 99], [0, 50]]",2500
"[[(74.79, 84.12), (35.97, 53.45)]]",1,"[[50, 99], (0, 99)]",5000
"[[(1.91, 6.62), (15.71, 20.36)]]",6,"[[0, 12], [12, 25]]",156
"[[(57.24, 63.44), (44.59, 58.42)]]",1,"[[50, 99], (0, 99)]",5000
"[[(71.6, 75.23), (64.68, 65.75)]]",2,"[[50, 99], [50, 99]]",2500
"[[(23.33, 26.5), (52.88, 65.31)]]",2,"[[0, 50], [50, 99]]",2500
"[[(68.57, 82.67), (30.5, 42.81)]]",2,"[[50, 99], [0, 50]]",2500
"[[(63.68, 72.13), (1.54, 3.28)]]",6,"[[62, 75], [0, 12]]",156
"[[(35.63, 44.08), (61.19, 70.36)]]",4,"[[25, 50], [50, 75]]",625
"[[(79.7, 81.0), (3.83, 17.67)]]",5,"[[75, 87], [0, 25]]",300
"[[(68.3, 79.95), (72.65, 89.73)]]",2,"[[50, 99], [50, 99]]",2500
"[[(31.8, 39.63), (44.25, 57.97)]]",1,"[[0, 50], (0, 99)]",5000
"[[(34.05, 36.76), (71.51, 82.61)]]",3,"[[25, 50], [50, 99]]",1250
"[[(59.69, 62.53), (2.72, 13.51)]]",4,"[[50, 75], [0, 25]]",625
"[[(77.12, 92.59), (2.0, 4.95)]]",4,"[[75, 99], [0, 25]]",625
"[[(73.45, 76.76), (20.26, 31.1)]]",2,"[[50, 99], [0, 50]]",2500
"[[(32.48, 49.77), (6.33, 24.0)]]",4,"[[25, 50], [0, 25]]",625
"[[(11.05, 22.33), (20.56, 36.31)]]",3,"[[0, 25], [0, 50]]",1250
"[[(58.31, 69.79), (9.08, 24.59)]]",4,"[[50, 75], [0, 25]]",625
"[[(42.94, 45.15), (50.41, 67.13)]]",5,"[[37, 50], [50, 75]]",325
