SRC Query,Depth,BBoxes,Data Size
"[34.44107680166449, -123.82465764264377, 35.40105701700236, -122.8344924343777]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[33.63214103235374, -122.55530438398544, 34.63115085148494, -121.56286975156152]",6,"[32.541302, -124.389343, 34.877285, -119.686722]",328
"[33.408949944219685, -118.97073310693595, 34.36531216868902, -117.9715643843872]",4,"[32.541302, -119.04274, 35.551353, -117.970444]",1316
"[38.173242711155076, -117.52588786347002, 39.14497496842748, -116.55830155011121]",6,"[38.167072, -120.130302, 39.235634, -114.294258]",329
"[39.41592062175527, -123.45510994923474, 40.38211504689614, -122.49300893602677]",4,"[38.448597, -123.508522, 40.623413, -122.449608]",1316
"[37.948554860137946, -119.93087965867319, 38.92189181156655, -118.95379190530495]",4,"[37.808262, -120.781853, 40.125786, -114.294258]",1316
"[40.50587757059736, -122.9482239816203, 41.46450876893762, -121.95307831769836]",5,"[40.056881, -123.049553, 41.529346, -121.790939]",658
"[40.45983573137675, -123.31803494097883, 41.423782010061586, -122.32907578200546]",3,"[39.543308, -124.389343, 42.017231, -121.790939]",2631
"[39.00572430309675, -122.06884832540757, 39.98189699244488, -121.06976267366741]",3,"[37.999825, -122.727531, 40.328793, -120.673553]",2631
"[39.36347367768545, -118.85862144268488, 40.34745058487887, -117.89591888928268]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[40.82016747349754, -124.1448274331222, 41.793225766613546, -123.16921802139652]",5,"[40.575794, -124.389343, 42.017231, -123.049553]",658
"[38.1060865620474, -118.79394102178591, 39.05532790824063, -117.81083856934697]",4,"[37.808262, -120.781853, 40.125786, -114.294258]",1316
"[39.94545386443561, -122.83344933035248, 40.92970829559187, -121.86424178936026]",4,"[39.543308, -123.049553, 42.017231, -121.790939]",1316
"[39.46779428935927, -115.48831621346453, 40.43752818007254, -114.49513287930675]",6,"[39.36422, -120.520393, 41.062244, -114.294258]",329
"[35.59649941942442, -116.778808435264, 36.550793513781144, -115.80410545970388]",5,"[34.925854, -116.941383, 37.009014, -114.294258]",658
"[38.31316218551113, -120.54917434662116, 39.30358173730838, -119.59499829253072]",4,"[37.808262, -120.781853, 40.125786, -114.294258]",1316
"[35.15526324158319, -120.85151054974409, 36.134362827125095, -119.89509999516679]",4,"[34.6339, -124.389343, 36.289566, -119.650307]",1315
"[37.192159896850576, -117.05842078898908, 38.15077996338944, -116.07663364278743]",4,"[37.009014, -120.322968, 38.773846, -114.294258]",1316
"[33.852168653314884, -123.81175025538994, 34.80411205706746, -122.86172672578513]",6,"[32.541302, -124.389343, 34.877285, -119.686722]",328
"[36.09692609497169, -115.48726832484616, 37.08098417626555, -114.51230328099604]",4,"[35.432095, -118.646698, 37.084129, -114.294258]",1316
"[39.31267268313939, -124.05991710527724, 40.26201997136404, -123.09108698680615]",4,"[38.448597, -124.389343, 40.623413, -123.040558]",1315
"[40.660967464876684, -120.90321591323217, 41.65182508856657, -119.94139852570449]",5,"[40.213436, -120.90374, 42.017231, -114.294258]",658
"[34.810909221248664, -124.1450537798795, 35.80146040344746, -123.16322070145519]",4,"[34.6339, -124.389343, 36.289566, -119.650307]",1315
"[39.38047064370653, -121.40800554096401, 40.331432994814904, -120.41452487379051]",3,"[38.773846, -121.790939, 42.017231, -114.294258]",2631
"[39.05412804770434, -120.71392491352393, 40.01127074542989, -119.75208742672265]",5,"[38.773846, -120.90374, 40.213436, -114.294258]",658
"[38.99036592251121, -123.00132748362877, 39.94230124676055, -122.02708602535539]",5,"[38.878902, -123.040558, 39.965759, -121.790939]",658
"[35.63902107966765, -123.35164537711312, 36.59986133409002, -122.3954066320397]",4,"[35.551353, -124.389343, 37.009014, -119.712936]",1315
"[39.446377036839635, -116.18338791311369, 40.44215608865447, -115.2061007913967]",6,"[39.36422, -120.520393, 41.062244, -114.294258]",329
"[34.90533508836264, -122.13589331426978, 35.8553312612177, -121.17499996305231]",4,"[34.6339, -124.389343, 36.289566, -119.650307]",1315
"[39.7399785829895, -115.94473109024422, 40.70175812725509, -114.95918012727797]",6,"[39.36422, -120.520393, 41.062244, -114.294258]",329
"[34.98329901378275, -119.91756040250925, 35.96188210350826, -118.93931818822858]",4,"[34.6339, -120.470863, 36.289566, -118.862312]",1316
"[40.1740616871881, -116.65442343665848, 41.14895530267006, -115.70074022989039]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[38.82149470961617, -116.0215254030449, 39.79554205738145, -115.07106719265569]",6,"[38.773846, -120.430931, 40.213436, -114.294258]",329
"[37.239235520982696, -117.507452094885, 38.20361969574157, -116.52580288354032]",4,"[37.009014, -120.322968, 38.773846, -114.294258]",1316
"[35.75887621509372, -122.97772034248612, 36.75066344462986, -122.00785922938198]",4,"[35.551353, -124.389343, 37.009014, -119.712936]",1315
"[33.15233583809967, -116.32272289592083, 34.1038951905439, -115.36709153802607]",2,"[32.541302, -117.970444, 37.009014, -114.294258]",5262
"[34.85482027740228, -115.90301706960881, 35.83980049566429, -114.9495509215814]",4,"[34.003124, -116.941383, 37.009014, -114.294258]",1316
"[37.04903335343269, -119.96951669294522, 38.01096114555509, -118.97244652931943]",4,"[37.009014, -120.322968, 38.773846, -114.294258]",1316
"[37.42105319238123, -123.59107058033058, 38.370956440633975, -122.62906935708308]",5,"[37.009014, -124.389343, 38.777004, -122.457283]",657
"[40.63231493570332, -119.67827718178759, 41.61476174220472, -118.70120192470365]",6,"[40.213436, -120.495163, 42.017231, -114.294258]",329
"[39.430451316012785, -121.8753285057151, 40.42719678000012, -120.88000512517868]",3,"[39.077091, -122.727531, 42.017231, -120.673553]",2631
"[40.989889506960516, -115.84351871325453, 41.97237187276135, -114.86385487688656]",6,"[40.213436, -120.495163, 42.017231, -114.294258]",329
"[33.40247252221162, -120.72846976079553, 34.36841126608152, -119.7571441632253]",7,"[32.541302, -124.389343, 34.609451, -119.686722]",164
"[36.729415824147274, -123.13566723206642, 37.71106917818677, -122.1709343248632]",4,"[34.735394, -124.389343, 37.859238, -121.246536]",1315
"[40.18312886781747, -124.2326615059427, 41.16323425003759, -123.27489347849257]",5,"[40.06641, -124.389343, 41.311062, -123.049553]",658
"[34.707159102042496, -121.02999689264878, 35.68054809995423, -120.05529956448062]",4,"[34.6339, -124.389343, 36.289566, -119.650307]",1315
"[33.732596004042364, -124.15303786003997, 34.68440637256863, -123.191213432869]",6,"[32.541302, -124.389343, 34.877285, -119.686722]",328
"[40.532638187931425, -121.83997395726125, 41.4954959292699, -120.8727218151356]",3,"[39.077091, -122.727531, 42.017231, -120.673553]",2631
"[34.79785403001982, -120.93628968050352, 35.77060730031061, -119.9728498551075]",4,"[34.6339, -124.389343, 36.289566, -119.650307]",1315
"[40.676313194148925, -119.67699268871469, 41.662610463004604, -118.68892111136859]",6,"[40.213436, -120.495163, 42.017231, -114.294258]",329
"[34.02075826234894, -116.14007795298814, 34.9901300608284, -115.14253198455903]",4,"[34.003124, -116.941383, 37.009014, -114.294258]",1316
"[39.14872890269496, -121.21574448907182, 40.13111680524705, -120.24811936433758]",3,"[38.773846, -121.790939, 42.017231, -114.294258]",2631
"[34.8067393887886, -123.1631165232855, 35.76135098455535, -122.18273479149752]",4,"[34.6339, -124.389343, 36.289566, -119.650307]",1315
"[38.236770820116924, -124.27978414314582, 39.22806329636703, -123.300466783076]",4,"[37.009014, -124.389343, 39.543308, -122.457283]",1315
"[38.67663589758763, -123.46478609833014, 39.658394794257475, -122.5022737790299]",4,"[38.448597, -123.508522, 40.623413, -122.449608]",1316
"[37.547434866077346, -118.71834053052483, 38.52224077399479, -117.73494047008263]",4,"[37.009014, -120.322968, 38.773846, -114.294258]",1316
"[36.560479875624004, -116.71828665600185, 37.54467122411592, -115.76477173438242]",4,"[36.160179, -119.067078, 39.192303, -114.294258]",1316
