SRC Query,Depth,BBoxes,Data Size
"[[(7.509101362998842, 12.188458577470673), (4.643276361067742, 5.704273225313626)]]",2,"[[0, 16], [0, 16]]",256
"[[(18.542383376124068, 24.022714560979942), (14.428949991857237, 19.05845074013549)]]",1,"[[16, 31], (0, 31)]",512
"[[(6.323494737597102, 7.559711039047467), (11.465774675272822, 15.784473527080188)]]",5,"[[4, 8], [8, 16]]",32
"[[(23.568797783723102, 27.38255106037994), (18.237762800871092, 20.592725712371774)]]",2,"[[16, 31], [16, 31]]",256
"[[(18.795996758991574, 23.135776451615417), (11.787383579045251, 16.126150272917933)]]",1,"[[16, 31], (0, 31)]",512
"[[(6.7950140040656555, 8.76097354701229), (24.245378721625155, 29.086581421789028)]]",2,"[[0, 16], [16, 31]]",256
"[[(18.300599090317533, 21.929797188674772), (0.7045064807493099, 4.590958251171308)]]",4,"[[16, 24], [0, 8]]",64
"[[(15.849432145304979, 20.072427756524654), (25.392307592736245, 28.083692242288)]]",0,"[(0, 31), (0, 31)]",1024
"[[(18.607969335690942, 24.10843140630916), (11.566145642088555, 13.906585936252604)]]",2,"[[16, 31], [0, 16]]",256
"[[(7.577508824192595, 9.800243601980709), (13.73518720025214, 17.31675511213942)]]",1,"[[0, 16], (0, 31)]",512
"[[(23.075698722182892, 28.302680389882667), (13.03448914753038, 14.658857049077094)]]",2,"[[16, 31], [0, 16]]",256
"[[(16.95626161416219, 20.927406196065686), (25.338427366125455, 27.6344798202629)]]",4,"[[16, 24], [24, 31]]",64
"[[(19.48103684902099, 21.685276129031553), (8.986208930565946, 12.125914139561985)]]",4,"[[16, 24], [8, 16]]",64
"[[(12.792313787811736, 15.95954478555371), (5.563549029461314, 7.781361845497286)]]",6,"[[12, 16], [4, 8]]",16
"[[(23.48416174360355, 24.99554043617725), (11.679733657117978, 17.258200558778352)]]",1,"[[16, 31], (0, 31)]",512
"[[(21.452050253671896, 23.297013068483196), (13.828663088140484, 18.638875269268873)]]",1,"[[16, 31], (0, 31)]",512
"[[(20.4043210791468, 24.52574249564444), (4.813653630713261, 9.145069570974005)]]",2,"[[16, 31], [0, 16]]",256
"[[(7.638015404496704, 11.902235107394723), (18.33569228152692, 23.84642686211157)]]",2,"[[0, 16], [16, 31]]",256
"[[(23.344596870996796, 28.77590947508061), (9.31213175007042, 13.103547308419849)]]",2,"[[16, 31], [0, 16]]",256
"[[(9.76373251440015, 15.194678012333547), (4.433528852653019, 5.573025134717377)]]",4,"[[8, 16], [0, 8]]",64
"[[(8.027931370047108, 10.471625429971963), (1.1244842849475785, 5.013066215186434)]]",5,"[[8, 12], [0, 8]]",32
"[[(22.147075389742966, 26.251633414238412), (4.995320271870946, 7.265650104815477)]]",2,"[[16, 31], [0, 16]]",256
"[[(20.44798468778463, 23.73412890938949), (10.169970323997326, 13.321209368251754)]]",5,"[[20, 24], [8, 16]]",32
"[[(7.6076780836996125, 10.314361104707682), (5.287012831214472, 8.276703455529614)]]",2,"[[0, 16], [0, 16]]",256
"[[(11.518151529544111, 12.907698367620537), (23.30765554601309, 25.25897032830632)]]",3,"[[8, 16], [16, 31]]",128
"[[(13.14818419946514, 18.672560444875323), (23.687292350579785, 28.19987679636502)]]",0,"[(0, 31), (0, 31)]",1024
"[[(0.5359714921030517, 5.288697078283661), (23.945307098977352, 27.906571894901855)]]",3,"[[0, 8], [16, 31]]",128
"[[(5.702521532386897, 6.997108396874591), (7.378081491202793, 12.231099137960403)]]",3,"[[0, 8], [0, 16]]",128
"[[(22.44999871505525, 24.066469045384824), (19.512893662914315, 24.65177881542431)]]",2,"[[16, 31], [16, 31]]",256
"[[(8.93566053763723, 11.088591153691654), (23.951761277260676, 28.274308240274383)]]",3,"[[8, 16], [16, 31]]",128
"[[(19.556022301404344, 20.98153605913531), (20.127417027941316, 22.302741051613747)]]",4,"[[16, 24], [16, 24]]",64
"[[(21.578707778914826, 25.72278258257504), (10.612066030293795, 13.421569566580217)]]",2,"[[16, 31], [0, 16]]",256
"[[(8.470637054443616, 9.967516318651958), (13.589448640971858, 14.834165092336093)]]",7,"[[8, 10], [12, 16]]",8
"[[(22.19215433538324, 25.0373900622017), (2.858063738543903, 5.2960630358856875)]]",2,"[[16, 31], [0, 16]]",256
"[[(23.418870535526054, 26.687707373653097), (11.26286644241737, 16.75053868840194)]]",1,"[[16, 31], (0, 31)]",512
"[[(0.5973833392411738, 2.6076249364301614), (4.918757239716707, 6.913071411508873)]]",6,"[[0, 4], [4, 8]]",16
"[[(17.92414611246036, 20.34010217611145), (13.96180193045365, 18.45434071065893)]]",1,"[[16, 31], (0, 31)]",512
"[[(22.41925443955747, 24.135334991763862), (20.253853473347515, 21.2722670748481)]]",2,"[[16, 31], [16, 31]]",256
"[[(7.305401165344767, 8.896176286284307), (16.55745097510224, 20.66998498125457)]]",2,"[[0, 16], [16, 31]]",256
"[[(21.470589866657033, 26.038240335932286), (9.550418419608016, 13.63070143722343)]]",2,"[[16, 31], [0, 16]]",256
"[[(19.94137299175452, 22.970841148574646), (0.4820247523265901, 1.6838170693597534)]]",4,"[[16, 24], [0, 8]]",64
"[[(11.157965485024333, 14.18714191211222), (19.16046935682712, 22.384391468824653)]]",4,"[[8, 16], [16, 24]]",64
"[[(24.95803240923452, 26.040586604802563), (1.2003751763356556, 5.6957274213510125)]]",5,"[[24, 28], [0, 8]]",32
"[[(21.386672396833475, 25.28606070232979), (22.75045717048592, 28.12814700840838)]]",2,"[[16, 31], [16, 31]]",256
"[[(9.957736349416592, 12.817840511981174), (13.85527888337748, 18.31940794563869)]]",1,"[[0, 16], (0, 31)]",512
"[[(10.662485298423952, 12.129062085871931), (22.392231683756883, 26.141945538335268)]]",3,"[[8, 16], [16, 31]]",128
"[[(18.691121323658898, 20.1934718607078), (0.8526926469479291, 4.51710160129824)]]",4,"[[16, 24], [0, 8]]",64
"[[(24.147674389153053, 29.088418149403733), (0.626226070135777, 2.1566926737513286)]]",4,"[[24, 31], [0, 8]]",64
"[[(22.998882873973617, 24.62735727544372), (6.343588969551188, 10.021796854206878)]]",2,"[[16, 31], [0, 16]]",256
"[[(10.171590046846463, 15.607907209185928), (1.9834807102222087, 7.522737516063712)]]",4,"[[8, 16], [0, 8]]",64
"[[(3.459524976196296, 7.2580639448583035), (6.439040802095078, 11.454891951989795)]]",3,"[[0, 8], [0, 16]]",128
