SRC Query,Depth,BBoxes,Data Size
"[36.3, -119.05, 37.7, -117.34]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[34.28, -117.0, 36.13, -115.97]",3,"[34.003124, -117.970444, 37.009014, -114.294258]",2631
"[35.86, -122.48, 37.3, -121.27]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[40.07, -123.4, 41.84, -122.1]",3,"[39.543308, -124.389343, 42.017231, -121.790939]",2631
"[39.23, -120.25, 40.99, -118.72]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[35.38, -120.22, 36.77, -118.52]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[35.53, -120.27, 36.68, -118.39]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[34.58, -116.54, 36.07, -115.53]",4,"[34.003124, -116.941383, 37.009014, -114.294258]",1316
"[32.97, -119.72, 34.75, -118.54]",3,"[32.541302, -124.389343, 35.551353, -117.970444]",2631
"[32.75, -122.94, 33.96, -121.42]",13,"[32.541302, -124.389343, 34.512501, -120.432167]",2
"[32.67, -118.19, 33.68, -116.97]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[37.94, -121.75, 39.35, -120.33]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[37.13, -124.22, 38.86, -123.2]",4,"[37.009014, -124.389343, 39.543308, -122.457283]",1315
"[38.59, -122.56, 40.05, -120.98]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[34.86, -121.84, 36.63, -120.0]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[36.86, -117.27, 38.01, -115.4]",0,"[32.541302, -124.389343, 42.017231, -114.294258]",21048
"[33.33, -121.96, 34.93, -120.51]",4,"[32.541302, -124.389343, 35.551353, -119.04274]",1315
"[35.11, -118.86, 36.3, -117.11]",1,"[32.541302, -124.389343, 37.009014, -114.294258]",10524
"[33.18, -116.92, 34.33, -115.73]",2,"[32.541302, -117.970444, 37.009014, -114.294258]",5262
"[39.78, -123.28, 41.57, -121.79]",1,"[37.009014, -124.389343, 42.017231, -114.294258]",10524
"[38.47, -119.71, 39.81, -118.51]",2,"[37.009014, -121.790939, 42.017231, -114.294258]",5262
"[38.82, -118.89, 39.83, -117.81]",6,"[38.773846, -120.430931, 40.213436, -114.294258]",329
"[34.37, -123.55, 36.04, -121.73]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
"[32.84, -116.33, 33.85, -115.07]",4,"[32.541302, -116.742416, 34.003124, -114.294258]",1316
"[34.17, -116.35, 35.72, -114.86]",4,"[34.003124, -116.941383, 37.009014, -114.294258]",1316
"[40.0, -119.04, 41.4, -117.46]",4,"[38.773846, -120.90374, 42.017231, -114.294258]",1316
"[35.08, -119.64, 36.57, -118.11]",2,"[32.541302, -124.389343, 37.009014, -117.970444]",5262
