SRC Query,Depth,BBoxes,Data Size
"[32.68, 54.99, 38.49, 62.35]",5,"[31, 50, 43, 75]",312
"[50.29, 20.17, 61.4, 21.45]",6,"[50, 12, 62, 25]",156
"[5.89, 5.98, 8.09, 17.92]",5,"[0, 0, 12, 25]",300
"[13.72, 2.95, 24.39, 4.8]",6,"[12, 0, 25, 12]",156
"[72.95, 37.83, 74.63, 50.49]",5,"[62, 37, 75, 62]",325
"[23.27, 3.64, 34.01, 8.27]",4,"[12, 0, 37, 25]",625
"[12.64, 7.91, 15.79, 14.87]",7,"[12, 6, 18, 18]",78
"[81.17, 58.45, 84.58, 68.68]",5,"[75, 50, 87, 75]",300
"[84.33, 78.72, 94.51, 89.35]",4,"[75, 75, 99, 99]",625
"[84.93, 0.55, 86.49, 10.85]",7,"[81, 0, 87, 12]",72
"[24.86, 50.47, 26.8, 59.53]",7,"[22, 50, 28, 62]",78
"[31.76, 84.56, 40.01, 92.69]",6,"[31, 81, 43, 93]",156
"[42.7, 64.48, 47.45, 75.36]",5,"[37, 62, 50, 87]",325
"[49.74, 43.04, 61.26, 50.77]",4,"[37, 37, 62, 62]",625
"[60.8, 65.24, 64.25, 77.16]",5,"[56, 62, 68, 87]",312
"[48.18, 53.66, 49.24, 62.2]",5,"[37, 50, 50, 75]",325
"[2.21, 54.97, 14.45, 63.85]",4,"[0, 50, 25, 75]",625
"[79.47, 56.19, 85.1, 69.62]",5,"[75, 50, 87, 75]",300
"[40.49, 71.78, 44.71, 73.8]",8,"[40, 68, 46, 75]",42
"[63.69, 60.02, 70.07, 73.02]",5,"[62, 50, 75, 75]",325
"[1.5, 58.82, 5.21, 65.08]",6,"[0, 56, 12, 68]",150
"[32.64, 56.53, 45.74, 61.54]",4,"[25, 50, 50, 75]",625
"[56.46, 51.43, 66.99, 58.27]",6,"[56, 50, 68, 62]",156
"[3.97, 32.53, 5.28, 37.09]",7,"[2, 31, 8, 43]",75
"[11.23, 75.23, 13.69, 77.65]",8,"[9, 75, 15, 80]",35
"[74.21, 26.54, 85.18, 35.49]",6,"[74, 25, 87, 37]",156
"[74.08, 32.37, 79.61, 35.41]",8,"[74, 31, 80, 37]",36
"[76.45, 40.76, 81.79, 47.79]",6,"[75, 37, 87, 50]",156
"[5.91, 30.58, 13.42, 33.37]",4,"[0, 25, 25, 50]",625
"[39.61, 18.21, 44.13, 21.06]",6,"[37, 12, 50, 25]",169
"[31.54, 16.89, 35.42, 21.4]",7,"[31, 12, 37, 25]",78
"[26.7, 80.81, 29.52, 91.89]",5,"[25, 75, 37, 99]",300
"[22.98, 29.07, 27.17, 37.19]",5,"[18, 25, 30, 50]",312
"[41.74, 13.52, 44.84, 19.51]",7,"[40, 12, 46, 25]",84
"[0.15, 6.87, 4.42, 11.91]",8,"[0, 6, 6, 12]",36
"[36.07, 4.68, 40.75, 17.29]",5,"[31, 0, 43, 25]",312
"[68.02, 41.67, 78.6, 45.7]",6,"[68, 37, 80, 50]",156
"[66.41, 40.07, 76.96, 48.6]",4,"[62, 25, 87, 50]",625
"[35.15, 54.57, 42.1, 67.33]",5,"[31, 50, 43, 75]",312
"[57.76, 53.8, 69.05, 55.23]",4,"[50, 50, 75, 75]",625
"[32.13, 84.63, 34.64, 92.92]",7,"[30, 81, 37, 93]",85
"[41.15, 59.03, 48.96, 62.02]",6,"[37, 56, 50, 68]",162
"[77.38, 69.85, 89.58, 82.91]",4,"[75, 62, 99, 87]",625
"[11.57, 23.8, 16.71, 36.7]",5,"[6, 12, 18, 37]",312
"[58.51, 59.58, 60.49, 63.5]",9,"[58, 59, 62, 64]",24
"[55.32, 41.88, 57.14, 52.0]",5,"[50, 37, 62, 62]",300
"[72.81, 37.6, 83.43, 51.34]",4,"[62, 37, 87, 62]",625
"[49.17, 68.44, 61.01, 72.51]",4,"[37, 50, 62, 75]",625
"[19.67, 5.16, 21.92, 7.48]",9,"[19, 3, 22, 8]",21
"[73.39, 74.37, 76.02, 82.23]",5,"[68, 62, 81, 87]",312
"[46.34, 1.47, 55.64, 9.55]",6,"[44, 0, 56, 12]",156
"[58.2, 51.18, 70.52, 58.8]",4,"[50, 50, 75, 75]",625
"[14.25, 44.16, 23.21, 51.9]",6,"[12, 43, 25, 55]",162
"[69.25, 6.69, 78.09, 9.04]",6,"[69, 0, 81, 12]",156
"[27.98, 16.84, 33.65, 24.48]",6,"[25, 12, 37, 25]",156
"[29.73, 22.55, 35.93, 33.46]",5,"[25, 12, 37, 37]",300
"[56.44, 19.52, 62.47, 26.69]",6,"[56, 18, 68, 30]",156
"[17.95, 60.56, 20.01, 68.2]",5,"[12, 50, 25, 75]",325
"[59.64, 45.9, 71.11, 51.28]",4,"[50, 37, 75, 62]",625
"[16.6, 26.4, 18.43, 33.34]",7,"[15, 25, 21, 37]",78
"[75.49, 57.67, 85.61, 67.02]",6,"[75, 56, 87, 68]",150
"[10.5, 79.35, 18.81, 83.19]",4,"[0, 75, 25, 99]",625
"[4.37, 47.91, 6.12, 56.51]",5,"[0, 37, 12, 62]",300
"[78.37, 53.38, 92.01, 58.43]",4,"[75, 50, 99, 75]",625
"[55.37, 24.67, 56.91, 32.59]",5,"[50, 12, 62, 37]",300
"[4.96, 49.89, 9.47, 53.29]",6,"[0, 44, 12, 56]",150
"[64.34, 66.21, 77.64, 76.37]",4,"[62, 62, 87, 87]",625
"[53.14, 24.19, 60.14, 31.85]",5,"[50, 12, 62, 37]",300
"[7.9, 58.31, 15.04, 60.86]",6,"[6, 50, 18, 62]",156
"[72.42, 69.8, 85.39, 72.12]",4,"[62, 50, 87, 75]",625
"[53.86, 74.2, 56.36, 78.14]",7,"[52, 69, 58, 81]",75
"[83.34, 59.76, 95.3, 70.69]",4,"[75, 50, 99, 75]",625
"[72.03, 40.87, 85.77, 44.51]",4,"[62, 25, 87, 50]",625
"[75.28, 53.17, 76.62, 59.3]",7,"[75, 50, 81, 62]",72
"[82.4, 83.92, 90.61, 92.89]",6,"[81, 81, 93, 93]",156
"[62.73, 69.22, 73.54, 80.82]",5,"[62, 62, 75, 87]",325
"[22.87, 30.16, 27.0, 42.9]",5,"[18, 25, 30, 50]",312
"[4.17, 51.12, 12.92, 54.82]",4,"[0, 50, 25, 75]",625
