SRC Query,Depth,BBoxes,Data Size
"[[(210096, 256711), [405503, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(228617, 275232), [29342, 75957]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(143863, 190478), [276172, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(262883, 309498), [220419, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(419053, 465668), [167140, 213755]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(257991, 304606), [195837, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(313977, 360592), [122643, 169258]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(272718, 319333), [81136, 127751]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(155881, 202496), [81384, 127999]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(404376, 450991), [57835, 104450]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(332320, 378935), [427234, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(139454, 186069), [287333, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(377830, 424445), [323687, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(85167, 131782), [170723, 217338]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(59897, 106512), [390759, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(46779, 93394), [366721, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(181235, 227850), [255655, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(301620, 348235), [60913, 107528]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(193605, 240220), [235748, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(173895, 220510), [328397, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(343883, 390498), [115322, 161937]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(297798, 344413), [258207, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(240215, 286830), [281456, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(144689, 191304), [40769, 87384]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(295793, 342408), [15478, 62093]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(57018, 103633), [385449, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(217215, 263830), [380494, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(419708, 466323), [358421, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(335936, 382551), [9783, 55331]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(328927, 375542), [266893, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(182775, 229390), [135996, 182611]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(390993, 437608), [178617, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(377028, 423643), [41138, 87753]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(108291, 154906), [305656, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(124353, 170968), [133220, 179835]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(82825, 129440), [292800, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(242982, 289597), [55940, 102555]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(50293, 96908), [175917, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(274424, 321039), [264644, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(65294, 111909), [166161, 212776]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(297139, 343754), [160732, 207347]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(378558, 425173), [73553, 120168]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(295133, 341748), [182574, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(291381, 337996), [114653, 161268]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(427247, 473862), [324359, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(295023, 341638), [316197, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(158932, 205547), [241419, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(56158, 102773), [320743, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(426464, 473079), [209916, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(174340, 220955), [309923, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(135050, 181665), [160333, 206948]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(104517, 151132), [107412, 154027]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(106017, 152632), [25404, 72019]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(329386, 376001), [352395, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(144461, 191076), [257956, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(44337, 90952), [55210, 101825]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(363963, 410578), [405319, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(76392, 123007), [86524, 133139]]]",1,"[[69337, 474275], (9783, 219328)]",309
"[[(28376, 74991), [50190, 96805]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(374763, 421378), [291547, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(366467, 413082), [213268, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
"[[(377888, 424503), [283144, 219328]]]",0,"[(8117, 474275), (9783, 219328)]",617
