BRC Query: Large,Points,Num Of Points
"[248876, 139212, 388723, 219328]","[(249218, 208706)]",1
"[119372, 100429, 259219, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[252022, 61957, 391869, 201804]",[],0
"[217960, 302750, 357807, 219328]",[],0
"[37346, 146703, 177193, 219328]",[],0
"[63006, 80039, 202853, 219328]","[(182621, 142145)]",1
"[38731, 13617, 178578, 153464]","[(67034, 13769), (44331, 13802), (49175, 14068), (41155, 14314), (53917, 14664), (65308, 14734), (44972, 14862), (50329, 14943), (42513, 15533), (51493, 15564), (54829, 15900), (39855, 16189), (51223, 16726), (63498, 17671), (41525, 17796), (63107, 18050), (45429, 18052), (53682, 18069), (40233, 19562), (50668, 19879), (64482, 19940), (44065, 20197), (54163, 20267), (55449, 20430), (49593, 20773), (53426, 21070), (60166, 21389), (58014, 21689), (44527, 21949), (49317, 22137), (41126, 22253), (46040, 22975), (47542, 24648), (40142, 26381), (60551, 27192), (53468, 27679), (59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (59458, 97155), (158074, 13700), (139379, 14023), (115607, 14151), (80255, 14211), (69969, 14216), (95698, 14228), (113212, 14272), (88748, 14276), (108221, 14539), (168299, 14657), (81522, 14734), (113997, 14770), (84540, 14828), (83357, 14829), (89325, 14834), (78971, 14940), (81807, 15030), (88006, 15197), (171536, 15407), (125111, 15411), (125429, 15748), (80282, 15888), (79695, 15889), (164496, 15993), (76820, 16004), (117428, 16207), (91779, 16340), (114056, 16475), (84227, 16516), (130706, 16530), (109712, 16598), (138819, 16651), (75988, 16684), (82405, 16839), (70320, 17096), (144008, 17433), (101506, 17559), (128703, 17618), (78083, 18380), (150585, 18421), (97661, 18559), (141934, 18755), (108072, 19082), (78438, 19163), (98057, 19225), (148995, 19294), (89429, 19819), (155423, 20233), (77898, 21019), (165683, 22519), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",105
"[143187, 229947, 283034, 219328]",[],0
"[283138, 312738, 422985, 219328]",[],0
"[157484, 43892, 297331, 183739]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[182974, 260623, 322821, 219328]",[],0
"[314497, 185574, 454344, 219328]",[],0
"[147311, 183431, 287158, 219328]","[(249218, 208706), (243245, 219327)]",2
"[129451, 32906, 269298, 172753]","[(145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",4
"[280710, 132939, 420557, 219328]",[],0
"[239960, 282488, 379807, 219328]",[],0
"[17472, 208719, 157319, 219328]",[],0
"[175203, 30470, 315050, 170317]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[283015, 114523, 422862, 219328]",[],0
"[67984, 302461, 207831, 219328]",[],0
"[135969, 23907, 275816, 163754]","[(260858, 24535), (145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",5
"[290613, 172196, 430460, 219328]",[],0
"[86599, 134461, 226446, 219328]","[(182621, 142145)]",1
"[308035, 266298, 447882, 219328]",[],0
"[291585, 267057, 431432, 219328]",[],0
"[235401, 102325, 375248, 219328]","[(249218, 208706), (243245, 219327)]",2
"[242319, 145719, 382166, 219328]","[(249218, 208706), (243245, 219327)]",2
"[98276, 28230, 238123, 168077]","[(98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (103123, 45841), (181333, 62750), (200563, 62770), (182621, 142145)]",8
"[197224, 163055, 337071, 219328]","[(249218, 208706), (243245, 219327)]",2
"[187226, 151849, 327073, 219328]","[(249218, 208706), (243245, 219327)]",2
"[128185, 213147, 268032, 219328]","[(243245, 219327)]",1
"[10986, 39216, 150833, 179063]","[(50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (103123, 45841), (97257, 47150), (72803, 67715)]",7
"[60681, 79292, 200528, 219139]","[(182621, 142145)]",1
"[321943, 181186, 461790, 219328]",[],0
"[303706, 94636, 443553, 219328]",[],0
"[18272, 29916, 158119, 169763]","[(59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",15
"[287977, 93381, 427824, 219328]",[],0
"[311865, 89341, 451712, 219328]",[],0
"[49298, 81281, 189145, 219328]","[(59458, 97155), (182621, 142145)]",2
"[87332, 295299, 227179, 219328]",[],0
"[105992, 221737, 245839, 219328]",[],0
"[212034, 17935, 351881, 157782]","[(277400, 19941), (306553, 24096), (260858, 24535)]",3
"[201708, 159223, 341555, 219328]","[(249218, 208706), (243245, 219327)]",2
"[188619, 303556, 328466, 219328]",[],0
"[16496, 132502, 156343, 219328]",[],0
"[316497, 13357, 456344, 153204]","[(358657, 15258), (337473, 17444)]",2
"[200835, 200710, 340682, 219328]","[(249218, 208706), (243245, 219327)]",2
"[187608, 53352, 327455, 193199]","[(200563, 62770)]",1
"[309413, 202605, 449260, 219328]",[],0
"[199616, 42046, 339463, 181893]","[(200563, 62770)]",1
"[222778, 106538, 362625, 219328]","[(249218, 208706), (243245, 219327)]",2
"[197330, 309664, 337177, 219328]",[],0
"[140403, 86924, 280250, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[119685, 283037, 259532, 219328]",[],0
"[105372, 322840, 245219, 219328]",[],0
"[78859, 273186, 218706, 219328]",[],0
"[66601, 175208, 206448, 219328]",[],0
"[313195, 313636, 453042, 219328]",[],0
"[301500, 333524, 441347, 219328]",[],0
"[58481, 331320, 198328, 219328]",[],0
"[94884, 195643, 234731, 219328]",[],0
"[142027, 253464, 281874, 219328]",[],0
"[145621, 242291, 285468, 219328]",[],0
"[105069, 215188, 244916, 219328]","[(243245, 219327)]",1
"[227579, 197063, 367426, 219328]","[(249218, 208706), (243245, 219327)]",2
"[59184, 174430, 199031, 219328]",[],0
"[86610, 144140, 226457, 219328]",[],0
"[102135, 184359, 241982, 219328]",[],0
"[242798, 50535, 382645, 190382]",[],0
"[204288, 204108, 344135, 219328]","[(249218, 208706), (243245, 219327)]",2
"[148664, 192573, 288511, 219328]","[(249218, 208706), (243245, 219327)]",2
"[85945, 225184, 225792, 219328]",[],0
"[116607, 112830, 256454, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[90801, 313345, 230648, 219328]",[],0
"[249149, 319860, 388996, 219328]",[],0
"[231940, 315675, 371787, 219328]",[],0
"[136162, 9783, 276009, 148789]","[(136248, 9783), (139599, 9783), (140019, 9783), (140329, 9783), (142342, 9783), (143901, 9783), (144911, 9783), (145861, 9783), (146478, 9783), (148084, 9783), (150098, 9783), (151150, 9783), (154464, 9783), (154911, 9783), (157902, 9783), (164328, 9783), (164539, 9783), (166991, 9783), (170262, 9783), (173186, 9783), (173951, 9783), (174921, 9783), (177495, 9783), (181053, 9783), (187887, 9783), (188015, 9783), (196757, 9783), (198025, 9783), (203374, 9783), (204027, 9783), (205920, 9783), (207521, 9783), (212790, 9783), (219955, 9783), (224952, 9783), (227412, 9783), (229455, 9783), (231832, 9783), (244813, 9783), (246186, 9783), (251023, 9783), (267796, 9783), (274283, 9783), (164153, 10413), (192522, 10541), (157004, 10618), (139551, 10641), (146929, 10643), (147676, 10916), (147078, 10944), (250207, 11064), (159341, 11095), (191871, 11154), (156028, 11367), (205048, 11389), (143615, 11672), (193616, 12009), (217026, 12784), (150853, 12820), (137355, 13489), (208038, 13601), (219818, 13637), (158074, 13700), (250983, 13907), (139379, 14023), (181926, 14472), (221990, 14496), (168299, 14657), (171536, 15407), (244062, 15465), (164496, 15993), (138819, 16651), (229026, 16672), (232460, 17215), (144008, 17433), (194547, 17907), (150585, 18421), (141934, 18755), (148995, 19294), (155423, 20233), (165683, 22519), (260858, 24535), (145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",86
"[199783, 79672, 339630, 219328]","[(249218, 208706), (243245, 219327)]",2
"[24286, 239373, 164133, 219328]",[],0
"[222637, 305708, 362484, 219328]",[],0
"[57779, 35493, 197626, 175340]","[(59032, 35658), (59458, 97155), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (72803, 67715), (182621, 142145)]",9
"[211714, 159843, 351561, 219328]","[(249218, 208706), (243245, 219327)]",2
"[112620, 234019, 252467, 219328]",[],0
"[9729, 329676, 149576, 219328]",[],0
"[128325, 219907, 268172, 219328]",[],0
"[330290, 262399, 470137, 219328]",[],0
"[266958, 322642, 406805, 219328]",[],0
"[231033, 219548, 370880, 219328]",[],0
"[220477, 40122, 360324, 179969]",[],0
"[170631, 100418, 310478, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[95854, 176105, 235701, 219328]",[],0
"[72005, 272345, 211852, 219328]",[],0
"[243667, 91562, 383514, 219328]","[(249218, 208706)]",1
"[309702, 212567, 449549, 219328]",[],0
"[127554, 74041, 267401, 213888]","[(182621, 142145), (249218, 208706)]",2
"[142068, 17437, 281915, 157284]","[(194547, 17907), (150585, 18421), (148995, 19294), (277400, 19941), (155423, 20233), (165683, 22519), (260858, 24535), (145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",11
"[248046, 172538, 387893, 219328]","[(249218, 208706)]",1
"[259706, 190634, 399553, 219328]",[],0
"[274468, 122960, 414315, 219328]",[],0
"[171836, 305694, 311683, 219328]",[],0
"[23094, 265635, 162941, 219328]",[],0
"[80160, 150329, 220007, 219328]",[],0
"[116652, 204098, 256499, 219328]","[(249218, 208706), (243245, 219327)]",2
"[16259, 158540, 156106, 219328]",[],0
"[234414, 126929, 374261, 219328]","[(249218, 208706), (243245, 219327)]",2
"[11622, 123814, 151469, 219328]",[],0
"[327470, 210989, 467317, 219328]",[],0
"[77884, 141023, 217731, 219328]","[(182621, 142145)]",1
"[310757, 298429, 450604, 219328]",[],0
"[112734, 73833, 252581, 213680]","[(182621, 142145), (249218, 208706)]",2
"[212689, 304127, 352536, 219328]",[],0
"[259986, 197479, 399833, 219328]",[],0
"[254332, 329374, 394179, 219328]",[],0
"[78917, 24254, 218764, 164101]","[(85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (182621, 142145)]",13
"[322301, 215853, 462148, 219328]",[],0
"[230153, 188981, 370000, 219328]","[(249218, 208706), (243245, 219327)]",2
"[170469, 82830, 310316, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[160225, 269596, 300072, 219328]",[],0
"[144573, 216353, 284420, 219328]","[(243245, 219327)]",1
"[321918, 134526, 461765, 219328]",[],0
"[250307, 114047, 390154, 219328]",[],0
"[103962, 268472, 243809, 219328]",[],0
"[247189, 27914, 387036, 167761]",[],0
"[223098, 114281, 362945, 219328]","[(249218, 208706), (243245, 219327)]",2
"[284232, 161453, 424079, 219328]",[],0
"[231116, 62509, 370963, 202356]",[],0
"[170177, 149828, 310024, 219328]","[(249218, 208706), (243245, 219327)]",2
"[93619, 87114, 233466, 219328]","[(182621, 142145)]",1
"[117857, 169245, 257704, 219328]","[(249218, 208706), (243245, 219327)]",2
"[76474, 94014, 216321, 219328]","[(182621, 142145)]",1
"[190099, 117767, 329946, 219328]","[(249218, 208706), (243245, 219327)]",2
"[310597, 319006, 450444, 219328]",[],0
"[91575, 39568, 231422, 179415]","[(103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (182621, 142145)]",5
"[63035, 74436, 202882, 214283]","[(182621, 142145)]",1
"[140438, 309464, 280285, 219328]",[],0
"[158382, 156785, 298229, 219328]","[(249218, 208706), (243245, 219327)]",2
"[105489, 40141, 245336, 179988]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[154408, 308479, 294255, 219328]",[],0
"[202677, 64662, 342524, 204509]",[],0
"[224994, 144726, 364841, 219328]","[(249218, 208706), (243245, 219327)]",2
"[183405, 320473, 323252, 219328]",[],0
"[302288, 283169, 442135, 219328]",[],0
"[144777, 64567, 284624, 204414]","[(182621, 142145)]",1
"[298944, 300348, 438791, 219328]",[],0
"[37779, 23677, 177626, 163524]","[(47542, 24648), (40142, 26381), (60551, 27192), (53468, 27679), (59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",23
"[187150, 230494, 326997, 219328]",[],0
"[326574, 261823, 466421, 219328]",[],0
"[174640, 316064, 314487, 219328]",[],0
"[128124, 70676, 267971, 210523]","[(182621, 142145), (249218, 208706)]",2
"[231071, 229292, 370918, 219328]",[],0
"[51957, 318806, 191804, 219328]",[],0
"[139239, 294113, 279086, 219328]",[],0
"[188386, 86894, 328233, 219328]","[(249218, 208706), (243245, 219327)]",2
"[29262, 12969, 169109, 152816]","[(57957, 12989), (29280, 13094), (30339, 13111), (65784, 13357), (45691, 13454), (67034, 13769), (44331, 13802), (49175, 14068), (31051, 14216), (41155, 14314), (53917, 14664), (36533, 14717), (65308, 14734), (44972, 14862), (50329, 14943), (34575, 15287), (42513, 15533), (51493, 15564), (54829, 15900), (39855, 16189), (51223, 16726), (63498, 17671), (41525, 17796), (63107, 18050), (45429, 18052), (53682, 18069), (37806, 18407), (40233, 19562), (50668, 19879), (64482, 19940), (38608, 20050), (44065, 20197), (54163, 20267), (55449, 20430), (31646, 20485), (49593, 20773), (53426, 21070), (60166, 21389), (58014, 21689), (44527, 21949), (49317, 22137), (37782, 22212), (41126, 22253), (46040, 22975), (47542, 24648), (40142, 26381), (60551, 27192), (33518, 27430), (53468, 27679), (59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (96432, 13026), (94047, 13060), (70802, 13078), (92728, 13196), (129316, 13429), (137355, 13489), (116696, 13511), (132304, 13523), (104767, 13542), (158074, 13700), (139379, 14023), (115607, 14151), (80255, 14211), (69969, 14216), (95698, 14228), (113212, 14272), (88748, 14276), (108221, 14539), (168299, 14657), (81522, 14734), (113997, 14770), (84540, 14828), (83357, 14829), (89325, 14834), (78971, 14940), (81807, 15030), (88006, 15197), (125111, 15411), (125429, 15748), (80282, 15888), (79695, 15889), (164496, 15993), (76820, 16004), (117428, 16207), (91779, 16340), (114056, 16475), (84227, 16516), (130706, 16530), (109712, 16598), (138819, 16651), (75988, 16684), (82405, 16839), (70320, 17096), (144008, 17433), (101506, 17559), (128703, 17618), (78083, 18380), (150585, 18421), (97661, 18559), (141934, 18755), (108072, 19082), (78438, 19163), (98057, 19225), (148995, 19294), (89429, 19819), (155423, 20233), (77898, 21019), (165683, 22519), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",127
"[74204, 210740, 214051, 219328]",[],0
"[199506, 22893, 339353, 162740]","[(306553, 24096), (260858, 24535), (200563, 62770)]",3
"[203454, 183696, 343301, 219328]","[(249218, 208706), (243245, 219327)]",2
"[278833, 318744, 418680, 219328]",[],0
"[318700, 217317, 458547, 219328]",[],0
"[290746, 66374, 430593, 206221]",[],0
"[63186, 332030, 203033, 219328]",[],0
"[298478, 109332, 438325, 219328]",[],0
"[118866, 177336, 258713, 219328]","[(249218, 208706), (243245, 219327)]",2
"[299064, 219111, 438911, 219328]",[],0
"[83778, 29630, 223625, 169477]","[(91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (182621, 142145)]",11
"[51640, 25248, 191487, 165095]","[(60551, 27192), (53468, 27679), (59032, 35658), (59458, 97155), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (72803, 67715), (182621, 142145)]",17
"[193952, 117069, 333799, 219328]","[(249218, 208706), (243245, 219327)]",2
"[223972, 307018, 363819, 219328]",[],0
"[68860, 223903, 208707, 219328]",[],0
"[116742, 185531, 256589, 219328]","[(249218, 208706), (243245, 219327)]",2
"[55577, 62164, 195424, 202011]","[(59458, 97155), (181333, 62750), (72803, 67715), (182621, 142145)]",4
"[80167, 151418, 220014, 219328]",[],0
"[131663, 97849, 271510, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[121040, 209804, 260887, 219328]","[(243245, 219327)]",1
"[236308, 112439, 376155, 219328]","[(249218, 208706), (243245, 219327)]",2
"[114699, 14097, 254546, 153944]","[(115607, 14151), (181926, 14472), (221990, 14496), (168299, 14657), (171536, 15407), (125111, 15411), (244062, 15465), (125429, 15748), (164496, 15993), (117428, 16207), (130706, 16530), (138819, 16651), (229026, 16672), (232460, 17215), (144008, 17433), (128703, 17618), (194547, 17907), (150585, 18421), (141934, 18755), (148995, 19294), (155423, 20233), (165683, 22519), (145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",26
"[281950, 155193, 421797, 219328]",[],0
"[227614, 120938, 367461, 219328]","[(249218, 208706), (243245, 219327)]",2
"[275297, 61459, 415144, 201306]",[],0
"[331066, 198411, 470913, 219328]",[],0
"[182690, 139833, 322537, 219328]","[(249218, 208706), (243245, 219327)]",2
"[275155, 130522, 415002, 219328]",[],0
"[269622, 311799, 409469, 219328]",[],0
"[119288, 304940, 259135, 219328]",[],0
"[34937, 304953, 174784, 219328]",[],0
"[64833, 147272, 204680, 219328]",[],0
"[234716, 61306, 374563, 201153]",[],0
"[27748, 60503, 167595, 200350]","[(59458, 97155), (72803, 67715)]",2
"[179992, 181462, 319839, 219328]","[(249218, 208706), (243245, 219327)]",2
"[68152, 333972, 207999, 219328]",[],0
"[156499, 59412, 296346, 199259]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[134225, 166983, 274072, 219328]","[(249218, 208706), (243245, 219327)]",2
"[307251, 42143, 447098, 181990]",[],0
"[58826, 213409, 198673, 219328]",[],0
"[259869, 86330, 399716, 219328]",[],0
"[178334, 126073, 318181, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[76510, 132904, 216357, 219328]","[(182621, 142145)]",1
"[80425, 28874, 220272, 168721]","[(91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (182621, 142145)]",11
"[307106, 36526, 446953, 176373]",[],0
"[253312, 258004, 393159, 219328]",[],0
"[294959, 297403, 434806, 219328]",[],0
"[131392, 230580, 271239, 219328]",[],0
"[137880, 122136, 277727, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[59131, 182408, 198978, 219328]",[],0
"[99698, 162972, 239545, 219328]",[],0
"[61601, 243615, 201448, 219328]",[],0
"[244423, 113956, 384270, 219328]","[(249218, 208706)]",1
"[257675, 145406, 397522, 219328]",[],0
"[259246, 108053, 399093, 219328]",[],0
"[245464, 91868, 385311, 219328]","[(249218, 208706)]",1
"[324107, 120310, 463954, 219328]",[],0
"[306953, 219921, 446800, 219328]",[],0
"[192019, 233565, 331866, 219328]",[],0
"[145558, 212900, 285405, 219328]","[(243245, 219327)]",1
"[95753, 76737, 235600, 216584]","[(182621, 142145)]",1
"[320886, 292108, 460733, 219328]",[],0
"[265114, 65746, 404961, 205593]",[],0
"[131017, 327181, 270864, 219328]",[],0
"[189140, 304775, 328987, 219328]",[],0
"[153094, 11997, 292941, 151844]","[(193616, 12009), (279774, 12055), (217026, 12784), (208038, 13601), (219818, 13637), (158074, 13700), (250983, 13907), (286201, 14322), (181926, 14472), (221990, 14496), (168299, 14657), (171536, 15407), (244062, 15465), (164496, 15993), (229026, 16672), (232460, 17215), (194547, 17907), (277400, 19941), (155423, 20233), (165683, 22519), (260858, 24535), (181333, 62750), (200563, 62770), (182621, 142145)]",24
"[168327, 241983, 308174, 219328]",[],0
"[119123, 215457, 258970, 219328]","[(243245, 219327)]",1
"[125946, 159819, 265793, 219328]","[(249218, 208706), (243245, 219327)]",2
"[311845, 173218, 451692, 219328]",[],0
"[20917, 197031, 160764, 219328]",[],0
"[26442, 231693, 166289, 219328]",[],0
"[21377, 308113, 161224, 219328]",[],0
"[295636, 19614, 435483, 159461]","[(306553, 24096)]",1
"[33413, 36101, 173260, 175948]","[(42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",10
"[221507, 165803, 361354, 219328]","[(249218, 208706), (243245, 219327)]",2
"[245639, 181977, 385486, 219328]","[(249218, 208706)]",1
"[21885, 299518, 161732, 219328]",[],0
"[208384, 63777, 348231, 203624]",[],0
"[228710, 151481, 368557, 219328]","[(249218, 208706), (243245, 219327)]",2
"[31008, 185863, 170855, 219328]",[],0
"[31422, 40876, 171269, 180723]","[(45785, 56718), (37985, 59118), (59458, 97155), (103123, 45841), (97257, 47150), (72803, 67715)]",6
"[191116, 70244, 330963, 210091]","[(249218, 208706)]",1
"[333434, 15414, 473281, 155261]","[(337473, 17444), (462771, 37243)]",2
"[283766, 59627, 423613, 199474]",[],0
"[308447, 291579, 448294, 219328]",[],0
"[26161, 119398, 166008, 219328]",[],0
"[318529, 312707, 458376, 219328]",[],0
"[224056, 154717, 363903, 219328]","[(249218, 208706), (243245, 219327)]",2
"[60920, 64897, 200767, 204744]","[(72803, 67715), (182621, 142145)]",2
"[102843, 71864, 242690, 211711]","[(182621, 142145)]",1
"[89639, 298909, 229486, 219328]",[],0
"[133477, 129413, 273324, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[261386, 325174, 401233, 219328]",[],0
"[144388, 217904, 284235, 219328]","[(243245, 219327)]",1
"[115126, 34905, 254973, 174752]","[(145935, 34939), (181333, 62750), (200563, 62770), (182621, 142145)]",4
"[281822, 285966, 421669, 219328]",[],0
"[263986, 47521, 403833, 187368]",[],0
"[127922, 76311, 267769, 216158]","[(182621, 142145), (249218, 208706)]",2
"[214590, 248364, 354437, 219328]",[],0
"[42907, 137222, 182754, 219328]","[(182621, 142145)]",1
"[127804, 70212, 267651, 210059]","[(182621, 142145), (249218, 208706)]",2
"[89607, 235659, 229454, 219328]",[],0
"[265475, 228508, 405322, 219328]",[],0
"[142507, 327178, 282354, 219328]",[],0
"[108758, 296160, 248605, 219328]",[],0
"[27481, 297746, 167328, 219328]",[],0
"[212846, 89471, 352693, 219328]","[(249218, 208706), (243245, 219327)]",2
"[266707, 308467, 406554, 219328]",[],0
"[80909, 33401, 220756, 173248]","[(98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (182621, 142145)]",10
"[168925, 210659, 308772, 219328]","[(243245, 219327)]",1
"[313774, 259676, 453621, 219328]",[],0
"[247281, 320798, 387128, 219328]",[],0
"[228767, 182227, 368614, 219328]","[(249218, 208706), (243245, 219327)]",2
"[287543, 129403, 427390, 219328]",[],0
"[41754, 164813, 181601, 219328]",[],0
"[288439, 271089, 428286, 219328]",[],0
"[132557, 186379, 272404, 219328]","[(249218, 208706), (243245, 219327)]",2
"[167351, 133911, 307198, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[276150, 235837, 415997, 219328]",[],0
"[150917, 161207, 290764, 219328]","[(249218, 208706), (243245, 219327)]",2
"[207659, 177077, 347506, 219328]","[(249218, 208706), (243245, 219327)]",2
"[175871, 117002, 315718, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[58168, 167124, 198015, 219328]",[],0
"[165027, 110404, 304874, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[61371, 135258, 201218, 219328]","[(182621, 142145)]",1
"[222341, 288048, 362188, 219328]",[],0
"[94019, 173639, 233866, 219328]",[],0
"[119702, 227460, 259549, 219328]",[],0
"[251818, 136454, 391665, 219328]",[],0
"[152073, 282194, 291920, 219328]",[],0
"[199245, 213878, 339092, 219328]","[(243245, 219327)]",1
"[42811, 314976, 182658, 219328]",[],0
"[257934, 238804, 397781, 219328]",[],0
"[58837, 95482, 198684, 219328]","[(59458, 97155), (182621, 142145)]",2
"[71293, 282891, 211140, 219328]",[],0
"[147920, 147027, 287767, 219328]","[(249218, 208706), (243245, 219327)]",2
"[12638, 212720, 152485, 219328]",[],0
"[214181, 112385, 354028, 219328]","[(249218, 208706), (243245, 219327)]",2
"[21125, 324721, 160972, 219328]",[],0
"[93489, 39799, 233336, 179646]","[(103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (182621, 142145)]",5
"[226189, 231235, 366036, 219328]",[],0
"[182774, 231966, 322621, 219328]",[],0
"[207250, 29417, 347097, 169264]",[],0
"[148088, 256344, 287935, 219328]",[],0
"[308305, 317678, 448152, 219328]",[],0
"[15552, 53315, 155399, 193162]","[(45785, 56718), (37985, 59118), (59458, 97155), (72803, 67715)]",4
"[26694, 87275, 166541, 219328]","[(59458, 97155)]",1
"[331286, 301306, 471133, 219328]",[],0
"[132157, 94198, 272004, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[182281, 231055, 322128, 219328]",[],0
"[81381, 273219, 221228, 219328]",[],0
"[161142, 263162, 300989, 219328]",[],0
"[137493, 47269, 277340, 187116]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[149360, 85223, 289207, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[333307, 109616, 473154, 219328]",[],0
"[137318, 78635, 277165, 218482]","[(182621, 142145), (249218, 208706)]",2
"[15061, 22658, 154908, 162505]","[(46040, 22975), (47542, 24648), (40142, 26381), (60551, 27192), (33518, 27430), (53468, 27679), (59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",26
"[239744, 152885, 379591, 219328]","[(249218, 208706), (243245, 219327)]",2
"[166234, 283942, 306081, 219328]",[],0
"[18776, 207878, 158623, 219328]",[],0
"[252834, 331044, 392681, 219328]",[],0
"[96170, 28290, 236017, 168137]","[(98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (182621, 142145)]",10
"[95745, 12953, 235592, 152800]","[(96432, 13026), (129316, 13429), (137355, 13489), (116696, 13511), (132304, 13523), (104767, 13542), (208038, 13601), (219818, 13637), (158074, 13700), (139379, 14023), (115607, 14151), (113212, 14272), (181926, 14472), (221990, 14496), (108221, 14539), (168299, 14657), (113997, 14770), (171536, 15407), (125111, 15411), (125429, 15748), (164496, 15993), (117428, 16207), (114056, 16475), (130706, 16530), (109712, 16598), (138819, 16651), (229026, 16672), (232460, 17215), (144008, 17433), (101506, 17559), (128703, 17618), (194547, 17907), (150585, 18421), (97661, 18559), (141934, 18755), (108072, 19082), (98057, 19225), (148995, 19294), (155423, 20233), (165683, 22519), (111501, 26612), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750), (200563, 62770), (182621, 142145)]",51
"[281605, 217550, 421452, 219328]",[],0
"[193876, 56153, 333723, 196000]","[(200563, 62770)]",1
