BRC Query: Medium,Points,Num Of Points
"[128571, 94291, 221802, 187522]","[(182621, 142145)]",1
"[265429, 224285, 358660, 219328]",[],0
"[70205, 193402, 163436, 219328]",[],0
"[32771, 57200, 126002, 150431]","[(37985, 59118), (59458, 97155), (72803, 67715)]",3
"[88708, 73358, 181939, 166589]",[],0
"[65405, 209217, 158636, 219328]",[],0
"[262141, 210562, 355372, 219328]",[],0
"[99524, 175915, 192755, 219328]",[],0
"[267934, 21031, 361165, 114262]","[(306553, 24096)]",1
"[287164, 380233, 380395, 219328]",[],0
"[109350, 170132, 202581, 219328]",[],0
"[181119, 366501, 274350, 219328]",[],0
"[317313, 350856, 410544, 219328]",[],0
"[133499, 97110, 226730, 190341]","[(182621, 142145)]",1
"[209953, 271967, 303184, 219328]",[],0
"[317501, 163309, 410732, 219328]",[],0
"[148662, 62705, 241893, 155936]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[212543, 281896, 305774, 219328]",[],0
"[349170, 188998, 442401, 219328]",[],0
"[50641, 146643, 143872, 219328]",[],0
"[204236, 117213, 297467, 210444]","[(249218, 208706)]",1
"[318865, 366116, 412096, 219328]",[],0
"[234179, 363280, 327410, 219328]",[],0
"[189778, 56346, 283009, 149577]","[(200563, 62770)]",1
"[9298, 336519, 102529, 219328]",[],0
"[258948, 371870, 352179, 219328]",[],0
"[21530, 135961, 114761, 219328]",[],0
"[46408, 349633, 139639, 219328]",[],0
"[161686, 361271, 254917, 219328]",[],0
"[67303, 304810, 160534, 219328]",[],0
"[140300, 235238, 233531, 219328]",[],0
"[35668, 140582, 128899, 219328]",[],0
"[63930, 375919, 157161, 219328]",[],0
"[310260, 205722, 403491, 219328]",[],0
"[117983, 288417, 211214, 219328]",[],0
"[204145, 117790, 297376, 211021]","[(249218, 208706)]",1
"[87959, 247848, 181190, 219328]",[],0
"[44604, 291179, 137835, 219328]",[],0
"[205426, 71948, 298657, 165179]",[],0
"[272239, 103225, 365470, 196456]",[],0
"[280134, 67256, 373365, 160487]",[],0
"[242663, 118270, 335894, 211501]","[(249218, 208706)]",1
"[99499, 172096, 192730, 219328]",[],0
"[90527, 322045, 183758, 219328]",[],0
"[10306, 373533, 103537, 219328]",[],0
"[165180, 236636, 258411, 219328]",[],0
"[226013, 32229, 319244, 125460]",[],0
"[108884, 302793, 202115, 219328]",[],0
"[46753, 268121, 139984, 219328]",[],0
"[102108, 128662, 195339, 219328]","[(182621, 142145)]",1
"[248987, 369693, 342218, 219328]",[],0
"[250254, 14723, 343485, 107954]","[(337473, 17444), (277400, 19941), (306553, 24096), (260858, 24535)]",4
"[214179, 66802, 307410, 160033]",[],0
"[145568, 120665, 238799, 213896]","[(182621, 142145)]",1
"[315223, 210857, 408454, 219328]",[],0
"[106649, 54654, 199880, 147885]","[(181333, 62750), (182621, 142145)]",2
"[60975, 70862, 154206, 164093]",[],0
"[219884, 117017, 313115, 210248]","[(249218, 208706)]",1
"[171818, 15904, 265049, 109135]","[(229026, 16672), (232460, 17215), (194547, 17907), (260858, 24535), (181333, 62750), (200563, 62770)]",6
"[69019, 198282, 162250, 219328]",[],0
"[284996, 123379, 378227, 216610]",[],0
"[305046, 23487, 398277, 116718]","[(306553, 24096)]",1
"[212825, 27988, 306056, 121219]",[],0
"[80375, 62508, 173606, 155739]",[],0
"[80243, 370760, 173474, 219328]",[],0
"[47825, 241916, 141056, 219328]",[],0
"[200819, 121324, 294050, 214555]","[(249218, 208706)]",1
"[334216, 94571, 427447, 187802]",[],0
"[371313, 379043, 464544, 219328]",[],0
"[367645, 148481, 460876, 219328]",[],0
"[50748, 351435, 143979, 219328]",[],0
"[368467, 226510, 461698, 219328]",[],0
"[176265, 160556, 269496, 219328]","[(249218, 208706), (243245, 219327)]",2
"[349583, 172738, 442814, 219328]",[],0
"[305922, 295652, 399153, 219328]",[],0
"[68329, 368315, 161560, 219328]",[],0
"[133816, 107814, 227047, 201045]","[(182621, 142145)]",1
"[221003, 222821, 314234, 219328]",[],0
"[82353, 321254, 175584, 219328]",[],0
"[48497, 133725, 141728, 219328]",[],0
"[124950, 161542, 218181, 219328]",[],0
"[236420, 159624, 329651, 219328]","[(249218, 208706), (243245, 219327)]",2
"[223001, 34115, 316232, 127346]",[],0
"[336985, 40849, 430216, 134080]",[],0
"[214061, 213475, 307292, 219328]","[(243245, 219327)]",1
"[155130, 21766, 248361, 114997]","[(165683, 22519), (181333, 62750), (200563, 62770)]",3
"[219149, 61584, 312380, 154815]",[],0
"[11395, 67317, 104626, 160548]","[(59458, 97155), (72803, 67715)]",2
"[303579, 18746, 396810, 111977]","[(306553, 24096)]",1
"[157680, 31270, 250911, 124501]","[(181333, 62750), (200563, 62770)]",2
"[18174, 209099, 111405, 219328]",[],0
"[297809, 333371, 391040, 219328]",[],0
"[302855, 83175, 396086, 176406]",[],0
"[264012, 57637, 357243, 150868]",[],0
"[55779, 308450, 149010, 219328]",[],0
"[33928, 222227, 127159, 219328]",[],0
"[115656, 137784, 208887, 219328]","[(182621, 142145)]",1
"[131963, 9783, 225194, 101405]","[(132054, 9783), (132210, 9783), (132577, 9783), (133429, 9783), (133609, 9783), (134752, 9783), (135339, 9783), (136248, 9783), (139599, 9783), (140019, 9783), (140329, 9783), (142342, 9783), (143901, 9783), (144911, 9783), (145861, 9783), (146478, 9783), (148084, 9783), (150098, 9783), (151150, 9783), (154464, 9783), (154911, 9783), (157902, 9783), (164328, 9783), (164539, 9783), (166991, 9783), (170262, 9783), (173186, 9783), (173951, 9783), (174921, 9783), (177495, 9783), (181053, 9783), (187887, 9783), (188015, 9783), (196757, 9783), (198025, 9783), (203374, 9783), (204027, 9783), (205920, 9783), (207521, 9783), (212790, 9783), (219955, 9783), (224952, 9783), (164153, 10413), (192522, 10541), (157004, 10618), (139551, 10641), (146929, 10643), (147676, 10916), (147078, 10944), (159341, 11095), (191871, 11154), (134002, 11278), (156028, 11367), (205048, 11389), (143615, 11672), (193616, 12009), (217026, 12784), (150853, 12820), (137355, 13489), (132304, 13523), (208038, 13601), (219818, 13637), (158074, 13700), (139379, 14023), (181926, 14472), (221990, 14496), (168299, 14657), (171536, 15407), (164496, 15993), (138819, 16651), (144008, 17433), (194547, 17907), (150585, 18421), (141934, 18755), (148995, 19294), (155423, 20233), (165683, 22519), (145935, 34939), (181333, 62750), (200563, 62770)]",80
"[46070, 57795, 139301, 151026]","[(59458, 97155), (72803, 67715)]",2
"[353443, 122347, 446674, 215578]",[],0
"[351399, 118122, 444630, 211353]",[],0
"[238673, 202952, 331904, 219328]","[(249218, 208706), (243245, 219327)]",2
"[290583, 186010, 383814, 219328]",[],0
"[377312, 190835, 470543, 219328]",[],0
"[357670, 328107, 450901, 219328]",[],0
"[13608, 236132, 106839, 219328]",[],0
"[212011, 206851, 305242, 219328]","[(249218, 208706), (243245, 219327)]",2
"[319332, 261644, 412563, 219328]",[],0
"[226332, 179610, 319563, 219328]","[(249218, 208706), (243245, 219327)]",2
"[87921, 11905, 181152, 105136]","[(122199, 12087), (105003, 12340), (150853, 12820), (96432, 13026), (94047, 13060), (92728, 13196), (129316, 13429), (137355, 13489), (116696, 13511), (132304, 13523), (104767, 13542), (158074, 13700), (139379, 14023), (115607, 14151), (95698, 14228), (113212, 14272), (88748, 14276), (108221, 14539), (168299, 14657), (113997, 14770), (89325, 14834), (88006, 15197), (171536, 15407), (125111, 15411), (125429, 15748), (164496, 15993), (117428, 16207), (91779, 16340), (114056, 16475), (130706, 16530), (109712, 16598), (138819, 16651), (144008, 17433), (101506, 17559), (128703, 17618), (150585, 18421), (97661, 18559), (141934, 18755), (108072, 19082), (98057, 19225), (148995, 19294), (89429, 19819), (155423, 20233), (165683, 22519), (93859, 24177), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150)]",54
"[122131, 117843, 215362, 211074]","[(182621, 142145)]",1
"[219035, 216450, 312266, 219328]","[(243245, 219327)]",1
"[76440, 265090, 169671, 219328]",[],0
"[148190, 356125, 241421, 219328]",[],0
"[347570, 302590, 440801, 219328]",[],0
"[291885, 31515, 385116, 124746]",[],0
"[226606, 178261, 319837, 219328]","[(249218, 208706), (243245, 219327)]",2
"[107139, 17122, 200370, 110353]","[(144008, 17433), (128703, 17618), (194547, 17907), (150585, 18421), (141934, 18755), (108072, 19082), (148995, 19294), (155423, 20233), (165683, 22519), (111501, 26612), (145935, 34939), (110575, 36221), (181333, 62750)]",13
"[225562, 177218, 318793, 219328]","[(249218, 208706), (243245, 219327)]",2
"[101347, 68991, 194578, 162222]","[(182621, 142145)]",1
"[351025, 134621, 444256, 219328]",[],0
"[174552, 215220, 267783, 219328]","[(243245, 219327)]",1
"[362164, 175035, 455395, 219328]",[],0
"[174106, 103951, 267337, 197182]","[(182621, 142145)]",1
"[110430, 315983, 203661, 219328]",[],0
"[138368, 204854, 231599, 219328]",[],0
"[65237, 210290, 158468, 219328]",[],0
"[318070, 302495, 411301, 219328]",[],0
"[337722, 320773, 430953, 219328]",[],0
"[137988, 165211, 231219, 219328]",[],0
"[12311, 104139, 105542, 197370]",[],0
"[316213, 165890, 409444, 219328]",[],0
"[197939, 177223, 291170, 219328]","[(249218, 208706), (243245, 219327)]",2
"[274909, 184508, 368140, 219328]",[],0
"[317923, 222597, 411154, 219328]",[],0
"[239789, 104019, 333020, 197250]",[],0
"[190972, 53025, 284203, 146256]","[(200563, 62770)]",1
"[137779, 199692, 231010, 219328]",[],0
"[362348, 197858, 455579, 219328]",[],0
"[112963, 28549, 206194, 121780]","[(145935, 34939), (181333, 62750), (200563, 62770)]",3
"[179127, 278445, 272358, 219328]",[],0
"[368692, 340659, 461923, 219328]",[],0
"[57506, 204598, 150737, 219328]",[],0
"[139907, 305220, 233138, 219328]",[],0
"[338113, 20689, 431344, 113920]",[],0
"[52573, 152807, 145804, 219328]",[],0
"[79091, 238711, 172322, 219328]",[],0
"[152799, 162721, 246030, 219328]","[(243245, 219327)]",1
"[46525, 289047, 139756, 219328]",[],0
"[48601, 319813, 141832, 219328]",[],0
"[81220, 315931, 174451, 219328]",[],0
"[70938, 42434, 164169, 135665]","[(103123, 45841), (97257, 47150), (72803, 67715)]",3
"[287087, 136328, 380318, 219328]",[],0
"[320420, 37451, 413651, 130682]",[],0
"[76230, 302769, 169461, 219328]",[],0
"[184496, 369194, 277727, 219328]",[],0
"[58517, 48038, 151748, 141269]","[(59458, 97155), (72803, 67715)]",2
"[81767, 310454, 174998, 219328]",[],0
"[99870, 191519, 193101, 219328]",[],0
"[78356, 144713, 171587, 219328]",[],0
"[284980, 256808, 378211, 219328]",[],0
"[350622, 153706, 443853, 219328]",[],0
"[136246, 375107, 229477, 219328]",[],0
"[290201, 9885, 383432, 103116]","[(298492, 10704), (298475, 11417), (315979, 12702), (358657, 15258), (337473, 17444), (306553, 24096)]",6
"[162565, 120423, 255796, 213654]","[(182621, 142145), (249218, 208706)]",2
"[191181, 110569, 284412, 203800]",[],0
"[208734, 266789, 301965, 219328]",[],0
"[179809, 142020, 273040, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[14812, 320184, 108043, 219328]",[],0
"[84167, 147139, 177398, 219328]",[],0
"[128939, 167555, 222170, 219328]",[],0
"[165341, 81739, 258572, 174970]","[(182621, 142145)]",1
"[137861, 178396, 231092, 219328]",[],0
"[87673, 302200, 180904, 219328]",[],0
"[53446, 64391, 146677, 157622]","[(59458, 97155), (72803, 67715)]",2
"[270051, 185035, 363282, 219328]",[],0
"[330156, 52940, 423387, 146171]",[],0
"[130392, 357840, 223623, 219328]",[],0
"[362692, 162332, 455923, 219328]",[],0
"[92149, 28986, 185380, 122217]","[(98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (181333, 62750)]",8
"[152683, 16129, 245914, 109360]","[(229026, 16672), (232460, 17215), (194547, 17907), (155423, 20233), (165683, 22519), (181333, 62750), (200563, 62770)]",7
"[22181, 49455, 115412, 142686]","[(45785, 56718), (37985, 59118), (59458, 97155), (72803, 67715)]",4
"[169226, 144010, 262457, 219328]","[(249218, 208706), (243245, 219327)]",2
"[355253, 174835, 448484, 219328]",[],0
"[231551, 227832, 324782, 219328]",[],0
"[79203, 348095, 172434, 219328]",[],0
"[356842, 328441, 450073, 219328]",[],0
"[369776, 284991, 463007, 219328]",[],0
"[344633, 67548, 437864, 160779]",[],0
"[319542, 226155, 412773, 219328]",[],0
"[243916, 195713, 337147, 219328]","[(249218, 208706)]",1
"[166123, 307227, 259354, 219328]",[],0
"[257669, 61789, 350900, 155020]",[],0
"[240916, 371906, 334147, 219328]",[],0
"[231605, 67113, 324836, 160344]",[],0
"[237345, 63149, 330576, 156380]",[],0
"[168220, 241629, 261451, 219328]",[],0
"[147272, 95403, 240503, 188634]","[(182621, 142145)]",1
"[212937, 324295, 306168, 219328]",[],0
"[77090, 306003, 170321, 219328]",[],0
"[222057, 108468, 315288, 201699]",[],0
"[80425, 92774, 173656, 186005]",[],0
"[279342, 56865, 372573, 150096]",[],0
"[128592, 110411, 221823, 203642]","[(182621, 142145)]",1
"[200295, 164280, 293526, 219328]","[(249218, 208706), (243245, 219327)]",2
"[163581, 249210, 256812, 219328]",[],0
"[265902, 271337, 359133, 219328]",[],0
"[321347, 29825, 414578, 123056]",[],0
"[187432, 153528, 280663, 219328]","[(249218, 208706), (243245, 219327)]",2
"[162263, 233574, 255494, 219328]",[],0
"[377539, 299091, 470770, 219328]",[],0
"[270104, 315864, 363335, 219328]",[],0
"[18520, 155994, 111751, 219328]",[],0
"[231424, 17999, 324655, 111230]","[(277400, 19941), (306553, 24096), (260858, 24535)]",3
"[109520, 372040, 202751, 219328]",[],0
"[49385, 134115, 142616, 219328]",[],0
"[157872, 347036, 251103, 219328]",[],0
"[274117, 349993, 367348, 219328]",[],0
"[125989, 20378, 219220, 113609]","[(165683, 22519), (145935, 34939), (181333, 62750), (200563, 62770)]",4
"[226040, 52186, 319271, 145417]",[],0
"[317495, 286470, 410726, 219328]",[],0
"[125442, 51510, 218673, 144741]","[(181333, 62750), (200563, 62770), (182621, 142145)]",3
"[146269, 356666, 239500, 219328]",[],0
"[59363, 312199, 152594, 219328]",[],0
"[208125, 356665, 301356, 219328]",[],0
"[380824, 205786, 474055, 219328]",[],0
"[72312, 242501, 165543, 219328]",[],0
"[53632, 15688, 146863, 108919]","[(54829, 15900), (63498, 17671), (63107, 18050), (53682, 18069), (64482, 19940), (54163, 20267), (55449, 20430), (60166, 21389), (58014, 21689), (60551, 27192), (59032, 35658), (59458, 97155), (125429, 15748), (80282, 15888), (79695, 15889), (76820, 16004), (117428, 16207), (91779, 16340), (114056, 16475), (84227, 16516), (130706, 16530), (109712, 16598), (138819, 16651), (75988, 16684), (82405, 16839), (70320, 17096), (144008, 17433), (101506, 17559), (128703, 17618), (78083, 18380), (97661, 18559), (141934, 18755), (108072, 19082), (78438, 19163), (98057, 19225), (89429, 19819), (77898, 21019), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",51
"[149242, 93587, 242473, 186818]","[(182621, 142145)]",1
"[195888, 268743, 289119, 219328]",[],0
"[131861, 119307, 225092, 212538]","[(182621, 142145)]",1
"[161616, 192732, 254847, 219328]","[(249218, 208706), (243245, 219327)]",2
"[109104, 87203, 202335, 180434]","[(182621, 142145)]",1
"[85796, 350514, 179027, 219328]",[],0
"[268811, 119708, 362042, 212939]",[],0
"[267054, 104793, 360285, 198024]",[],0
"[88394, 179385, 181625, 219328]",[],0
"[151621, 368031, 244852, 219328]",[],0
"[16288, 89594, 109519, 182825]","[(59458, 97155)]",1
"[144938, 339771, 238169, 219328]",[],0
"[48094, 338576, 141325, 219328]",[],0
"[237673, 275374, 330904, 219328]",[],0
"[288440, 134997, 381671, 219328]",[],0
"[230606, 133649, 323837, 219328]","[(249218, 208706), (243245, 219327)]",2
"[242713, 345254, 335944, 219328]",[],0
"[290351, 38135, 383582, 131366]",[],0
"[366373, 201234, 459604, 219328]",[],0
"[63674, 231805, 156905, 219328]",[],0
"[153530, 305803, 246761, 219328]",[],0
"[311432, 42914, 404663, 136145]",[],0
"[345212, 269582, 438443, 219328]",[],0
"[191595, 107338, 284826, 200569]",[],0
"[53502, 105033, 146733, 198264]",[],0
"[44067, 24488, 137298, 117719]","[(47542, 24648), (60551, 27192), (53468, 27679), (59032, 35658), (50806, 40774), (45785, 56718), (59458, 97155), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",18
"[235747, 72962, 328978, 166193]",[],0
"[187130, 318897, 280361, 219328]",[],0
"[177332, 67710, 270563, 160941]","[(182621, 142145)]",1
"[366883, 90928, 460114, 184159]",[],0
"[181730, 165581, 274961, 219328]","[(249218, 208706), (243245, 219327)]",2
"[286571, 67234, 379802, 160465]",[],0
"[293556, 79019, 386787, 172250]",[],0
"[188198, 224803, 281429, 219328]",[],0
"[336335, 105652, 429566, 198883]",[],0
"[372473, 84315, 465704, 177546]",[],0
"[30348, 185442, 123579, 219328]",[],0
"[168293, 113066, 261524, 206297]","[(182621, 142145)]",1
"[139031, 158061, 232262, 219328]",[],0
"[237764, 10812, 330995, 104043]","[(250207, 11064), (298475, 11417), (279774, 12055), (315979, 12702), (250983, 13907), (286201, 14322), (244062, 15465), (277400, 19941), (306553, 24096), (260858, 24535)]",10
"[280267, 140445, 373498, 219328]",[],0
"[287108, 71768, 380339, 164999]",[],0
"[334352, 343555, 427583, 219328]",[],0
"[15008, 116664, 108239, 209895]",[],0
"[105076, 377986, 198307, 219328]",[],0
"[307608, 221930, 400839, 219328]",[],0
"[20932, 76679, 114163, 169910]","[(59458, 97155)]",1
"[244866, 220976, 338097, 219328]",[],0
"[240127, 274706, 333358, 219328]",[],0
"[249478, 175418, 342709, 219328]",[],0
"[282074, 359632, 375305, 219328]",[],0
"[364096, 237997, 457327, 219328]",[],0
"[261498, 54600, 354729, 147831]",[],0
"[150219, 42143, 243450, 135374]","[(181333, 62750), (200563, 62770)]",2
"[232819, 343017, 326050, 219328]",[],0
"[110846, 347701, 204077, 219328]",[],0
"[49761, 51940, 142992, 145171]","[(59458, 97155), (72803, 67715)]",2
"[191593, 52380, 284824, 145611]","[(200563, 62770)]",1
"[209749, 372370, 302980, 219328]",[],0
"[214111, 226491, 307342, 219328]",[],0
"[106973, 188136, 200204, 219328]",[],0
"[266657, 30381, 359888, 123612]",[],0
"[173461, 271369, 266692, 219328]",[],0
"[78045, 168448, 171276, 219328]",[],0
"[162353, 309007, 255584, 219328]",[],0
"[372463, 13087, 465694, 106318]","[(462771, 37243)]",1
"[76168, 37646, 169399, 130877]","[(103123, 45841), (97257, 47150)]",2
"[96027, 297178, 189258, 219328]",[],0
"[152117, 177941, 245348, 219328]","[(243245, 219327)]",1
"[219490, 324102, 312721, 219328]",[],0
"[140075, 220051, 233306, 219328]",[],0
"[127999, 110813, 221230, 204044]","[(182621, 142145)]",1
"[182167, 260972, 275398, 219328]",[],0
"[341408, 177609, 434639, 219328]",[],0
"[101116, 24032, 194347, 117263]","[(111501, 26612), (105291, 33531), (145935, 34939), (110575, 36221), (103123, 45841), (181333, 62750)]",6
"[149975, 85671, 243206, 178902]","[(182621, 142145)]",1
"[151402, 125230, 244633, 218461]","[(182621, 142145)]",1
"[277194, 315660, 370425, 219328]",[],0
"[354739, 220517, 447970, 219328]",[],0
"[359238, 72590, 452469, 165821]",[],0
"[228363, 249031, 321594, 219328]",[],0
"[239148, 221471, 332379, 219328]",[],0
"[357337, 225171, 450568, 219328]",[],0
"[54498, 12316, 147729, 105547]","[(57909, 12464), (69011, 12465), (57957, 12989), (65784, 13357), (67034, 13769), (65308, 14734), (54829, 15900), (63498, 17671), (63107, 18050), (64482, 19940), (55449, 20430), (60166, 21389), (58014, 21689), (60551, 27192), (59032, 35658), (59458, 97155), (105003, 12340), (96432, 13026), (94047, 13060), (70802, 13078), (92728, 13196), (129316, 13429), (137355, 13489), (116696, 13511), (132304, 13523), (104767, 13542), (139379, 14023), (115607, 14151), (80255, 14211), (69969, 14216), (95698, 14228), (113212, 14272), (88748, 14276), (108221, 14539), (81522, 14734), (113997, 14770), (84540, 14828), (83357, 14829), (89325, 14834), (78971, 14940), (81807, 15030), (88006, 15197), (125111, 15411), (125429, 15748), (80282, 15888), (79695, 15889), (76820, 16004), (117428, 16207), (91779, 16340), (114056, 16475), (84227, 16516), (130706, 16530), (109712, 16598), (138819, 16651), (75988, 16684), (82405, 16839), (70320, 17096), (144008, 17433), (101506, 17559), (128703, 17618), (78083, 18380), (97661, 18559), (141934, 18755), (108072, 19082), (78438, 19163), (98057, 19225), (89429, 19819), (77898, 21019), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (145935, 34939), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",82
"[118811, 170061, 212042, 219328]",[],0
"[11066, 128695, 104297, 219328]",[],0
"[313315, 368386, 406546, 219328]",[],0
"[339981, 365677, 433212, 219328]",[],0
"[77358, 102942, 170589, 196173]",[],0
"[206030, 98121, 299261, 191352]",[],0
"[113516, 230537, 206747, 219328]",[],0
"[334710, 285702, 427941, 219328]",[],0
"[29214, 101786, 122445, 195017]",[],0
"[17161, 25131, 110392, 118362]","[(40142, 26381), (60551, 27192), (33518, 27430), (53468, 27679), (59032, 35658), (42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (85915, 25965), (91686, 32602), (98740, 33456), (105291, 33531), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",18
"[324990, 376121, 418221, 219328]",[],0
"[77932, 153290, 171163, 219328]",[],0
"[154472, 149401, 247703, 219328]","[(243245, 219327)]",1
"[321362, 222161, 414593, 219328]",[],0
"[112151, 48554, 205382, 141785]","[(181333, 62750), (200563, 62770)]",2
"[51871, 19840, 145102, 113071]","[(64482, 19940), (54163, 20267), (55449, 20430), (53426, 21070), (60166, 21389), (58014, 21689), (60551, 27192), (53468, 27679), (59032, 35658), (59458, 97155), (77898, 21019), (73225, 23191), (93859, 24177), (73683, 24778), (85915, 25965), (111501, 26612), (91686, 32602), (98740, 33456), (105291, 33531), (110575, 36221), (97885, 36791), (103123, 45841), (97257, 47150), (72803, 67715)]",24
"[165623, 122749, 258854, 215980]","[(182621, 142145), (249218, 208706)]",2
"[290074, 284201, 383305, 219328]",[],0
"[358562, 17488, 451793, 110719]",[],0
"[358214, 178882, 451445, 219328]",[],0
"[375553, 285095, 468784, 219328]",[],0
"[41132, 287084, 134363, 219328]",[],0
"[177441, 128026, 270672, 219328]","[(182621, 142145), (249218, 208706), (243245, 219327)]",3
"[328125, 290872, 421356, 219328]",[],0
"[45750, 242094, 138981, 219328]",[],0
"[262028, 259447, 355259, 219328]",[],0
"[298376, 309026, 391607, 219328]",[],0
"[337614, 305066, 430845, 219328]",[],0
"[237773, 303825, 331004, 219328]",[],0
"[310792, 250922, 404023, 219328]",[],0
"[132748, 312243, 225979, 219328]",[],0
"[64638, 293470, 157869, 219328]",[],0
"[295426, 33227, 388657, 126458]",[],0
"[319518, 347393, 412749, 219328]",[],0
"[28298, 37610, 121529, 130841]","[(42096, 38413), (50806, 40774), (45785, 56718), (37985, 59118), (59458, 97155), (103123, 45841), (97257, 47150), (72803, 67715)]",8
"[231153, 324551, 324384, 219328]",[],0
"[222685, 259794, 315916, 219328]",[],0
"[116512, 20787, 209743, 114018]","[(165683, 22519), (145935, 34939), (181333, 62750), (200563, 62770)]",4
"[177194, 10439, 270425, 103670]","[(192522, 10541), (250207, 11064), (191871, 11154), (205048, 11389), (193616, 12009), (217026, 12784), (208038, 13601), (219818, 13637), (250983, 13907), (181926, 14472), (221990, 14496), (244062, 15465), (229026, 16672), (232460, 17215), (194547, 17907), (260858, 24535), (181333, 62750), (200563, 62770)]",18
"[237272, 366094, 330503, 219328]",[],0
"[317509, 116752, 410740, 209983]",[],0
"[267335, 314870, 360566, 219328]",[],0
"[55589, 307686, 148820, 219328]",[],0
"[63312, 153634, 156543, 219328]",[],0
"[332537, 221807, 425768, 219328]",[],0
"[75700, 378892, 168931, 219328]",[],0
"[157272, 108060, 250503, 201291]","[(182621, 142145)]",1
"[371087, 24196, 464318, 117427]","[(462771, 37243)]",1
"[103202, 234977, 196433, 219328]",[],0
"[296064, 122957, 389295, 216188]",[],0
"[373025, 204556, 466256, 219328]",[],0
"[362089, 37702, 455320, 130933]",[],0
"[358789, 83290, 452020, 176521]",[],0
"[216683, 247307, 309914, 219328]",[],0
"[214932, 61116, 308163, 154347]",[],0
"[209229, 165797, 302460, 219328]","[(249218, 208706), (243245, 219327)]",2
"[39605, 150862, 132836, 219328]",[],0
"[128333, 82326, 221564, 175557]","[(182621, 142145)]",1
"[207643, 311113, 300874, 219328]",[],0
"[355230, 98640, 448461, 191871]",[],0
"[176908, 123191, 270139, 216422]","[(182621, 142145), (249218, 208706)]",2
"[275271, 40222, 368502, 133453]",[],0
"[199675, 218433, 292906, 219328]","[(243245, 219327)]",1
"[224727, 22886, 317958, 116117]","[(306553, 24096), (260858, 24535)]",2
"[132544, 46686, 225775, 139917]","[(181333, 62750), (200563, 62770)]",2
"[203196, 354675, 296427, 219328]",[],0
"[93155, 264614, 186386, 219328]",[],0
"[292096, 60326, 385327, 153557]",[],0
"[293078, 59618, 386309, 152849]",[],0
"[260111, 281645, 353342, 219328]",[],0
"[198422, 254011, 291653, 219328]",[],0
"[349778, 18778, 443009, 112009]",[],0
"[92301, 283824, 185532, 219328]",[],0
"[101600, 237582, 194831, 219328]",[],0
"[116591, 375072, 209822, 219328]",[],0
"[269831, 77670, 363062, 170901]",[],0
"[231987, 164685, 325218, 219328]","[(249218, 208706), (243245, 219327)]",2
"[272770, 40392, 366001, 133623]",[],0
"[252744, 94253, 345975, 187484]",[],0
"[107069, 262600, 200300, 219328]",[],0
"[45741, 76733, 138972, 169964]","[(59458, 97155)]",1
"[210210, 309037, 303441, 219328]",[],0
"[64919, 125480, 158150, 218711]",[],0
"[222330, 266756, 315561, 219328]",[],0
"[165227, 349234, 258458, 219328]",[],0
"[166633, 284792, 259864, 219328]",[],0
"[71778, 45249, 165009, 138480]","[(103123, 45841), (97257, 47150), (72803, 67715)]",3
"[237713, 230630, 330944, 219328]",[],0
"[371552, 207227, 464783, 219328]",[],0
"[107813, 81766, 201044, 174997]","[(182621, 142145)]",1
"[191928, 47342, 285159, 140573]","[(200563, 62770)]",1
"[18031, 145104, 111262, 219328]",[],0
"[369059, 371491, 462290, 219328]",[],0
"[127188, 173256, 220419, 219328]",[],0
"[52652, 84291, 145883, 177522]","[(59458, 97155)]",1
"[358360, 123148, 451591, 216379]",[],0
"[272484, 221383, 365715, 219328]",[],0
"[36247, 156022, 129478, 219328]",[],0
"[12129, 46648, 105360, 139879]","[(45785, 56718), (37985, 59118), (59458, 97155), (97257, 47150), (72803, 67715)]",5
"[320852, 231289, 414083, 219328]",[],0
"[319503, 43587, 412734, 136818]",[],0
"[207438, 284196, 300669, 219328]",[],0
"[299343, 295072, 392574, 219328]",[],0
"[31667, 329965, 124898, 219328]",[],0
"[43270, 68327, 136501, 161558]","[(59458, 97155)]",1
"[108711, 41775, 201942, 135006]","[(181333, 62750), (200563, 62770)]",2
"[371131, 225442, 464362, 219328]",[],0
"[327907, 312323, 421138, 219328]",[],0
"[311026, 28424, 404257, 121655]",[],0
