BRC Query,Data Size
"[[(39.34, 41.7), (-119.25, -116.97)]]",0
"[[(39.55, 41.39), (-121.63, -119.59)]]",1361
"[[(36.98, 39.01), (-124.35, -122.07)]]",1564
"[[(38.22, 40.09), (-121.02, -119.93)]]",1014
"[[(34.45, 35.99), (-121.08, -119.95)]]",900
"[[(34.72, 37.04), (-119.06, -117.8)]]",1411
"[[(35.8, 37.22), (-123.13, -120.84)]]",733
"[[(38.15, 39.86), (-116.79, -114.82)]]",0
"[[(37.55, 38.63), (-118.01, -116.79)]]",1
"[[(38.81, 40.59), (-120.56, -119.38)]]",465
"[[(32.99, 35.0), (-123.0, -121.13)]]",0
"[[(36.5, 37.84), (-116.85, -115.81)]]",0
"[[(39.32, 41.31), (-121.51, -119.85)]]",1333
"[[(34.92, 36.85), (-123.08, -121.5)]]",176
"[[(32.99, 34.96), (-117.66, -116.25)]]",1856
"[[(35.41, 36.95), (-120.28, -118.52)]]",1327
"[[(37.83, 39.66), (-121.89, -119.47)]]",2001
"[[(33.33, 34.47), (-119.09, -116.87)]]",2085
"[[(39.4, 40.96), (-119.98, -117.9)]]",0
"[[(36.24, 37.65), (-118.32, -116.31)]]",527
"[[(38.78, 39.89), (-120.65, -118.49)]]",400
"[[(33.29, 35.45), (-116.97, -114.77)]]",1482
"[[(32.87, 33.97), (-117.36, -115.23)]]",1384
"[[(39.03, 40.44), (-119.56, -118.51)]]",0
"[[(35.76, 37.56), (-122.22, -119.95)]]",1682
"[[(37.5, 39.06), (-121.31, -119.29)]]",1469
"[[(34.59, 36.23), (-122.79, -120.45)]]",642
"[[(36.92, 38.07), (-121.99, -120.97)]]",642
"[[(35.08, 37.01), (-118.94, -117.41)]]",1286
"[[(38.15, 39.65), (-122.06, -120.28)]]",1410
"[[(36.5, 38.96), (-120.94, -118.48)]]",2391
"[[(36.91, 38.08), (-118.26, -117.0)]]",166
"[[(35.64, 36.8), (-122.53, -120.78)]]",554
"[[(34.65, 35.75), (-119.46, -117.17)]]",994
"[[(33.57, 34.82), (-121.47, -120.32)]]",110
"[[(34.94, 37.06), (-122.96, -121.07)]]",578
"[[(34.61, 36.75), (-121.7, -119.3)]]",2021
