,DAG,KD
0,2,1
1,2,0
2,2,0
3,2,2
4,2,2
5,2,1
6,2,1
7,2,0
8,2,0
9,2,0
10,0,0
11,2,1
12,0,0
13,2,1
14,0,0
15,0,0
16,2,0
17,2,0
18,2,2
19,2,2
20,2,1
21,1,0
22,2,0
23,0,0
24,2,0
25,0,0
26,2,2
27,0,0
28,2,2
29,2,1
30,0,0
31,2,1
32,2,2
33,2,2
34,2,2
35,2,0
36,0,0
37,2,2
38,2,0
39,0,0
40,2,2
41,2,0
42,0,0
43,2,0
44,2,1
45,2,0
46,2,2
47,0,0
48,2,1
49,2,0
50,2,0
51,2,0
52,2,1
53,2,0
54,1,1
55,2,1
56,2,0
57,2,0
58,2,1
59,2,0
60,2,0
61,0,0
62,0,0
63,2,2
64,0,0
65,2,1
66,1,0
67,1,0
68,2,0
69,0,0
70,2,2
71,2,0
72,0,0
73,2,2
74,2,1
75,0,0
76,0,0
77,2,1
78,2,2
79,0,0
80,2,1
81,2,2
82,2,0
83,2,2
84,2,2
85,2,1
86,1,1
87,1,1
88,2,2
89,0,0
90,2,0
91,2,2
92,2,2
93,2,2
94,2,0
95,2,2
96,2,2
97,0,0
98,0,0
99,2,2
100,1,0
101,2,2
102,1,1
103,2,2
104,2,1
105,2,2
106,1,1
107,0,0
108,2,0
109,1,0
110,2,2
111,2,0
112,0,0
113,2,0
114,2,2
115,2,2
116,2,2
117,2,0
118,2,2
119,2,1
120,2,0
121,2,2
122,2,2
123,2,2
124,2,2
125,2,1
126,0,0
127,0,0
128,2,0
129,1,1
130,2,1
131,0,0
132,2,2
133,2,0
134,2,1
135,2,1
136,2,0
137,1,0
138,1,0
139,2,0
140,1,0
141,2,1
142,2,0
143,2,1
144,2,2
145,2,1
146,2,2
147,0,0
148,1,1
149,2,1
150,2,1
151,2,2
152,2,2
153,2,2
154,2,2
155,2,2
156,2,2
157,0,0
158,2,1
159,2,2
160,2,1
161,0,0
162,2,2
163,1,1
164,2,0
165,2,2
166,2,1
167,2,1
168,2,0
169,0,0
170,2,1
171,2,1
172,2,2
173,0,0
174,0,0
175,2,0
176,2,2
177,2,2
178,2,1
179,1,0
180,2,2
181,2,1
182,0,0
183,0,0
184,0,0
185,2,0
186,2,0
187,2,2
188,2,0
189,2,1
190,0,0
191,2,2
192,2,0
193,2,0
194,2,1
195,2,0
196,2,1
197,2,2
198,2,0
199,1,1
200,0,0
201,2,2
202,2,2
203,1,1
204,2,2
205,2,2
206,0,0
207,2,2
208,2,2
209,0,0
210,1,0
211,1,1
212,2,0
213,2,1
214,2,1
215,2,0
216,1,1
217,2,2
218,2,2
219,2,1
220,2,2
221,0,0
222,0,0
223,2,2
224,1,1
225,2,0
226,1,0
227,0,0
