,L2 Norm
0,0.0757015191393145
1,0.05540505392110002
2,0.060709215848081005
3,0.04612721539395154
4,0.03589874649622183
5,0.042458450277889324
6,0.035782015776940575
7,0.027481266346367675
8,0.026063625852758735
9,0.027135216969834623
10,0.0210613272167789
11,0.02417409081365144
12,0.021497444460753825
13,0.022076065162551606
14,0.021138905679654603
15,0.02079591306002217
16,0.01784904793289342
17,0.019214616350098742
18,0.01934093587585712
19,0.01896101263118614
20,0.01839436470936751
21,0.016939640048084785
22,0.015939801688941997
23,0.015378935810603633
24,0.016502121075789036
25,0.013998452999904413
26,0.012775087210019121
27,0.008459724509433534
28,0.008977678754249707
29,0.010474731500138815
30,0.01110314520785728
31,0.009508696677252888
32,0.009726757278894889
33,0.009765783073115134
34,0.010272690166908868
35,0.010753879575572993
36,0.010282200751830792
37,0.009114221331025163
38,0.008671183772005384
39,0.008325863318599466
40,0.006832330323993217
41,0.006847963432627488
42,0.006714017528150126
43,0.00701481313406033
44,0.008366246116035194
45,0.008001285340978062
46,0.007880573038614058
47,0.008032347795701531
48,0.007408773798420913
49,0.00779230389551126
50,0.0071546523580984685
51,0.007221835725257368
52,0.007536277044941568
53,0.007310278011748489
54,0.008567823720512992
55,0.009113126885578462
56,0.008860244551817156
57,0.008717628756124427
58,0.007860247292775896
59,0.007445207257767314
60,0.007519912114166199
61,0.007576795178840582
62,0.00808554788842937
63,0.007511272778297958
64,0.007540690408332612
65,0.007749290082713517
66,0.00736194812808322
67,0.007004714181267181
68,0.006936443246111964
69,0.0075261177893779785
70,0.0069302862342212465
71,0.00643456618392481
72,0.0061090803891707905
73,0.005286370418225074
74,0.0050482120047046705
75,0.005304814099624878
76,0.0056893624125934775
77,0.005463170575921767
78,0.005687863375405486
79,0.004888251221040102
80,0.004905600568064455
81,0.004312269616396612
82,0.004310931595802684
83,0.00405881365105227
84,0.0044571314498504065
85,0.00372690508668369
86,0.0031183905927611184
87,0.0031216651627664683
88,0.0029604368495390215
89,0.0021821950665882207
90,0.0023720568681578156
91,0.0023445548869982505
92,0.0022537921692332903
93,0.002243392793694273
94,0.002402399539149632
95,0.0022221345468815476
96,0.0020714334247574177
97,0.0016975274176315922
98,0.00131897379358982
99,0.0
