,L2 Norm
0,0.09531560205005349
1,0.02934510038310279
2,0.02009870206504289
3,0.007386326026339998
4,-0.005527506255088702
5,-0.007989340416484702
6,-0.00010637383164400355
7,0.002829265314719002
8,-0.0021063387783880998
9,0.0054913144347675
10,0.002295580180110602
11,0.0020043478254184004
12,0.004134421428265901
13,0.0024398448119057024
14,0.0052293722755432995
15,0.004685632483903197
16,0.0099854014154477
17,0.009095434216960002
18,0.0099811604982245
19,0.0074497616160019
20,0.007777399307812001
21,0.004477914968034201
22,0.006026426424013399
23,0.004310597655103299
24,0.0048734604840753
25,0.0056609752965533
26,0.005149718793119901
27,0.0060433592204593
28,0.004843756512531399
29,0.0010379037542954002
30,0.0012613976194686995
31,0.003016907364768102
32,0.004042017889378198
33,0.0059154988661807
34,0.0026189846813045
35,0.0032213710250247
36,0.0064422139719964005
37,0.0068077425806374
38,0.005959325991165101
39,0.0048147738660866
40,0.0037342424768383
41,0.0036140989330099987
42,0.0036095288338730998
43,0.003176976064793601
44,0.0037615037793738
45,0.004605537369727201
46,0.0040466383058959
47,0.0046163021485064
48,0.0047632294374967
49,0.004606965312799401
50,0.004508087772473301
51,0.0032998537387923
52,0.0036841180051751
53,0.0026027059516275
54,0.0022997373379700006
55,0.0014129386876759993
56,0.0012214338606566988
57,3.361497944859987e-05
58,0.0013289152344857997
59,0.0019705021783978
60,0.0019506819487096006
61,0.0008074980371501001
62,0.00011171746299380031
63,0.0004529983955382996
64,0.0014913565455929
65,0.0027550644733886
66,0.00171638193563
67,0.0019706885604759998
68,0.0016219018090455001
69,0.0020278954142453004
70,0.0019916174909832005
71,0.0023942246475377998
72,0.0008775497904966001
73,0.0011158439040866996
74,0.0020293231812081
75,0.0009393734563425001
76,0.0010469399574019995
77,-0.0001954501908047997
78,-0.0006093465875753002
79,-0.00041027355158390014
80,-0.0010924612690521997
81,-0.0010276789148557998
82,0.0004370428372854002
83,0.0006249612253758996
84,0.00040806551358240056
85,0.00023478409294790028
86,-0.0001592741536807999
87,0.0008487437512238998
88,0.00048071346099239987
89,0.00044748539368820017
90,-0.0003018298101608997
91,-5.0413163743399936e-05
92,-0.0007175800151561001
93,-0.00018941267027530002
94,-0.0002848083415726002
95,-0.0006382798832925002
96,-0.0005352130226130999
97,-0.0002942492633554001
98,-4.03186505889999e-06
99,0.0
